ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.9,10,bullish,-2.1,0.66,-0.28,-5.47,9.17,0.23,-1.74,-0.4,0.03,,,64.0,,,64.0,,,64.0
ACWI,ACWI,3.6,10,bullish,-2.09,-1.37,-3.35,-5.53,-1.05,-1.05,-1.92,-1.51,-0.81,,,72.0,,,72.0,,,72.0
ACWX,ACWX,3.7,10,bullish,-2.59,-1.42,-2.93,-7.53,2.9,-1.11,-2.0,-1.24,-0.78,,,72.0,,,72.0,,,72.0
AFK,Africa,3.7,10,bullish,-4.87,-4.73,-8.01,-14.94,-2.36,-2.0,-2.0,-2.0,-1.62,,,64.0,,,64.0,,,64.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,50.0,,,50.0,,,50.0
AGG,Agg Bond,0.1,10,bullish,-0.28,0.04,-0.91,-1.52,-0.77,-1.27,-2.0,-1.31,0.02,,,92.0,,,92.0,,,92.0
AIA,AIA,3.7,10,bullish,-1.95,2.21,1.54,-3.38,18.37,0.97,-1.06,-0.02,0.39,,,72.0,,,72.0,,,72.0
AIQ,AIQ,3.2,10,bullish,-1.85,-0.34,-2.47,-2.27,-2.9,-0.91,-0.66,-0.8,-0.28,,,34.0,,,34.0,,,34.0
AIRR,AIRR,3.8,10,bullish,-0.79,0.36,-3.37,-7.74,9.65,-0.07,-2.0,-1.24,-0.2,,,42.0,,,42.0,,,42.0
ALAI,ALAI,3.7,10,bullish,-1.77,0.0,-1.25,-2.7,-6.88,-0.91,-0.68,-0.57,-0.21,,,3.0,,,3.0,,,3.0
AMG,AMG,3.5,10,bullish,1.39,2.39,-7.45,-16.29,1.37,-0.99,-2.0,-1.82,0.3,,,100.0,,,100.0,,,100.0
APIE,APIE,3.5,10,bullish,-3.48,-2.09,-3.9,-9.45,-3.93,-2.0,-2.0,-1.39,-0.96,,,13.0,,,13.0,,,13.0
APO,APO,6.9,10,bullish,6.77,10.12,-0.71,-11.89,-24.94,-1.55,-1.05,-0.01,1.92,,,53.0,,,53.0,,,53.0
ARES,ARES,5.5,10,bullish,5.58,9.9,-9.33,-20.79,-38.87,-1.93,-1.47,-1.0,1.78,,,42.0,,,42.0,,,42.0
ARGT,ARGT,4.2,10,bullish,1.44,0.25,0.03,-4.84,-2.07,-0.36,-0.56,-0.06,-0.0,,,53.0,,,53.0,,,53.0
ARKF,ARKF,3.0,10,bullish,-3.32,-0.75,-4.57,2.88,-18.92,-0.96,0.13,-0.74,-0.24,,,32.0,,,32.0,,,32.0
ARKG,ARKG,3.0,10,bullish,-0.96,0.48,-8.63,-11.35,-11.11,-1.08,-1.3,-1.27,0.0,,,41.0,,,41.0,,,41.0
ARKK,ARKK,3.6,10,bullish,-2.44,-0.5,-5.0,-1.54,-12.29,-0.87,-0.4,-0.9,-0.26,,,41.0,,,41.0,,,41.0
ARKQ,ARKQ,3.5,10,bullish,-1.48,-1.12,-2.82,-5.32,3.32,-0.59,-1.06,-0.83,-0.5,,,42.0,,,42.0,,,42.0
ARKW,ARKW,3.4,10,bullish,-2.72,-0.65,-3.39,2.14,-17.97,-0.97,-0.02,-0.64,-0.27,,,42.0,,,42.0,,,42.0
