ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,42.13,13.8,71.19,79.28,165.47,532.58,1539.3,5.16,1.11,2.09,3.22,2.89,4,True,True,True,True,True,147.88,463.79,1315.6,140.3,444.06,1091.93,112.71,358.66,1256.37,-0.0231,XLB,0.36,0.38,clean,1.48,normal,none,strong_buy,93.16753728518435,96.02543720190779,90.22257551669315,6,100.0,95.2,1
CF,125.6,18.16,63.27,40.02,60.72,177.94,280.95,3.48,0.63,1.52,2.93,1.58,4,True,True,True,True,True,43.13,109.14,57.25,35.55,89.41,-166.41,7.96,4.02,-1.98,1.8082,XLE,0.51,1.19,clean,2.24,confirmed,none,strong_buy,86.67575138163373,96.02543720190779,98.88712241653418,6,100.0,95.0,2
MPC,234.59,10.67,43.2,21.71,61.02,335.39,529.94,4.05,0.5,2.81,5.5,1.58,4,True,True,True,True,True,43.43,266.6,306.24,35.85,246.87,82.58,8.26,161.47,247.01,0.4343,XLE,0.69,0.58,clean,1.327,normal,none,strong_buy,83.57180710121887,96.02543720190779,95.70747217806041,6,100.0,93.4,3
CLMT,34.33,23.09,74.0,88.11,170.74,460.95,192.67,3.2,1.19,1.94,2.7,0.42,3,True,True,True,True,True,153.15,392.15,-31.03,145.57,372.42,-254.7,117.99,287.03,-90.26,1.5361,,,0.87,clean,1.445,normal,none,strong_buy,92.9631311984253,78.10015898251193,98.5691573926868,6,100.0,93.2,4
CENX,63.05,19.14,58.85,114.74,239.7,299.54,845.24,3.08,1.95,2.09,1.25,2.82,4,True,True,True,True,True,222.1,230.75,621.54,214.53,211.01,397.87,186.94,125.62,562.31,-0.7139,XLK,0.41,0.56,clean,1.114,normal,none,strong_buy,93.86403209932621,96.02543720190779,75.3577106518283,6,100.0,92.4,5
NSKFF,44.5,8.54,69.85,34.93,56.63,939.72,1373.51,8.18,0.5,1.62,16.59,1.46,3,True,True,True,True,True,39.04,870.93,1149.81,31.47,851.19,926.14,3.88,765.8,1090.58,0.8005,XLK,0.32,0.25,clean,,normal,none,strong_buy,86.69089257324552,78.10015898251193,97.2972972972973,6,100.0,91.1,6
EQNR,39.88,27.6,68.96,63.56,50.76,108.33,165.48,2.5,0.92,0.8,2.13,1.53,3,True,True,True,True,True,33.17,39.54,-58.22,25.59,19.81,-281.89,-2.0,-65.59,-117.45,0.8874,XLE,0.65,2.03,overextended,1.931,confirmed,none,none,86.84608978726627,78.10015898251193,97.37678855325915,6,100.0,91.1,6
VLO,237.66,9.16,44.16,39.59,79.95,228.17,266.19,4.82,0.9,2.02,2.85,1.17,3,True,True,True,True,True,62.36,159.38,42.49,54.78,139.64,-181.17,27.19,54.25,-16.74,0.7904,XLE,0.68,0.35,clean,1.49,normal,none,strong_buy,85.50987962752669,78.10015898251193,97.21780604133545,6,100.0,90.7,8
PBR,19.87,17.16,67.54,56.95,38.56,145.01,270.71,3.94,0.84,0.68,3.76,1.87,3,True,True,True,True,True,20.97,76.21,47.01,13.39,56.48,-176.66,-14.19,-28.91,-12.22,0.0573,XLE,0.57,1.12,clean,1.505,confirmed,none,strong_buy,86.02089484442426,78.10015898251193,91.49443561208267,6,100.0,89.7,9
FTI,69.94,5.77,54.78,77.3,120.72,811.93,217.93,9.5,1.41,1.56,6.73,0.27,3,True,True,True,True,True,103.13,743.14,-5.77,95.55,723.4,-229.43,67.96,638.01,-65.0,-0.3946,XLI,0.46,-0.21,clean,1.182,normal,none,strong_buy,88.8030888030888,78.10015898251193,82.11446740858506,6,100.0,88.7,10
ESE,294.0,5.83,49.3,39.26,84.77,176.71,657.34,8.46,0.8,2.16,2.08,3.72,4,True,True,True,True,True,67.18,107.91,433.64,59.6,88.18,209.98,32.01,2.79,374.41,-0.9307,XLI,0.62,0.11,clean,1.292,normal,none,strong_buy,85.32818532818533,96.02543720190779,67.88553259141494,6,100.0,88.4,11
PARXF,19.15,19.54,41.85,46.41,104.16,16.7,116.14,2.14,1.11,2.24,0.16,6.96,3,True,True,True,True,True,86.57,-52.1,-107.56,78.99,-71.83,-331.23,51.4,-157.22,-166.79,-0.0191,XLE,0.43,1.21,clean,1.76,confirmed,none,strong_buy,82.20531455825574,78.10015898251193,90.30206677265501,6,100.0,88.3,12
LNG,274.28,11.46,41.79,16.72,18.53,278.47,687.71,3.65,0.4,1.11,15.03,2.47,3,True,True,True,True,True,0.94,209.68,464.01,-6.64,189.95,240.34,-34.23,104.55,404.78,0.8926,XLE,0.51,1.14,clean,1.789,confirmed,none,strong_buy,77.1595124536301,78.10015898251193,97.45627980922097,6,100.0,88.3,12
COP,127.41,7.5,35.4,34.7,21.32,137.84,219.72,4.72,0.98,0.61,6.47,1.59,3,True,True,True,True,True,3.73,69.04,-3.98,-3.85,49.31,-227.64,-31.44,-36.08,-63.21,0.5539,XLE,0.87,0.7,clean,1.367,normal,none,strong_buy,77.31660231660233,78.10015898251193,96.50238473767885,6,100.0,88.1,14
MARUY,381.73,6.57,36.91,52.69,136.37,342.12,647.88,5.62,1.43,2.59,2.51,1.89,4,True,True,True,True,True,118.77,273.33,424.18,111.2,253.6,200.52,83.61,168.2,364.95,-1.0977,VXUS,0.58,-0.02,clean,2.255,confirmed,none,strong_buy,87.90975849799379,96.02543720190779,61.367249602543716,6,100.0,87.9,15
DBC,28.71,10.81,26.81,27.43,27.6,75.27,113.78,2.48,1.02,1.01,2.73,1.51,3,True,True,True,True,True,10.01,6.48,-109.92,2.43,-13.25,-333.59,-25.16,-98.65,-169.15,0.9037,XLE,0.53,1.64,clean,2.42,confirmed,none,strong_buy,75.34635475811947,78.10015898251193,97.53577106518283,6,100.0,87.7,16
FORM,102.34,10.3,79.22,180.99,261.74,140.68,1244.77,7.69,2.28,1.45,0.54,8.85,3,True,True,True,True,True,244.15,71.89,1021.07,236.57,52.15,797.4,208.99,-33.24,961.84,-0.8929,XLI,0.45,-0.02,clean,1.05,normal,none,strong_buy,92.73601332424862,78.10015898251193,69.0779014308426,6,100.0,87.3,17
CTRA,33.8,9.4,27.28,42.94,16.97,80.58,57.45,2.9,1.57,0.4,4.75,0.71,3,True,True,True,True,True,-0.62,11.79,-166.25,-8.2,-7.94,-389.91,-35.78,-93.34,-225.48,0.5609,XLE,0.69,0.9,clean,1.207,normal,none,strong_buy,74.1199182375653,78.10015898251193,96.66136724960255,6,100.0,87.2,18
PARR,60.76,32.78,71.01,71.54,326.09,321.94,225.79,2.17,1.01,4.56,0.99,0.7,2,True,True,True,True,True,308.5,253.15,2.09,300.92,233.42,-221.57,273.33,148.02,-57.14,1.6825,XLE,0.51,0.96,clean,1.351,normal,none,none,93.39465515936105,45.707472178060414,98.80763116057234,6,100.0,86.9,19
