ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.6,10,bullish,2.63,3.64,9.21,5.27,7.77,-0.1,0.54,2.0,1.09,,,57.0,,,57.0,,,57.0
ACWI,ACWI,2.1,10,bullish,1.7,2.64,6.61,4.95,2.9,-0.41,0.87,2.0,1.11,,,60.0,,,60.0,,,60.0
ACWX,ACWX,2.2,10,bullish,0.93,1.87,5.87,5.06,5.3,-0.4,0.76,1.59,0.57,,,60.0,,,60.0,,,60.0
AFK,Africa,2.7,10,bullish,2.03,2.99,6.82,6.09,0.61,-1.74,0.36,1.06,0.59,,,58.0,,,58.0,,,58.0
AGF,AGF,0.0,10,bullish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,37.0,,,37.0,,,37.0
AGG,Agg Bond,0.1,10,bullish,-0.04,-0.01,0.48,-0.32,-0.87,-1.16,-0.45,0.58,-0.1,,,80.0,,,80.0,,,80.0
AIA,AIA,2.3,10,bullish,2.99,4.23,10.63,5.71,13.48,0.27,0.29,1.9,0.92,,,60.0,,,60.0,,,60.0
AIQ,AIQ,2.3,10,bearish,5.75,8.39,12.99,7.89,2.31,-0.46,0.82,2.0,2.0,,,32.0,,,32.0,,,32.0
AIRR,AIRR,0.3,10,bearish,-1.19,-0.2,6.39,8.08,9.75,-0.26,0.61,0.96,-0.49,,,36.0,,,36.0,,,36.0
ALAI,ALAI,0.0,10,bearish,4.04,7.75,14.19,11.47,4.98,-0.27,1.02,2.0,1.86,,,6.0,,,6.0,,,6.0
AMG,AMG,3.9,10,bullish,2.85,4.57,9.47,7.37,-5.01,-1.58,0.32,1.4,0.83,,,100.0,,,100.0,,,100.0
AMLP,AMLP,4.3,10,bullish,-0.79,-1.36,-0.84,-1.92,5.15,0.75,-0.74,-0.53,-0.96,,,46.0,,,46.0,,,46.0
APIE,APIE,3.9,10,bullish,0.67,1.54,5.41,4.15,1.65,-0.88,0.59,1.42,0.43,,,16.0,,,16.0,,,16.0
APO,APO,3.1,10,bullish,9.88,12.93,9.58,10.95,-16.14,-0.85,1.24,1.53,2.0,,,46.0,,,46.0,,,46.0
ARES,ARES,2.0,10,bearish,8.94,10.9,9.85,9.98,-31.6,-1.34,0.92,1.29,2.0,,,36.0,,,36.0,,,36.0
