ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,4.3,10,bullish,-2.38,-4.0,-3.28,-7.62,5.98,-0.37,-2.0,-1.21,-1.64,,,79.0,,,79.0,,,79.0
ACWI,ACWI,4.0,10,bullish,-0.45,-2.2,-3.0,-5.13,-1.53,-1.15,-1.8,-1.36,-1.18,,,80.0,,,80.0,,,80.0
ACWX,ACWX,4.3,10,bullish,-1.0,-3.07,-3.58,-7.98,1.95,-1.37,-2.0,-1.42,-1.45,,,80.0,,,80.0,,,80.0
AFK,Africa,3.3,10,bullish,-0.71,-5.79,-8.48,-16.78,-5.47,-2.0,-2.0,-2.0,-1.89,,,79.0,,,79.0,,,79.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,58.0,,,58.0,,,58.0
AGG,Agg Bond,2.3,10,bullish,-0.6,-0.91,-1.21,-2.18,-0.95,-1.38,-2.0,-1.66,-1.57,,,91.0,,,91.0,,,91.0
AIA,AIA,4.7,10,bullish,-1.76,-3.41,-1.52,-5.2,15.11,0.53,-1.31,-0.64,-1.15,,,80.0,,,80.0,,,80.0
AIQ,AIQ,4.5,10,bullish,-2.08,-3.62,-3.8,-1.54,-5.81,-1.18,-0.58,-1.09,-1.24,,,47.0,,,47.0,,,47.0
AIRR,AIRR,4.0,10,bullish,0.74,0.56,-0.22,-6.0,12.09,0.1,-1.75,-0.51,-0.13,,,57.0,,,57.0,,,57.0
ALAI,ALAI,4.9,10,bullish,-3.67,-2.83,-2.29,-2.32,-8.07,-0.99,-0.68,-0.78,-0.97,,,6.0,,,6.0,,,6.0
AMG,AMG,3.6,10,bullish,-1.21,-1.28,-1.97,-5.49,-1.36,-1.21,-1.44,-0.78,-0.57,,,100.0,,,100.0,,,100.0
APIE,APIE,5.1,10,bullish,-0.65,-3.4,-4.59,-9.23,-4.28,-2.0,-2.0,-1.57,-1.45,,,15.0,,,15.0,,,15.0
APO,APO,6.6,10,bullish,-1.66,0.58,1.25,-3.7,-25.16,-1.55,-0.22,0.27,0.17,,,64.0,,,64.0,,,64.0
ARES,ARES,5.4,10,bullish,-1.42,0.75,-2.04,-7.08,-35.74,-1.72,-0.4,-0.13,0.21,,,57.0,,,57.0,,,57.0
ARGT,ARGT,3.8,10,bullish,-0.69,-0.16,-0.6,-5.69,-4.31,-0.53,-0.63,-0.14,-0.07,,,64.0,,,64.0,,,64.0
ARKF,ARKF,4.3,10,bullish,-3.26,-6.24,-5.47,5.53,-21.14,-1.04,0.34,-0.86,-1.3,,,47.0,,,47.0,,,47.0
ARKG,ARKG,5.0,10,bullish,-0.6,-2.43,-4.98,-7.62,-10.37,-1.03,-0.97,-0.78,-0.52,,,55.0,,,55.0,,,55.0
ARKK,ARKK,5.1,10,bullish,-2.93,-5.57,-5.35,-1.44,-14.08,-0.95,-0.42,-0.94,-1.18,,,55.0,,,55.0,,,55.0
ARKQ,ARKQ,4.5,10,bullish,-2.32,-4.63,-3.85,-5.62,-0.62,-0.84,-1.12,-0.98,-1.24,,,57.0,,,57.0,,,57.0
ARKW,ARKW,4.9,10,bullish,-2.63,-5.45,-4.29,4.02,-19.83,-1.04,0.12,-0.77,-1.19,,,57.0,,,57.0,,,57.0
ARKX,ARKX,3.8,10,bullish,-3.11,-5.13,-3.75,-5.22,3.99,-0.62,-1.03,-0.93,-1.35,,,30.0,,,30.0,,,30.0
ARTY,ARTY,4.4,10,bullish,-3.39,-3.68,-1.46,-2.98,1.62,-0.47,-0.78,-0.58,-1.12,,,47.0,,,47.0,,,47.0
ASEA,ASEA,3.8,10,bullish,-1.55,-2.75,-1.45,-6.79,3.25,-0.42,-2.0,-0.77,-1.39,,,64.0,,,64.0,,,64.0
ASHR,ASHR,4.1,10,bullish,-3.04,-4.4,-4.71,-5.72,-0.85,-1.0,-1.87,-1.83,-2.0,,,57.0,,,57.0,,,57.0
AVDE,AVDE,4.8,10,bullish,-0.9,-2.79,-4.0,-8.82,1.9,-1.51,-2.0,-1.56,-1.35,,,47.0,,,47.0,,,47.0
