ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,45.0,8.67,69.36,142.72,146.44,579.76,2084.47,8.0,2.06,1.03,3.96,3.6,4,True,True,True,True,True,116.22,505.06,1833.94,103.26,475.25,1537.72,105.81,418.52,1817.16,0.6193,,,0.01,clean,1.046,normal,none,strong_buy,80.7855834641549,96.08516483516483,95.32967032967034,6,100.0,92.5,1
AGX,727.54,26.1,105.44,134.38,339.92,1366.22,2011.26,4.04,1.27,2.53,4.02,1.47,3,True,True,True,True,True,309.7,1291.53,1760.73,296.74,1261.72,1464.51,299.29,1204.98,1743.95,0.7564,,,0.81,clean,0.732,thin,none,strong_buy,91.79748822605966,78.67445054945054,96.22252747252747,6,100.0,92.5,1
EXCE,23.0,20.1,14.94,53.03,158.43,1000.48,52172.73,0.74,3.55,2.99,6.32,52.15,4,True,True,True,True,True,128.2,925.78,51922.2,115.24,895.97,51625.98,117.8,839.24,51905.42,-0.3575,,,1.62,clean,,normal,none,strong_buy,79.5820251177394,96.08516483516483,80.9065934065934,6,100.0,89.3,3
MRVL,172.15,57.39,133.49,90.49,177.75,264.26,1558.48,2.33,0.68,1.96,1.49,5.9,3,True,True,True,True,True,147.53,189.57,1307.95,134.57,159.76,1011.73,137.12,103.02,1291.17,-0.4273,QQQ,0.52,2.5,overextended,1.409,normal,none,none,92.14743589743591,78.67445054945054,79.25824175824175,6,100.0,89.2,4
MUSA,576.37,9.61,29.57,56.61,13.65,315.04,858.38,3.08,1.91,0.24,23.07,2.72,4,True,True,True,True,True,-16.57,240.35,607.85,-29.53,210.54,311.63,-26.97,153.8,591.08,1.4666,,,0.85,clean,1.152,normal,none,strong_buy,67.05259026687598,96.08516483516483,98.1456043956044,6,100.0,89.0,5
ELA,19.19,14.36,48.99,103.93,174.93,399.74,3453.05,3.41,2.12,1.68,2.29,8.64,5,True,True,True,True,True,144.7,325.04,3202.52,131.75,295.23,2906.3,134.3,238.5,3185.74,-0.9549,,,0.31,clean,0.743,thin,none,strong_buy,84.31122448979592,99.8282967032967,66.27747252747253,6,100.0,88.5,6
CASY,858.14,15.68,32.48,67.07,84.0,284.92,662.11,2.07,2.06,1.25,3.39,2.32,4,True,True,True,True,True,53.78,210.22,411.59,40.82,180.41,115.37,43.37,123.68,394.81,-0.5329,XLP,0.39,1.6,clean,1.751,confirmed,none,strong_buy,78.93118785975928,96.08516483516483,76.57967032967034,6,100.0,88.2,7
KEN,91.99,9.02,22.69,73.44,210.15,177.66,923.25,2.52,3.24,2.86,0.85,5.2,4,True,True,True,True,True,179.92,102.97,672.72,166.97,73.16,376.5,169.52,16.42,655.94,-0.3609,VGK,0.3,-0.01,clean,1.583,confirmed,none,strong_buy,75.4644165358451,96.08516483516483,80.83791208791209,6,100.0,88.0,8
PARXF,20.83,5.26,37.13,57.21,167.05,9.06,116.75,7.07,1.54,2.92,0.05,12.89,4,True,True,True,True,True,136.83,-65.64,-133.77,123.87,-95.45,-429.99,126.42,-152.19,-150.55,0.3982,XLE,0.51,-0.24,clean,0.242,thin,none,strong_buy,64.17451596023024,96.08516483516483,93.68131868131869,6,100.0,87.2,9
TNGX,23.62,19.29,91.72,194.88,1563.38,105.03,,4.75,2.12,8.02,0.07,,3,True,True,True,True,True,1533.16,30.34,,1520.2,0.53,,1522.75,-56.21,,1.6444,,,-0.26,clean,0.947,normal,none,none,89.29062009419152,78.67445054945054,98.62637362637363,5,83.33333333333334,87.2,9
