ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
CVE,30.3,16.9,34.25,63.61,128.16,276.87,104.32,2.03,1.86,2.01,2.16,0.38,4,True,True,True,True,True,102.88,198.58,-155.25,90.83,157.95,-470.45,90.64,133.61,-144.95,0.7217,XLE,0.74,1.1,clean,0.71,thin,none,strong_buy,84.3974732750243,93.87755102040816,94.42176870748298,6,100.0,93.0,1
REX,48.53,6.89,41.98,51.56,128.16,262.16,456.54,6.09,1.23,2.49,2.05,1.74,4,True,True,True,True,True,102.88,183.87,196.97,90.83,143.25,-118.23,90.64,118.91,207.27,1.0133,XLE,0.4,-0.11,clean,0.765,normal,none,strong_buy,81.91933916423712,93.87755102040816,95.71428571428572,6,100.0,92.5,2
EACO,104.99,16.59,14.13,29.62,152.99,462.95,1758.23,0.85,2.1,5.17,3.03,3.8,4,True,True,True,True,True,127.71,384.66,1498.66,115.65,344.04,1183.46,115.46,319.7,1508.97,0.9609,,,0.54,clean,,normal,none,strong_buy,80.80822805312603,93.87755102040816,95.64625850340136,6,100.0,92.1,3
FCFS,226.27,10.04,23.34,45.45,77.98,193.59,392.64,2.33,1.95,1.72,2.48,2.03,5,True,True,True,True,True,52.7,115.3,133.07,40.65,74.68,-182.13,40.46,50.34,143.38,0.169,,,0.96,clean,1.196,normal,none,strong_buy,78.69128603822482,99.52380952380952,90.0,6,100.0,91.5,4
MPC,248.43,11.87,26.26,24.46,53.8,313.5,610.0,2.21,0.93,2.2,5.83,1.95,4,True,True,True,True,True,28.52,235.21,350.44,16.46,194.59,35.24,16.27,170.25,360.74,1.0496,XLE,0.73,0.68,clean,0.96,normal,none,strong_buy,76.82863621639132,93.87755102040816,96.19047619047619,6,100.0,91.1,5
AZLCZ,2140.0,4.39,15.68,64.62,100.94,514.94,970.0,3.57,4.12,1.56,5.1,1.88,5,True,True,True,True,True,75.66,436.65,710.43,63.6,396.03,395.23,63.41,371.69,720.74,0.1967,,,-0.18,clean,0.981,normal,none,strong_buy,77.23679948169745,99.52380952380952,90.20408163265307,6,100.0,91.1,5
SU,67.73,6.78,21.51,49.85,92.31,191.56,154.91,3.17,2.32,1.85,2.08,0.81,4,True,True,True,True,True,67.03,113.27,-104.65,54.97,72.65,-419.85,54.78,48.31,-94.35,0.7393,XLE,0.73,0.16,clean,0.682,thin,none,strong_buy,76.8448331713638,93.87755102040816,94.48979591836735,6,100.0,90.7,7
LINC,46.84,14.89,56.19,125.52,118.98,539.02,2704.79,3.77,2.23,0.95,4.53,5.02,4,True,True,True,True,True,93.7,460.73,2445.22,81.65,420.1,2130.02,81.46,395.77,2455.53,-0.6539,XLB,0.33,0.44,clean,1.315,normal,none,strong_buy,89.60155490767735,93.87755102040816,73.67346938775509,6,100.0,90.4,8
CLMT,32.87,1.2,16.81,72.27,138.53,484.88,765.0,14.0,4.3,1.92,3.5,1.58,5,True,True,True,True,True,113.25,406.59,505.43,101.2,365.96,190.23,101.01,341.62,515.74,0.1078,,,-0.64,clean,0.851,normal,none,strong_buy,72.80369290573373,99.52380952380952,89.04761904761904,6,100.0,89.6,9
EXCE,23.0,5.75,21.05,32.34,128.86,761.42,52172.73,3.66,1.54,3.98,5.91,68.52,5,True,True,True,True,True,103.58,683.13,51913.16,91.52,642.51,51597.96,91.33,618.17,51923.46,-0.4101,,,-0.35,clean,,normal,none,strong_buy,77.72918691286038,99.52380952380952,79.31972789115646,6,100.0,89.1,10
