ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
VLO,253.77,8.73,27.37,42.25,88.92,223.27,354.22,3.13,1.54,2.1,2.51,1.59,5,True,True,True,True,True,64.3,142.6,95.26,52.3,99.95,-216.29,48.63,77.78,107.38,1.1724,XLE,0.73,0.23,clean,0.854,normal,none,strong_buy,78.78227585312054,99.42098092643052,97.0708446866485,6,100.0,92.9,1
REX,48.78,8.52,42.97,51.68,131.73,281.39,456.21,5.04,1.2,2.55,2.14,1.62,4,True,True,True,True,True,107.12,200.72,197.26,95.12,158.07,-114.29,91.45,135.9,209.38,0.9805,XLE,0.4,0.09,clean,0.752,normal,none,strong_buy,82.65537822758532,93.8692098092643,96.11716621253406,6,100.0,92.8,2
LINC,47.43,18.1,52.46,135.38,122.78,547.07,2610.29,2.9,2.58,0.91,4.46,4.77,4,True,True,True,True,True,98.17,466.4,2351.33,86.16,423.75,2039.78,82.5,401.57,2363.45,-0.3081,XLB,0.34,0.66,clean,1.293,normal,none,strong_buy,90.13396911898276,93.8692098092643,83.31062670299727,6,100.0,92.5,3
EACO,104.99,16.59,14.13,29.62,198.95,462.95,1758.23,0.85,2.1,6.72,2.33,3.8,4,True,True,True,True,True,174.34,382.28,1499.27,162.33,339.63,1187.72,158.66,317.46,1511.39,0.7019,,,0.55,clean,,normal,none,strong_buy,81.03023225639029,93.8692098092643,94.6866485013624,6,100.0,92.0,4
FCFS,226.57,8.89,23.74,46.54,76.8,196.87,383.4,2.67,1.96,1.65,2.56,1.95,5,True,True,True,True,True,52.19,116.2,124.44,40.18,73.55,-187.1,36.52,51.37,136.56,-0.0225,,,0.75,clean,1.207,normal,none,strong_buy,78.21785389905281,99.42098092643052,88.35149863760218,6,100.0,91.0,5
SU,67.83,8.44,19.42,52.74,91.66,199.73,152.81,2.3,2.72,1.74,2.18,0.77,4,True,True,True,True,True,67.05,119.07,-106.14,55.05,76.41,-417.69,51.38,54.24,-94.02,0.6802,XLE,0.73,0.39,clean,0.669,thin,none,strong_buy,77.31932009861166,93.8692098092643,94.61852861035422,6,100.0,90.9,6
EXCE,23.2,5.94,18.97,40.61,130.85,700.0,52627.27,3.2,2.14,3.22,5.35,75.18,5,True,True,True,True,True,106.23,619.33,52368.31,94.23,576.68,52056.77,90.56,554.51,52380.44,-0.2691,,,-0.34,clean,,normal,none,strong_buy,78.42545737641106,99.42098092643052,84.12806539509536,6,100.0,90.2,7
EFXT,27.75,19.97,42.82,115.79,286.49,346.86,296.43,2.14,2.7,2.47,1.21,0.85,3,True,True,True,True,True,261.88,266.19,37.47,249.87,223.54,-274.08,246.21,201.37,49.59,0.0204,,,0.87,clean,1.055,normal,none,strong_buy,90.30102504216946,75.57901907356948,89.23705722070845,6,100.0,90.1,8
MRVL,186.8,23.46,134.64,123.85,198.59,349.04,1821.81,5.74,0.92,1.6,1.76,5.22,3,True,True,True,True,True,173.98,268.37,1562.85,161.98,225.72,1251.3,158.31,203.54,1574.97,-0.2923,QQQ,0.53,0.66,clean,1.238,normal,none,strong_buy,92.83768003114054,75.57901907356948,83.5149863760218,6,100.0,89.7,9
CVE,30.53,19.26,31.99,69.89,125.48,296.49,106.56,1.66,2.18,1.8,2.36,0.36,3,True,True,True,True,True,100.87,215.82,-152.4,88.86,173.17,-463.94,85.2,151.0,-140.27,0.6433,XLE,0.74,1.37,clean,0.697,thin,none,strong_buy,84.92441935902427,75.57901907356948,94.48228882833789,6,100.0,89.5,10
ATEX,60.9,37.97,76.83,187.4,115.73,28.94,65.62,2.02,2.44,0.62,0.25,2.27,3,True,True,True,True,True,91.12,-51.73,-193.33,79.11,-94.38,-504.88,75.45,-116.55,-181.21,0.3087,XLK,0.33,1.85,clean,1.014,normal,none,strong_buy,85.2244712598936,75.57901907356948,92.30245231607628,6,100.0,89.1,11
TEN,44.11,14.75,45.34,73.73,140.91,367.76,48.27,3.07,1.63,1.91,2.61,0.13,4,True,True,True,True,True,116.3,287.09,-210.69,104.29,244.44,-522.24,100.62,222.27,-198.57,-0.7408,,,0.64,clean,0.714,thin,none,strong_buy,85.24069028156221,93.8692098092643,71.93460490463215,6,100.0,88.7,12
MPC,258.37,17.25,31.51,31.84,59.22,339.55,619.69,1.83,1.01,1.86,5.73,1.83,3,True,True,True,True,True,34.61,258.88,360.73,22.61,216.23,49.19,18.94,194.06,372.86,1.011,XLE,0.73,1.2,clean,0.955,normal,none,strong_buy,80.42364084598417,75.57901907356948,96.32152588555857,6,100.0,88.5,13
APA,39.32,4.57,35.21,61.28,127.02,92.75,-27.2,7.7,1.74,2.07,0.73,-0.29,3,True,True,True,True,True,102.41,12.08,-286.16,90.4,-30.57,-597.7,86.74,-52.75,-274.04,2.5038,XLE,0.81,-0.3,clean,0.925,normal,none,none,74.90592967432205,75.57901907356948,99.31880108991825,6,100.0,87.5,14
MUSA,555.64,8.43,40.25,55.1,21.16,296.72,752.86,4.78,1.37,0.38,14.02,2.54,3,True,True,True,True,True,-3.45,216.05,493.9,-15.45,173.4,182.36,-19.12,151.22,506.03,1.2016,,,0.66,clean,1.009,normal,none,strong_buy,76.10289347346568,75.57901907356948,97.34332425068119,6,100.0,87.4,15
EZPW,33.28,8.76,31.7,85.82,139.42,398.2,468.89,3.62,2.71,1.62,2.86,1.18,4,True,True,True,True,True,114.81,317.53,209.93,102.81,274.88,-101.62,99.14,252.71,222.05,-0.9415,XLI,0.5,0.2,clean,0.798,normal,none,strong_buy,84.1896976774361,93.8692098092643,65.32697547683924,6,100.0,87.1,16
DK,44.59,14.25,30.3,11.59,139.35,111.03,202.51,2.13,0.38,12.03,0.8,1.82,3,True,True,True,True,True,114.73,30.36,-56.45,102.73,-12.29,-368.0,99.06,-34.47,-44.33,1.4817,XLE,0.59,0.11,clean,0.958,normal,none,strong_buy,74.23446217724147,75.57901907356948,98.02452316076294,6,100.0,87.0,17
AZLCZ,2140.0,7.0,10.03,67.84,100.94,514.94,970.0,1.43,6.77,1.49,5.1,1.88,3,True,True,True,True,True,76.33,434.27,711.04,64.32,391.62,399.49,60.66,369.45,723.16,0.2476,,,0.16,clean,0.981,normal,none,strong_buy,77.6274815103153,75.57901907356948,91.89373297002726,6,100.0,86.8,18
OVV,59.53,8.41,17.49,55.84,60.59,138.41,70.09,2.08,3.19,1.09,2.28,0.51,3,True,True,True,True,True,35.98,57.74,-188.87,23.97,15.09,-500.42,20.31,-7.09,-176.75,1.0356,XLE,0.81,0.38,clean,0.995,normal,none,strong_buy,74.1825613079019,75.57901907356948,96.59400544959128,6,100.0,86.7,19
EQNR,38.96,3.48,35.04,60.46,68.59,86.32,135.98,10.07,1.73,1.13,1.26,1.58,3,True,True,True,True,True,43.97,5.65,-122.98,31.97,-37.0,-434.53,28.3,-59.17,-110.86,1.9769,XLE,0.72,-0.13,clean,0.679,thin,none,strong_buy,72.69041131438952,75.57901907356948,98.9100817438692,6,100.0,86.7,19
CASY,852.51,9.04,28.56,58.95,86.92,277.37,644.68,3.16,2.06,1.47,3.19,2.32,4,True,True,True,True,True,62.31,196.7,385.72,50.3,154.05,74.17,46.63,131.87,397.84,-0.9365,XLI,0.35,0.53,clean,0.846,normal,none,strong_buy,81.28487089658752,93.8692098092643,65.46321525885558,6,100.0,86.3,21
NUE,225.67,8.46,25.34,51.79,94.85,123.88,374.0,2.99,2.04,1.83,1.31,3.02,4,True,True,True,True,True,70.23,43.21,115.04,58.23,0.56,-196.51,54.56,-21.61,127.16,-0.8123,XLB,0.61,0.23,clean,0.976,normal,none,strong_buy,78.53088101725704,93.8692098092643,69.61852861035422,6,100.0,86.3,21
FANG,204.33,7.66,16.95,39.6,46.63,168.15,136.25,2.21,2.34,1.18,3.61,0.81,3,True,True,True,True,True,22.02,87.48,-122.71,10.01,44.83,-434.26,6.35,22.66,-110.59,1.0899,XLE,0.75,0.69,clean,0.897,normal,none,strong_buy,72.3854937070196,75.57901907356948,96.86648501362399,6,100.0,86.2,23
PR,20.89,4.92,16.83,52.7,56.71,410.76,108.9,3.42,3.13,1.08,7.24,0.27,3,True,True,True,True,True,32.1,330.09,-150.06,20.1,287.44,-461.61,16.43,265.26,-137.94,0.8945,XLE,0.76,-0.01,clean,1.133,normal,none,strong_buy,73.0018165304269,75.57901907356948,95.64032697547684,6,100.0,86.1,24
PUMP,17.03,12.93,48.09,74.67,199.82,66.31,,3.72,1.55,2.68,0.33,,3,True,True,True,True,True,175.21,-14.36,,163.21,-57.01,,159.54,-79.19,,1.3077,XLE,0.5,0.03,clean,1.779,confirmed,none,none,86.32087712469183,75.57901907356948,97.75204359673025,5,83.33333333333334,85.6,25
IMO,133.84,8.1,9.21,35.58,85.86,323.81,323.41,1.14,3.86,2.41,3.77,1.0,3,True,True,True,True,True,61.25,243.14,64.45,49.25,200.49,-247.1,45.58,178.32,76.57,0.1356,XLE,0.67,0.25,clean,0.748,thin,none,strong_buy,74.03010250421694,75.57901907356948,90.73569482288828,6,100.0,85.5,26
