target_date,window,similar_date,correlation
2026-03-06,25Y,2026-03-05,0.9084
2026-03-06,25Y,2026-03-03,0.6997
2026-03-06,25Y,2026-03-04,0.6896
2026-03-06,25Y,2007-03-02,0.5202
2026-03-06,25Y,2007-03-05,0.4994
2026-03-06,25Y,2007-03-01,0.4951
2026-03-06,25Y,2018-03-23,0.4846
2026-03-06,25Y,2018-02-08,0.4723
2026-03-06,25Y,2018-02-07,0.4717
2026-03-06,25Y,2004-03-15,0.4622
2026-03-06,25Y,2007-08-01,0.4616
2026-03-06,25Y,2012-05-18,0.4605
2026-03-06,25Y,2018-02-05,0.4589
2026-03-06,25Y,2012-05-17,0.4588
2026-03-06,25Y,2010-05-07,0.4564
2026-03-06,25Y,2023-09-27,0.4505
2026-03-06,25Y,2022-03-07,0.4499
2026-03-06,25Y,2013-06-24,0.4475
2026-03-06,25Y,2018-02-06,0.4472
2026-03-06,25Y,2007-07-31,0.4471
2026-03-06,25Y,2010-05-06,0.4449
2026-03-06,25Y,2018-02-09,0.4443
2026-03-06,25Y,2004-03-16,0.4422
2026-03-06,25Y,2007-07-30,0.4416
2026-03-06,25Y,2001-03-22,0.4415
2026-03-06,25Y,2008-06-12,0.4408
2026-03-06,25Y,2010-05-05,0.4375
2026-03-06,25Y,2025-04-07,0.4373
2026-03-06,25Y,2007-03-07,0.4372
2026-03-06,25Y,2022-03-08,0.4309
2026-03-06,25Y,2024-04-16,0.4306
2026-03-06,25Y,2010-05-04,0.4298
2026-03-06,25Y,2007-07-27,0.4295
2026-03-06,25Y,2023-10-03,0.4285
2026-03-06,25Y,2000-09-18,0.4279
2026-03-06,25Y,2008-07-02,0.4261
2026-03-06,25Y,2022-09-26,0.4261
2026-03-06,25Y,2010-04-28,0.424
2026-03-06,25Y,2009-10-28,0.4233
2026-03-06,25Y,2013-06-21,0.4221
2026-03-06,25Y,2008-06-11,0.4213
2026-03-06,25Y,2022-06-16,0.4201
2026-03-06,25Y,2026-03-02,0.4201
2026-03-06,25Y,2006-06-12,0.4199
2026-03-06,25Y,2025-04-08,0.4197
2026-03-06,25Y,2015-08-26,0.4195
2026-03-06,25Y,2010-05-10,0.4192
2026-03-06,25Y,2006-06-14,0.4191
2026-03-06,25Y,2025-04-04,0.4174
2026-03-06,25Y,2012-05-16,0.4173
2026-03-06,25Y,2018-03-22,0.417
2026-03-06,25Y,2014-02-04,0.4168
2026-03-06,25Y,2011-11-22,0.4167
2026-03-06,25Y,2004-05-11,0.4165
2026-03-06,25Y,2023-08-18,0.416
2026-03-06,25Y,2020-03-13,0.4147
2026-03-06,25Y,2023-08-21,0.4147
2026-03-06,25Y,2020-03-17,0.4139
2026-03-06,25Y,2004-03-23,0.4095
2026-03-06,25Y,2001-03-20,0.4093
2026-03-06,25Y,2022-09-23,0.4089
2026-03-06,25Y,2011-11-25,0.4085
2026-03-06,25Y,2020-03-16,0.4075
2026-03-06,25Y,2004-05-10,0.4067
2026-03-06,25Y,2020-03-18,0.4062
2026-03-06,25Y,2014-02-03,0.4059
2026-03-06,25Y,2023-10-02,0.4038
2026-03-06,25Y,2002-09-24,0.4038
2026-03-06,25Y,2022-03-11,0.4037
2026-03-06,25Y,2006-06-13,0.402
2026-03-06,25Y,2022-04-26,0.4015
2026-03-06,25Y,2020-03-12,0.4015
2026-03-06,25Y,2006-05-22,0.4013
2026-03-06,25Y,2020-01-31,0.4007
2026-03-06,25Y,2018-02-13,0.4001
2026-03-06,25Y,2023-09-26,0.4
2026-03-06,25Y,2007-03-06,0.3997
2026-03-06,25Y,2018-06-21,0.3996
2026-03-06,25Y,2004-03-22,0.399
2026-03-06,25Y,2018-06-25,0.3989
2026-03-06,25Y,2004-03-19,0.3987
2026-03-06,25Y,2022-04-27,0.3986
2026-03-06,25Y,2014-02-05,0.3972
2026-03-06,25Y,2022-09-27,0.3964
2026-03-06,25Y,2006-05-23,0.3948
2026-03-06,25Y,2011-11-21,0.3941
2026-03-06,25Y,2008-07-01,0.3939
2026-03-06,25Y,2007-02-28,0.3938
2026-03-06,25Y,2022-03-04,0.3937
2026-03-06,25Y,2007-07-26,0.3935
2026-03-06,25Y,2024-12-18,0.3922
2026-03-06,25Y,2025-04-10,0.392
2026-03-06,25Y,2016-06-24,0.3916
2026-03-06,25Y,2021-11-29,0.3906
2026-03-06,25Y,2024-08-05,0.3905
2026-03-06,25Y,2018-03-28,0.389
2026-03-06,25Y,2006-05-17,0.3887
2026-03-06,25Y,2001-09-18,0.3884
2026-03-06,25Y,2018-03-26,0.387
2026-03-06,25Y,2001-09-19,0.3864
2026-03-06,5Y,2026-03-05,0.9084
2026-03-06,5Y,2026-03-03,0.6997
2026-03-06,5Y,2026-03-04,0.6896
2026-03-06,5Y,2023-09-27,0.4505
2026-03-06,5Y,2022-03-07,0.4499
2026-03-06,5Y,2025-04-07,0.4373
2026-03-06,5Y,2022-03-08,0.4309
2026-03-06,5Y,2024-04-16,0.4306
2026-03-06,5Y,2023-10-03,0.4285
2026-03-06,5Y,2022-09-26,0.4261
2026-03-06,5Y,2022-06-16,0.4201
2026-03-06,5Y,2026-03-02,0.4201
2026-03-06,5Y,2025-04-08,0.4197
2026-03-06,5Y,2025-04-04,0.4174
2026-03-06,5Y,2023-08-18,0.416
2026-03-06,5Y,2023-08-21,0.4147
2026-03-06,5Y,2022-09-23,0.4089
2026-03-06,5Y,2023-10-02,0.4038
2026-03-06,5Y,2022-03-11,0.4037
2026-03-06,5Y,2022-04-26,0.4015
2026-03-06,5Y,2023-09-26,0.4
2026-03-06,5Y,2022-04-27,0.3986
2026-03-06,5Y,2022-09-27,0.3964
2026-03-06,5Y,2022-03-04,0.3937
2026-03-06,5Y,2024-12-18,0.3922
2026-03-06,5Y,2025-04-10,0.392
2026-03-06,5Y,2021-11-29,0.3906
2026-03-06,5Y,2024-08-05,0.3905
2026-03-06,5Y,2023-10-04,0.3824
2026-03-06,5Y,2022-01-27,0.3822
2026-03-06,5Y,2021-05-12,0.3815
2026-03-06,5Y,2022-05-12,0.3812
2026-03-06,5Y,2024-08-06,0.3804
2026-03-06,5Y,2021-11-26,0.3802
2026-03-06,5Y,2022-02-24,0.3788
2026-03-06,5Y,2023-09-28,0.3783
2026-03-06,5Y,2025-04-09,0.3782
2026-03-06,5Y,2024-12-19,0.3782
2026-03-06,5Y,2021-04-30,0.3772
2026-03-06,5Y,2022-06-14,0.3767
2026-03-06,5Y,2023-09-29,0.3742
2026-03-06,5Y,2024-04-17,0.3741
2026-03-06,5Y,2022-05-09,0.3738
2026-03-06,5Y,2023-08-15,0.3721
2026-03-06,5Y,2021-12-01,0.3703
2026-03-06,5Y,2022-03-03,0.3688
2026-03-06,5Y,2024-04-15,0.3661
2026-03-06,5Y,2022-05-11,0.3651
2026-03-06,5Y,2021-11-30,0.364
2026-03-06,5Y,2024-04-12,0.3612
2026-03-06,5Y,2023-08-22,0.3602
2026-03-06,5Y,2023-10-25,0.3585
2026-03-06,5Y,2024-12-20,0.3579
2026-03-06,5Y,2022-04-28,0.3552
2026-03-06,5Y,2023-08-17,0.3514
2026-03-06,5Y,2021-09-30,0.3475
2026-03-06,5Y,2022-04-29,0.3454
2026-03-06,5Y,2022-09-29,0.3448
2026-03-06,5Y,2022-06-17,0.3431
2026-03-06,5Y,2022-01-28,0.3425
2026-03-06,5Y,2022-01-26,0.3417
2026-03-06,5Y,2022-03-01,0.3391
2026-03-06,5Y,2023-08-16,0.338
2026-03-06,5Y,2021-06-18,0.3377
2026-03-06,5Y,2021-06-22,0.336
2026-03-06,5Y,2024-10-31,0.3353
