ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,2.0,10,bearish,-1.47,0.61,-4.65,-3.75,22.33,2.0,-1.35,-1.64,-0.04,,,79.0,,,79.0,,,79.0
ACWI,ACWI,0.0,10,bearish,0.64,2.39,0.15,-0.43,13.29,1.44,-0.7,-0.31,1.15,,,79.0,,,79.0,,,79.0
ACWX,ACWX,0.0,10,bearish,0.42,1.89,-0.87,-0.39,10.88,1.11,-0.66,-0.67,0.69,,,79.0,,,79.0,,,79.0
AFK,Africa,2.0,10,bearish,3.15,2.91,-0.19,-1.67,2.24,-0.83,-0.67,-0.29,0.66,,,79.0,,,79.0,,,79.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,59.0,,,59.0,,,59.0
AGG,Agg Bond,2.0,10,bullish,-0.32,-0.68,-0.24,0.16,-0.57,-0.59,0.14,-0.39,-1.37,,,86.0,,,86.0,,,86.0
AIA,AIA,0.0,10,bearish,-1.45,1.16,-6.41,-6.23,32.17,2.0,-1.65,-1.81,0.01,,,79.0,,,79.0,,,79.0
AIQ,AIQ,3.5,10,bullish,-2.7,1.09,-4.43,-7.69,35.05,1.83,-1.51,-1.25,0.07,,,49.0,,,49.0,,,49.0
AIRR,AIRR,3.6,10,bullish,-4.71,-2.1,-3.0,-1.94,12.49,-0.3,-1.14,-1.24,-1.02,,,59.0,,,59.0,,,59.0
AIS,AIS,6.1,10,bullish,-9.66,-3.45,-9.93,-6.66,77.87,2.0,-1.4,-1.96,-1.04,,,9.0,,,9.0,,,9.0
ALAI,ALAI,5.1,10,bullish,-1.51,2.11,-3.85,-2.11,33.38,1.22,-0.82,-1.16,0.36,,,14.0,,,14.0,,,14.0
