ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
PUMP,16.55,15.47,6.99,OPTIMAL,90,1.5,1.11,16.35,1.21,,,,0.241,147.4,94.9,2.0,clean,40.0,CAUTION,-10.5,3,Parabolic,4.95,21.07,42.43,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",76.7
CELC,124.47,123.83,0.51,OPTIMAL,95,1.48,0.9,130.97,-4.96,,,,0.184,103.5,82.1,58.0,clean,48.4,CAUTION,-17.6,2,Sustained Uptrend,-10.74,3.0,19.42,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",76.5
DFTX,22.01,21.95,0.25,OPTIMAL,95,1.48,0.9,22.1,-0.39,,,,0.109,-54.3,81.4,60.0,clean,48.4,CAUTION,-16.1,3,Parabolic,-6.02,0.36,26.86,XLI,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",76.3
CNQ,47.2,46.06,2.47,OPTIMAL,95,1.48,0.9,46.43,1.66,,,,0.192,56.4,87.5,22.0,clean,40.4,CAUTION,-8.1,3,Parabolic,3.44,3.4,16.17,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",76.0
TBN,37.3,36.73,1.55,OPTIMAL,95,1.48,0.9,35.86,4.01,,,,0.011,-6.6,81.3,63.0,clean,47.5,CAUTION,-28.6,3,Parabolic,5.82,5.22,30.28,XLE,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",76.0
REX,48.66,46.55,4.53,OPTIMAL,95,1.48,0.9,49.45,-1.61,,,,0.753,192.2,88.5,17.0,clean,35.6,CAUTION,-8.8,3,Parabolic,1.33,13.06,36.38,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",74.9
TNGX,25.51,23.57,8.24,OPTIMAL,90,1.5,1.11,23.21,9.9,,,,0.316,-176.2,89.1,14.0,clean,40.0,CAUTION,-10.2,3,Parabolic,8.0,6.03,102.3,,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -3.05, 'median_ttg': 1.0, 'prob_good': 38.5, 'prob_bad': 36.4}",74.7
FANG,201.1,194.31,3.49,OPTIMAL,95,1.48,0.9,200.28,0.41,,,,0.275,94.2,83.8,45.0,clean,40.0,CAUTION,-6.2,3,Parabolic,3.09,7.82,18.99,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",74.6
OVV,57.79,57.77,0.03,OPTIMAL,95,1.48,0.9,59.94,-3.59,,,,0.415,131.3,83.8,45.0,clean,40.0,CAUTION,-8.9,3,Parabolic,-3.52,5.46,20.9,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",74.6
PARXF,19.87,19.77,0.52,OPTIMAL,95,1.48,0.9,20.64,-3.74,,,,0.461,130.6,77.4,101.0,clean,46.8,CAUTION,-10.2,3,Parabolic,-4.61,4.52,28.19,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",74.4
TYRA,36.19,35.67,1.47,OPTIMAL,95,1.48,0.9,34.4,5.22,,,,0.176,-63.1,83.1,54.0,clean,40.0,CAUTION,-11.0,3,Parabolic,7.07,2.61,20.63,,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",74.3
PAFRY,40.0,39.46,1.37,OPTIMAL,95,1.48,0.9,38.77,3.18,,,,0.443,-206.8,78.0,97.0,clean,44.1,CAUTION,-19.4,2,Sustained Uptrend,4.77,20.85,14.03,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",73.8
INVX,27.42,26.72,2.62,OPTIMAL,95,1.48,0.9,27.18,0.88,,,,0.14,43.1,81.4,60.0,clean,40.0,CAUTION,-7.0,2,Sustained Uptrend,1.07,5.79,7.7,,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",73.7
SU,66.07,64.98,1.68,OPTIMAL,95,1.48,0.9,66.4,-0.5,,,,0.319,80.4,80.9,66.0,clean,40.0,CAUTION,-6.0,3,Parabolic,2.72,3.95,18.11,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",73.6
BNO,55.85,52.67,6.03,OPTIMAL,90,1.5,1.11,56.22,-0.65,,,,0.525,229.0,85.5,36.0,clean,40.0,CAUTION,-8.2,3,Parabolic,4.33,17.55,69.76,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.54, 'median_ttg': 2.0, 'prob_good': 28.8, 'prob_bad': 49.4}",73.4
MUSA,588.63,535.64,9.89,OPTIMAL,90,1.5,1.11,586.08,0.43,,,,0.729,244.5,85.5,36.0,clean,40.0,CAUTION,-3.5,3,Parabolic,2.13,18.09,54.53,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",73.4
YPF,43.53,43.29,0.55,OPTIMAL,95,1.48,0.9,43.88,-0.79,,,,0.411,76.6,76.0,119.0,clean,40.0,CAUTION,-11.1,3,Parabolic,0.62,3.37,11.64,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",71.8
INSW,85.31,80.21,6.36,OPTIMAL,90,1.5,1.11,87.21,-2.17,,,,0.883,251.8,80.5,69.0,stalling,40.0,CAUTION,-7.9,3,Parabolic,-0.54,17.69,35.69,LQD,commodity,Commodity,45.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.54, 'median_ttg': 2.0, 'prob_good': 28.8, 'prob_bad': 49.4}",71.7
CHRD,142.03,137.95,2.96,OPTIMAL,95,1.48,0.9,142.82,-0.55,,,,0.453,137.5,88.0,19.0,clean,24.9,CAUTION,-5.6,3,Parabolic,0.84,9.97,36.36,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",71.5
MO,71.54,67.84,5.45,OPTIMAL,90,1.5,1.11,71.08,0.65,,,,0.539,140.5,79.3,85.0,clean,40.0,CAUTION,-4.0,2,Sustained Uptrend,1.95,9.02,8.53,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -3.2, 'median_ttg': 2.0, 'prob_good': 37.0, 'prob_bad': 37.9}",71.3
PSX,171.82,167.79,2.4,OPTIMAL,95,1.48,0.9,174.83,-1.72,,,,0.604,147.5,74.2,134.0,clean,40.0,CAUTION,-9.9,2,Sustained Uptrend,0.06,8.23,6.39,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",71.2
EZPW,32.99,31.03,6.32,OPTIMAL,90,1.5,1.11,33.22,-0.7,,,,0.872,165.1,79.6,81.0,clean,39.0,CAUTION,-11.2,3,Parabolic,-1.35,11.11,32.65,XLI,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -3.2, 'median_ttg': 2.0, 'prob_good': 37.0, 'prob_bad': 37.9}",71.1
MEOH,63.54,60.87,4.39,OPTIMAL,95,1.48,0.9,63.54,0.0,,,,0.562,161.5,86.8,29.0,clean,24.8,CAUTION,-4.8,3,Parabolic,1.88,11.63,28.99,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",71.1
