ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
PARR,62.2,-1.68,2.45,17.09,66.71,74.43,355.68,-1.46,6.96,3.9,1.12,5.33,4,True,True,True,True,True,-1.09,12.47,324.59,-2.71,10.93,315.4,1.11,21.43,307.65,3.5447,XLE,0.44,-0.59,clean,0.965,normal,buy_today,75.74146981627297,95.51181102362204,99.29133858267717,90.2,1
SRZN,32.02,0.53,23.49,25.57,55.06,131.69,255.78,44.0,1.09,2.15,2.39,4.65,4,True,True,True,True,True,19.95,20.95,224.69,18.32,19.4,215.5,22.14,29.9,207.75,-0.2392,XLY,0.42,1.62,clean,1.993,confirmed,none,92.43438320209974,95.51181102362204,80.23622047244095,89.4,2
TXG,25.35,2.22,10.12,51.89,23.54,118.53,216.48,4.56,5.13,0.45,5.04,9.2,4,True,True,True,True,True,6.58,47.27,185.39,4.96,45.72,176.21,8.77,56.22,168.45,-0.3393,XLV,0.4,0.98,clean,0.947,normal,none,93.20209973753282,95.51181102362204,77.08661417322836,88.6,3
CLMT,32.0,-0.74,-7.25,13.15,60.88,75.05,222.91,9.73,-1.82,4.63,1.23,3.66,4,True,True,True,True,True,-10.79,8.53,191.82,-12.41,6.99,182.63,-8.59,17.49,174.87,3.5921,,,-1.29,clean,0.713,thin,buy_today,66.14173228346456,95.51181102362204,99.37007874015748,87.0,4
STT,142.74,0.68,4.86,18.73,7.48,25.0,79.75,7.17,3.86,0.4,3.34,10.67,4,True,True,True,True,True,1.32,14.11,48.66,-0.31,12.57,39.48,3.51,23.07,31.72,0.1123,XLF,0.68,0.64,clean,1.04,normal,none,74.89501312335956,95.51181102362204,90.0,86.8,5
TERN,52.71,0.06,0.09,14.41,53.0,542.8,2363.08,1.67,151.8,3.68,10.24,44.58,4,True,True,True,True,True,-3.44,9.79,2331.99,-5.07,8.25,2322.81,-1.25,18.75,2315.05,-0.0874,,,-0.34,clean,1.22,normal,none,79.14041994750656,95.51181102362204,85.43307086614173,86.7,6
CC,23.03,0.61,7.47,30.56,56.77,71.35,104.17,12.21,4.09,1.86,1.26,1.83,3,True,True,True,True,True,3.93,25.94,73.08,2.3,24.39,63.89,6.12,34.89,56.14,1.1404,XLB,0.51,-0.18,clean,0.618,thin,none,87.93963254593176,74.40944881889764,96.69291338582677,86.3,7
ASC,15.47,1.24,0.06,8.33,29.13,38.74,66.52,0.05,128.83,3.5,1.33,2.28,4,True,True,True,True,True,-3.48,3.71,35.43,-5.1,2.17,26.25,-1.28,12.67,18.49,0.2638,XLI,0.46,-0.34,clean,0.728,thin,none,70.249343832021,95.51181102362204,91.5748031496063,85.8,8
BP,46.12,-0.11,0.5,7.51,30.43,36.85,73.45,-4.63,14.98,4.05,1.21,2.41,4,True,True,True,True,True,-3.04,2.89,42.36,-4.66,1.34,33.18,-0.85,11.84,25.42,0.9317,XLE,0.67,-0.82,clean,0.731,thin,buy_today,65.97769028871392,95.51181102362204,95.66929133858267,85.7,9
EDRY,21.14,-0.05,7.97,9.7,66.19,68.04,147.25,-168.51,1.22,6.82,1.03,2.22,3,True,True,True,True,True,4.43,5.08,116.16,2.8,3.54,106.98,6.62,14.04,99.22,1.7795,,,1.21,clean,1.26,normal,buy_today,82.82808398950131,74.40944881889764,98.03149606299213,85.1,10
SYRE,68.99,7.78,32.72,56.55,118.81,264.64,464.57,4.21,1.73,2.1,2.23,3.91,4,True,True,True,True,True,29.18,51.93,433.48,27.56,50.38,424.29,31.38,60.88,416.53,-0.8354,VXUS,0.43,4.0,overextended,2.741,confirmed,none,99.06824146981627,95.51181102362204,60.47244094488189,85.0,11
APA,36.6,-1.16,-5.55,5.96,42.3,60.39,143.35,4.78,-1.07,7.09,1.43,3.39,4,False,True,True,True,False,-9.09,1.34,112.26,-10.71,-0.2,103.08,-6.9,10.3,95.32,2.6252,XLE,0.81,-1.52,stalling,0.854,normal,none,58.713910761154864,95.51181102362204,98.8976377952756,84.4,12
DNTH,95.76,0.9,9.47,22.77,113.46,178.21,443.78,10.57,2.41,4.98,1.57,3.91,4,True,True,True,True,True,5.93,18.15,412.69,4.3,16.6,403.51,8.12,27.11,395.75,-0.775,HYG,0.36,0.22,clean,0.679,thin,none,93.53674540682414,95.51181102362204,62.59842519685039,83.9,13
VLO,235.0,-0.25,-1.94,1.04,29.31,45.59,112.29,7.86,-0.54,28.05,1.56,3.83,4,False,True,True,True,False,-5.48,-3.58,81.2,-7.1,-5.12,72.01,-3.28,5.38,64.25,1.5241,XLE,0.71,-0.75,clean,0.799,normal,none,57.11942257217847,95.51181102362204,97.55905511811024,83.4,14
ECO,50.87,4.89,-0.16,11.26,25.6,73.09,147.78,-0.03,-71.74,2.27,2.85,5.77,3,True,True,True,True,True,-3.7,6.64,116.69,-5.32,5.1,107.51,-1.5,15.6,99.75,1.1355,XLI,0.37,0.45,clean,0.582,thin,none,78.92388451443568,74.40944881889764,96.61417322834646,83.3,15
CENX,64.09,0.5,-2.26,15.17,38.3,94.74,310.83,-4.5,-6.72,2.53,2.47,8.11,3,True,True,True,True,True,-5.8,10.55,279.74,-7.42,9.0,270.56,-3.6,19.5,262.8,2.5931,IAU,0.38,-0.87,clean,0.601,thin,none,76.02362204724409,74.40944881889764,98.81889763779527,83.1,16
