ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
AJG,216.78,216.15,0.29,OPTIMAL,95,1.48,0.9,212.4,2.06,,,,0.337,-82.1,76.3,92.0,clean,94.8,WARNING,-18.8,0,Deep Decline,-0.06,-5.0,-17.09,XLF,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -3.61, 'median_ttg': 2.0, 'prob_good': 37.9, 'prob_bad': 45.1}",88.4
NTR,76.55,75.49,1.4,OPTIMAL,95,1.48,0.9,76.04,0.67,,,,0.0,-2.3,92.7,2.0,clean,55.4,CAUTION,-10.3,3,Parabolic,5.06,1.97,21.95,XLE,sector,Sector,34.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.58, 'median_ttg': 2.0, 'prob_good': 23.0, 'prob_bad': 52.7}",82.3
FOX,53.79,52.28,2.89,OPTIMAL,95,1.48,0.9,52.53,2.4,,,,0.011,-6.0,60.0,343.0,clean,89.0,WARNING,-21.1,0,Deep Decline,4.18,3.98,-17.78,XLF,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.33, 'median_ttg': 2.0, 'prob_good': 25.0, 'prob_bad': 60.7}",81.0
FOXA,59.12,57.51,2.8,OPTIMAL,95,1.48,0.9,58.29,1.43,,,,0.078,15.9,58.3,387.0,clean,90.9,WARNING,-22.6,0,Deep Decline,3.21,4.93,-20.43,XLF,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.33, 'median_ttg': 2.0, 'prob_good': 25.0, 'prob_bad': 60.7}",80.9
BBY,63.92,62.94,1.56,OPTIMAL,95,1.48,0.9,62.4,2.44,,,,0.142,-39.7,58.6,375.0,clean,89.0,WARNING,-12.9,0,Deep Decline,-0.14,3.15,-8.17,XLF,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.48, 'median_ttg': 2.0, 'prob_good': 30.0, 'prob_bad': 48.5}",80.5
NFLX,92.96,91.27,1.85,OPTIMAL,95,1.48,0.9,92.89,0.07,,,,0.742,-94.1,75.8,96.0,clean,66.8,WARNING,-7.2,0,Deep Decline,-0.45,-3.41,-1.6,,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.33, 'median_ttg': 2.0, 'prob_good': 25.0, 'prob_bad': 60.7}",79.8
PL,27.89,26.86,3.83,OPTIMAL,95,1.48,0.9,30.48,-8.51,,,,0.5,353.0,83.1,30.0,stalling,52.0,CAUTION,-24.7,3,Parabolic,-17.53,15.53,44.06,,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.36, 'median_ttg': 2.0, 'prob_good': 20.7, 'prob_bad': 64.6}",77.9
U,20.56,19.19,7.14,OPTIMAL,90,1.5,1.11,18.91,8.76,,,,0.282,-117.6,50.4,574.0,clean,92.0,WARNING,-57.9,0,Deep Decline,10.26,12.8,-54.46,XLK,equity,Equity,27.0,False,False,"{'grade': 'OK', 'median_mae': -8.35, 'median_ttg': 1.0, 'prob_good': 37.5, 'prob_bad': 55.0}",76.8
COLO,38.83,38.57,0.66,OPTIMAL,95,1.48,0.9,37.96,2.29,,,,0.388,45.3,74.7,110.0,clean,57.3,CAUTION,-11.2,2,Sustained Uptrend,2.64,-0.23,1.2,VXUS,index,Index,42.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.9, 'median_ttg': 2.0, 'prob_good': 29.4, 'prob_bad': 51.4}",76.6
INTU,429.29,427.66,0.38,OPTIMAL,95,1.48,0.9,441.15,-2.69,,,,0.097,-48.8,45.1,734.0,clean,92.0,WARNING,-36.7,0,Deep Decline,-6.07,4.95,-36.55,XLF,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -8.31, 'median_ttg': 2.0, 'prob_good': 22.2, 'prob_bad': 63.0}",76.6
WOPEF,22.68,20.93,8.36,OPTIMAL,90,1.5,1.11,23.22,-2.31,,,,0.543,204.6,74.1,118.0,clean,63.2,CAUTION,-9.3,3,Parabolic,-6.55,13.4,42.64,,bond,Bond,20.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -9.96, 'median_ttg': 2.0, 'prob_good': 14.8, 'prob_bad': 74.1}",76.4
