target_date,window,similar_date,correlation
2026-03-24,25Y,2026-03-23,0.9365
2026-03-24,25Y,2026-03-20,0.901
2026-03-24,25Y,2026-03-18,0.8116
2026-03-24,25Y,2026-03-19,0.8114
2026-03-24,25Y,2026-03-17,0.7421
2026-03-24,25Y,2026-03-13,0.69
2026-03-24,25Y,2026-03-16,0.6465
2026-03-24,25Y,2026-03-12,0.615
2026-03-24,25Y,2022-05-09,0.5974
2026-03-24,25Y,2013-06-24,0.5951
2026-03-24,25Y,2013-06-25,0.5934
2026-03-24,25Y,2013-06-21,0.5824
2026-03-24,25Y,2022-05-06,0.5767
2026-03-24,25Y,2013-06-20,0.5765
2026-03-24,25Y,2022-05-10,0.5629
2026-03-24,25Y,2022-05-12,0.5572
2026-03-24,25Y,2022-05-11,0.5537
2026-03-24,25Y,2013-06-26,0.5529
2026-03-24,25Y,2022-09-26,0.543
2026-03-24,25Y,2020-03-18,0.5409
2026-03-24,25Y,2010-02-10,0.5337
2026-03-24,25Y,2026-03-11,0.53
2026-03-24,25Y,2022-05-13,0.5297
2026-03-24,25Y,2022-05-05,0.5282
2026-03-24,25Y,2020-03-17,0.5243
2026-03-24,25Y,2025-01-13,0.5239
2026-03-24,25Y,2022-09-27,0.5215
2026-03-24,25Y,2023-10-03,0.5184
2026-03-24,25Y,2021-10-01,0.5172
2026-03-24,25Y,2018-02-08,0.5165
2026-03-24,25Y,2018-03-02,0.5134
2026-03-24,25Y,2021-10-05,0.513
2026-03-24,25Y,2020-03-13,0.5108
2026-03-24,25Y,2020-03-19,0.5102
2026-03-24,25Y,2025-01-10,0.5084
2026-03-24,25Y,2022-04-29,0.5069
2026-03-24,25Y,2002-10-10,0.5065
2026-03-24,25Y,2020-03-16,0.5062
2026-03-24,25Y,2010-02-08,0.5006
2026-03-24,25Y,2004-05-10,0.4996
2026-03-24,25Y,2025-04-08,0.4976
2026-03-24,25Y,2010-02-11,0.4976
2026-03-24,25Y,2004-05-07,0.4973
2026-03-24,25Y,2018-02-09,0.4969
2026-03-24,25Y,2020-03-20,0.4967
2026-03-24,25Y,2020-03-12,0.4963
