ticker,composite_score,sustainability_score,extension_score,is_safe,pct_above_sma9,longest_run_days,positive_months,sma21_crosses,gain_last_1wk,gain_last_1mo,gain_last_3mo,gain_last_12mo,recency_ratio,extension_from_sma29_pct,regime,days_in_regime,current_price,dist_from_sma9_pct,dist_from_sma21_pct,dist_from_sma29_pct
WDC,1.0825,1.0,0.8127,False,0.8015873015873016,34,11,7,0.11191659762496542,0.4261467619103845,0.856912256427995,9.908783020997967,0.7617707256576703,0.3305152424751466,TRENDING,25,483.15,12.497380532896615,22.96709170038939,33.05152424751466
TERN,1.0357,1.0,1.0,False,0.7142857142857143,40,11,5,0.0005668934240363743,0.006271379703534974,0.4683860232945092,15.045454545454547,0.004567363185167817,0.0027230341260824653,TRENDING,16,52.95,0.05458859098449278,0.30761181373699603,0.27230341260824653
CIEN,1.0354,1.0,0.9073,False,0.7261904761904762,22,12,9,0.09327495356154492,0.1675674581486204,1.2799826073207368,6.938205339939444,0.3494925965374477,0.20215277563167797,TRENDING,5,576.79,10.469597563804372,13.990011302455002,20.21527756316778
FIX,1.03,1.0,0.8835,False,0.7222222222222222,25,10,11,0.09305257437848113,0.3188714626662119,0.7522147791318587,3.689115788982912,1.4424414644349282,0.23189136975910074,TRENDING,25,2011.49,9.442636865186033,16.46263811250267,23.189136975910074
KEN,1.0298,1.0,1.0,True,0.7063492063492064,30,9,9,-0.0009774109470026549,0.05565756254303422,0.2871134741849726,2.0490553529996682,0.3210758331260183,0.0830569235078943,TRENDING,9,91.99,2.8932552850378346,7.326436730521338,8.30569235078943
GLW,1.0289,1.0,0.9615,False,0.7103174603174603,34,10,12,0.10551631758402324,0.09975772259236826,0.6098058338505186,3.0565236818588026,0.4519238624371885,0.13999653597176828,TRENDING,1,181.57,10.789976813244929,9.037641588479035,13.999653597176827
EFXT,1.0274,1.0,0.9467,False,0.7103174603174603,21,11,8,0.008575689783743456,0.2893231649189705,0.6062945368171022,3.061561561561562,1.4544978289367565,0.1562896141033579,TRENDING,21,27.05,1.75123296831899,10.661965245850562,15.628961410335773
LITE,1.0253,1.0,0.9852,False,0.7023809523809523,29,12,9,0.04650234949906906,0.05386040490167621,0.8720114190555488,13.658180689226947,0.05032403068582369,0.11498133562647792,TRENDING,5,944.28,4.170486916359824,6.431896055716348,11.49813356264779
TPC,1.025,1.0,0.952,False,0.7063492063492064,37,10,6,0.043693499784761114,0.20412217531661292,0.21300813008130093,3.1497646555412926,0.9285619822200342,0.15047165566273146,TRENDING,10,96.98,6.335128286347791,11.216203670837,15.047165566273147
ENLT,1.0199,1.0,0.9309,False,0.7023809523809523,21,12,12,0.032656663724624835,0.3175675675675673,0.6610470275066547,4.5548961424332335,1.0968563110614966,0.17421604294730642,TRENDING,21,93.6,4.1633177945667885,11.512648425400096,17.421604294730642
COHR,1.0196,1.0,0.9582,False,0.6984126984126984,36,10,11,0.07807075161865451,0.22314489513467461,0.6472471802714586,3.938673162344175,0.887656646880894,0.1435882298427647,TRENDING,4,344.67,6.0153382410236444,6.7325812873258135,14.358822984276493
AXTI,1.0171,1.0,0.7244,False,0.7261904761904762,29,11,7,0.3232769502650845,0.9712297856336969,4.131179637787567,82.864,0.30113105704861226,0.4805055030680822,TRENDING,5,104.83,21.005784350190453,34.46967845973416,48.05055030680822
AEIS,1.0149,1.0,1.0,True,0.6865079365079365,19,9,12,-0.06017035242634994,-0.016732524867148046,0.4004424778761062,2.365137101287073,-0.08091489866840518,-0.0019858245320865603,BREAKDOWN,2,360.81,-3.636099257527101,-4.125981103593659,-0.19858245320864037
ERAS,1.0149,1.0,1.0,False,0.6865079365079365,45,10,13,0.023474178403755763,-0.3565525383707202,-0.0824915824915825,7.720000000000001,-0.30742106302538974,-0.3279472733071117,BREAKDOWN,8,10.9,-11.907327586206891,-32.77730463128836,-32.79472733071117
PVLA,1.0119,1.0,1.0,False,0.6825396825396826,23,9,10,0.014417082294264194,0.056832020784281845,0.7031270443543107,4.6768425643262095,0.143890881885074,0.03947603928879244,TRENDING,3,130.17,2.49247620380738,1.9019216789994413,3.947603928879232
LASR,1.0089,1.0,1.0,False,0.6785714285714286,23,12,12,0.020615604867573634,0.18186339522546424,0.5467563462790193,7.855900621118012,0.31854108152851535,0.07688260817476739,TRENDING,1,71.29,2.6477458164016245,3.5138667053869628,7.688260817476738
NESR,1.0089,1.0,1.0,True,0.6785714285714286,28,9,9,-0.006014434643143662,0.03076923076923066,0.23149528067560854,2.9600638977635785,0.1315303149106206,0.0613254203758654,TRENDING,1,24.79,0.7177681473456089,3.1688466111771665,6.13254203758654
VIAV,1.0087,1.0,0.8787,False,0.6944444444444444,24,10,11,0.011450381679389388,0.2798840859695726,1.0932069510268563,4.89543937708565,0.9063108776521431,0.23808833361526613,TRENDING,6,53.0,6.340288924558581,15.857847729685842,23.808833361526613
CLS,1.007,1.0,0.9512,False,0.6825396825396826,31,7,15,0.010449473864108105,0.2905207358902402,0.4034724812642003,3.3478306544805125,1.4307218027170028,0.15129856737922026,TRENDING,5,413.87,2.0143620867202867,6.521235563824349,15.12985673792199
TSEM,1.006,1.0,1.0,False,0.6746031746031746,35,10,12,-0.018909748925582504,0.06475844461901015,0.6801208552835449,5.047685443390965,0.16071395986032075,0.06963695920595653,TRENDING,5,216.87,3.1012297160243443,2.7309843905079685,6.963695920595653
LUNMF,1.003,1.0,1.0,True,0.6706349206349206,28,10,11,0.035394788020225665,-0.029175784099197744,0.1274883523930539,2.077456647398844,-0.16073160160024694,0.007031137896398294,TRENDING,1,26.62,3.548428923369497,-2.451707470291595,0.703113789639843
SNDK,1.0023,1.0,0.6952,False,0.7103174603174603,26,10,6,0.28587974573875297,0.805583301318991,1.4470322804581741,40.678391959799,0.4404077353711383,0.5383349554613923,TRENDING,11,1409.98,21.059153833164952,38.85747890142997,53.83349554613923
BELFB,1.0014,1.0,0.9248,False,0.6785714285714286,28,11,7,0.04005945475638062,0.2566910508563669,0.3792788461538461,3.1095831542758914,1.330162777580218,0.18127270842769283,TRENDING,5,286.89,4.709474913621091,11.264827609132858,18.127270842769285
LRCX,0.9977,1.0,0.9176,False,0.6746031746031746,24,9,12,0.15244706429845656,0.20560671832528699,0.3931367493319582,3.061919081465282,1.039101711150243,0.18975980959270627,TRENDING,3,297.17,12.69007942359955,13.02616207992611,18.97598095927063
DFTX,0.994,1.0,1.0,True,0.6587301587301587,20,9,15,0.07038391224862894,0.11417697431018081,0.4412307692307693,2.7115689381933445,0.5296024342840298,0.09425146613391765,TRENDING,2,23.42,7.3381881142740815,5.729088290302487,9.425146613391764
HBM,0.994,1.0,1.0,True,0.6587301587301587,29,10,8,0.03851146689744711,0.00925147182506314,0.02127659574468077,2.125,0.052087621279946025,0.04063873687987809,TRENDING,1,24.0,3.7314507995965833,0.1291347968610195,4.063873687987809
MNMD,0.994,1.0,1.0,True,0.6587301587301587,20,9,14,-0.026690391459074814,0.062135922330097015,0.2962085308056872,2.424100156494523,0.330550748176594,0.05021682280115176,PULLBACK,5,21.88,-1.7659383418138175,0.2793539938891239,5.021682280115176
TER,0.994,1.0,1.0,False,0.6587301587301587,26,11,9,0.11357614929979332,0.06751514136593251,0.41068859956478443,4.1637640070203865,0.2160976145318755,0.09015462970152237,TRENDING,1,382.48,5.190912007822891,3.62436541674462,9.015462970152237
CSTM,0.9935,1.0,0.9645,True,0.6626984126984127,23,11,14,0.06553708439897687,0.15408587257617734,0.427408993576017,2.0634191176470584,1.0575906834922062,0.13675334297710184,TRENDING,2,33.33,4.774711840726497,8.442302925136321,13.675334297710195
BE,0.9915,1.0,0.7662,False,0.6865079365079365,31,9,11,0.007446357989836283,0.9448834991143209,1.0898243045387996,16.47062423500612,1.3993326060441933,0.40512241693894013,TRENDING,22,285.47,6.016266201210676,24.09169944110952,40.51224169389401
ARWR,0.9912,1.0,0.9417,False,0.6626984126984127,44,8,12,0.07702776265650502,0.22964574269732752,0.22431930693069302,5.0504587155963305,0.6669808202720188,0.1618556805410714,TRENDING,5,79.14,6.798416601691355,11.525375958770361,16.18556805410714
TYRA,0.9911,1.0,1.0,True,0.6547619047619048,21,10,11,-0.027338129496402908,-0.0896848909237814,0.14731839782756273,2.38,-0.3421900104618784,-0.0642482100238664,BREAKDOWN,7,33.8,-3.431637090886002,-4.81809770292198,-6.42482100238664
STX,0.9909,0.9366,0.7445,False,0.7182539682539683,25,10,12,0.16741879935870796,0.5845657868224863,0.939622641509434,7.375079872204472,1.5676997764733804,0.44326834479197236,TRENDING,25,786.42,16.010542568570944,31.968538165813094,44.32683447919724
ALNT,0.9867,1.0,0.9861,True,0.6507936507936508,19,8,12,0.01758991861380932,0.19814528593508496,0.24810819513765892,2.5478260869565212,1.1958823175888023,0.11414085847247206,TRENDING,11,77.52,2.4899739985015983,6.166156896248125,11.414085847247206
BELFA,0.9839,1.0,0.958,False,0.6507936507936508,27,9,8,0.04616964469090168,0.19019580354222154,0.33716595789363146,3.042698412698413,0.9362529610367916,0.1438923571801373,TRENDING,5,254.69,3.5488898425677053,8.104464458961253,14.38923571801373
PL,0.9829,1.0,0.9775,False,0.6468253968253969,39,10,10,0.07357316743305375,0.0859097127222983,0.9427312775330396,10.34,0.10318277771980922,0.12306806650534674,TRENDING,5,39.69,8.498617987425213,8.386215864759418,12.306806650534675
GSAT,0.9821,1.0,1.0,False,0.6428571428571429,25,10,14,-0.004009720534629335,0.09424642904819125,0.5143173840753741,3.1294710327455917,0.3662767143854079,0.07106875732179857,TRENDING,2,81.97,0.24595064680942644,2.83282057409122,7.106875732179857
RLAY,0.9821,1.0,1.0,False,0.6428571428571429,26,9,11,-0.0030864197530865445,-0.10957960027567193,0.5852760736196319,3.101587301587302,-0.35563463209404134,-0.05443533123028391,BREAKDOWN,10,12.92,-3.397856608789565,-11.90623072177668,-5.443533123028391
ALB,0.9792,1.0,1.0,True,0.6388888888888888,22,10,9,-0.020793085917640952,0.08549368800721369,0.23089212678936621,2.3503217950947994,0.4418407173919911,0.0293849885003245,PULLBACK,1,192.61,-0.04900999803959484,0.8072435089048579,2.9384988500324503
VSAT,0.9788,1.0,0.9371,False,0.6468253968253969,24,10,13,0.021089364284630596,0.19474525119829567,0.7975427350427351,6.228786251342641,0.43742197291354495,0.16706830671346817,TRENDING,5,67.3,7.068992946916255,10.114688191479413,16.706830671346818
SPHR,0.9778,1.0,0.9859,False,0.6388888888888888,24,11,10,0.01053001053001057,0.09935848480219933,0.628209478565773,3.965505346671266,0.32183627464170084,0.11432171199619874,TRENDING,9,143.95,4.350242440839595,7.594373536258075,11.432171199619875
SLGL,0.9762,1.0,1.0,False,0.6349206349206349,44,8,10,-0.03565640194489461,-0.041610738255033475,0.10355486862442054,8.321148825065274,-0.05453381579480564,-0.0470097664699873,BREAKDOWN,2,71.4,-3.6104819475902468,-3.8611969582333927,-4.70097664699873
TTI,0.9761,1.0,0.9986,True,0.6349206349206349,27,10,7,0.03571428571428581,0.18367346938775508,-0.11091073038773669,2.6117216117216113,0.9642351425125055,0.10137893844850165,TRENDING,2,9.86,2.3057412958266,7.849367154539297,10.137893844850165
MKSI,0.9745,1.0,0.9835,False,0.6349206349206349,21,10,10,0.03531277533039634,0.14749423850630827,0.2951108759864214,3.042520985275904,0.6795778142652307,0.11675313882123473,TRENDING,5,293.77,4.55440611208654,6.469450202008516,11.675313882123472
ASCUF,0.9732,1.0,1.0,True,0.6309523809523809,17,10,7,0.04864864864864882,0.015706806282722585,0.48849104859335046,2.959183673469388,0.06394719077262234,0.045077399380805065,TRENDING,1,5.82,4.114490161001797,0.42728019720625254,4.5077399380805065
BWAY,0.9731,1.0,0.9991,True,0.6309523809523809,19,8,12,-0.009057971014492683,0.2403628117913832,0.5673352435530086,2.807424593967518,1.3527380856150182,0.10090915400097153,TRENDING,5,16.41,0.12881355932203234,5.105682130112545,10.090915400097153
CAMT,0.9721,1.0,0.9586,True,0.6349206349206349,23,9,10,0.05533555648186739,0.19078135104944427,0.43533413648926356,2.0104042806183116,1.421303857877858,0.14314462764880811,TRENDING,2,202.54,5.779743045158593,9.224396720191672,14.314462764880794
ARIS,0.9702,1.0,1.0,True,0.626984126984127,20,10,13,0.058133035215204076,-0.08195926285160049,0.05931729155008392,2.1922428330522767,-0.36020042148520776,-0.00881104992326449,TRENDING,1,18.93,4.8818025116966215,-2.103085674883639,-0.881104992326449
ANRO,0.9643,1.0,1.0,False,0.6190476190476191,27,8,14,-0.045596258768511366,0.12805158912943337,0.7356484762579731,10.182648401826484,0.15900101449561874,0.015252880464305108,DIP,1,24.49,-1.2898024989923431,-2.372862051291785,1.5252880464305107
BW,0.9643,1.0,1.0,False,0.6190476190476191,25,10,14,-0.007024265644955285,-0.09329446064139935,0.825117370892019,34.34894294157763,-0.027165078942957287,-0.029881249462180633,TRENDING,2,15.55,3.536287637789459,-4.843080688871386,-2.9881249462180417
RCUS,0.9643,1.0,1.0,True,0.6190476190476191,27,8,12,0.019607843137254832,0.14790286975717448,0.2980529206190714,2.201970443349754,0.8900159215472959,0.09954210050456438,TRENDING,5,26.0,2.330869812393392,6.455575269550981,9.954210050456439
FORM,0.9628,1.0,0.926,False,0.626984126984127,23,10,12,0.09703523872581465,0.2658743633276741,0.7779897460355312,4.075561606535058,1.0880501234648028,0.17989168246865764,TRENDING,2,149.12,5.63317093135827,9.309866971980671,17.989168246865763
CELC,0.9623,1.0,0.9507,False,0.623015873015873,16,10,12,0.14907292954264517,0.19240636223704466,0.3371691599539701,12.778656126482215,0.20101391834527552,0.15181897936629107,TRENDING,5,139.44,8.289829060566554,12.099472471269207,15.181897936629108
GHM,0.9618,1.0,1.0,True,0.6428571428571429,17,9,10,0.015756302521008347,0.07948202723822284,0.3111864406779661,1.9188047087232114,0.5231825415732801,0.07530138961317827,TRENDING,2,96.7,1.9576143113204256,3.2631081142926908,7.530138961317827
HYMC,0.9583,1.0,1.0,False,0.6111111111111112,34,11,11,0.09051014810751501,0.0745945945945945,0.17912218268090152,10.524637681159419,0.08450469006596699,0.060071710949710304,TRENDING,1,39.76,7.640476476958251,2.5522611707484657,6.007171094971031
STOK,0.9583,1.0,1.0,True,0.6111111111111112,31,10,9,0.017114914425427896,-0.0455979351878405,0.09186351706036744,2.8034285714285714,-0.1688487549035163,-0.023355596033191716,BREAKDOWN,2,33.28,-0.0633946147943004,-3.7381890306052177,-2.3355596033191715
VRT,0.9579,0.9164,0.9013,False,0.6626984126984127,18,8,9,0.09263600109592374,0.2771590221684519,1.0192405063291141,2.839537869062901,1.591248597539378,0.20955354725352354,TRENDING,5,358.92,9.694004027424523,14.628549007441352,20.955354725352375
SII,0.9566,1.0,0.9981,True,0.6587301587301587,34,7,7,0.1679447852760736,0.05734518189391857,0.3300148458649901,1.8509921377761138,0.3650586394468024,0.10188308318697106,TRENDING,1,152.3,15.604547601376446,10.641021205936287,10.188308318697107
AGX,0.9562,1.0,0.9196,False,0.6190476190476191,20,10,14,0.08591301232872617,0.23672400897531798,1.1028990952972797,3.2930312149643006,1.0356050766987892,0.1874226508221032,TRENDING,5,727.54,7.490868498165475,13.7073132612166,18.74226508221032
AG,0.9554,1.0,1.0,True,0.6071428571428571,22,9,12,0.07458143074581414,0.012912482065997155,0.045925925925925926,2.314553990610329,0.0582819105252676,0.028206973902271656,TRENDING,1,21.18,6.658460161145931,3.540750052377954,2.8206973902271657
FGPR,0.9554,1.0,1.0,True,0.6111111111111112,19,9,13,-0.009482418016594218,-0.053962264150943406,0.23802469135802462,1.9880810488676994,-0.2645807690892778,-0.046880530683412094,BREAKDOWN,8,25.07,-2.2950677694539325,-4.380755189887202,-4.688053068341209
ATEYY,0.9534,1.0,0.9208,False,0.6150793650793651,36,8,11,0.053475935828877,0.22170542635658919,0.2680226570545827,3.4379364721784187,1.0630802288421417,0.18595372434723748,TRENDING,2,197.0,5.496780949887529,11.08008398803546,18.595372434723746
MOD,0.9483,1.0,0.9595,True,0.6031746031746031,31,10,13,0.07693516082158447,0.1676886390734118,0.3355737385544517,2.0391222431563785,1.244890470641327,0.14221408309095496,TRENDING,5,274.22,7.5775671929350334,9.846597563720577,14.221408309095496
CAT,0.946,0.8933,0.9338,False,0.6904761904761905,30,8,7,0.04136567390547219,0.20134010731226826,0.3665285783786174,1.8886222693134718,1.6194410350141162,0.17092644033347554,TRENDING,5,926.93,7.31696335536522,12.58708415778303,17.092644033347554
