ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
ATEX,66.92,0.03,5.04,38.32,76.9,236.79,159.18,168.54,7.61,2.01,3.08,2.07,5,True,True,True,True,True,4.53,33.28,131.93,3.02,27.72,116.94,5.21,39.95,128.1,1.513,XLK,0.36,0.3,clean,0.961,normal,none,88.79254977520873,99.582530507386,96.91714836223507,95.1,1
EACO,109.97,4.74,4.74,15.15,35.3,48.61,164.99,1.0,3.19,2.33,1.38,4.67,4,True,True,True,True,True,4.24,10.11,137.74,2.72,4.55,122.75,4.91,16.78,133.91,3.357,,,0.77,clean,,normal,none,86.9621066152858,95.82530507386,99.55041746949261,94.1,2
SNDK,1831.5,6.71,15.19,45.84,205.73,771.44,4806.24,2.26,3.02,4.49,3.75,23.36,4,True,True,True,True,True,14.69,40.79,4778.99,13.17,35.24,4764.0,15.36,47.46,4775.16,0.2282,XLK,0.6,0.27,clean,0.59,thin,none,98.67266110040676,95.82530507386,85.2922286448298,93.3,3
HIMX,24.19,0.88,17.14,109.26,216.21,221.68,191.1,19.58,6.37,1.98,1.03,0.88,3,True,True,True,True,True,16.64,104.21,163.84,15.12,98.66,148.86,17.31,110.88,160.01,4.4334,XLK,0.39,0.84,clean,1.107,normal,none,94.13401841147505,80.37893384714194,99.8073217726397,91.4,4
ALAB,363.54,2.19,11.74,80.64,219.54,120.07,291.24,5.37,6.87,2.72,0.55,1.33,3,True,True,True,True,True,11.24,75.6,263.99,9.72,70.04,249.0,11.91,82.27,260.16,1.4616,XLK,0.46,0.05,clean,0.991,normal,none,95.49882252194391,80.37893384714194,96.59601798330122,90.8,5
BTSG,60.88,2.6,0.55,13.71,45.09,69.58,154.41,0.21,25.15,3.29,1.54,3.42,4,True,True,True,True,True,0.04,8.66,127.16,-1.48,3.11,112.17,0.71,15.33,123.33,0.7721,QQQ,0.52,-0.73,clean,0.848,normal,none,83.3975594091201,95.82530507386,92.61400128452152,90.6,6
TXG,32.16,4.72,26.07,48.55,43.76,77.88,240.32,5.52,1.86,0.9,1.78,5.49,3,True,True,True,True,True,25.56,43.5,213.06,24.04,37.94,198.08,26.24,50.17,209.24,1.5585,VGK,0.48,1.49,clean,1.22,normal,none,93.96274887604368,80.37893384714194,97.10982658959537,90.5,7
WTTR,18.98,0.64,1.71,14.27,36.06,84.45,131.46,2.7,8.32,2.53,2.34,3.65,4,True,True,True,True,True,1.21,9.22,104.21,-0.31,3.67,89.22,1.88,15.89,100.38,0.7712,XLE,0.48,1.08,clean,0.771,normal,none,82.30571612074502,95.82530507386,92.54977520873474,90.2,8
EXCE,24.5,1.03,2.08,6.52,27.27,44.12,143.78,2.02,3.13,4.18,1.62,5.27,4,True,True,True,True,True,1.58,1.48,116.53,0.06,-4.08,101.54,2.25,8.15,112.7,1.0236,,,-0.07,clean,,normal,none,78.94455148790409,95.82530507386,94.86191393705845,89.9,9
VLO,261.45,1.24,8.78,3.9,15.89,44.82,103.78,7.11,0.44,4.07,2.82,6.53,4,True,True,True,True,True,8.28,-1.14,76.53,6.76,-6.7,61.54,8.95,5.53,72.7,0.9419,XLE,0.8,1.37,clean,0.741,thin,none,78.2166559623207,95.82530507386,94.09120102761722,89.4,10
MPC,267.21,1.58,8.16,5.81,21.04,36.23,68.32,5.17,0.71,3.62,1.72,3.25,4,True,True,True,True,True,7.66,0.76,41.07,6.14,-4.79,26.08,8.33,7.43,37.24,0.7584,XLE,0.82,1.48,clean,0.97,normal,none,78.44679940055663,95.82530507386,92.2286448298009,88.8,11
