ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
APA,38.63,37.57,2.82,OPTIMAL,95,1.48,0.9,41.63,-7.2,,,,0.435,223.5,86.0,15.0,stalling,50.4,WARNING,-15.4,3,Parabolic,-8.11,17.17,52.27,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",78.5
DVN,47.79,47.62,0.35,OPTIMAL,95,1.48,0.9,49.52,-3.49,,,,0.159,56.4,83.8,23.0,stalling,45.9,CAUTION,-9.3,3,Parabolic,-3.44,5.36,32.42,XLE,index,Index,10.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",76.3
INVX,26.51,25.26,4.94,OPTIMAL,95,1.48,0.9,25.14,5.43,,,,0.441,75.8,85.1,19.0,clean,40.0,CAUTION,-10.1,2,Sustained Uptrend,8.38,1.57,13.53,XLK,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",75.0
MEOH,59.87,56.44,6.07,OPTIMAL,90,1.5,1.11,61.08,-1.98,,,,0.523,212.7,90.0,9.0,clean,40.0,CAUTION,-10.3,3,Parabolic,0.02,11.95,32.43,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",75.0
HAL,37.59,36.72,2.36,OPTIMAL,95,1.48,0.9,38.45,-2.23,,,,0.471,129.7,83.5,26.0,clean,40.0,CAUTION,-8.7,3,Parabolic,-1.52,4.62,16.85,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",74.5
ALB,173.64,170.27,1.98,OPTIMAL,95,1.48,0.12,176.28,-1.49,,,,0.476,123.9,76.6,78.0,clean,46.3,CAUTION,-15.7,3,Parabolic,-2.5,3.36,9.68,XLB,miner,Miner,22.0,True,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",73.9
REX,44.21,41.41,6.76,OPTIMAL,90,1.5,1.11,45.47,-2.77,,,,0.575,200.9,86.3,13.0,clean,40.0,CAUTION,-9.2,3,Parabolic,-2.64,11.47,35.2,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.54, 'median_ttg': 2.0, 'prob_good': 28.8, 'prob_bad': 49.4}",73.7
WOPEF,23.26,22.36,4.02,OPTIMAL,95,1.48,0.9,23.55,-1.24,,,,0.349,133.2,73.8,112.0,clean,47.8,CAUTION,-11.6,3,Parabolic,-5.06,9.72,46.29,,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -2.92, 'median_ttg': 2.0, 'prob_good': 38.1, 'prob_bad': 37.4}",73.4
EFXT,21.42,21.32,0.46,OPTIMAL,95,1.48,0.9,20.73,3.35,,,,0.115,-33.2,79.8,40.0,clean,40.0,CAUTION,-10.1,3,Parabolic,6.09,-1.47,41.95,XLI,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",73.2
VLO,238.82,235.86,1.26,OPTIMAL,95,1.48,0.9,244.78,-2.44,,,,0.207,49.2,79.5,42.0,stalling,40.0,CAUTION,-7.6,3,Parabolic,-2.16,3.36,24.83,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",73.1
