ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,39.51,19.58,65.73,81.07,163.58,505.05,1326.35,3.36,1.23,2.02,3.09,2.63,4,True,True,True,True,True,147.95,440.91,1103.81,142.01,423.46,878.15,118.73,356.8,1079.92,-0.0526,XLB,0.34,0.81,clean,1.82,confirmed,none,strong_buy,93.82801664355063,97.49190938511327,89.88673139158576,6,100.0,95.6,1
EFXT,21.41,10.88,42.83,95.88,183.2,206.73,183.58,3.94,2.24,1.91,1.13,0.89,3,True,True,True,True,True,167.58,142.59,-38.97,161.63,125.14,-264.63,138.35,58.48,-62.86,0.1651,XLI,0.37,0.18,clean,1.479,normal,none,strong_buy,90.17953459701032,83.57605177993528,93.52750809061489,6,100.0,92.5,2
MPC,242.3,25.66,43.95,29.4,61.58,331.06,561.48,1.71,0.67,2.09,5.38,1.7,3,True,True,True,True,True,45.95,266.92,338.93,40.01,249.47,113.27,16.73,182.81,315.05,0.371,XLE,0.68,2.09,overextended,1.355,normal,none,none,87.71767606719064,83.57605177993528,95.9546925566343,6,100.0,92.2,3
VLO,238.72,20.94,46.71,43.42,81.52,201.64,267.59,2.23,0.93,1.88,2.47,1.33,3,True,True,True,True,True,65.9,137.49,45.05,59.95,120.04,-180.62,36.67,53.38,21.16,0.1913,XLE,0.67,1.58,clean,1.415,normal,none,strong_buy,88.38418862690708,83.57605177993528,94.09385113268608,6,100.0,92.0,4
EZPW,26.01,3.54,35.33,44.26,82.53,358.73,845.82,9.97,1.25,1.86,4.35,2.36,4,True,True,True,True,True,66.9,294.58,623.27,60.96,277.13,397.61,37.68,210.48,599.39,-0.467,XLI,0.52,-0.25,clean,0.817,normal,none,strong_buy,85.91847742333178,97.49190938511327,80.58252427184466,6,100.0,91.4,5
FORM,100.05,4.09,75.62,165.38,221.6,114.33,1190.97,18.49,2.19,1.34,0.52,10.42,3,True,True,True,True,True,205.98,50.18,968.42,200.03,32.74,742.76,176.75,-33.92,944.54,-0.2166,XLI,0.39,-0.34,clean,1.085,normal,none,strong_buy,90.65726614270304,83.57605177993528,85.92233009708737,6,100.0,91.1,6
COP,129.49,17.85,40.84,40.73,27.05,127.86,225.11,2.29,1.0,0.66,4.73,1.76,3,True,True,True,True,True,11.43,63.71,2.56,5.48,46.26,-223.1,-17.8,-20.4,-21.32,0.3883,XLE,0.88,2.23,overextended,1.402,normal,none,none,82.77276930189551,83.57605177993528,96.19741100323624,6,100.0,90.8,7
PBR,19.8,22.65,68.47,55.62,39.8,134.82,313.26,3.02,0.81,0.72,3.39,2.32,3,True,True,True,True,True,24.17,70.67,90.71,18.23,53.22,-134.95,-5.05,-13.44,66.83,-0.0861,XLE,0.55,1.66,clean,1.408,normal,none,strong_buy,87.47303128371091,83.57605177993528,88.75404530744336,6,100.0,90.7,8
NYT,83.98,11.54,18.63,45.39,72.48,67.29,569.7,1.61,2.44,1.6,0.93,8.47,3,True,True,True,True,True,56.86,3.14,347.15,50.91,-14.3,121.49,27.63,-80.96,323.27,0.0596,,,1.1,clean,1.157,normal,none,strong_buy,82.98659269533056,83.57605177993528,91.74757281553399,6,100.0,90.0,9
ROST,211.91,4.96,16.17,46.48,71.53,71.34,264.54,3.26,2.87,1.54,1.0,3.71,4,True,True,True,True,True,55.91,7.19,42.0,49.96,-10.26,-183.67,26.68,-76.92,18.11,-0.4462,XLY,0.48,0.16,clean,1.138,normal,none,strong_buy,80.597934966867,97.49190938511327,81.31067961165049,6,100.0,89.9,10
PWR,562.38,2.42,31.81,42.01,109.67,539.58,2466.77,13.16,1.32,2.61,4.92,4.57,4,True,True,True,True,True,94.05,475.43,2244.23,88.1,457.98,2018.56,64.82,391.32,2220.34,-0.7603,XLK,0.61,-0.49,clean,1.053,normal,none,strong_buy,85.80289721066418,97.49190938511327,72.85598705501619,6,100.0,89.8,11
WMT,122.14,-2.92,6.8,18.79,42.06,177.02,438.06,-2.33,2.76,2.24,4.21,2.47,4,False,False,True,True,False,26.43,112.88,215.52,20.49,95.43,-10.15,-2.79,28.77,191.63,0.186,XLP,0.62,-0.84,clean,0.843,normal,none,none,70.29781168130683,97.49190938511327,93.85113268608414,6,100.0,89.4,12
TEN,38.66,21.61,75.49,70.46,131.22,275.7,20.62,3.49,0.93,1.86,2.1,0.07,3,True,True,True,True,True,115.6,211.56,-201.92,109.65,194.11,-427.58,86.37,127.45,-225.81,-0.5769,,,1.33,clean,2.081,confirmed,none,strong_buy,90.33749422098937,83.57605177993528,78.07443365695794,6,100.0,89.4,12
FTI,67.83,5.58,51.69,74.92,131.05,705.64,209.47,9.26,1.45,1.75,5.38,0.3,3,True,True,True,True,True,115.42,641.49,-13.08,109.48,624.05,-238.74,86.2,557.39,-36.97,-0.5486,XLE,0.49,-0.21,clean,1.179,normal,none,strong_buy,89.38203112960394,83.57605177993528,78.7621359223301,6,100.0,89.3,14
DHT,18.07,3.08,47.75,46.2,69.35,185.92,189.58,15.5,0.97,1.5,2.68,1.02,3,True,True,True,True,True,53.73,121.77,-32.96,47.78,104.32,-258.63,24.51,37.66,-56.85,-0.217,,,-0.18,clean,2.297,confirmed,none,strong_buy,84.50454615503159,83.57605177993528,85.7200647249191,6,100.0,89.2,15
PARXF,19.44,22.11,51.52,41.9,101.24,9.34,144.53,2.33,0.81,2.42,0.09,15.48,3,True,True,True,True,True,85.62,-54.81,-78.02,79.67,-72.26,-303.68,56.39,-138.92,-101.9,-0.1854,XLE,0.45,1.51,clean,1.568,confirmed,none,strong_buy,83.41809215595623,83.57605177993528,86.73139158576052,6,100.0,89.1,16
LITE,759.62,12.58,104.51,361.19,1040.4,759.2,2916.76,8.31,3.46,2.88,0.73,3.84,4,True,True,True,True,True,1024.78,695.05,2694.21,1018.83,677.61,2468.55,995.55,610.95,2670.33,-1.126,XLK,0.48,-0.41,clean,1.473,normal,none,strong_buy,95.36908614578518,97.49190938511327,53.640776699029125,6,100.0,88.8,17
AROC,36.92,12.49,45.7,50.82,39.8,264.82,513.29,3.66,1.11,0.78,6.65,1.94,3,True,True,True,True,True,24.17,200.68,290.75,18.23,183.23,65.08,-5.05,116.57,266.86,-0.5486,XLI,0.44,1.06,clean,1.065,normal,none,strong_buy,86.55994760363693,83.57605177993528,78.7621359223301,6,100.0,88.4,18
FUWAY,92.05,27.05,216.87,196.65,300.22,656.37,906.01,8.02,0.91,1.53,2.19,1.38,3,True,True,True,True,True,284.59,592.22,683.47,278.65,574.77,457.8,255.37,508.11,659.58,-0.9599,,,0.31,clean,,normal,none,strong_buy,96.13962089690244,83.57605177993528,63.996763754045304,6,100.0,88.4,18
RBC,538.69,-4.24,19.43,40.47,63.23,251.49,819.11,-4.58,2.08,1.56,3.98,3.26,4,False,True,True,True,False,47.61,187.34,596.56,41.66,169.89,370.9,18.38,103.23,572.68,-0.5141,XLI,0.69,-1.2,clean,0.893,normal,none,none,76.31376175065495,97.49190938511327,79.44983818770227,6,100.0,88.3,20
BNO,49.58,46.3,77.52,65.54,66.49,189.43,312.14,1.67,0.85,1.01,2.85,1.65,2,True,True,True,True,True,50.86,125.29,89.59,44.92,107.84,-136.07,21.64,41.18,65.7,2.5084,XLE,0.5,3.5,overextended,4.307,confirmed,none,none,90.88457389428262,53.84304207119741,99.51456310679612,6,100.0,87.9,21
BG,123.24,1.58,34.73,59.76,68.25,55.88,125.05,21.95,1.72,1.14,0.82,2.24,3,True,True,True,True,True,52.62,-8.27,-97.49,46.68,-25.71,-323.15,23.4,-92.37,-121.38,-0.2769,XLP,0.39,-0.33,clean,1.184,normal,none,strong_buy,80.54207119741099,83.57605177993528,84.46601941747572,6,100.0,87.8,22
WMB,74.33,1.85,27.58,23.55,24.71,217.92,360.25,14.91,0.85,1.05,8.82,1.65,3,True,True,True,True,True,9.09,153.77,137.7,3.15,136.33,-87.96,-20.13,69.67,113.82,-0.0505,XLE,0.44,-0.09,clean,0.884,normal,none,strong_buy,77.00339035290492,83.57605177993528,89.96763754045307,6,100.0,87.8,22
PBF,48.12,40.2,82.6,57.03,131.77,186.91,55.16,2.05,0.69,2.31,1.42,0.3,2,True,True,True,True,True,116.14,122.76,-167.39,110.2,105.32,-393.05,86.92,38.66,-191.27,1.6517,XLE,0.55,1.64,clean,1.314,normal,none,none,90.5570966250578,53.84304207119741,99.11003236245955,6,100.0,87.8,22
SLGL,87.88,8.63,108.46,213.76,1590.1,-36.77,,12.56,1.97,7.44,-0.02,,3,True,True,True,True,True,1574.47,-100.92,,1568.53,-118.37,,1545.25,-185.03,,1.0395,,,-0.58,clean,1.282,normal,none,none,87.54623208506703,83.57605177993528,98.13915857605178,5,83.33333333333334,87.6,25
TJX,156.68,-0.64,1.35,12.39,34.93,132.67,311.99,-2.1,9.21,2.82,3.8,2.35,4,False,True,True,True,False,19.31,68.52,89.45,13.36,51.07,-136.22,-9.92,-15.59,65.56,-0.0309,XLP,0.34,-0.68,clean,0.937,normal,none,none,66.17930343658499,97.49190938511327,90.45307443365695,6,100.0,87.4,26
CACI,581.0,1.75,4.38,15.79,58.69,135.5,489.79,2.5,3.6,3.72,2.31,3.61,5,False,False,False,True,False,43.07,71.35,267.24,37.12,53.9,41.58,13.84,-12.76,243.36,-0.5918,,,-0.37,clean,0.928,normal,none,none,72.6229002928032,99.95954692556634,77.58899676375405,6,100.0,87.3,27
CF,125.34,31.31,59.26,46.36,63.25,150.28,272.7,1.89,0.78,1.36,2.38,1.81,2,True,True,True,True,True,47.62,86.13,50.16,41.68,68.68,-175.51,18.4,2.02,26.27,1.7039,XLE,0.49,2.6,overextended,2.125,confirmed,none,none,88.6615811373093,53.84304207119741,99.35275080906149,6,100.0,87.2,28
MTZ,308.77,10.87,41.52,49.11,148.95,219.97,1553.83,3.82,1.18,3.03,1.48,7.06,3,True,True,True,True,True,133.32,155.82,1331.28,127.38,138.37,1105.62,104.1,71.71,1307.4,-0.9043,XLI,0.64,0.29,clean,1.195,normal,none,strong_buy,89.83279395900756,83.57605177993528,67.07119741100324,6,100.0,87.1,29
RCAT,16.1,25.92,100.06,42.27,197.14,207.35,-97.32,3.86,0.42,4.66,1.05,-0.47,2,True,True,True,True,True,181.52,143.2,-319.86,175.57,125.75,-545.52,152.29,59.09,-343.75,0.4006,SPY,0.39,0.48,clean,1.634,confirmed,none,none,89.24333487440283,53.84304207119741,96.60194174757282,6,100.0,86.9,30
^VIX,27.24,29.65,82.7,69.19,58.83,45.82,104.04,2.79,0.84,0.85,0.78,2.27,2,True,True,True,True,True,43.21,-18.32,-118.5,37.26,-35.77,-344.16,13.99,-102.43,-142.39,11.7388,,,1.01,clean,,normal,none,none,86.43858838033596,53.84304207119741,100.0,6,100.0,86.7,31
EQIX,964.23,1.97,27.12,20.82,15.53,46.89,208.58,13.8,0.77,0.75,3.02,4.45,3,True,True,True,True,True,-0.09,-17.26,-13.96,-6.04,-34.71,-239.63,-29.31,-101.37,-37.85,0.1814,XLRE,0.42,0.12,clean,1.126,normal,none,strong_buy,70.81599630143319,83.57605177993528,93.6084142394822,6,100.0,86.7,31
