ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,2.3,10,bullish,3.89,-0.02,-1.33,-2.12,4.52,-0.63,-0.87,-0.64,-0.19,,,58.0,,,58.0,,,58.0
ACWI,ACWI,3.2,10,bullish,4.22,0.64,0.37,-2.4,-1.53,-1.11,-0.99,-0.1,0.15,,,58.0,,,58.0,,,58.0
ACWX,ACWX,3.1,10,bullish,5.03,1.69,1.57,-1.37,3.31,-0.9,-0.74,0.26,0.54,,,58.0,,,58.0,,,58.0
AFK,Africa,3.5,10,bullish,6.68,2.95,2.55,-3.91,-0.71,-1.99,-1.22,0.22,0.62,,,58.0,,,58.0,,,58.0
AGF,AGF,0.0,10,bullish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,42.0,,,42.0,,,42.0
AGG,Agg Bond,2.0,10,bullish,0.54,-0.04,-0.31,-1.49,-1.05,-1.39,-1.82,-0.44,-0.09,,,83.0,,,83.0,,,83.0
AIA,AIA,3.2,10,bullish,4.36,-0.66,-2.19,-1.37,10.3,-0.11,-0.68,-0.76,-0.39,,,58.0,,,58.0,,,58.0
AIQ,AIQ,3.6,10,bullish,4.77,-0.55,-2.52,-2.4,-7.25,-1.29,-0.7,-0.76,-0.3,,,36.0,,,36.0,,,36.0
AIRR,AIRR,3.7,10,bullish,4.17,0.73,3.66,-2.37,14.84,0.3,-1.09,0.4,-0.07,,,45.0,,,45.0,,,45.0
ALAI,ALAI,4.1,10,bullish,5.18,-1.04,-2.26,-0.27,-8.56,-1.01,-0.43,-0.73,-0.47,,,8.0,,,8.0,,,8.0
AMG,AMG,3.9,10,bullish,2.82,-1.46,0.33,-10.87,-4.75,-1.46,-2.0,-0.33,-0.6,,,100.0,,,100.0,,,100.0
AMLP,AMLP,4.5,10,bullish,-3.28,-3.08,-1.49,-1.51,9.59,1.56,-0.51,-0.56,-1.38,,,47.0,,,47.0,,,47.0
APIE,APIE,3.4,10,bullish,4.85,1.47,1.67,-2.55,0.45,-1.13,-0.83,0.33,0.47,,,13.0,,,13.0,,,13.0
APO,APO,3.3,10,bullish,2.24,0.96,-0.31,3.52,-24.11,-1.43,0.52,0.06,0.25,,,47.0,,,47.0,,,47.0
ARES,ARES,5.0,10,bullish,0.03,-0.18,0.32,-5.63,-34.87,-1.59,-0.29,0.15,0.05,,,45.0,,,45.0,,,45.0
ARGT,ARGT,3.2,10,bullish,6.22,4.17,7.14,7.63,1.53,-0.1,0.62,0.83,0.65,,,47.0,,,47.0,,,47.0
ARKF,ARKF,3.6,10,bullish,5.16,-2.11,-5.47,-3.62,-20.87,-1.01,-0.45,-0.82,-0.46,,,36.0,,,36.0,,,36.0
ARKG,ARKG,0.0,10,bearish,9.42,1.88,3.89,-5.87,-5.64,-0.7,-0.79,0.4,0.26,,,45.0,,,45.0,,,45.0
ARKK,ARKK,0.0,10,bearish,6.58,-1.46,-3.54,-4.68,-11.54,-0.85,-0.71,-0.66,-0.4,,,45.0,,,45.0,,,45.0
ARKQ,ARKQ,3.3,10,bullish,4.66,-3.08,-3.02,-4.54,-0.13,-0.83,-0.99,-0.81,-0.88,,,45.0,,,45.0,,,45.0
ARKW,ARKW,3.6,10,bullish,5.69,-2.12,-4.91,-2.8,-17.99,-0.95,-0.46,-0.81,-0.51,,,45.0,,,45.0,,,45.0
ARKX,ARKX,4.1,10,bullish,4.36,-2.86,-3.42,-4.76,3.43,-0.66,-0.96,-0.84,-0.83,,,28.0,,,28.0,,,28.0
ARTY,ARTY,3.7,10,bullish,4.42,-2.46,-3.63,-0.53,-1.63,-0.72,-0.49,-0.96,-0.8,,,36.0,,,36.0,,,36.0
ASEA,ASEA,3.2,10,bullish,2.83,1.03,1.66,0.77,6.45,0.26,-0.26,0.25,0.26,,,47.0,,,47.0,,,47.0
ASHR,ASHR,2.4,10,bullish,2.61,0.41,-0.92,-0.68,-0.38,-0.93,-0.59,-0.55,0.0,,,45.0,,,45.0,,,45.0
AVDE,AVDE,3.5,10,bullish,5.21,2.24,2.5,-1.72,4.42,-0.79,-0.86,0.51,0.74,,,36.0,,,36.0,,,36.0
AVDV,AVDV,3.7,10,bullish,5.62,2.79,2.67,-3.04,8.07,-0.54,-1.25,0.37,0.78,,,36.0,,,36.0,,,36.0
AVEM,AVEM,2.4,10,bullish,3.83,0.13,0.01,-1.83,5.68,-0.51,-0.89,-0.31,-0.16,,,36.0,,,36.0,,,36.0
AVES,AVES,3.2,10,bullish,3.06,-0.3,-0.01,-3.01,3.66,-0.71,-1.1,-0.28,-0.31,,,32.0,,,32.0,,,32.0
AVIV,AVIV,3.5,10,bullish,4.92,2.21,2.68,-1.07,6.21,-0.55,-0.77,0.52,0.7,,,32.0,,,32.0,,,32.0
AVNM,AVNM,3.1,10,bullish,4.62,1.66,1.8,-1.8,5.29,-0.68,-0.93,0.26,0.48,,,13.0,,,13.0,,,13.0
BAI,BAI,3.7,10,bullish,5.09,-2.56,0.15,2.36,1.84,-0.37,-0.13,-0.27,-0.79,,,8.0,,,8.0,,,8.0
BAM,BAM,3.7,10,bullish,2.36,1.17,0.57,-5.09,-16.13,-1.19,-0.52,0.16,0.32,,,13.0,,,13.0,,,13.0
BATT,BATT,4.3,10,bullish,5.85,2.91,5.48,0.4,9.51,-0.4,-0.56,0.58,0.41,,,36.0,,,36.0,,,36.0
BBCA,BBCA,4.0,10,bullish,3.09,1.17,0.61,-3.4,1.22,-1.41,-1.78,-0.17,0.33,,,36.0,,,36.0,,,36.0
BBEU,BBEU,3.6,10,bullish,5.33,2.31,1.8,-2.06,-0.08,-1.45,-0.76,0.41,0.85,,,36.0,,,36.0,,,36.0
BBIN,BBIN,3.5,10,bullish,5.35,2.27,1.87,-1.63,2.34,-0.91,-0.69,0.4,0.81,,,36.0,,,36.0,,,36.0
BBJP,BBJP,3.0,10,bullish,6.73,2.65,3.37,0.26,7.42,0.31,-0.27,0.65,0.76,,,36.0,,,36.0,,,36.0
BEN,BEN,3.1,10,bullish,4.73,-0.27,0.65,-10.09,-0.15,-0.52,-1.36,-0.03,-0.18,,,100.0,,,100.0,,,100.0
BIL,BIL,2.0,10,bullish,-0.26,-0.2,-0.16,-0.01,0.03,0.39,0.0,-0.93,-1.41,,,58.0,,,58.0,,,58.0
BINV,BINV,3.5,10,bullish,4.15,2.06,2.23,-1.49,3.33,-1.09,-0.73,0.47,0.72,,,13.0,,,13.0,,,13.0
BITO,BITO,7.8,10,bullish,3.36,-3.85,-4.14,-0.27,-23.28,-0.47,0.39,-0.22,-0.45,,,28.0,,,28.0,,,28.0
BITQ,BITQ,4.9,10,bullish,2.03,-8.14,-8.97,-3.25,-5.59,-0.53,-0.47,-0.99,-1.19,,,32.0,,,32.0,,,32.0
BK,BK,4.0,10,bullish,5.78,2.8,5.78,2.83,3.77,-0.67,-0.02,1.1,0.71,,,100.0,,,100.0,,,100.0
BKCH,BKCH,4.9,10,bullish,3.33,-9.47,-9.05,-5.51,-11.48,-0.66,-0.54,-0.84,-1.12,,,32.0,,,32.0,,,32.0
BKGI,BKGI,3.6,10,bullish,1.23,0.32,-0.52,-1.4,9.49,0.32,-1.12,-0.62,-0.1,,,13.0,,,13.0,,,13.0
BKIE,BKIE,3.4,10,bullish,4.33,1.25,1.47,-2.25,1.78,-1.09,-0.89,0.26,0.39,,,32.0,,,32.0,,,32.0
BLK,BLK,3.2,10,bullish,3.49,-1.52,-0.2,-8.19,-10.79,-1.14,-1.24,-0.07,-0.43,,,100.0,,,100.0,,,100.0
BLOK,BLOK,5.5,10,bullish,4.06,-4.45,-4.17,-4.12,-12.23,-0.86,-0.57,-0.68,-0.92,,,38.0,,,38.0,,,38.0
BN,BN,4.2,10,bullish,4.74,2.36,4.08,-5.0,-11.75,-1.31,-0.82,0.63,0.52,,,100.0,,,100.0,,,100.0
BND,Total Bond,0.2,10,bullish,0.53,-0.06,-0.25,-1.43,-1.04,-1.38,-1.78,-0.36,-0.12,,,58.0,,,58.0,,,58.0
BNDX,BNDX,3.0,10,bearish,0.76,-0.12,-0.19,-1.66,-0.74,-0.43,-1.63,-0.18,-0.19,,,45.0,,,45.0,,,45.0
BNO,BNO,4.7,10,bullish,-4.88,2.79,-3.89,29.84,75.77,2.0,1.8,-0.75,0.29,,,49.0,,,49.0,,,49.0
BOTZ,BOTZ,3.8,10,bullish,5.04,-0.83,-2.17,-7.6,-6.79,-1.0,-1.23,-0.53,-0.3,,,38.0,,,38.0,,,38.0
BUZZ,BUZZ,0.0,10,bearish,4.37,-3.02,-5.76,-5.17,-11.53,-1.07,-0.8,-1.05,-0.76,,,32.0,,,32.0,,,32.0
BWX,BWX,2.1,10,bullish,1.27,-0.16,0.16,-2.16,-2.46,-1.08,-1.07,0.09,-0.15,,,58.0,,,58.0,,,58.0
BX,BX,3.5,10,bullish,5.88,5.57,0.78,3.16,-26.08,-1.17,0.42,0.23,1.21,,,58.0,,,58.0,,,58.0
CCNR,CCNR,3.6,10,bullish,0.96,0.5,2.5,1.3,20.19,0.99,-0.58,0.15,-0.16,,,8.0,,,8.0,,,8.0
