ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
ELA,24.62,5.8,38.31,38.7,84.42,152.0,283.49,6.6,1.01,2.18,1.8,3.36,4,True,True,True,True,True,35.96,30.22,252.04,32.81,22.15,236.33,35.84,39.65,243.78,3.7798,,,3.55,overextended,1.679,confirmed,none,96.23248334481967,96.65747760165402,99.58649207443143,97.5,1
STRO,40.24,1.03,13.07,50.37,159.28,308.94,305.24,12.69,3.86,3.16,1.94,1.92,4,True,True,True,True,True,10.71,41.89,273.79,7.57,33.81,258.08,10.59,51.32,265.53,2.837,,,0.37,clean,1.089,normal,none,91.10957960027565,96.65747760165402,99.17298414886285,95.6,2
ICHR,74.42,4.48,15.52,34.79,131.48,345.63,348.31,3.47,2.24,3.78,2.63,2.65,4,True,True,True,True,True,13.17,26.31,316.87,10.02,18.24,301.15,13.04,35.74,308.6,1.0217,VXUS,0.49,0.39,clean,1.763,confirmed,none,96.04870204456698,96.65747760165402,93.7973811164714,95.5,3
WDC,480.0,3.47,11.23,42.06,69.86,199.81,983.52,3.24,3.74,1.66,2.86,14.08,4,True,True,True,True,True,8.88,33.57,952.07,5.73,25.5,936.36,8.76,43.01,943.81,0.4591,QQQ,0.6,0.06,clean,0.988,normal,none,95.0608775557087,96.65747760165402,87.45692625775328,93.1,4
SITM,833.08,4.49,49.13,104.84,98.97,198.52,401.25,10.95,2.13,0.94,2.01,4.05,3,True,True,True,True,True,46.77,96.36,369.8,43.63,88.29,354.09,46.65,105.79,361.54,5.6538,SPY,0.52,3.45,overextended,1.426,normal,none,97.438548127728,80.87525844245349,99.86216402481047,92.7,5
INSW,91.62,1.6,7.61,22.24,50.05,82.73,152.12,4.77,2.92,2.25,1.65,3.04,4,True,True,True,True,True,5.26,13.75,120.67,2.11,5.68,104.96,5.13,23.19,112.41,1.0415,LQD,0.36,0.54,clean,1.29,normal,none,85.46979094877095,96.65747760165402,93.86629910406616,92.0,6
MTSI,359.88,4.47,26.64,45.28,52.58,140.43,217.44,5.95,1.7,1.16,2.67,4.14,3,True,True,True,True,True,24.28,36.79,185.99,21.14,28.72,170.28,24.16,46.23,177.73,2.6421,XLK,0.53,2.66,overextended,1.542,confirmed,none,94.7220307833678,80.87525844245349,99.03514817367332,91.5,7
STX,782.64,2.11,7.66,56.29,82.3,183.8,719.95,3.63,7.34,1.46,2.23,8.75,4,True,True,True,True,True,5.31,47.8,688.5,2.16,39.73,672.79,5.18,57.23,680.24,0.26,XLK,0.53,-0.2,clean,1.391,normal,none,92.70043648058811,96.65747760165402,84.90696071674707,91.4,8
ANAB,69.33,3.54,3.85,51.74,109.14,188.88,428.43,1.09,13.44,2.11,1.73,3.93,4,True,True,True,True,True,1.49,43.25,396.98,-1.65,35.18,381.27,1.37,52.69,388.72,0.1318,QQQ,0.36,-0.45,clean,0.899,normal,none,92.01125660464048,96.65747760165402,82.97725706409372,90.5,9
PKX,91.72,3.13,16.53,44.37,44.97,70.64,97.16,5.29,2.68,1.01,1.57,2.16,3,True,True,True,True,True,14.17,35.88,65.71,11.03,27.81,50.0,14.05,45.32,57.45,2.36,VXUS,0.66,1.08,clean,1.56,confirmed,none,88.79508385021825,80.87525844245349,98.82839421088903,89.5,10
