ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
SLGL,89.5,0.56,6.57,40.94,121.59,307.74,1512.61,11.7,6.23,2.97,2.53,12.44,5,True,True,True,True,True,7.39,42.62,1497.6,7.15,45.35,1494.98,4.0,43.74,1433.81,2.5245,,,-0.29,clean,1.048,normal,none,93.78710771840544,98.8125530110263,98.9821882951654,97.2,1
FORM,96.87,0.59,2.44,33.52,82.15,230.95,182.67,4.13,13.72,2.45,2.81,2.22,5,True,True,True,True,True,3.26,35.2,167.66,3.02,37.93,165.03,-0.13,36.32,103.86,4.3477,XLI,0.38,-0.99,clean,1.011,normal,none,89.77947413061918,98.8125530110263,99.40627650551315,96.0,2
LUNMF,32.17,2.58,11.28,20.44,78.92,180.72,289.94,4.37,1.81,3.86,2.29,3.67,4,True,True,True,True,True,12.1,22.12,274.93,11.85,24.85,272.3,8.71,23.24,211.13,1.6133,IAU,0.5,-0.67,clean,0.706,thin,none,96.43059089623976,90.33078880407125,96.56488549618321,94.4,3
KPELY,20.62,0.44,3.25,17.43,35.12,55.04,113.24,7.42,5.35,2.02,1.57,3.22,5,True,True,True,True,True,4.07,19.1,98.23,3.83,21.84,95.6,0.69,20.23,34.43,2.145,,,-0.97,clean,0.223,thin,none,82.5204975968335,98.8125530110263,98.38846480067855,93.2,4
BLTE,189.72,0.65,4.85,14.54,48.45,195.51,241.84,7.43,3.0,3.33,4.04,4.99,4,True,True,True,True,True,5.67,16.21,226.83,5.42,18.95,224.2,2.28,17.34,163.03,2.1205,,,-0.09,clean,0.693,thin,none,89.19988690981057,90.33078880407125,98.21882951653944,92.6,5
CIEN,343.49,1.01,2.55,33.5,75.04,270.38,325.27,2.51,13.14,2.24,3.6,4.33,4,True,True,True,True,True,3.37,35.17,310.26,3.13,37.91,307.63,-0.02,36.3,246.46,1.0619,XLK,0.57,-0.45,clean,0.639,thin,none,92.08368674017528,90.33078880407125,92.79050042408821,91.7,6
TERN,41.54,0.86,5.88,21.24,41.52,502.84,1004.67,6.8,3.61,1.96,12.11,24.2,4,True,True,True,True,True,6.7,22.91,989.66,6.45,25.65,987.04,3.31,24.04,925.87,1.0672,,,-0.2,clean,0.539,thin,none,91.61718970879276,90.33078880407125,92.87531806615776,91.6,7
NESRF,21.9,2.58,8.96,6.67,27.47,81.59,100.92,3.48,0.75,4.12,2.97,3.67,4,True,True,True,True,True,9.77,8.35,85.91,9.53,11.08,83.28,6.39,9.47,22.11,2.4163,IAU,0.48,0.89,clean,0.568,thin,none,84.73989256432004,90.33078880407125,98.8125530110263,91.3,8
SCCO,217.12,0.39,8.01,10.49,68.15,125.67,137.52,20.75,1.31,6.5,1.84,2.02,4,True,True,True,True,True,8.83,12.16,122.51,8.59,14.89,119.88,5.44,13.29,58.71,1.5212,IAU,0.67,0.07,clean,0.857,normal,none,87.26321741588917,90.33078880407125,95.92875318066157,91.2,9
AU,127.08,1.18,11.23,9.82,50.64,129.59,309.41,9.53,0.87,5.16,2.56,6.11,4,True,True,True,True,True,12.05,11.49,294.4,11.81,14.23,291.77,8.66,12.62,230.6,0.885,IAU,0.74,-0.06,clean,0.864,normal,none,90.64178682499293,90.33078880407125,90.67005937234946,90.5,10
EWY,150.64,0.38,6.17,19.97,67.77,107.87,160.58,16.4,3.24,3.39,1.59,2.37,5,True,True,True,True,True,6.99,21.65,145.57,6.75,24.38,142.94,3.61,22.77,81.77,0.2946,VXUS,0.59,0.55,clean,2.028,confirmed,none,89.07266044670625,98.8125530110263,82.61238337574216,90.2,11
NATR,27.79,1.05,3.39,15.31,36.16,64.63,92.99,3.21,4.52,2.36,1.79,2.57,5,True,True,True,True,True,4.2,16.99,77.98,3.96,19.72,75.35,0.82,18.11,14.18,0.4737,,,0.4,clean,0.818,normal,none,84.39355385920273,98.8125530110263,85.83545377438507,89.7,12
SMERY,196.0,1.14,0.95,14.39,57.66,84.35,238.4,0.84,15.1,4.01,1.46,4.13,4,True,True,True,True,True,1.77,16.06,223.39,1.53,18.79,220.76,-1.62,17.19,159.59,0.9355,QQQ,0.57,-0.26,clean,1.318,normal,none,85.46791065875034,90.33078880407125,91.0941475826972,89.0,13
FLKR,48.83,0.19,5.99,19.24,62.77,98.25,147.87,30.73,3.21,3.26,1.57,2.36,5,True,True,True,True,True,6.81,20.92,132.86,6.57,23.65,130.23,3.42,22.04,69.06,0.1542,VXUS,0.66,0.58,clean,2.633,confirmed,none,87.55301102629346,98.8125530110263,78.45631891433418,88.3,14
LITE,681.5,1.79,2.06,77.01,133.98,441.56,840.0,1.15,37.46,1.74,3.3,6.27,3,True,True,True,True,True,2.88,78.69,824.99,2.63,81.42,822.37,-0.51,79.81,761.19,3.1141,XLK,0.31,-0.64,clean,0.904,normal,none,93.91433418150974,71.4164546225615,99.23664122137404,88.2,15
PRAX,337.95,-0.54,0.8,9.04,83.42,620.27,394.15,-1.46,11.36,9.22,7.44,4.72,4,True,True,True,True,True,1.62,10.72,379.14,1.37,13.45,376.52,-1.77,11.84,315.34,1.1567,,,-0.53,clean,0.476,thin,buy_today,79.18433700876449,90.33078880407125,93.80831212892281,87.8,16
LINC,35.7,2.6,19.02,35.88,74.12,81.75,95.16,7.31,1.89,2.07,1.1,1.28,3,True,True,True,True,True,19.84,37.55,80.15,19.6,40.29,77.53,16.45,38.68,16.35,1.8249,,,-0.42,clean,2.556,confirmed,none,93.47610969748375,71.4164546225615,97.45547073791349,87.4,17
HBM,27.99,0.79,12.05,3.36,77.6,141.5,277.73,15.21,0.28,23.09,1.82,3.58,4,True,True,True,True,True,12.87,5.03,262.72,12.63,7.77,260.1,9.48,6.16,198.93,0.424,IAU,0.76,-0.49,clean,0.995,normal,none,86.57760814249365,90.33078880407125,85.07209499575912,87.3,18
JNJ,247.84,1.81,2.21,8.84,19.92,40.19,51.98,1.22,4.0,2.25,2.02,2.61,4,True,True,True,True,True,3.03,10.51,36.97,2.78,13.25,34.34,-0.36,11.64,-26.83,1.4306,XLV,0.39,-0.14,clean,0.741,thin,none,76.05315238903025,90.33078880407125,95.50466497031383,87.3,18
MTSI,243.78,0.37,0.08,7.75,46.96,88.06,105.37,0.21,101.39,6.06,1.88,2.24,4,True,True,True,True,True,0.9,9.42,90.36,0.65,12.16,87.74,-2.49,10.55,26.57,1.432,XLK,0.43,-0.71,clean,0.568,thin,none,75.21204410517389,90.33078880407125,95.58948261238338,87.0,20
TIGO,72.61,2.76,9.88,19.37,35.21,52.38,160.62,3.58,1.96,1.82,1.49,4.56,3,True,True,True,True,True,10.7,21.04,145.61,10.46,23.77,142.99,7.31,22.17,81.82,2.5849,XLRE,0.37,1.02,clean,1.049,normal,none,89.8854961832061,71.4164546225615,99.06700593723494,86.8,21
ROIV,28.68,0.92,5.64,30.9,37.49,139.2,170.57,6.14,5.48,1.21,3.71,4.55,4,True,True,True,True,True,6.45,32.57,155.56,6.21,35.31,152.93,3.07,33.7,91.76,0.1519,XLK,0.36,-0.05,clean,0.531,thin,none,89.82188295165395,90.33078880407125,78.37150127226464,86.2,22
COHR,251.79,1.71,1.45,13.86,69.16,177.58,221.16,0.85,9.53,4.99,2.57,3.2,4,True,True,True,True,True,2.27,15.53,206.15,2.03,18.27,203.53,-1.11,16.66,142.35,0.1589,XLK,0.7,-0.67,clean,1.074,normal,none,89.06559230986711,90.33078880407125,78.62595419847328,86.0,23
ORANY,21.42,1.83,2.51,14.64,32.27,33.01,81.64,1.37,5.83,2.2,1.02,2.53,4,True,True,True,True,True,3.33,16.32,66.63,3.09,19.05,64.0,-0.06,17.44,2.83,0.4268,,,-0.16,clean,0.462,thin,none,81.77834322872492,90.33078880407125,85.24173027989822,85.8,24
MTZ,288.29,-0.26,1.56,17.79,40.03,60.16,117.53,-5.9,11.4,2.25,1.5,2.94,4,True,True,True,True,True,2.38,19.46,102.52,2.14,22.2,99.89,-1.01,20.59,38.72,0.7265,XLI,0.57,-0.45,clean,1.19,normal,buy_today,77.9756856092734,90.33078880407125,88.63443596268024,85.6,25
NESR,25.01,-0.89,2.5,29.59,74.29,176.97,199.88,-2.8,11.83,2.51,2.38,2.69,4,True,True,True,True,True,3.32,31.26,184.87,3.08,33.99,182.25,-0.07,32.39,121.07,0.3298,,,-1.68,stalling,1.08,normal,none,82.9375176703421,90.33078880407125,83.03647158608992,85.4,26
AEM,250.0,1.62,9.52,12.11,50.72,79.21,154.17,5.89,1.27,4.19,1.56,3.04,4,True,True,True,True,True,10.34,13.79,139.16,10.1,16.52,136.53,6.96,14.91,75.36,0.0603,IAU,0.79,0.07,clean,0.714,thin,none,89.87842804636698,90.33078880407125,74.89397794741306,85.0,27
SDVKY,44.06,0.08,4.69,12.04,47.03,74.51,99.84,60.73,2.57,3.91,1.58,2.12,4,True,True,True,True,True,5.51,13.71,84.83,5.27,16.45,82.2,2.12,14.84,21.03,0.2809,VXUS,0.65,-0.23,clean,0.225,thin,none,82.45688436528131,90.33078880407125,82.10347752332486,85.0,27
OBYCF,28.68,5.81,6.2,18.39,40.56,82.64,120.58,1.07,2.96,2.21,2.04,2.97,3,True,True,True,True,True,7.02,20.07,105.57,6.78,22.8,102.94,3.63,21.19,41.77,1.0335,XLB,0.39,0.6,clean,0.347,thin,none,90.74780887757987,71.4164546225615,92.45122985581001,84.9,29
FRO,37.45,0.43,7.86,33.46,56.11,82.5,134.5,18.33,4.26,1.68,1.47,2.4,4,True,True,True,True,True,8.68,35.14,119.49,8.44,37.87,116.87,5.29,36.26,55.7,0.0677,,,0.12,clean,1.248,normal,none,88.80407124681933,90.33078880407125,75.40288379983036,84.8,30
CAH,228.68,0.44,1.89,8.7,7.0,53.23,79.81,4.26,4.6,0.8,7.61,11.41,4,True,True,True,True,True,2.71,10.37,64.8,2.47,13.1,62.18,-0.68,11.5,1.01,1.1837,,,0.28,clean,0.543,thin,none,69.5787390443879,90.33078880407125,94.06276505513146,84.7,31
SMTOY,66.3,2.39,5.17,44.41,69.22,141.62,276.92,2.16,8.59,1.56,2.05,4.0,3,True,True,True,True,True,5.99,46.09,261.91,5.75,48.82,259.28,2.6,47.21,198.11,0.4772,VXUS,0.46,-1.29,clean,4.049,confirmed,none,95.15125812835736,71.4164546225615,85.92027141645463,84.2,32
MARUY,380.0,-1.19,2.76,14.8,50.36,68.21,135.6,-2.31,5.36,3.4,1.35,2.69,4,True,True,True,True,True,3.58,16.48,120.59,3.34,19.21,117.97,0.19,17.6,56.79,0.4027,VXUS,0.52,-0.35,clean,0.491,thin,buy_today,77.25473565168221,90.33078880407125,84.56318914334182,84.0,33
DNTH,55.4,2.95,11.78,9.7,25.65,128.55,168.8,3.99,0.82,2.64,5.01,6.58,4,True,True,True,True,True,12.6,11.38,153.79,12.36,14.11,151.17,9.21,12.5,90.0,-0.0431,,,0.48,clean,0.861,normal,none,89.0867967203845,90.33078880407125,71.92536047497879,83.8,34
BVN,42.89,5.37,11.66,9.94,83.44,130.33,234.01,2.17,0.85,8.39,1.56,2.8,3,True,True,True,True,True,12.48,11.61,219.0,12.23,14.35,216.38,9.09,12.74,155.21,0.3796,IAU,0.74,1.49,clean,0.802,normal,none,94.09103760248799,71.4164546225615,84.30873621713316,83.3,35
GLW,147.37,-1.48,5.63,41.32,77.66,119.14,194.68,-3.8,7.33,1.88,1.53,2.51,3,True,True,True,True,True,6.45,43.0,179.67,6.21,45.73,177.05,3.06,44.12,115.87,1.321,VXUS,0.56,-1.04,clean,1.788,confirmed,none,83.13542550183773,71.4164546225615,94.74130619168787,83.1,36
GOLY,40.22,0.82,3.75,0.16,17.9,35.95,52.45,4.59,0.04,110.55,2.01,2.93,4,True,True,True,True,True,4.57,1.84,37.44,4.33,4.57,34.81,1.18,2.96,-26.36,0.8648,IAU,0.83,0.14,clean,0.709,thin,none,68.25699745547074,90.33078880407125,90.16115351993214,82.9,37
MNST,86.5,0.02,3.27,6.89,15.61,40.13,67.47,146.54,2.11,2.26,2.57,4.32,4,True,True,True,True,True,4.09,8.57,52.46,3.85,11.3,49.84,0.7,9.69,-11.33,0.6113,,,0.16,clean,1.058,normal,none,70.58241447554424,90.33078880407125,87.19253604749788,82.7,38
ECO,52.92,0.02,7.56,31.25,43.57,98.13,144.55,400.05,4.13,1.39,2.25,3.32,4,True,True,True,True,True,8.38,32.92,129.54,8.14,35.66,126.91,4.99,34.05,65.74,-0.0827,,,-0.3,clean,1.367,normal,none,86.77551597398927,90.33078880407125,70.65309584393555,82.6,39
STNG,78.49,2.5,9.53,25.58,33.35,57.71,92.57,3.81,2.68,1.3,1.73,2.78,3,True,True,True,True,True,10.35,27.26,77.56,10.11,29.99,74.93,6.96,28.38,13.76,0.604,,,1.37,clean,0.644,thin,none,89.04438789934973,71.4164546225615,87.02290076335878,82.5,40
DGX,212.62,1.03,5.04,16.35,10.54,18.28,22.58,4.88,3.24,0.64,1.73,2.14,4,True,True,True,True,True,5.86,18.02,7.57,5.62,20.76,4.94,2.48,19.15,-56.23,0.8105,XLRE,0.46,0.3,clean,0.648,thin,none,67.21091320327962,90.33078880407125,89.56743002544529,82.4,41
FTI,66.68,-0.71,5.03,20.7,48.09,82.4,139.1,-7.12,4.11,2.32,1.71,2.89,4,True,True,True,True,True,5.85,22.37,124.09,5.61,25.11,121.47,2.46,23.5,60.29,0.0584,XLE,0.57,-0.01,clean,0.938,normal,buy_today,81.49561775515974,90.33078880407125,74.80916030534351,82.2,42
ATI,160.92,-0.81,1.29,32.21,62.07,109.64,183.66,-1.59,24.96,1.93,1.77,2.96,3,True,True,True,True,True,2.11,33.88,168.65,1.87,36.61,166.02,-1.28,35.01,104.85,1.3074,XLI,0.61,-0.79,clean,1.137,normal,buy_today,79.94062765055132,71.4164546225615,94.57167090754876,82.0,43
VIAV,29.5,-0.1,7.16,40.28,68.78,164.83,161.08,-75.27,5.62,1.71,2.4,2.34,3,True,True,True,True,True,7.98,41.96,146.07,7.74,44.69,143.44,4.59,43.08,82.27,0.4634,QQQ,0.43,-0.29,clean,1.165,normal,buy_today,88.75459428894543,71.4164546225615,85.58100084817643,81.9,44
ROST,204.26,0.42,1.4,9.79,15.73,35.91,47.18,3.34,7.02,1.61,2.28,3.0,4,True,True,True,True,True,2.21,11.47,32.17,1.97,14.2,29.55,-1.17,12.59,-31.62,0.4692,XLI,0.38,0.42,clean,0.719,thin,none,69.83319197059654,90.33078880407125,85.66581849024597,81.9,44
CW,696.73,-0.17,-1.52,4.86,25.47,42.62,118.29,9.04,-3.21,5.25,1.67,4.64,4,True,True,True,True,True,-0.7,6.53,103.28,-0.94,9.27,100.66,-4.08,7.66,39.49,1.0178,XLI,0.58,-1.02,clean,0.738,thin,buy_today,63.28102912072378,90.33078880407125,92.1119592875318,81.9,44
INSW,74.43,3.15,10.32,24.76,38.24,66.36,104.09,3.28,2.4,1.54,1.74,2.72,3,True,True,True,True,True,11.14,26.43,89.08,10.89,29.17,86.45,7.75,27.56,25.28,0.3498,XLV,0.31,1.28,clean,0.975,normal,none,90.5145603618886,71.4164546225615,83.3757421543681,81.8,47
TEN,34.88,2.23,11.97,28.52,42.95,60.07,111.01,5.38,2.38,1.51,1.4,2.58,3,True,True,True,True,True,12.79,30.19,96.0,12.55,32.93,93.38,9.41,31.32,32.2,0.3425,,,1.12,clean,1.796,confirmed,none,90.72660446706249,71.4164546225615,83.20610687022901,81.8,47
ASX,24.2,0.39,1.0,19.45,70.66,141.52,123.25,2.54,19.41,3.63,2.0,1.74,3,True,True,True,True,True,1.82,21.12,108.24,1.58,23.86,105.61,-1.57,22.25,44.44,0.7592,XLK,0.58,-1.2,clean,0.784,normal,none,84.20271416454622,71.4164546225615,89.2281594571671,81.6,49
MIELY,76.17,0.62,0.18,22.07,41.63,55.04,142.43,0.3,119.84,1.89,1.32,3.42,3,True,True,True,True,True,1.0,23.74,127.42,0.76,26.48,124.79,-2.38,24.87,63.62,1.1379,VXUS,0.58,-0.95,clean,0.8,normal,none,79.40344925077748,71.4164546225615,93.55385920271416,81.5,50
GLTO,29.84,-2.97,-0.52,22.07,80.01,788.24,572.18,0.17,-42.71,3.63,9.85,7.15,3,True,True,True,True,True,0.3,23.74,557.17,0.06,26.47,554.55,-3.09,24.87,493.38,4.5624,,,-0.65,clean,1.963,confirmed,none,73.53689567430025,71.4164546225615,99.49109414758269,81.5,50
COPX,94.86,0.68,6.47,3.13,56.45,95.66,140.75,9.45,0.48,18.06,1.69,2.49,4,True,True,True,True,True,7.29,4.8,125.74,7.05,7.53,123.11,3.9,5.93,61.94,-0.0458,IAU,0.77,-0.18,clean,1.032,normal,none,82.07520497596833,90.33078880407125,71.7557251908397,81.4,52
MRK,123.47,3.13,0.99,15.5,16.86,46.87,38.14,0.32,15.66,1.09,2.78,2.26,3,True,True,True,True,True,1.81,17.17,23.13,1.57,19.91,20.51,-1.58,18.3,-40.67,1.5532,XLV,0.55,-0.49,clean,0.62,thin,none,75.21204410517386,71.4164546225615,96.26802374893978,81.0,53
SITM,388.22,-1.23,-4.61,7.51,35.44,62.61,131.13,3.75,-1.63,4.72,1.77,3.7,4,True,True,True,True,True,-3.79,9.18,116.12,-4.03,11.92,113.49,-7.18,10.31,52.32,0.9852,XLK,0.32,-0.95,clean,0.713,thin,buy_today,60.941475826972,90.33078880407125,91.77268871925361,81.0,53
WDC,282.19,1.31,-1.17,0.89,81.58,249.81,462.58,-0.89,-0.76,91.64,3.06,5.67,3,True,True,True,True,True,-0.35,2.56,447.57,-0.59,5.3,444.95,-3.74,3.69,383.77,1.4592,XLK,0.55,0.15,clean,0.855,normal,none,75.32513429459995,71.4164546225615,95.84393553859204,80.9,55
NVS,169.53,2.15,4.22,14.65,30.15,33.6,56.94,1.96,3.47,2.06,1.11,1.89,3,True,True,True,True,True,5.04,16.32,41.93,4.79,19.06,39.31,1.65,17.45,-21.86,0.8001,XLV,0.47,0.07,clean,1.498,normal,none,81.91263782866837,71.4164546225615,89.48261238337574,80.9,55
SNDK,634.98,-1.6,-2.31,20.35,187.97,1210.86,1263.2,1.44,-8.82,9.24,6.44,6.72,3,True,True,True,True,True,-1.49,22.02,1248.19,-1.73,24.75,1245.57,-4.88,23.15,1184.4,1.8459,XLK,0.33,-0.55,clean,1.253,normal,buy_today,73.16935255866552,71.4164546225615,97.62510602205259,80.7,57
RBC,566.38,-1.13,1.29,11.28,27.86,41.76,58.13,-1.13,8.77,2.47,1.5,2.09,4,True,True,True,True,True,2.11,12.96,43.12,1.86,15.69,40.5,-1.28,14.08,-20.67,0.3731,XLI,0.72,-1.08,clean,0.861,normal,buy_today,67.83997738196213,90.33078880407125,84.05428329092452,80.7,57
NBTX,30.68,13.49,23.79,36.82,44.49,241.22,738.13,1.76,1.55,1.21,5.42,16.59,2,True,True,True,True,True,24.61,38.5,723.12,24.37,41.23,720.49,21.22,39.62,659.32,2.5222,,,2.91,overextended,0.808,normal,none,97.17274526434831,45.5470737913486,98.89737065309583,80.5,59
DG,156.34,0.94,3.78,7.79,49.88,40.59,110.73,4.04,2.06,6.4,0.81,2.22,3,True,True,True,True,True,4.6,9.46,95.72,4.36,12.2,93.09,1.21,10.59,31.92,0.726,,,-0.13,clean,0.591,thin,none,81.57336726039016,71.4164546225615,88.54961832061069,80.5,59
GDMN,138.75,2.95,10.11,-2.08,66.91,133.04,274.49,3.42,-0.21,-32.14,1.99,4.1,3,True,True,True,True,True,10.93,-0.41,259.48,10.69,2.33,256.86,7.54,0.72,195.69,0.4364,IAU,0.95,0.31,clean,0.787,normal,none,84.69748374328526,71.4164546225615,85.32654792196777,80.5,59
XEL,83.57,0.32,2.48,9.95,3.96,14.68,19.44,7.81,4.02,0.4,3.71,4.91,4,True,True,True,True,True,3.3,11.62,4.43,3.05,14.36,1.8,-0.09,12.75,-59.37,1.1452,XLU,0.78,-0.33,clean,0.751,normal,none,56.65818490245971,90.33078880407125,93.63867684478372,80.2,62
HWM,259.3,-0.49,0.47,22.99,27.31,47.63,96.47,-0.95,49.24,1.19,1.74,3.53,3,True,True,True,True,True,1.29,24.66,81.46,1.04,27.4,78.84,-2.1,25.79,17.67,1.7317,XLI,0.55,-0.55,clean,0.603,thin,buy_today,71.91829233813966,71.4164546225615,97.11620016963528,80.2,62
AMX,25.68,1.34,6.73,18.94,10.93,28.98,76.13,5.02,2.81,0.58,2.65,6.97,3,True,True,True,True,True,7.55,20.62,61.12,7.31,23.35,58.5,4.16,21.74,-2.67,0.9448,VXUS,0.31,0.08,clean,1.36,normal,none,77.52332485156913,71.4164546225615,91.34860050890585,80.1,64
EWW,81.33,1.03,0.12,3.3,20.04,31.3,57.95,0.12,26.8,6.07,1.56,2.89,4,True,True,True,True,True,0.94,4.98,42.94,0.7,7.71,40.32,-2.45,6.1,-20.85,0.3788,IAU,0.61,0.13,clean,1.305,normal,none,65.61351427763641,90.33078880407125,84.13910093299405,80.0,65
SCHY,33.9,0.37,1.32,8.17,16.38,20.95,37.92,3.52,6.19,2.0,1.28,2.32,5,True,True,True,True,True,2.14,9.85,22.91,1.9,12.58,20.29,-1.25,10.97,-40.88,0.0767,VGK,0.74,-0.18,clean,1.135,normal,none,64.99858637263218,98.8125530110263,75.74215436810857,79.9,66
HROW,54.01,0.27,3.86,26.81,31.66,39.23,90.91,14.48,6.94,1.18,1.24,2.87,4,True,True,True,True,True,4.68,28.48,75.9,4.44,31.22,73.28,1.29,29.61,12.1,-0.2157,XLI,0.45,0.09,clean,0.831,normal,none,81.2199604184337,90.33078880407125,67.09075487701442,79.5,67
XLU,47.48,0.66,2.47,9.57,6.9,11.34,18.98,3.76,3.87,0.72,1.64,2.75,4,True,True,True,True,True,3.29,11.24,3.98,3.05,13.98,1.35,-0.1,12.37,-59.82,0.8788,XLU,1.0,0.14,clean,1.169,normal,none,57.372066723211766,90.33078880407125,90.4156064461408,79.4,68
ICOW,44.73,0.53,2.18,8.05,17.81,25.24,44.02,4.14,3.7,2.21,1.42,2.47,5,True,True,True,True,True,3.0,9.73,29.01,2.76,12.46,26.39,-0.39,10.85,-34.78,-0.1125,VXUS,0.76,1.09,clean,0.84,normal,none,69.5999434549053,98.8125530110263,69.72010178117048,79.4,68
