ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
CLMT,35.72,1.91,11.42,17.93,82.71,93.71,171.63,5.97,1.57,4.61,1.13,2.08,4,True,True,True,True,True,7.5,21.21,154.91,6.81,21.28,148.04,8.28,26.21,123.02,0.9864,,,-0.62,clean,1.458,normal,none,94.87536462476795,95.70405727923628,96.18138424821002,95.6,1
PARXF,19.62,0.42,1.5,19.71,43.53,51.27,105.45,3.55,13.14,2.21,1.18,2.42,5,True,True,True,True,True,-2.42,22.99,88.72,-3.11,23.06,81.85,-1.63,27.99,56.83,1.4613,XLE,0.43,-0.15,clean,0.674,thin,none,72.83876955714665,99.96022275258552,97.13603818615752,90.0,2
CENX,64.54,3.1,29.99,19.74,57.65,116.43,246.99,9.68,0.66,2.92,2.02,4.28,4,True,True,True,True,True,26.07,23.03,230.27,25.38,23.09,223.39,26.86,28.02,198.37,-1.0018,IAU,0.42,1.01,clean,1.248,normal,none,97.04985415009281,95.70405727923628,77.08830548926015,89.9,3
GSG,33.52,0.21,4.59,18.4,45.3,47.73,46.25,21.92,4.01,2.46,1.05,1.02,4,True,True,True,True,True,0.67,21.69,29.52,-0.02,21.76,22.65,1.46,26.68,-2.37,2.5536,XLE,0.41,0.79,clean,1.402,normal,none,74.03208697958101,95.70405727923628,98.56801909307876,89.4,4
USO,138.94,0.72,11.87,44.26,101.48,94.21,78.72,16.54,3.73,2.29,0.93,0.78,3,True,True,True,True,True,7.95,47.55,62.0,7.26,47.62,55.13,8.74,52.54,30.11,4.9501,XLE,0.36,1.08,clean,1.579,confirmed,none,89.74409970830017,78.08273667462211,99.36356404136833,89.1,5
SYRE,48.98,2.94,3.53,20.67,60.17,206.51,216.2,1.2,5.86,2.91,3.43,3.59,4,True,True,True,True,True,-0.39,23.95,199.48,-1.08,24.02,192.61,0.4,28.95,167.59,-0.7142,VXUS,0.53,-0.83,clean,1.032,normal,none,87.72871917263326,95.70405727923628,83.61177406523468,89.0,6
PARR,64.79,-0.17,-1.34,29.66,80.88,84.06,332.22,7.91,-22.13,2.73,1.04,4.11,4,True,True,True,True,True,-5.26,32.94,315.5,-5.95,33.01,308.63,-4.47,37.94,283.6,4.5459,XLE,0.45,0.09,clean,0.96,normal,buy_today,70.94935030495888,95.70405727923628,99.28400954653938,88.6,7
BNO,54.67,1.05,3.74,35.86,93.52,87.23,74.83,3.55,9.59,2.61,0.93,0.8,3,True,True,True,True,True,-0.18,39.14,58.11,-0.87,39.21,51.24,0.61,44.14,26.21,5.306,XLE,0.42,0.42,clean,1.988,confirmed,none,82.82948819941662,78.08273667462211,99.44311853619729,86.8,8
NMM,70.99,1.49,8.78,3.24,38.14,60.1,78.19,5.91,0.37,11.76,1.58,2.05,4,True,True,True,True,True,4.86,6.53,61.46,4.17,6.6,54.59,5.65,11.52,29.57,-1.0895,XLI,0.44,0.82,clean,0.985,normal,none,87.06576504905861,95.70405727923628,75.17899761336515,86.0,9
TIGO,80.63,1.24,7.04,13.48,42.58,69.0,173.04,5.66,1.92,3.16,1.62,4.06,4,True,True,True,True,True,3.12,16.77,156.32,2.43,16.84,149.45,3.9,21.76,124.43,-1.2165,XLI,0.47,1.19,clean,1.24,normal,none,90.09546539379475,95.70405727923628,70.64439140811456,85.5,10
PL,35.02,-2.41,13.48,42.42,71.58,135.82,878.21,-5.59,3.15,1.69,1.9,12.27,3,True,True,True,True,True,9.56,45.7,861.49,8.87,45.77,854.62,10.35,50.7,829.59,0.4204,,,2.09,overextended,1.257,normal,none,82.4582338902148,78.08273667462211,94.98806682577565,85.2,11
FTI,71.59,0.79,0.56,11.1,51.32,86.34,119.47,0.71,19.75,4.63,1.68,2.33,4,True,True,True,True,True,-3.36,14.38,102.74,-4.05,14.45,95.87,-2.57,19.38,70.85,-0.8118,XLI,0.57,0.47,clean,0.828,normal,none,76.55131264916469,95.70405727923628,81.62291169451073,84.6,12
FSLY,31.54,-5.85,14.98,54.31,209.52,248.51,377.16,-2.56,3.62,3.86,1.19,1.8,3,True,True,True,True,True,11.07,57.59,360.43,10.38,57.66,353.56,11.85,62.59,328.54,-0.1877,,,0.08,clean,1.067,normal,buy_today,82.48475205515778,78.08273667462211,91.72633253778838,84.1,13
NTR,75.81,0.44,0.21,1.88,20.03,26.88,51.77,0.48,8.9,10.65,1.34,2.58,4,False,True,True,True,False,-3.71,5.17,35.05,-4.4,5.23,28.18,-2.92,10.16,3.15,0.1677,XLE,0.46,-0.12,clean,1.133,normal,none,61.93317422434367,95.70405727923628,93.71519490851233,83.8,14
ROST,221.21,0.56,4.5,2.97,21.05,41.65,67.11,8.04,0.66,7.09,1.98,3.19,4,True,True,True,True,True,0.58,6.25,50.39,-0.11,6.32,43.52,1.37,11.25,18.5,-0.8265,XLY,0.51,0.56,clean,0.941,normal,none,73.81994166003712,95.70405727923628,81.14558472553699,83.6,15
WMT,126.79,0.8,3.17,2.82,12.44,24.67,41.25,3.97,0.89,4.41,1.98,3.32,4,True,True,True,True,True,-0.74,6.11,24.53,-1.43,6.17,17.66,0.04,11.1,-7.36,-0.5664,XLP,0.7,0.5,clean,0.516,thin,none,67.17714134181914,95.70405727923628,86.55529037390612,83.1,16
EQNR,41.95,0.49,1.01,32.08,70.88,72.07,56.71,2.06,31.73,2.21,1.02,0.8,3,True,True,True,True,True,-2.91,35.37,39.98,-3.6,35.44,33.11,-2.12,40.37,8.09,2.4358,XLE,0.58,-0.87,clean,1.08,normal,none,72.86528772208963,78.08273667462211,98.32935560859188,83.1,16
ORANY,20.65,0.29,3.82,1.28,23.5,29.87,58.72,13.11,0.33,18.43,1.27,2.5,4,True,True,True,True,True,-0.1,4.56,42.0,-0.79,4.63,35.13,0.69,9.56,10.11,-0.6231,XLP,0.31,-0.01,clean,0.507,thin,none,67.19040042429064,95.70405727923628,85.8392999204455,82.9,18
NORW,38.33,1.21,6.18,8.12,26.04,27.0,41.39,5.09,1.32,3.21,1.04,1.59,3,True,True,True,True,True,2.26,11.41,24.66,1.57,11.48,17.79,3.05,16.41,-7.23,-0.2931,VGK,0.47,-0.38,clean,3.406,confirmed,none,79.54123574648635,78.08273667462211,90.21479713603819,82.6,19
