ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.5,10,bullish,-0.69,0.03,-4.8,-3.36,7.23,-0.11,-1.33,-1.65,-0.21,,,57.0,,,57.0,,,57.0
ACWI,ACWI,3.6,10,bullish,-1.16,-1.24,-3.6,-3.0,-1.33,-1.09,-1.24,-1.61,-0.76,,,59.0,,,59.0,,,59.0
ACWX,ACWX,3.4,10,bullish,-1.21,-1.03,-5.21,-4.97,2.56,-1.22,-1.99,-2.0,-0.63,,,59.0,,,59.0,,,59.0
AFK,Africa,3.3,10,bullish,-2.38,-3.92,-12.04,-8.19,1.71,-2.0,-2.0,-2.0,-1.42,,,57.0,,,57.0,,,57.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,48.0,,,48.0,,,48.0
AGG,Agg Bond,3.0,10,bearish,-0.12,-0.89,-1.13,-1.12,-0.57,-1.1,-1.73,-1.61,-1.57,,,88.0,,,88.0,,,88.0
AIA,AIA,3.5,10,bullish,-0.4,1.32,-4.51,-1.1,14.55,0.49,-0.73,-1.26,0.14,,,59.0,,,59.0,,,59.0
AIQ,AIQ,3.0,10,bullish,-1.13,-0.95,-1.41,0.29,-4.5,-1.05,-0.26,-0.57,-0.47,,,31.0,,,31.0,,,31.0
AIRR,AIRR,3.3,10,bullish,-2.0,-2.75,-7.93,-6.2,6.49,-0.29,-1.75,-2.0,-1.19,,,41.0,,,41.0,,,41.0
ALAI,ALAI,0.0,10,,-0.29,0.55,1.17,0.7,-8.33,-0.99,-0.24,-0.07,-0.07,,,,,,,,,
AMG,AMG,0.0,10,neutral,-3.46,-3.27,-12.97,-17.21,-2.79,-1.26,-2.0,-2.0,-1.06,,,100.0,,,100.0,,,100.0
APIE,APIE,3.5,10,bullish,-1.33,-0.57,-4.77,-6.43,-1.84,-1.91,-2.0,-1.69,-0.37,,,8.0,,,8.0,,,8.0
APO,APO,6.1,10,bullish,-2.04,-3.88,-2.36,-17.09,-30.86,-2.0,-1.58,-0.23,-0.66,,,46.0,,,46.0,,,46.0
ARES,ARES,6.1,10,bullish,-2.97,-7.77,-11.44,-25.05,-43.24,-2.0,-1.8,-1.23,-1.25,,,41.0,,,41.0,,,41.0
ARGT,ARGT,3.7,10,bullish,-3.96,-0.7,-3.94,-5.56,-5.37,-0.6,-0.63,-0.56,-0.17,,,46.0,,,46.0,,,46.0
ARKF,ARKF,0.0,10,bearish,-0.7,-1.3,2.38,10.49,-18.93,-0.96,0.78,0.21,-0.35,,,28.0,,,28.0,,,28.0
ARKG,ARKG,3.1,10,bullish,-4.23,-8.02,-11.4,-4.85,-14.1,-1.28,-0.63,-1.66,-1.54,,,41.0,,,41.0,,,41.0
ARKK,ARKK,3.4,10,bullish,-1.78,-3.39,-3.3,4.85,-12.54,-0.88,0.17,-0.65,-0.79,,,41.0,,,41.0,,,41.0
ARKQ,ARKQ,3.0,10,bullish,-2.12,-2.31,-4.07,-1.45,1.2,-0.69,-0.63,-1.02,-0.76,,,41.0,,,41.0,,,41.0
ARKW,ARKW,3.0,10,bullish,-0.81,-0.54,1.79,7.19,-18.24,-0.98,0.41,0.06,-0.25,,,41.0,,,41.0,,,41.0
ARKX,ARKX,0.0,10,bearish,-1.68,-2.54,-3.77,0.52,5.64,-0.48,-0.42,-0.94,-0.81,,,21.0,,,21.0,,,21.0
ARTY,ARTY,3.0,10,bullish,-0.45,1.01,-1.73,-2.1,-0.09,-0.55,-0.6,-0.62,0.04,,,31.0,,,31.0,,,31.0
ASEA,ASEA,3.3,10,bullish,-1.03,-0.26,-3.28,-5.48,4.3,-0.12,-1.89,-1.36,-0.31,,,46.0,,,46.0,,,46.0
ASHR,ASHR,3.2,10,bullish,-1.03,0.3,-1.52,-0.71,1.94,-0.61,-0.68,-0.81,-0.07,,,41.0,,,41.0,,,41.0
AVDE,AVDE,3.4,10,bullish,-1.8,-1.72,-6.4,-5.94,2.88,-1.31,-2.0,-2.0,-0.94,,,28.0,,,28.0,,,28.0
AVDV,AVDV,0.1,10,bearish,-2.91,-2.6,-8.5,-7.06,6.17,-0.95,-2.0,-2.0,-1.27,,,28.0,,,28.0,,,28.0
AVEM,AVEM,0.0,10,bearish,-1.21,-0.78,-5.95,-4.41,6.11,-0.39,-1.7,-2.0,-0.54,,,28.0,,,28.0,,,28.0
AVES,AVES,3.0,10,bullish,-1.23,-1.3,-6.8,-5.84,3.77,-0.64,-2.0,-2.0,-0.75,,,23.0,,,23.0,,,23.0
AVIV,AVIV,3.5,10,bullish,-1.9,-1.38,-6.28,-5.44,3.94,-1.28,-2.0,-2.0,-0.81,,,23.0,,,23.0,,,23.0
AVNM,AVNM,3.5,10,bullish,-1.79,-1.25,-6.4,-5.57,4.13,-1.02,-2.0,-2.0,-0.77,,,8.0,,,8.0,,,8.0
BAI,BAI,0.0,10,,-0.8,0.72,-3.27,-0.65,-4.22,-0.63,-0.39,-0.84,-0.03,,,,,,,,,
BAM,BAM,3.9,10,bullish,-2.38,-5.12,-7.5,-16.11,-20.12,-1.58,-1.74,-1.18,-1.17,,,8.0,,,8.0,,,8.0
BATT,BATT,3.0,10,bullish,-3.0,-1.52,-8.09,-2.74,6.05,-0.59,-1.06,-1.87,-0.63,,,31.0,,,31.0,,,31.0
BBCA,BBCA,3.5,10,bullish,-1.18,-1.43,-4.06,0.96,3.45,-0.89,-0.55,-2.0,-1.07,,,31.0,,,31.0,,,31.0
BBEU,BBEU,3.4,10,bullish,-1.52,-1.55,-5.73,-6.04,0.36,-1.61,-2.0,-2.0,-0.79,,,31.0,,,31.0,,,31.0
BBIN,BBIN,3.4,10,bullish,-1.46,-1.55,-5.64,-6.46,0.76,-1.56,-2.0,-2.0,-0.8,,,28.0,,,28.0,,,28.0
BBJP,BBJP,0.0,10,bearish,-1.21,-1.06,-6.16,-9.32,-0.85,-1.52,-2.0,-1.75,-0.5,,,31.0,,,31.0,,,31.0
BEN,BEN,2.0,10,bearish,-2.4,-5.47,-9.74,-10.04,3.83,-0.22,-1.5,-1.96,-1.56,,,100.0,,,100.0,,,100.0
BIL,BIL,0.0,10,neutral,0.06,0.07,0.14,0.05,-0.05,-0.24,0.53,0.83,0.51,,,62.0,,,62.0,,,62.0
BINV,BINV,0.0,10,,-1.64,-2.27,-5.47,-7.16,2.78,-1.45,-2.0,-2.0,-1.17,,,,,,,,,
BITO,BITO,0.0,10,bearish,4.62,7.05,6.82,12.61,-24.87,-0.55,1.56,1.11,1.38,,,21.0,,,21.0,,,21.0
BITQ,BITQ,0.0,10,bearish,3.55,5.77,4.01,14.48,-9.41,-0.59,0.62,0.17,0.6,,,25.0,,,25.0,,,25.0
BK,BK,3.2,10,bullish,-1.24,0.5,-3.18,0.66,-2.54,-1.48,-0.37,-1.11,-0.08,,,100.0,,,100.0,,,100.0
BKCH,BKCH,0.0,10,bearish,2.56,6.03,1.1,3.73,-20.16,-0.8,-0.07,-0.12,0.47,,,25.0,,,25.0,,,25.0
BKGI,BKGI,3.6,10,bullish,0.96,0.53,-2.81,0.8,11.62,0.7,-0.6,-1.63,-0.03,,,8.0,,,8.0,,,8.0
BKIE,BKIE,3.2,10,bullish,-1.56,-1.93,-5.77,-5.86,1.27,-1.43,-2.0,-2.0,-1.0,,,25.0,,,25.0,,,25.0
BLK,BLK,3.6,10,bullish,-1.69,-2.36,-12.47,-11.42,-15.13,-1.54,-1.89,-2.0,-0.67,,,100.0,,,100.0,,,100.0
BLOK,BLOK,0.0,10,bearish,0.65,1.54,-0.66,2.49,-15.02,-0.95,-0.02,-0.27,0.13,,,34.0,,,34.0,,,34.0
BN,BN,3.8,10,bullish,-3.7,-4.97,-11.19,-18.1,-16.19,-1.73,-2.0,-2.0,-1.32,,,100.0,,,100.0,,,100.0
BND,Total Bond,3.0,10,bearish,-0.1,-0.85,-1.11,-1.13,-0.6,-1.11,-1.77,-1.6,-1.54,,,62.0,,,62.0,,,62.0
BNDX,BNDX,2.1,10,bullish,-0.11,-0.65,-1.5,-1.24,-2.08,-1.34,-1.36,-2.0,-1.33,,,44.0,,,44.0,,,44.0
BNO,BNO,2.9,10,bullish,9.2,12.57,28.79,50.85,69.33,2.0,2.0,2.0,2.0,,,46.0,,,46.0,,,46.0
BOTZ,BOTZ,0.0,10,bearish,-2.74,-2.18,-7.55,-6.99,-4.4,-0.77,-1.21,-1.66,-0.71,,,34.0,,,34.0,,,34.0
BUZZ,BUZZ,3.0,10,bullish,-0.94,-0.46,0.43,4.02,-10.15,-1.0,0.16,-0.15,-0.26,,,25.0,,,25.0,,,25.0
BWX,BWX,3.1,10,bullish,-0.92,-1.49,-2.84,-4.19,-2.02,-1.02,-2.0,-1.97,-1.34,,,59.0,,,59.0,,,59.0
BX,BX,4.6,10,bullish,-0.66,-3.71,-7.62,-17.9,-30.86,-1.47,-1.43,-0.93,-0.67,,,62.0,,,62.0,,,62.0
CCNR,CCNR,0.0,10,,-1.25,0.08,-4.66,0.21,18.64,0.89,-0.86,-1.73,-0.31,,,,,,,,,
CEF,CEF,3.1,10,bullish,-5.24,-5.12,-8.83,3.6,17.0,-0.2,-0.35,-2.0,-1.45,,,100.0,,,100.0,,,100.0
CG,CG,3.4,10,bullish,-2.49,-5.96,-12.4,-15.68,-23.71,-1.12,-1.23,-1.51,-1.09,,,44.0,,,44.0,,,44.0
CGDG,CGDG,3.6,10,bullish,-0.37,-1.03,-3.76,-3.87,1.08,-1.1,-1.95,-2.0,-0.76,,,6.0,,,6.0,,,6.0
CGDV,Dividend Grw,3.5,10,bullish,-1.47,-1.4,-3.74,-3.08,-0.01,-0.86,-1.29,-1.78,-0.89,,,19.0,,,19.0,,,19.0
CGGE,CGGE,0.0,10,,-1.34,-1.62,-3.94,-3.14,-1.46,-1.34,-1.29,-1.75,-0.95,,,,,,,,,
CGGO,CGGO,3.1,10,bullish,-1.44,-0.88,-4.22,-2.86,-0.77,-0.85,-1.08,-1.67,-0.55,,,19.0,,,19.0,,,19.0
CGIC,CGIC,0.0,10,,-1.44,-1.32,-5.44,-5.31,3.52,-1.2,-2.0,-2.0,-0.82,,,,,,,,,
CGIE,CGIE,3.6,10,bullish,-1.39,-1.16,-4.53,-5.01,-0.96,-1.74,-1.75,-1.74,-0.64,,,6.0,,,6.0,,,6.0
CGNG,CGNG,0.0,10,,-2.22,-1.89,-5.91,-6.27,0.19,-1.3,-2.0,-2.0,-1.0,,,,,,,,,
CGXU,CGXU,3.2,10,bullish,-1.95,-1.23,-6.26,-7.28,-2.24,-1.18,-1.78,-1.8,-0.56,,,19.0,,,19.0,,,19.0
CHAT,CHAT,4.9,10,bullish,-0.63,1.65,1.95,4.28,4.48,-0.41,-0.02,-0.06,0.1,,,8.0,,,8.0,,,8.0
CHY,CHY,0.0,10,bearish,-0.61,1.06,-4.25,-4.17,-0.61,-0.19,-1.29,-1.63,0.36,,,88.0,,,88.0,,,88.0
CIBR,CIBR,3.2,10,bullish,-1.82,-2.59,1.84,-0.82,-14.78,-1.81,-0.11,0.45,-0.89,,,41.0,,,41.0,,,41.0
CLOU,CLOU,0.0,10,bearish,-0.66,-0.96,4.07,2.93,-15.13,-1.15,0.58,0.9,-0.22,,,28.0,,,28.0,,,28.0
CNBS,CNBS,3.4,10,bullish,-2.02,-3.25,3.1,-0.84,2.51,-0.19,-0.2,0.04,-0.34,,,28.0,,,28.0,,,28.0
CNEQ,CNEQ,0.0,10,,-0.86,-0.35,-0.32,-0.29,-7.21,-0.97,-0.36,-0.35,-0.3,,,,,,,,,
COLO,COLO,4.2,10,bullish,-2.22,1.2,1.31,-5.68,1.04,-2.0,-1.51,-0.03,0.13,,,56.0,,,56.0,,,56.0
COPJ,COPJ,0.0,10,bearish,-8.56,-7.33,-19.48,-9.92,-1.99,-1.93,-1.85,-2.0,-1.52,,,8.0,,,8.0,,,8.0
COPP,COPP,0.0,10,,-6.84,-5.52,-17.3,-11.46,7.38,-0.65,-1.85,-2.0,-1.22,,,,,,,,,
COPX,Copper Miners,3.7,10,bullish,-5.31,-5.25,-16.75,-10.59,12.68,-0.5,-1.83,-2.0,-1.22,,,49.0,,,49.0,,,49.0
COPY,COPY,0.0,10,,-1.49,-0.99,-5.22,-4.56,4.36,-0.53,-1.7,-2.0,-0.66,,,,,,,,,
CORN,CORN,2.0,10,bearish,-1.78,-0.05,2.02,3.23,1.62,0.85,1.2,0.93,-0.01,,,46.0,,,46.0,,,46.0
COW,COW,0.0,10,bearish,0.71,2.34,6.19,5.07,1.02,0.23,1.6,2.0,1.03,,,26.0,,,26.0,,,26.0
CPER,Copper,3.2,10,bullish,-1.62,-1.02,-2.35,0.07,5.72,-0.14,-0.24,-0.5,-0.3,,,45.0,,,45.0,,,45.0
CQQQ,China Tech,3.7,10,bullish,-0.38,-0.38,-1.98,-4.83,-5.35,-0.9,-0.68,-0.38,-0.12,,,52.0,,,52.0,,,52.0
CWI,CWI,3.3,10,bullish,-1.36,-1.17,-5.42,-5.17,3.7,-0.85,-2.0,-2.0,-0.71,,,66.0,,,66.0,,,66.0
CXSE,CXSE,3.3,10,bullish,0.34,2.17,0.32,-2.85,-4.29,-1.08,-0.66,-0.06,0.54,,,44.0,,,44.0,,,44.0
DAPP,DAPP,2.0,10,bearish,2.81,6.32,3.62,12.44,-13.59,-0.63,0.4,0.09,0.58,,,25.0,,,25.0,,,25.0
DAX,DAX,0.0,10,bearish,-1.18,-1.86,-5.86,-8.33,-5.63,-1.67,-2.0,-1.73,-0.76,,,41.0,,,41.0,,,41.0
DBA,Agriculture,0.0,10,bearish,-0.92,-0.36,1.79,2.18,-0.69,0.15,0.85,0.83,-0.23,,,66.0,,,66.0,,,66.0
