target_date,window,similar_date,correlation
2026-03-13,25Y,2026-03-12,0.936
2026-03-13,25Y,2026-03-11,0.881
2026-03-13,25Y,2026-03-10,0.8663
2026-03-13,25Y,2018-02-12,0.6423
2026-03-13,25Y,2018-02-14,0.6409
2026-03-13,25Y,2022-05-03,0.6379
2026-03-13,25Y,2004-03-22,0.6368
2026-03-13,25Y,2002-09-30,0.6361
2026-03-13,25Y,2004-03-19,0.6353
2026-03-13,25Y,2023-10-03,0.6346
2026-03-13,25Y,2005-04-01,0.6283
2026-03-13,25Y,2023-08-24,0.6209
2026-03-13,25Y,2022-05-18,0.6189
2026-03-13,25Y,2013-06-27,0.6178
2026-03-13,25Y,2007-03-09,0.6178
2026-03-13,25Y,2001-03-23,0.6167
2026-03-13,25Y,2004-03-18,0.6166
2026-03-13,25Y,2006-05-30,0.6163
2026-03-13,25Y,2023-10-04,0.6156
2026-03-13,25Y,2022-05-04,0.6125
2026-03-13,25Y,2006-05-31,0.6125
2026-03-13,25Y,2023-08-25,0.6114
2026-03-13,25Y,2001-09-26,0.6093
2026-03-13,25Y,2006-05-25,0.6086
2026-03-13,25Y,2010-05-14,0.6049
2026-03-13,25Y,2004-03-23,0.6043
2026-03-13,25Y,2001-09-25,0.6009
2026-03-13,25Y,2007-03-08,0.6004
2026-03-13,25Y,2013-07-02,0.6002
2026-03-13,25Y,2009-11-04,0.5986
2026-03-13,25Y,2023-09-28,0.5962
2026-03-13,25Y,2010-02-03,0.5953
2026-03-13,25Y,2007-03-06,0.5946
2026-03-13,25Y,2022-04-29,0.5936
2026-03-13,25Y,2006-06-20,0.5928
2026-03-13,25Y,2002-10-01,0.5922
2026-03-13,25Y,2004-05-17,0.5919
2026-03-13,25Y,2005-04-05,0.5918
2026-03-13,25Y,2013-06-28,0.5915
2026-03-13,25Y,2002-09-27,0.5907
2026-03-13,25Y,2022-09-30,0.5897
2026-03-13,25Y,2006-06-15,0.5897
2026-03-13,25Y,2005-03-31,0.5895
2026-03-13,25Y,2010-05-13,0.5889
2026-03-13,25Y,2005-04-04,0.5876
2026-03-13,25Y,2002-09-26,0.5874
2026-03-13,25Y,2008-06-19,0.5874
2026-03-13,25Y,2005-03-30,0.5874
2026-03-13,25Y,2001-03-21,0.5873
2026-03-13,25Y,2010-05-27,0.5866
2026-03-13,25Y,2007-08-02,0.5863
2026-03-13,25Y,2004-05-18,0.5858
2026-03-13,25Y,2011-11-29,0.5852
2026-03-13,25Y,2018-02-13,0.5823
2026-03-13,25Y,2004-05-19,0.5791
2026-03-13,25Y,2006-06-16,0.5763
2026-03-13,25Y,2001-09-27,0.5763
2026-03-13,25Y,2004-05-07,0.5751
2026-03-13,25Y,2015-09-02,0.5743
2026-03-13,25Y,2023-08-23,0.5738
2026-03-13,25Y,2020-09-30,0.5735
2026-03-13,25Y,2004-05-06,0.5733
2026-03-13,25Y,2022-05-02,0.5714
2026-03-13,25Y,2004-08-02,0.5704
2026-03-13,25Y,2022-05-05,0.5703
2026-03-13,25Y,2006-06-19,0.5702
2026-03-13,25Y,2020-03-24,0.5695
2026-03-13,25Y,2011-11-28,0.5689
2026-03-13,25Y,2002-09-25,0.5662
2026-03-13,25Y,2006-05-24,0.5656
2026-03-13,25Y,2012-05-25,0.5652
2026-03-13,25Y,2009-11-06,0.5638
2026-03-13,25Y,2008-10-14,0.5635
2026-03-13,25Y,2021-10-07,0.5635
2026-03-13,25Y,2023-09-29,0.5631
2026-03-13,25Y,2022-10-03,0.5616
2026-03-13,25Y,2007-08-03,0.5615
2026-03-13,25Y,2015-09-01,0.5613
2026-03-13,25Y,2007-03-12,0.5613
2026-03-13,25Y,2010-06-01,0.5596
2026-03-13,25Y,2013-07-01,0.5591
2026-03-13,25Y,2010-02-17,0.557
2026-03-13,25Y,2018-02-15,0.5569
2026-03-13,25Y,2007-03-07,0.5566
2026-03-13,25Y,2010-01-29,0.5562
2026-03-13,25Y,2001-09-28,0.5557
2026-03-13,25Y,2012-05-24,0.5552
2026-03-13,25Y,2001-09-24,0.5543
2026-03-13,25Y,2008-10-17,0.553
2026-03-13,25Y,2009-03-10,0.5521
2026-03-13,25Y,2010-05-12,0.552
2026-03-13,25Y,2018-10-18,0.5518
2026-03-13,25Y,2023-08-22,0.551
2026-03-13,25Y,2026-03-06,0.551
2026-03-13,25Y,2016-09-20,0.5507
2026-03-13,25Y,2020-03-23,0.55
2026-03-13,25Y,2001-03-20,0.5482
2026-03-13,25Y,2023-10-02,0.548
2026-03-13,25Y,2002-06-14,0.5479
2026-03-13,25Y,2001-03-22,0.5467
2026-03-13,5Y,2026-03-12,0.936
2026-03-13,5Y,2026-03-11,0.881
2026-03-13,5Y,2026-03-10,0.8663
2026-03-13,5Y,2022-05-03,0.6379
2026-03-13,5Y,2023-10-03,0.6346
2026-03-13,5Y,2023-08-24,0.6209
2026-03-13,5Y,2022-05-18,0.6189
2026-03-13,5Y,2023-10-04,0.6156
2026-03-13,5Y,2022-05-04,0.6125
2026-03-13,5Y,2023-08-25,0.6114
2026-03-13,5Y,2023-09-28,0.5962
2026-03-13,5Y,2022-04-29,0.5936
2026-03-13,5Y,2022-09-30,0.5897
2026-03-13,5Y,2023-08-23,0.5738
2026-03-13,5Y,2022-05-02,0.5714
2026-03-13,5Y,2022-05-05,0.5703
2026-03-13,5Y,2021-10-07,0.5635
2026-03-13,5Y,2023-09-29,0.5631
2026-03-13,5Y,2022-10-03,0.5616
2026-03-13,5Y,2023-08-22,0.551
2026-03-13,5Y,2026-03-06,0.551
2026-03-13,5Y,2023-10-02,0.548
2026-03-13,5Y,2024-04-22,0.5437
2026-03-13,5Y,2022-05-06,0.5419
2026-03-13,5Y,2021-10-06,0.5391
2026-03-13,5Y,2021-12-03,0.5369
2026-03-13,5Y,2021-09-28,0.5355
2026-03-13,5Y,2023-08-28,0.5304
2026-03-13,5Y,2021-03-31,0.5301
2026-03-13,5Y,2022-03-14,0.53
2026-03-13,5Y,2024-08-12,0.529
2026-03-13,5Y,2021-10-11,0.5288
2026-03-13,5Y,2022-09-28,0.5276
2026-03-13,5Y,2022-05-16,0.5265
2026-03-13,5Y,2022-09-23,0.5232
2026-03-13,5Y,2024-04-23,0.5209
2026-03-13,5Y,2022-03-03,0.5209
2026-03-13,5Y,2023-10-09,0.5171
2026-03-13,5Y,2022-09-26,0.5158
2026-03-13,5Y,2021-06-29,0.5148
2026-03-13,5Y,2024-04-25,0.514
2026-03-13,5Y,2022-10-18,0.5136
2026-03-13,5Y,2024-08-14,0.5121
2026-03-13,5Y,2025-04-14,0.51
2026-03-13,5Y,2021-06-28,0.5081
2026-03-13,5Y,2025-04-15,0.507
2026-03-13,5Y,2024-10-30,0.5056
2026-03-13,5Y,2022-06-21,0.5038
2026-03-13,5Y,2024-12-26,0.5032
2026-03-13,5Y,2025-04-11,0.5029
2026-03-13,5Y,2022-01-31,0.5015
2026-03-13,5Y,2022-06-22,0.4999
2026-03-13,5Y,2021-09-29,0.4987
2026-03-13,5Y,2024-12-30,0.4972
2026-03-13,5Y,2022-04-28,0.497
2026-03-13,5Y,2023-10-12,0.4969
2026-03-13,5Y,2022-01-28,0.4957
2026-03-13,5Y,2021-12-21,0.4954
2026-03-13,5Y,2022-05-17,0.4936
2026-03-13,5Y,2024-04-24,0.4935
2026-03-13,5Y,2022-03-11,0.4924
2026-03-13,5Y,2024-12-27,0.4914
2026-03-13,5Y,2022-05-09,0.4913
2026-03-13,5Y,2024-04-19,0.4901
2026-03-13,5Y,2021-12-06,0.4889
2026-03-13,5Y,2022-02-03,0.4889
2026-03-13,5Y,2021-06-25,0.4884
2026-03-13,5Y,2022-05-19,0.4884
2026-03-13,5Y,2023-10-30,0.4873
2026-03-13,5Y,2022-09-29,0.4853
2026-03-13,5Y,2022-10-19,0.4844
2026-03-13,5Y,2024-11-01,0.484
2026-03-13,5Y,2024-11-21,0.4802
2026-03-13,5Y,2026-03-09,0.477
2026-03-13,5Y,2025-04-16,0.4767
2026-03-13,5Y,2023-08-11,0.475
2026-03-13,5Y,2022-09-27,0.4729
2026-03-13,5Y,2021-09-27,0.4727
2026-03-13,5Y,2021-03-30,0.4724
2026-03-13,5Y,2024-12-31,0.4691
2026-03-13,5Y,2022-05-12,0.4668
2026-03-13,5Y,2024-06-21,0.4667
2026-03-13,5Y,2022-06-23,0.4665
2026-03-13,5Y,2024-10-31,0.4662
2026-03-13,5Y,2021-06-30,0.4662
2026-03-13,5Y,2024-08-09,0.4652
2026-03-13,5Y,2024-08-13,0.464
2026-03-13,5Y,2023-10-10,0.464
2026-03-13,5Y,2025-11-26,0.4589
2026-03-13,5Y,2021-10-08,0.4582
2026-03-13,5Y,2023-10-27,0.4578
2026-03-13,5Y,2024-11-22,0.4569
2026-03-13,5Y,2025-11-25,0.4524
2026-03-13,5Y,2022-09-09,0.4478
2026-03-13,5Y,2021-12-09,0.4413
2026-03-13,5Y,2021-05-20,0.441
2026-03-13,5Y,2023-08-14,0.44
2026-03-13,5Y,2022-10-06,0.438
2026-03-13,5Y,2022-03-15,0.4374
2026-03-13,5Y,2023-08-21,0.4362
2026-03-13,1Y,2026-03-12,0.936
2026-03-13,1Y,2026-03-11,0.881
2026-03-13,1Y,2026-03-10,0.8663
2026-03-13,1Y,2026-03-06,0.551
2026-03-13,1Y,2025-04-14,0.51
2026-03-13,1Y,2025-04-15,0.507
2026-03-13,1Y,2025-04-11,0.5029
2026-03-13,1Y,2026-03-09,0.477
2026-03-13,1Y,2025-04-16,0.4767
2026-03-13,1Y,2025-11-26,0.4589
2026-03-13,1Y,2025-11-25,0.4524
2026-03-13,1Y,2026-03-05,0.4352
2026-03-13,1Y,2025-04-10,0.4341
2026-03-13,1Y,2025-04-07,0.4265
2026-03-13,1Y,2025-04-17,0.4196
2026-03-13,1Y,2025-04-08,0.4182
2026-03-13,1Y,2025-04-04,0.4046
2026-03-13,1Y,2025-11-24,0.3959
2026-03-13,1Y,2025-11-28,0.3901
2026-03-13,1Y,2025-10-17,0.3822
2026-03-13,1Y,2025-12-01,0.3589
2026-03-13,1Y,2025-08-08,0.3308
2026-03-13,1Y,2025-11-11,0.2871
2026-03-13,1Y,2025-08-07,0.2695
2026-03-13,1Y,2025-04-09,0.2688
2026-03-13,1Y,2025-08-06,0.2589
2026-03-13,1Y,2025-04-03,0.2568
2026-03-13,1Y,2026-02-12,0.2408
2026-03-13,1Y,2025-03-19,0.2407
2026-03-13,1Y,2026-03-03,0.2223
2026-03-13,1Y,2026-03-02,0.2189
2026-03-13,1Y,2026-02-26,0.2096
2026-03-13,1Y,2025-03-20,0.2046
2026-03-13,1Y,2025-11-07,0.2045
2026-03-13,1Y,2025-11-13,0.2025
