ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
PBT,28.78,27.65,4.09,OPTIMAL,95,1.48,0.9,28.64,0.47,,,,0.087,-41.5,87.2,9.0,clean,40.0,CAUTION,-10.8,3,Parabolic,-1.24,2.57,39.37,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",75.8
INVX,28.75,28.15,2.13,OPTIMAL,95,1.48,0.9,27.9,3.06,,,,0.071,-53.9,78.1,47.0,clean,40.0,CAUTION,-10.8,2,Sustained Uptrend,1.48,4.89,19.1,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",72.6
WTTR,18.47,18.36,0.58,OPTIMAL,95,1.48,0.9,18.51,-0.19,,,,0.21,-60.7,75.3,67.0,clean,42.0,CAUTION,-9.8,3,Parabolic,-3.85,2.33,33.17,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",72.2
CLMT,34.92,34.04,2.58,OPTIMAL,95,1.48,0.9,35.65,-2.04,,,,0.614,176.8,75.9,60.0,clean,40.0,CAUTION,-9.9,3,Parabolic,-6.66,8.72,21.5,XLE,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -2.92, 'median_ttg': 2.0, 'prob_good': 38.1, 'prob_bad': 37.4}",71.8
VIST,73.02,72.96,0.09,OPTIMAL,95,1.48,0.9,74.54,-2.04,,,,0.0,3.0,74.7,72.0,clean,40.0,CAUTION,-10.3,3,Parabolic,-4.57,5.4,17.08,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",71.4
ESE,315.92,303.66,4.04,OPTIMAL,95,1.48,0.9,297.17,6.31,,,,0.112,30.9,82.5,25.0,clean,28.6,CAUTION,-8.8,2,Sustained Uptrend,8.21,5.37,18.58,XLI,index,Index,10.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",70.7
NBR,101.89,100.63,1.26,OPTIMAL,95,1.48,0.9,97.38,4.63,,,,0.259,-109.3,71.3,114.0,clean,40.0,CAUTION,-9.8,3,Parabolic,0.79,-0.08,34.76,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",70.2
CASY,916.28,826.78,10.82,GOOD,75,1.52,1.24,790.93,15.85,EXIT WATCH,1.59,0.49,0.132,-100.5,90.5,5.0,overextended,40.0,CAUTION,-1.2,3,Parabolic,20.31,5.66,35.98,XLP,equity,Equity,,False,False,"{'grade': 'ROUGH', 'median_mae': -5.32, 'median_ttg': 2.0, 'prob_good': 25.4, 'prob_bad': 53.9}",69.9
KO,82.53,79.98,3.19,OPTIMAL,95,1.48,0.9,79.81,3.41,,,,0.012,-8.6,77.9,48.0,clean,30.0,CAUTION,-1.8,1,Basing,7.43,3.12,6.34,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -2.65, 'median_ttg': 2.0, 'prob_good': 40.1, 'prob_bad': 36.0}",69.5
SEDG,58.44,57.6,1.46,OPTIMAL,95,1.48,0.9,67.57,-13.51,,,,0.166,264.8,67.9,161.0,clean,41.0,CAUTION,-28.1,3,Parabolic,-20.1,44.58,66.07,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",69.3
PLOW,46.81,45.1,3.79,OPTIMAL,95,1.48,0.9,45.16,3.64,,,,0.337,46.8,67.8,163.0,clean,40.4,CAUTION,-10.6,2,Sustained Uptrend,4.6,4.16,11.61,XLB,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",69.1
TH,17.67,17.1,3.32,OPTIMAL,95,1.48,0.9,16.93,4.36,,,,0.562,-128.4,77.6,51.0,clean,27.9,CAUTION,-6.7,3,Parabolic,5.12,1.09,82.16,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",68.8
TRGP,269.37,263.46,2.25,OPTIMAL,95,1.48,0.9,264.18,1.96,,,,0.096,-26.8,84.3,18.0,clean,19.6,HEALTHY,-3.8,2,Sustained Uptrend,0.75,5.57,13.1,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",68.6
PSX,178.1,177.05,0.6,OPTIMAL,95,1.48,0.9,181.28,-1.76,,,,0.394,62.0,66.3,194.0,clean,40.0,CAUTION,-6.6,2,Sustained Uptrend,-3.28,1.52,2.3,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",68.5
TRV,303.9,298.48,1.82,OPTIMAL,95,1.48,0.9,295.37,2.89,,,,0.032,-15.0,74.5,75.0,clean,30.2,CAUTION,-2.5,1,Basing,3.57,1.89,0.63,XLF,index,Index,10.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",68.4
VDC,230.74,228.66,0.91,OPTIMAL,95,1.48,0.9,225.06,2.52,,,,0.283,-41.0,72.8,95.0,clean,31.2,CAUTION,-2.4,1,Basing,3.98,0.07,0.27,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -2.65, 'median_ttg': 2.0, 'prob_good': 40.1, 'prob_bad': 36.0}",68.1
CALY,16.79,15.44,8.77,OPTIMAL,90,1.5,1.11,15.52,8.16,,,,0.178,53.7,87.6,7.0,clean,19.3,HEALTHY,-6.7,2,Sustained Uptrend,11.93,6.74,27.68,HYG,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",67.9
SYY,79.64,74.76,6.53,OPTIMAL,90,1.5,1.11,76.17,4.55,,,,0.501,68.8,58.6,382.0,clean,52.6,WARNING,-7.3,0,Deep Decline,7.11,9.13,-6.21,XLI,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -3.47, 'median_ttg': 2.0, 'prob_good': 36.8, 'prob_bad': 43.5}",67.8
BIIB,199.96,193.65,3.26,OPTIMAL,95,1.48,0.9,195.07,2.51,,,,0.057,19.7,76.3,58.0,clean,25.9,CAUTION,-2.9,1,Basing,1.79,0.3,8.14,,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",67.7
VSAT,72.71,71.47,1.73,OPTIMAL,95,1.48,0.9,69.95,3.95,,,,0.111,-117.8,58.9,376.0,clean,46.0,CAUTION,-19.0,3,Parabolic,-0.3,2.42,56.33,HYG,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",67.7
CBAN,20.78,19.8,4.94,OPTIMAL,95,1.48,0.9,20.16,3.06,,,,0.779,77.2,72.9,93.0,clean,29.2,CAUTION,-3.8,1,Basing,3.54,6.73,7.11,VGK,index,Index,10.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",67.5
AXGN,42.36,41.56,1.92,OPTIMAL,95,1.48,0.9,41.15,2.94,,,,0.02,17.1,82.3,27.0,clean,17.9,HEALTHY,-7.6,3,Parabolic,-0.07,3.49,33.38,XLRE,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",67.4
FRO,37.13,36.69,1.2,OPTIMAL,95,1.48,0.9,35.27,5.28,,,,0.294,-85.5,79.9,36.0,clean,20.5,CAUTION,-6.6,2,Sustained Uptrend,8.69,-3.63,20.67,XLF,commodity,Commodity,45.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",67.4
AZLCZ,2175.0,2157.12,0.83,OPTIMAL,95,1.48,0.9,2200.4,-1.15,,,,0.132,41.2,62.8,268.0,clean,40.0,CAUTION,-5.4,2,Sustained Uptrend,-4.9,1.64,6.1,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",67.2
NMM,73.4,72.45,1.31,OPTIMAL,95,1.48,0.9,71.64,2.45,,,,0.029,-15.5,72.8,95.0,clean,28.1,CAUTION,-9.0,2,Sustained Uptrend,2.8,-0.04,22.27,VGK,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -2.92, 'median_ttg': 2.0, 'prob_good': 38.1, 'prob_bad': 37.4}",67.2
RSI,29.31,27.19,7.8,OPTIMAL,90,1.5,1.11,26.58,10.27,ELEVATED,1.51,0.6,0.0,-3.1,89.9,6.0,clean,14.1,HEALTHY,-0.5,3,Parabolic,11.74,6.54,40.71,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",67.2
DK,47.07,45.74,2.91,OPTIMAL,95,1.48,0.9,47.01,0.13,,,,0.535,124.8,79.7,40.0,clean,19.8,HEALTHY,-6.5,3,Parabolic,-1.26,2.15,12.21,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",67.1
SMFG,23.82,22.35,6.6,OPTIMAL,90,1.5,1.11,22.97,3.71,,,,0.533,75.0,86.0,13.0,clean,18.5,HEALTHY,-0.2,1,Basing,1.02,7.73,23.29,VGK,index,Index,15.0,False,False,"{'grade': 'OK', 'median_mae': -3.47, 'median_ttg': 2.0, 'prob_good': 36.8, 'prob_bad': 43.5}",67.1
TWLO,206.62,200.6,3.0,OPTIMAL,95,1.48,0.9,216.83,-4.71,,,,0.312,186.8,59.2,365.0,clean,43.4,CAUTION,-13.4,3,Parabolic,-12.69,7.18,64.62,XLK,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",67.0
BTSG,63.08,57.64,9.43,OPTIMAL,90,1.5,1.11,60.06,5.03,,,,0.39,79.6,87.6,7.0,clean,15.9,HEALTHY,-0.7,3,Parabolic,9.9,13.66,63.25,QQQ,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",66.9
CLNFF,59.12,58.68,0.76,OPTIMAL,95,1.48,0.9,63.7,-7.19,,,,0.369,161.6,55.9,460.0,stalling,46.8,CAUTION,-10.8,2,Sustained Uptrend,-8.18,16.1,1.93,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",66.9
EACO,110.0,101.82,8.03,OPTIMAL,90,1.5,1.11,106.98,2.82,,,,0.656,153.3,91.8,3.0,clean,11.0,HEALTHY,0.0,2,Sustained Uptrend,4.77,15.18,35.33,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",66.9
FAST,46.39,44.69,3.8,OPTIMAL,95,1.48,0.9,45.83,1.22,,,,0.74,97.7,60.7,333.0,clean,41.3,CAUTION,-6.6,1,Basing,-1.63,7.09,2.52,XLI,sector,Sector,34.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 37.3, 'prob_bad': 38.8}",66.9
MPC,260.81,254.57,2.45,OPTIMAL,95,1.48,0.9,261.52,-0.27,,,,0.36,66.0,78.4,45.0,clean,20.8,CAUTION,-4.3,3,Parabolic,-2.34,3.5,13.35,XLE,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -2.92, 'median_ttg': 2.0, 'prob_good': 38.1, 'prob_bad': 37.4}",66.9
IYZ,43.21,43.19,0.05,OPTIMAL,95,1.48,0.9,43.66,-1.04,,,,0.001,3.3,62.4,279.0,clean,39.1,CAUTION,-6.2,2,Sustained Uptrend,-2.55,3.47,11.37,SPY,equity,Equity,18.0,False,False,"{'grade': 'OK', 'median_mae': -2.6, 'median_ttg': 1.0, 'prob_good': 38.4, 'prob_bad': 41.6}",66.8
UNP,268.28,266.41,0.7,OPTIMAL,95,1.48,0.9,266.44,0.69,,,,0.0,-0.1,72.4,100.0,clean,27.3,CAUTION,-4.1,2,Sustained Uptrend,1.66,1.01,9.91,XLP,index,Index,10.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",66.8
KYMR,82.96,80.38,3.21,OPTIMAL,95,1.48,0.9,76.52,8.42,,,,0.333,-115.1,56.4,447.0,overextended,45.6,CAUTION,-8.0,1,Basing,11.19,-0.71,7.05,LQD,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",66.7
LAMR,152.36,149.29,2.06,OPTIMAL,95,1.48,0.9,150.87,0.99,,,,0.201,27.3,74.6,74.0,clean,24.5,CAUTION,-4.0,2,Sustained Uptrend,0.95,3.27,13.76,XLY,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",66.7
ORA,136.41,131.74,3.55,OPTIMAL,95,1.48,0.9,139.36,-2.12,,,,0.386,79.4,68.9,148.0,clean,31.2,CAUTION,-6.8,2,Sustained Uptrend,-4.24,8.09,23.94,XLU,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",66.7
DOV,218.53,215.01,1.64,OPTIMAL,95,1.48,0.9,214.19,2.02,,,,0.321,38.0,66.3,194.0,clean,33.9,CAUTION,-6.1,1,Basing,2.37,0.84,7.23,XLI,sector,Sector,34.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 37.3, 'prob_bad': 38.8}",66.6
POWI,77.76,76.21,2.04,OPTIMAL,95,1.48,0.9,80.12,-2.94,,,,0.246,176.1,61.1,320.0,clean,40.0,CAUTION,-12.6,3,Parabolic,-8.84,9.66,67.77,QQQ,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",66.6
TPR,145.39,137.99,5.37,OPTIMAL,90,1.5,1.11,141.39,2.83,,,,0.659,123.4,65.1,221.0,clean,41.1,CAUTION,-8.3,1,Basing,3.5,10.37,1.91,VGK,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -3.47, 'median_ttg': 2.0, 'prob_good': 36.8, 'prob_bad': 43.5}",66.6
WEBC,310.0,273.48,13.35,GOOD,75,1.52,1.24,305.6,1.44,,,,0.842,332.9,80.6,32.0,clean,40.0,CAUTION,0.0,2,Sustained Uptrend,0.98,21.57,21.57,,equity,Equity,,False,False,"{'grade': 'ROUGH', 'median_mae': -5.32, 'median_ttg': 2.0, 'prob_good': 25.4, 'prob_bad': 53.9}",66.5
CM,111.84,111.08,0.68,OPTIMAL,95,1.48,0.9,109.09,2.52,,,,0.174,-42.5,73.2,90.0,clean,24.8,CAUTION,-4.5,2,Sustained Uptrend,2.5,0.3,15.43,VGK,index,Index,1.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",66.3
FLGB,35.86,35.69,0.48,OPTIMAL,95,1.48,0.9,35.57,0.81,,,,0.022,-5.9,66.0,203.0,clean,33.3,CAUTION,-3.1,1,Basing,0.14,0.65,2.52,VGK,index,Index,1.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",66.3
MRK,120.76,115.85,4.24,OPTIMAL,95,1.48,0.9,118.43,1.97,,,,0.449,78.5,73.9,80.0,clean,24.0,CAUTION,-2.6,1,Basing,0.42,7.47,4.18,XLV,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",66.3
