symbol,current_price,return_1m,return_3m,return_12m,sortino_1m,sortino_3m,current_slope,slope_trend,slope_acceleration,status,is_accelerating,is_decelerating,trajectory,volatility_ratio,has_divergence,divergence_type,divergence_strength,days_to_peak,days_to_nadir,signal,confidence
ACWI,142.53,-2.583555464424847,1.1999431979551334,19.22208281053952,-2.297555216706813,0.45334805063271727,-0.023856807949547053,0.0051481569306891534,0.006762018415484467,Stable,False,False,V-shaped,1.2522111918141865,False,,0.0,48.0,,HOLD,50
ADBE,263.555,-10.165996318767467,-18.36611429456404,-40.19899255763296,-3.3850955627888806,-2.618347704434035,-0.19513451003488816,-0.1864846004127459,-0.02200565124749224,Stable,False,False,V-shaped,1.2862084090177266,False,,0.0,,40.0,SELL,85
ABEV,2.915,3.0035335689045928,13.424124513618697,40.144230769230774,1.3551249238138803,1.8146093262609484,0.015399449093728132,0.12464047448886431,-0.013894336920940466,Stable,False,False,V-shaped,0.8988176225669348,False,,0.0,51.0,,HOLD,50
AFK,27.17,-3.2751868992523914,9.160305343511466,66.0757946210269,-0.8186500448498822,1.0553748827281295,0.08376464936101884,0.0964229630417848,0.03137112718179685,Accelerating,True,False,V-shaped,1.3586241142663578,False,,0.0,32.0,,STRONG_BUY,90
AAPL,264.7486,-1.9485944965001223,-6.482303073119045,11.224887619207657,-0.9246223449013472,-1.505460429415593,-0.1283776067117335,-0.0777586202505609,0.0394445880566339,Accelerating,True,False,V-shaped,1.4471026994644947,False,,0.0,,21.0,SELL,85
AAL,11.95,-12.7100073046019,-14.398280802292273,-13.84282624369142,-5.395831845907145,-2.0426710006830406,-0.41805750912708345,-0.2556731843297457,-0.08993338992591159,Decelerating,False,True,V-shaped,1.0089101858829963,False,,0.0,,30.0,SELL,85
ACMR,52.63,-13.890706806282715,58.000600420294205,116.49526943644592,-2.0143893522634175,3.9439088875103585,0.09285264349961922,0.41595925755473273,0.13675015636389165,Accelerating,True,False,V-shaped,1.3889497769578982,False,,0.0,31.0,,STRONG_BUY,90
AES,14.1729,-3.782077393075356,1.3073624017155172,26.65683646112602,-0.5071975922115213,0.10870577824592238,0.21966791926357107,0.15062694716503097,0.08882827898236247,Accelerating,True,False,V-shaped,1.7750495215569537,False,,0.0,30.0,,BUY,75
AGF,9.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0,0.0,Stable,False,False,Slow,0.1,False,,0.0,,,HOLD,50
AER,145.69,0.25461051472612795,10.521923835533297,44.24752475247524,0.1589320379382922,3.0059414061542236,-0.08983563818023121,-0.04406997515497092,0.024026982561029857,Stable,False,False,V-shaped,1.3598284039197976,False,,0.0,31.0,,HOLD,50
