target_date,section,similar_date,score,event,fwd_5d,fwd_10d,fwd_21d
2026-03-30,25Y_broad,2026-03-27,0.928,,,,
2026-03-30,25Y_broad,2026-03-26,0.8593,,,,
2026-03-30,25Y_broad,2026-03-25,0.7898,,,,
2026-03-30,25Y_broad,2026-03-24,0.7851,,,,
2026-03-30,25Y_broad,2026-03-20,0.7461,,,,
2026-03-30,25Y_broad,2026-03-23,0.7269,,,,
2026-03-30,25Y_broad,2026-03-18,0.718,,,,
2026-03-30,25Y_broad,2022-05-12,0.6821,,,,
2026-03-30,25Y_broad,2026-03-13,0.6781,,,,
2026-03-30,25Y_broad,2022-05-09,0.6778,,,,
2026-03-30,25Y_broad,2026-03-19,0.6588,,,,
2026-03-30,25Y_broad,2026-03-12,0.6436,,,,
2026-03-30,25Y_broad,2025-01-13,0.6365,,,,
2026-03-30,25Y_broad,2022-05-13,0.6361,,,,
2026-03-30,25Y_broad,2025-01-02,0.6358,,,,
2026-03-30,25Y_broad,2026-03-16,0.6263,,,,
2026-03-30,25Y_broad,2020-03-20,0.617,,,,
2026-03-30,25Y_broad,2021-10-01,0.6162,,,,
2026-03-30,25Y_broad,2026-03-17,0.6161,,,,
2026-03-30,25Y_broad,2023-10-13,0.6157,,,,
2026-03-30,25Y_broad,2024-12-31,0.6089,,,,
2026-03-30,25Y_broad,2020-03-18,0.6084,,,,
2026-03-30,25Y_broad,2004-05-17,0.6073,,,,
2026-03-30,25Y_broad,2021-09-30,0.603,,,,
2026-03-30,25Y_broad,2022-05-06,0.603,,,,
2026-03-30,25Y_broad,2008-07-02,0.6027,,,,
2026-03-30,25Y_broad,2022-05-16,0.6023,,,,
2026-03-30,25Y_broad,2025-01-10,0.6002,,,,
2026-03-30,25Y_broad,2022-05-11,0.5988,,,,
2026-03-30,25Y_broad,2022-05-02,0.5977,,,,
2026-03-30,25Y_broad,2021-10-05,0.5966,,,,
2026-03-30,25Y_broad,2004-05-06,0.5954,,,,
2026-03-30,25Y_broad,2022-04-29,0.595,,,,
2026-03-30,25Y_broad,2020-03-17,0.5931,,,,
2026-03-30,25Y_broad,2021-10-06,0.5913,,,,
2026-03-30,25Y_broad,2004-05-18,0.5911,,,,
2026-03-30,25Y_broad,2014-09-30,0.5899,,,,
2026-03-30,25Y_broad,2014-10-01,0.5896,,,,
2026-03-30,25Y_broad,2022-05-05,0.5892,,,,
2026-03-30,25Y_broad,2008-06-30,0.5891,,,,
2026-03-30,25Y_broad,2018-03-27,0.5889,,,,
2026-03-30,25Y_broad,2020-03-16,0.5884,,,,
2026-03-30,25Y_broad,2013-06-24,0.5871,,,,
2026-03-30,25Y_broad,2020-03-19,0.5867,,,,
2026-03-30,25Y_broad,2021-09-29,0.5856,,,,
2026-03-30,25Y_broad,2018-02-09,0.5847,,,,
2026-03-30,25Y_broad,2018-02-08,0.5832,,,,
2026-03-30,25Y_broad,2008-07-03,0.583,,,,
2026-03-30,25Y_broad,2014-10-07,0.5828,,,,
2026-03-30,25Y_broad,2020-03-12,0.5816,,,,
2026-03-30,25Y_broad,2008-10-27,0.5798,,,,
2026-03-30,25Y_broad,2011-10-03,0.5798,,,,
2026-03-30,25Y_broad,2022-05-10,0.5778,,,,
2026-03-30,25Y_broad,2025-01-14,0.5774,,,,
2026-03-30,25Y_broad,2014-10-02,0.5769,,,,
2026-03-30,25Y_broad,2020-03-23,0.5767,,,,
2026-03-30,25Y_broad,2016-01-19,0.5762,,,,
2026-03-30,25Y_broad,2008-07-01,0.5751,,,,
2026-03-30,25Y_broad,2016-01-20,0.5749,,,,
2026-03-30,25Y_broad,2020-03-13,0.5743,,,,
2026-03-30,25Y_broad,2008-07-07,0.5739,,,,
2026-03-30,25Y_broad,2008-10-10,0.5724,,,,
2026-03-30,25Y_broad,2004-05-14,0.5714,,,,
2026-03-30,25Y_broad,2016-01-21,0.5711,,,,
2026-03-30,25Y_broad,2008-10-22,0.5704,,,,
2026-03-30,25Y_broad,2008-10-08,0.5685,,,,
2026-03-30,25Y_broad,2007-08-16,0.5679,,,,
2026-03-30,25Y_broad,2008-10-09,0.5662,,,,
2026-03-30,25Y_broad,2008-10-07,0.5659,,,,
2026-03-30,25Y_broad,2025-04-08,0.5651,,,,
2026-03-30,25Y_broad,2004-05-05,0.5651,,,,
2026-03-30,25Y_broad,2010-06-01,0.5641,,,,
2026-03-30,25Y_broad,2002-09-30,0.5637,,,,
2026-03-30,25Y_broad,2022-09-26,0.5629,,,,
2026-03-30,25Y_broad,2004-05-03,0.5622,,,,
2026-03-30,25Y_broad,2021-12-06,0.5621,,,,
2026-03-30,25Y_broad,2014-09-29,0.5615,,,,
2026-03-30,25Y_broad,2005-04-05,0.5608,,,,
2026-03-30,25Y_broad,2021-09-28,0.5605,,,,
2026-03-30,25Y_broad,2010-05-28,0.5598,,,,
2026-03-30,25Y_broad,2010-02-11,0.5583,,,,
2026-03-30,25Y_broad,2020-03-11,0.557,,,,
2026-03-30,25Y_broad,2010-05-26,0.5561,,,,
2026-03-30,25Y_broad,2023-10-27,0.556,,,,
2026-03-30,25Y_broad,2008-10-15,0.5558,,,,
2026-03-30,25Y_broad,2004-05-21,0.5552,,,,
2026-03-30,25Y_broad,2004-05-07,0.5552,,,,
2026-03-30,25Y_broad,2025-04-07,0.5549,,,,
2026-03-30,25Y_broad,2018-02-13,0.5548,,,,
2026-03-30,25Y_broad,2004-05-20,0.5544,,,,
2026-03-30,25Y_broad,2021-10-08,0.5539,,,,
2026-03-30,25Y_broad,2005-04-01,0.5529,,,,
2026-03-30,25Y_broad,2010-02-04,0.5524,,,,
2026-03-30,25Y_broad,2007-08-15,0.5507,,,,
2026-03-30,25Y_broad,2013-06-25,0.5506,,,,
2026-03-30,25Y_broad,2023-08-22,0.5497,,,,
2026-03-30,25Y_broad,2022-05-19,0.5494,,,,
2026-03-30,25Y_broad,2005-04-04,0.5494,,,,
2026-03-30,25Y_broad,2023-10-03,0.548,,,,
2026-03-30,25Y_broad,2002-09-23,0.5478,,,,
2026-03-30,SPY_deep,2001-03-20,0.7651,Dot-com Crash,3.6,-3.34,10.03
2026-03-30,SPY_deep,2010-05-25,0.7594,Flash Crash / Euro Debt,2.33,-1.64,-0.37
2026-03-30,SPY_deep,2010-05-26,0.7314,Flash Crash / Euro Debt,3.3,1.85,0.65
2026-03-30,SPY_deep,2008-01-09,0.7178,GFC,-2.42,-3.83,-5.2
2026-03-30,SPY_deep,2001-03-21,0.7058,Dot-com Crash,2.48,-1.26,10.9
2026-03-30,SPY_deep,2022-05-02,0.7032,Inflation / Rate Hike Bear,-3.94,-3.47,-1.18
2026-03-30,SPY_deep,1997-04-11,0.6925,,4.33,4.29,14.47
2026-03-30,SPY_deep,1998-08-05,0.6904,Asian Crisis / LTCM,0.2,1.49,-9.14
2026-03-30,SPY_deep,2001-03-22,0.6881,Dot-com Crash,3.92,3.54,10.01
2026-03-30,SPY_deep,2018-10-23,0.6881,Fed Tightening Selloff,-2.13,0.55,-3.14
2026-03-30,SPY_deep,2018-12-18,0.6874,Fed Tightening Selloff,-3.49,-4.26,4.46
2026-03-30,SPY_deep,2025-03-04,0.6827,,-3.63,-2.75,-2.14
2026-03-30,SPY_deep,2022-03-11,0.6777,Inflation / Rate Hike Bear,5.82,7.77,4.73
2026-03-30,SPY_deep,2006-05-18,0.6774,,1.2,2.21,-2.01
2026-03-30,SPY_deep,2018-10-11,0.6771,Fed Tightening Selloff,1.55,-0.77,2.05
2026-03-30,SPY_deep,2022-05-05,0.6732,Inflation / Rate Hike Bear,-5.19,-5.88,-0.49
2026-03-30,SPY_deep,2001-03-12,0.6715,Dot-com Crash,-0.62,-1.81,-1.21
