date,hyg_price,lqd_price,spy_price,hyglqd_ratio,percentile,change_5d,regime,fwd_5d_avg,fwd_5d_median,fwd_5d_winrate,fwd_5d_n,fwd_10d_avg,fwd_10d_median,fwd_10d_winrate,fwd_10d_n,fwd_20d_avg,fwd_20d_median,fwd_20d_winrate,fwd_20d_n
2026-06-16,80.03,109.12,750.33,0.7334127565982405,46.05344934742076,-0.14,Neutral,0.34,0.41,61.9,1498,0.58,0.76,65.6,1493,1.19,1.58,69.0,1483
