date,lambda_max,lambda_plus,rmt_ratio,n_significant,n_assets,rmt_risk,magnetization,avg_correlation,ising_risk,composite_score,composite_status,score_rmt,score_ising,score_breadth,score_vix,score_credit
2026-05-13,422.0838438435775,1.9504091930092253,216.4078416757037,162,1596,CRITICAL,0.4426326580876572,0.4241564514729094,NORMAL,61.399784803895884,ELEVATED,100.0,9.473924019479378,100.0,26.233333333333338,11.400000000000077
