ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
MTZ,385.89,25.8,57.32,88.31,214.17,288.3,1704.07,2.22,1.54,2.43,1.35,5.91,4,True,True,True,True,True,183.35,214.78,1462.27,172.04,190.85,1206.9,174.46,128.2,1433.09,-0.8669,XLI,0.61,1.6,clean,0.84,normal,none,strong_buy,90.97842261904762,95.9375,70.625,6,100.0,90.6,1
EFXT,25.57,19.93,50.94,112.02,285.67,313.09,192.56,2.56,2.2,2.55,1.1,0.62,3,True,True,True,True,True,254.85,239.57,-49.23,243.54,215.64,-304.61,245.97,152.99,-78.41,0.0019,XLI,0.3,1.04,clean,1.144,normal,none,strong_buy,88.63653273809524,78.359375,90.703125,6,100.0,90.4,2
FORM,143.93,43.43,94.5,235.97,410.21,209.33,1834.54,2.18,2.5,1.74,0.51,8.76,4,True,True,True,True,True,379.39,135.81,1592.75,368.08,111.88,1337.37,370.5,49.23,1563.57,-1.0778,XLI,0.48,1.67,clean,1.201,normal,none,strong_buy,94.72842261904762,95.9375,60.62499999999999,6,100.0,89.7,3
AGX,660.85,60.85,86.94,139.33,344.54,1140.8,,1.43,1.6,2.47,3.31,,3,True,True,True,True,True,313.72,1067.29,,302.41,1043.35,,304.83,980.7,,1.4121,,,3.2,overextended,1.081,normal,none,none,96.50297619047619,78.359375,98.046875,5,83.33333333333334,89.2,4
PWR,637.28,16.79,35.37,49.12,125.89,579.77,2716.08,2.11,1.39,2.56,4.61,4.68,4,True,True,True,True,True,95.07,506.25,2474.29,83.76,482.32,2218.92,86.18,419.66,2445.11,-0.8096,XLI,0.62,1.09,clean,0.883,normal,none,strong_buy,84.30431547619048,95.9375,73.28125,6,100.0,89.1,5
FTI,75.12,6.81,37.51,83.58,173.16,982.42,218.98,5.51,2.23,2.07,5.67,0.22,4,True,True,True,True,True,142.35,908.91,-22.81,131.04,884.97,-278.19,133.46,822.32,-52.0,-0.1956,XLE,0.46,-0.18,clean,0.931,normal,none,strong_buy,75.7328869047619,95.9375,85.9375,6,100.0,89.1,5
TNGX,26.33,32.58,125.43,249.67,1703.42,139.15,,3.85,1.99,6.82,0.08,,3,True,True,True,True,True,1672.61,65.63,,1661.3,41.7,,1663.72,-20.95,,2.2381,,,0.0,clean,0.889,normal,none,none,94.77678571428571,78.359375,99.140625,5,83.33333333333334,88.9,7
ESP,70.8,26.93,33.33,84.9,127.65,337.31,192.56,1.24,2.55,1.5,2.64,0.57,3,True,True,True,True,True,96.83,263.79,-49.23,85.53,239.86,-304.61,87.95,177.21,-78.42,-0.2866,,,1.4,clean,1.064,normal,none,strong_buy,87.15215773809524,78.359375,84.453125,6,100.0,88.7,8
TIGO,82.83,12.92,35.28,74.53,150.09,121.29,45.83,2.73,2.11,2.01,0.81,0.38,3,True,True,True,True,True,119.27,47.78,-195.97,107.96,23.85,-451.34,110.39,-38.81,-225.15,0.2167,XLRE,0.36,0.55,clean,1.212,normal,none,strong_buy,78.7983630952381,78.359375,93.28125,6,100.0,88.0,9
NUE,215.0,29.51,21.02,55.29,86.49,173.92,331.21,0.71,2.63,1.56,2.01,1.9,4,True,True,True,True,True,55.67,100.41,89.41,44.36,76.47,-165.96,46.78,13.82,60.23,-0.9284,XLB,0.53,2.75,overextended,0.879,normal,none,none,83.41517857142857,95.9375,68.125,6,100.0,87.8,10
CENX,61.63,27.33,36.62,105.85,257.28,314.46,730.59,1.34,2.89,2.43,1.22,2.32,3,True,True,True,True,True,226.46,240.95,488.8,215.15,217.01,233.42,217.57,154.36,459.62,-0.7483,IAU,0.35,0.99,clean,0.856,normal,none,strong_buy,90.50223214285714,78.359375,74.84375,6,100.0,87.8,10
REX,47.25,7.19,41.47,48.35,133.91,249.48,411.92,5.77,1.17,2.77,1.86,1.65,3,True,True,True,True,True,103.09,175.97,170.12,91.78,152.04,-85.25,94.21,89.38,140.94,0.554,XLE,0.4,-0.06,clean,1.152,normal,none,strong_buy,74.35267857142857,78.359375,95.859375,6,100.0,87.1,12
SYRE,71.9,51.3,122.67,221.41,381.58,-61.7,-70.38,2.39,1.8,1.72,-0.16,1.14,3,True,True,True,True,True,350.76,-135.22,-312.18,339.45,-159.15,-567.55,341.88,-221.8,-341.36,-0.5247,HYG,0.4,1.85,clean,1.598,confirmed,none,none,84.61681547619048,78.359375,80.15625,6,100.0,87.1,12
BKR,68.38,9.65,21.48,39.87,87.96,250.49,113.75,2.22,1.86,2.21,2.85,0.45,4,True,True,True,True,True,57.14,176.97,-128.04,45.83,153.04,-383.41,48.26,90.39,-157.22,-0.5332,XLE,0.47,0.63,clean,0.986,normal,none,strong_buy,72.03869047619048,95.9375,79.921875,6,100.0,86.8,14
STLD,225.04,29.02,29.84,49.31,76.67,349.0,834.16,1.03,1.65,1.55,4.55,2.39,4,True,True,True,True,True,45.85,275.49,592.37,34.54,251.56,337.0,36.96,188.9,563.19,-1.155,XLB,0.57,2.84,overextended,0.931,normal,none,none,85.14508928571429,95.9375,56.796875,6,100.0,86.1,15
MUSA,517.64,4.53,20.56,36.72,6.43,268.66,755.18,4.54,1.79,0.18,41.77,2.81,4,True,True,True,True,True,-24.39,195.15,513.39,-35.7,171.22,258.01,-33.27,108.56,484.2,0.7569,,,0.35,clean,1.036,normal,none,strong_buy,57.819940476190474,95.9375,96.71875,6,100.0,85.9,16
KOD,44.11,10.94,71.9,157.8,952.74,93.89,,6.57,2.19,6.04,0.1,,3,True,True,True,True,True,921.93,20.38,,910.62,-3.56,,913.04,-66.21,,2.5287,,,-0.53,clean,1.357,normal,none,none,84.50892857142857,78.359375,99.21875,5,83.33333333333334,85.9,16
RBC,591.0,7.66,17.15,45.1,79.02,314.24,780.12,2.24,2.63,1.75,3.98,2.48,5,True,True,True,True,True,48.2,240.73,538.33,36.89,216.8,282.95,39.32,154.14,509.14,-0.8316,XLI,0.77,0.45,clean,0.908,normal,none,strong_buy,70.69568452380952,99.765625,72.265625,6,100.0,85.6,18
PARXF,20.29,7.18,41.39,55.96,142.7,17.76,123.7,5.76,1.35,2.55,0.12,6.97,3,True,True,True,True,True,111.89,-55.75,-118.09,100.58,-79.69,-373.46,103.0,-142.34,-147.27,0.2858,XLE,0.47,0.01,clean,0.444,thin,none,strong_buy,68.68675595238095,78.359375,93.828125,6,100.0,85.0,19
IESC,606.97,29.44,29.64,59.57,210.15,1132.68,4132.71,1.01,2.01,3.53,5.39,3.65,4,True,True,True,True,True,179.34,1059.16,3890.91,168.03,1035.23,3635.54,170.45,972.58,3861.73,-1.429,XLI,0.59,1.5,clean,1.067,normal,none,strong_buy,89.44568452380952,95.9375,42.265625,6,100.0,84.5,20
WMT,127.59,4.43,8.46,19.4,33.13,171.87,447.83,1.91,2.29,1.71,5.19,2.61,4,True,True,True,True,True,2.31,98.36,206.04,-9.0,74.43,-49.34,-6.58,11.77,176.85,0.2717,XLP,0.66,0.24,clean,0.682,thin,none,strong_buy,55.033482142857146,95.9375,93.75,6,100.0,84.4,21
HLT,332.45,10.19,11.89,24.22,51.55,172.01,628.9,1.17,2.04,2.13,3.34,3.66,4,True,True,True,True,True,20.74,98.5,387.1,9.43,74.56,131.73,11.85,11.91,357.92,-0.7689,VGK,0.56,1.04,clean,0.838,normal,none,strong_buy,67.71577380952381,95.9375,74.21875,6,100.0,84.3,22
INSW,80.6,15.13,41.23,63.06,142.55,337.09,,2.73,1.53,2.26,2.36,,4,True,True,True,True,True,111.73,263.58,,100.43,239.65,,102.85,176.99,,-0.8225,,,0.8,clean,0.881,normal,none,none,85.07440476190476,95.9375,72.8125,5,83.33333333333334,84.3,22
LBRT,32.85,10.01,55.69,102.53,169.93,226.54,,5.56,1.84,1.66,1.33,,3,True,True,True,True,True,139.11,153.03,,127.8,129.09,,130.22,66.44,,0.1141,,,0.15,clean,0.871,normal,none,none,82.79017857142857,78.359375,92.65625,5,83.33333333333334,84.0,24
CAPR,35.1,17.2,48.6,472.59,164.31,811.69,12.14,2.83,9.72,0.35,4.94,0.01,3,True,True,True,True,True,133.49,738.17,-229.65,122.18,714.24,-485.03,124.6,651.59,-258.84,-1.0388,,,-0.12,clean,0.491,thin,none,strong_buy,86.25744047619048,78.359375,62.42187500000001,6,100.0,84.0,24
STNG,79.74,7.89,38.92,32.17,121.56,344.98,30.29,4.93,0.83,3.78,2.84,0.09,3,True,True,True,True,True,90.74,271.46,-211.5,79.43,247.53,-466.87,81.86,184.88,-240.68,-0.274,,,0.09,clean,1.003,normal,none,strong_buy,71.30208333333333,78.359375,84.609375,6,100.0,84.0,24
MAR,360.67,10.72,13.88,33.73,52.66,154.05,434.01,1.29,2.43,1.56,2.93,2.82,4,True,True,True,True,True,21.84,80.53,192.22,10.53,56.6,-63.16,12.95,-6.05,163.03,-0.9294,XLRE,0.54,0.96,clean,0.918,normal,none,strong_buy,70.14136904761905,95.9375,67.890625,6,100.0,83.8,27
MARUY,369.47,5.55,16.72,49.03,110.07,353.89,659.36,3.01,2.93,2.25,3.22,1.86,5,True,True,True,True,True,79.25,280.38,417.57,67.94,256.45,162.19,70.36,193.79,388.39,-0.97,XLB,0.58,-0.23,clean,1.151,normal,none,strong_buy,68.87090773809524,99.765625,65.859375,6,100.0,83.8,27
USO,134.72,14.89,83.34,83.82,96.79,215.21,65.59,5.6,1.01,1.15,2.22,0.3,2,True,True,True,True,True,65.97,141.69,-176.21,54.66,117.76,-431.58,57.08,55.11,-205.39,3.4367,XLE,0.51,0.63,clean,1.532,confirmed,none,none,82.14657738095238,45.859375,99.453125,6,100.0,83.7,29
KPELY,19.7,4.79,12.19,40.41,94.66,138.5,123.86,2.55,3.32,2.34,1.46,0.89,3,True,True,True,True,True,63.85,64.99,-117.93,52.54,41.05,-373.3,54.96,-21.6,-147.11,0.3951,,,-0.15,clean,0.53,thin,none,strong_buy,62.725074404761905,78.359375,94.84375,6,100.0,83.5,30
HALFF,202.3,4.28,13.49,29.59,61.84,13.79,22.97,3.15,2.19,2.09,0.22,1.67,4,True,True,True,True,True,31.02,-59.72,-218.82,19.71,-83.65,-474.2,22.14,-146.31,-248.01,-0.0672,,,0.11,clean,,normal,none,strong_buy,54.758184523809526,95.9375,89.1015625,6,100.0,83.4,31
FDX,387.89,10.97,27.4,62.86,79.84,38.36,132.09,2.5,2.29,1.27,0.48,3.44,3,True,True,True,True,True,49.02,-35.15,-109.71,37.71,-59.08,-365.08,40.13,-121.74,-138.89,-0.5489,XLI,0.57,0.79,clean,0.833,normal,none,strong_buy,72.29910714285714,78.359375,79.375,6,100.0,83.2,32
DAN,38.48,17.14,26.0,93.85,207.1,49.49,176.83,1.52,3.61,2.21,0.24,3.57,3,True,True,True,True,True,176.28,-24.02,-64.96,164.98,-47.95,-320.33,167.4,-110.61,-94.14,-0.9776,XLI,0.57,0.55,clean,0.556,thin,none,strong_buy,81.33556547619048,78.359375,65.46875,6,100.0,83.2,32
ESE,321.07,15.65,44.68,46.54,103.31,193.94,736.34,2.86,1.04,2.22,1.88,3.8,3,True,True,True,True,True,72.49,120.43,494.54,61.18,96.49,239.17,63.61,33.84,465.36,-1.0107,XLI,0.67,1.05,clean,1.633,confirmed,none,strong_buy,82.26934523809524,78.359375,63.90625,6,100.0,83.1,34
ASX,30.85,43.96,55.57,140.64,256.24,289.52,460.91,1.26,2.53,1.82,1.13,1.59,3,True,True,True,True,True,225.42,216.01,219.11,214.11,192.07,-36.26,216.53,129.42,189.93,-1.3591,XLK,0.63,2.67,overextended,0.939,normal,none,none,93.0952380952381,78.359375,46.015625,6,100.0,82.8,35
MRVL,158.21,61.97,93.48,91.14,175.96,245.14,1498.08,1.51,0.97,1.93,1.39,6.11,2,True,True,True,True,True,145.15,171.62,1256.29,133.84,147.69,1000.91,136.26,85.03,1227.1,-0.6402,QQQ,0.51,3.08,overextended,1.567,confirmed,none,none,93.51934523809524,45.859375,76.875,6,100.0,82.6,36
TER,402.0,35.2,73.46,177.16,420.05,223.49,1839.22,2.09,2.41,2.37,0.53,8.23,4,True,True,True,True,True,389.23,149.98,1597.42,377.92,126.04,1342.05,380.35,63.39,1568.24,-1.8175,XLI,0.62,1.72,clean,0.832,normal,none,strong_buy,94.06622023809524,95.9375,25.390625,6,100.0,82.5,37
HAL,40.13,3.45,17.48,47.43,89.2,102.57,2.92,5.06,2.71,1.88,1.15,0.03,3,True,True,True,True,True,58.39,29.06,-238.87,47.08,5.13,-494.24,49.5,-57.53,-268.05,0.0647,XLE,0.73,-0.14,clean,1.12,normal,none,strong_buy,61.26488095238095,78.359375,91.875,6,100.0,82.4,38
CW,717.16,7.71,10.39,28.32,113.73,483.29,826.08,1.35,2.73,4.02,4.25,1.71,4,True,True,True,True,True,82.91,409.78,584.29,71.61,385.85,328.92,74.03,323.19,555.11,-1.0367,XLI,0.7,0.06,clean,0.92,normal,none,strong_buy,68.89508928571429,95.9375,62.65625,6,100.0,82.4,38
XPO,220.0,14.95,47.86,75.37,112.11,371.8,1840.04,3.2,1.57,1.49,3.32,4.95,4,True,True,True,True,True,81.29,298.29,1598.24,69.98,274.35,1342.87,72.4,211.7,1569.06,-1.4982,XLI,0.59,0.65,clean,0.739,thin,none,strong_buy,84.59077380952381,95.9375,38.28125,6,100.0,82.2,40
EZPW,32.02,26.66,48.93,76.91,95.48,529.08,648.13,1.84,1.57,1.24,5.54,1.23,2,True,True,True,True,True,64.66,455.56,406.34,53.36,431.63,150.96,55.78,368.98,377.15,-0.4492,XLI,0.51,2.17,overextended,0.798,normal,none,none,88.58630952380952,45.859375,81.640625,6,100.0,82.1,41
RS,360.86,20.45,10.53,31.83,26.55,136.09,392.17,0.52,3.02,0.83,5.13,2.88,3,True,True,True,True,True,-4.27,62.57,150.38,-15.58,38.64,-105.0,-13.16,-24.01,121.19,-0.7837,XLB,0.55,2.44,overextended,0.879,normal,none,none,71.30208333333333,78.359375,73.984375,6,100.0,81.9,42
