ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.8,10,bullish,0.12,-5.22,-0.31,-1.38,23.66,2.0,-0.95,-0.52,-2.0,,,61.0,,,61.0,,,61.0
ACWI,ACWI,3.5,10,bullish,-0.1,-2.19,-0.99,-2.13,13.13,1.46,-1.27,-0.83,-1.52,,,61.0,,,61.0,,,61.0
ACWX,ACWX,3.4,10,bullish,0.11,-2.71,-1.48,-1.74,12.27,1.51,-1.06,-0.92,-1.53,,,61.0,,,61.0,,,61.0
AFK,Africa,2.0,10,bearish,-1.49,-3.01,-3.48,-6.05,3.66,-0.72,-1.4,-1.05,-1.01,,,61.0,,,61.0,,,61.0
AGF,AGF,0.2,10,bullish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,51.0,,,51.0,,,51.0
AGG,Agg Bond,0.0,10,bearish,0.64,0.44,0.47,0.55,0.8,0.4,0.56,0.65,0.87,,,87.0,,,87.0,,,87.0
AIA,AIA,3.8,10,bullish,-0.7,-7.48,-1.57,-2.75,32.67,2.0,-1.21,-0.85,-2.0,,,61.0,,,61.0,,,61.0
AIQ,AIQ,3.4,10,bullish,-0.32,-5.46,-1.25,-3.0,36.07,2.0,-0.95,-0.63,-1.77,,,42.0,,,42.0,,,42.0
AIRR,AIRR,3.3,10,bullish,0.13,-0.92,1.01,0.2,18.96,0.62,-0.78,-0.27,-0.66,,,49.0,,,49.0,,,49.0
AIS,AIS,0.0,10,,-0.96,-6.72,4.7,5.37,89.82,2.0,-0.42,-0.01,-1.7,,,,,,,,,
ALAI,ALAI,0.0,10,,-1.57,-5.84,2.3,-1.34,35.91,1.41,-0.75,0.1,-1.9,,,,,,,,,
AMG,AMG,3.5,10,bullish,-2.35,-3.09,-0.68,11.06,23.75,0.56,0.75,-0.67,-1.1,,,97.0,,,97.0,,,97.0
AMLP,AMLP,2.0,10,bearish,-0.41,1.52,-1.66,-2.37,-4.4,-1.15,-0.95,-0.87,0.88,,,56.0,,,56.0,,,56.0
APIE,APIE,3.9,10,bullish,-0.24,-2.37,-0.97,-1.38,9.9,0.97,-0.79,-0.62,-1.29,,,10.0,,,10.0,,,10.0
APO,APO,2.0,10,bearish,-9.43,-13.97,-11.66,-9.2,7.56,0.55,-0.93,-1.72,-2.0,,,56.0,,,56.0,,,56.0
ARES,ARES,3.7,10,bullish,-9.65,-15.63,-17.84,-13.79,1.12,0.27,-1.02,-2.0,-2.0,,,49.0,,,49.0,,,49.0
ARGT,ARGT,0.0,10,bearish,-1.3,-5.92,-6.76,-4.43,3.97,0.08,-0.54,-1.02,-1.13,,,56.0,,,56.0,,,56.0
ARKF,ARKF,3.3,10,bullish,0.8,-2.07,0.75,-4.51,3.81,-0.01,-0.42,0.19,-0.39,,,41.0,,,41.0,,,41.0
ARKG,ARKG,3.1,10,bullish,15.05,12.4,23.12,29.23,56.28,2.0,2.0,2.0,1.98,,,49.0,,,49.0,,,49.0
ARKK,ARKK,0.0,10,bearish,1.89,-2.57,3.54,0.23,15.94,0.22,-0.22,0.42,-0.64,,,49.0,,,49.0,,,49.0
ARKQ,ARKQ,0.0,10,bearish,-2.18,-7.19,-5.1,-11.63,8.57,-0.52,-1.81,-1.12,-1.77,,,49.0,,,49.0,,,49.0
ARKW,ARKW,3.0,10,bullish,-1.05,-5.05,-0.6,-4.75,15.91,0.29,-0.61,-0.15,-1.15,,,49.0,,,49.0,,,49.0
ARKX,ARKX,0.0,10,bearish,-2.62,-7.58,-7.29,-12.25,6.93,-0.59,-1.76,-1.4,-1.79,,,25.0,,,25.0,,,25.0
ARMG,ARMG,0.0,10,,-17.57,-43.83,-9.95,6.2,239.13,0.94,-0.29,-0.52,-2.0,,,,,,,,,
ARTY,ARTY,3.0,10,bullish,-2.88,-8.39,-0.29,1.67,54.81,2.0,-0.47,-0.48,-2.0,,,41.0,,,41.0,,,41.0
ASEA,ASEA,0.0,10,bearish,-0.19,-2.09,1.12,0.46,4.45,-0.23,-0.37,0.13,-1.35,,,56.0,,,56.0,,,56.0
ASHR,ASHR,3.1,10,bullish,-0.53,-1.29,2.43,-0.14,12.41,0.76,-0.71,0.44,-0.89,,,51.0,,,51.0,,,51.0
AVDE,AVDE,0.0,10,bearish,-0.24,-1.82,-0.94,-3.18,7.09,0.11,-1.39,-0.68,-1.12,,,27.0,,,27.0,,,27.0
AVDV,AVDV,0.0,10,bearish,-1.04,-2.74,-1.69,-5.4,6.75,-0.54,-1.86,-0.95,-1.45,,,27.0,,,27.0,,,27.0
AVEM,AVEM,3.3,10,bullish,-0.32,-5.33,-0.97,-2.21,19.9,1.93,-1.16,-0.72,-2.0,,,27.0,,,27.0,,,27.0
AVES,AVES,0.0,10,bearish,-1.46,-6.01,-3.54,-4.86,9.23,0.36,-1.68,-1.48,-2.0,,,25.0,,,25.0,,,25.0
AVIV,AVIV,0.0,10,bearish,-0.57,-2.02,-1.68,-3.31,5.65,-0.39,-1.54,-1.04,-1.29,,,25.0,,,25.0,,,25.0
AVNM,AVNM,3.5,10,bullish,-0.51,-3.05,-1.41,-3.35,9.39,0.39,-1.51,-0.91,-1.71,,,10.0,,,10.0,,,10.0
BAGAX,BAGAX,2.5,10,bullish,-0.13,-2.41,-1.41,0.0,17.97,1.07,0.24,0.02,-0.23,,,61.0,,,61.0,,,61.0
BAI,BAI,0.0,10,,-1.62,-7.67,0.57,-1.33,48.67,1.84,-0.81,-0.35,-1.92,,,,,,,,,
BAM,BAM,3.4,10,bullish,-4.98,-5.94,-4.29,-8.92,2.2,0.41,-1.12,-0.77,-1.5,,,18.0,,,18.0,,,18.0
BATT,BATT,2.0,10,bearish,-4.88,-9.41,-6.07,-12.63,5.7,-1.23,-2.0,-1.61,-2.0,,,42.0,,,42.0,,,42.0
BBCA,BBCA,0.0,10,bearish,0.37,-0.3,-0.97,-0.29,8.27,0.28,-0.81,-0.9,-0.47,,,41.0,,,41.0,,,41.0
BBEU,BBEU,0.0,10,bearish,0.31,-2.54,-2.45,-2.19,8.59,0.91,-0.97,-1.16,-1.4,,,42.0,,,42.0,,,42.0
BBIN,BBIN,0.0,10,bearish,0.21,-2.93,-1.94,-1.97,8.23,0.81,-0.97,-1.01,-1.61,,,27.0,,,27.0,,,27.0
BBJP,BBJP,3.0,10,bullish,0.09,-3.81,0.31,0.0,11.0,1.04,-0.45,-0.2,-1.61,,,42.0,,,42.0,,,42.0
BEN,BEN,2.3,10,bullish,-1.72,0.48,4.4,4.86,40.78,2.0,0.14,0.49,-0.09,,,97.0,,,97.0,,,97.0
BIL,BIL,0.0,10,bearish,0.05,0.07,0.16,0.01,0.03,0.41,0.16,1.04,0.49,,,61.0,,,61.0,,,61.0
BINV,BINV,3.1,10,bullish,1.23,0.21,-0.09,-0.56,6.19,0.1,-0.62,-0.34,-0.08,,,10.0,,,10.0,,,10.0
BITO,BITO,6.1,10,bullish,-4.13,-5.14,-6.02,-20.47,-13.8,0.06,-1.23,-0.35,-0.6,,,25.0,,,25.0,,,25.0
BITQ,BITQ,5.1,10,bullish,-6.26,-9.76,-4.34,-11.16,27.66,0.41,-1.02,-0.59,-1.35,,,25.0,,,25.0,,,25.0
BK,BK,0.0,10,bearish,1.38,1.71,2.84,6.77,27.41,2.0,0.57,0.26,0.29,,,97.0,,,97.0,,,97.0
BKCH,BKCH,5.2,10,bullish,-6.44,-9.51,-4.03,-13.06,34.94,0.27,-0.94,-0.51,-1.11,,,38.0,,,38.0,,,38.0
BKGI,BKGI,0.0,10,bearish,1.0,1.77,-0.74,-0.78,3.62,-0.49,-0.81,-0.73,0.91,,,18.0,,,18.0,,,18.0
