ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
CLMT,30.27,23.35,55.63,69.67,143.13,595.86,211.74,2.38,1.25,2.05,4.16,0.36,3,True,True,True,True,True,126.23,522.66,-34.15,120.37,507.62,-272.99,68.19,405.16,-88.55,0.7675,,,0.92,clean,1.437,normal,none,strong_buy,90.33959400493265,75.2988047808765,96.81274900398407,6,100.0,91.5,1
IAU,95.99,6.03,21.08,41.66,74.94,190.7,300.29,3.49,1.98,1.8,2.54,1.57,5,True,True,True,True,True,58.04,117.5,54.4,52.17,102.46,-184.44,0.0,0.0,0.0,0.3507,IAU,1.0,0.24,clean,0.79,normal,none,strong_buy,77.69683172073609,99.2430278884462,90.43824701195219,6,100.0,91.2,2
SGOL,48.58,6.03,21.07,41.73,75.02,191.98,301.53,3.49,1.98,1.8,2.56,1.57,5,True,True,True,True,True,58.12,118.77,55.64,52.25,103.74,-183.2,0.08,1.27,1.24,0.3491,IAU,1.0,0.24,clean,0.697,thin,none,strong_buy,77.71580345285525,99.2430278884462,90.2788844621514,6,100.0,91.2,2
GLD,468.58,6.04,21.04,41.55,74.68,188.52,294.96,3.48,1.97,1.8,2.52,1.56,5,True,True,True,True,True,57.78,115.31,49.07,51.91,100.28,-189.77,-0.26,-2.18,-5.33,0.3499,IAU,1.0,0.24,clean,0.739,thin,none,strong_buy,77.60387023335231,99.2430278884462,90.35856573705179,6,100.0,91.2,2
PHYS,38.76,7.46,20.45,40.43,71.05,180.67,278.52,2.74,1.98,1.76,2.54,1.54,5,True,True,True,True,True,54.15,107.46,32.62,48.28,92.43,-206.22,-3.89,-10.04,-21.78,0.3333,IAU,0.99,0.58,clean,0.929,normal,none,strong_buy,77.7765129956365,99.2430278884462,89.9601593625498,6,100.0,91.2,2
CNQ,46.61,23.01,37.01,57.52,75.62,317.65,626.01,1.61,1.55,1.31,4.2,1.97,3,True,True,True,True,True,58.72,244.45,380.12,52.85,229.41,141.28,0.68,126.95,325.72,1.0984,XLE,0.62,2.32,overextended,1.176,normal,none,none,87.68734585467652,75.2988047808765,98.24701195219123,6,100.0,91.0,6
NOC,750.47,7.75,35.71,29.21,57.93,151.18,290.42,4.61,0.82,1.98,2.61,1.92,4,True,True,True,True,True,41.03,77.97,44.53,35.16,62.94,-194.31,-17.01,-39.52,-9.87,0.5527,XLI,0.43,0.5,clean,0.996,normal,none,strong_buy,78.29633845570099,93.50597609561753,94.26294820717132,6,100.0,91.0,6
FTI,61.64,9.58,32.53,58.46,134.28,629.47,206.97,3.39,1.8,2.3,4.69,0.33,4,True,True,True,True,True,117.38,556.26,-38.92,111.52,541.23,-277.76,59.34,438.76,-93.32,-0.0546,XLE,0.54,0.26,clean,0.959,normal,none,strong_buy,85.22860937203566,93.50597609561753,80.398406374502,6,100.0,90.3,8
THC,239.17,22.04,12.74,21.91,90.66,349.74,863.62,0.58,1.72,4.14,3.86,2.47,4,True,True,True,True,True,73.76,276.53,617.73,67.9,261.5,378.89,15.72,159.03,563.33,0.2118,,,1.48,clean,1.094,normal,none,strong_buy,79.36254980079681,93.50597609561753,87.17131474103586,6,100.0,89.9,9
CEF,52.9,12.29,27.04,58.39,97.32,187.66,346.42,2.2,2.16,1.67,1.93,1.85,4,True,True,True,True,True,80.41,114.45,100.53,74.55,99.42,-138.31,22.38,-3.04,46.13,-0.0855,IAU,0.91,0.91,clean,0.642,thin,none,strong_buy,84.00682982356288,93.50597609561753,79.44223107569721,6,100.0,89.8,10
ISSC,27.76,53.94,178.11,138.86,313.02,335.03,984.18,3.3,0.78,2.25,1.07,2.94,3,True,True,True,True,True,296.12,261.83,738.29,290.25,246.79,499.45,238.08,144.33,683.89,-0.1138,XLI,0.37,1.13,clean,1.094,normal,none,strong_buy,95.63650161259723,75.2988047808765,78.48605577689243,6,100.0,89.4,11
ATI,153.77,19.51,53.16,98.08,168.64,661.61,1046.68,2.73,1.85,1.72,3.92,1.58,5,True,True,True,True,True,151.74,588.41,800.79,145.87,573.38,561.95,93.7,470.91,746.39,-0.6585,XLI,0.6,0.54,clean,1.241,normal,none,strong_buy,92.12673117055587,99.2430278884462,57.29083665338646,6,100.0,88.9,12
SII,158.68,38.58,73.67,134.22,269.03,320.25,994.38,1.91,1.82,2.0,1.19,3.11,3,True,True,True,True,True,252.13,247.04,748.49,246.27,232.01,509.65,194.09,129.54,694.09,-0.231,IAU,0.58,2.52,overextended,1.096,normal,none,none,94.82830582432176,75.2988047808765,73.62549800796813,6,100.0,88.2,13
AEM,219.25,15.73,27.89,44.39,124.0,283.84,522.87,1.77,1.59,2.79,2.29,1.84,4,True,True,True,True,True,107.1,210.64,276.98,101.23,195.6,38.14,49.06,93.14,222.58,-0.4335,IAU,0.8,1.05,clean,0.842,normal,none,strong_buy,85.3386454183267,93.50597609561753,67.56972111553785,6,100.0,87.8,14
APEI,44.46,0.42,26.68,40.71,130.99,52.38,188.17,63.86,1.53,3.22,0.4,3.59,4,True,True,True,True,True,114.08,-20.82,-57.72,108.22,-35.86,-296.56,56.05,-138.32,-112.12,0.1358,XLF,0.35,-0.64,clean,0.833,normal,none,strong_buy,71.94839688863593,93.50597609561753,86.37450199203187,6,100.0,87.6,15
HCA,539.22,4.96,10.57,28.15,67.59,202.63,679.11,2.13,2.66,2.4,3.0,3.35,5,True,True,True,True,True,50.69,129.42,433.21,44.82,114.39,194.38,-7.35,11.92,378.82,-0.0747,,,0.1,clean,0.829,normal,none,strong_buy,72.36198064883324,99.2430278884462,79.7609561752988,6,100.0,87.5,16
AGI,49.06,30.24,35.94,52.41,105.36,549.8,973.52,1.19,1.46,2.01,5.22,1.77,3,True,True,True,True,True,88.46,476.6,727.63,82.59,461.56,488.79,30.42,359.1,673.23,-0.1274,IAU,0.73,2.15,overextended,1.046,normal,none,none,89.44033390248528,75.2988047808765,78.24701195219123,6,100.0,87.5,16
CCHGY,60.55,5.29,23.37,18.89,39.97,91.13,222.07,4.42,0.81,2.12,2.28,2.44,4,True,True,True,True,True,23.07,17.92,-23.82,17.2,2.89,-262.66,-34.97,-99.57,-78.22,0.2309,XLP,0.41,0.11,clean,0.801,normal,none,strong_buy,70.4382470119522,93.50597609561753,87.80876494023904,6,100.0,87.4,18
