ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
WTTR,17.93,17.66,1.55,OPTIMAL,95,1.48,0.9,19.15,-6.35,,,,0.557,194.9,81.5,27.0,stalling,45.5,CAUTION,-12.4,3,Parabolic,-8.71,5.47,31.16,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",75.4
ICHR,71.52,69.4,3.06,OPTIMAL,95,1.48,0.9,69.26,3.26,,,,0.007,18.2,83.6,18.0,clean,40.0,CAUTION,-8.3,3,Parabolic,9.49,12.22,50.41,XLK,equity,Equity,16.0,False,False,"{'grade': 'OK', 'median_mae': -5.17, 'median_ttg': 1.0, 'prob_good': 32.4, 'prob_bad': 53.1}",74.5
AXTI,103.16,103.08,0.08,OPTIMAL,95,1.48,0.9,118.32,-12.81,,,,0.29,269.9,81.7,26.0,stalling,40.8,CAUTION,-27.9,3,Parabolic,-14.76,45.15,172.19,,index,Index,10.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",74.1
FUWAY,162.15,151.85,6.78,OPTIMAL,90,1.5,1.11,168.74,-3.91,,,,0.527,359.1,87.1,9.0,stalling,40.0,CAUTION,-14.9,3,Parabolic,1.34,23.8,82.87,XLB,index,Index,42.0,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",74.0
MPC,248.77,243.45,2.18,OPTIMAL,95,1.48,0.9,253.13,-1.72,,,,0.054,20.7,80.8,28.0,clean,40.0,CAUTION,-5.8,3,Parabolic,0.14,2.88,25.51,XLE,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -2.92, 'median_ttg': 2.0, 'prob_good': 38.1, 'prob_bad': 37.4}",73.5
UNF,265.42,259.36,2.34,OPTIMAL,95,1.48,0.9,264.86,0.21,,,,0.833,84.0,79.1,36.0,clean,40.2,CAUTION,-6.5,2,Sustained Uptrend,0.25,3.76,13.03,,index,Index,3.0,False,False,"{'grade': 'OK', 'median_mae': -2.65, 'median_ttg': 2.0, 'prob_good': 40.1, 'prob_bad': 36.0}",73.0
SITM,710.2,671.49,5.77,OPTIMAL,90,1.5,1.11,723.97,-1.9,,,,0.15,221.6,82.7,21.0,clean,40.0,CAUTION,-21.2,3,Parabolic,-0.22,34.71,78.5,XLI,equity,Equity,16.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.55, 'median_ttg': 2.0, 'prob_good': 24.7, 'prob_bad': 57.5}",72.4
EACO,104.99,97.01,8.22,OPTIMAL,90,1.5,1.11,104.24,0.72,,,,0.71,168.7,82.6,22.0,clean,37.3,CAUTION,-3.7,2,Sustained Uptrend,0.0,16.59,34.19,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",71.6
BW,18.45,17.41,5.96,OPTIMAL,90,1.5,1.11,19.7,-6.35,,,,0.517,403.7,80.0,35.0,clean,40.0,CAUTION,-16.2,3,Parabolic,-10.18,24.83,108.24,,equity,Equity,18.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.74, 'median_ttg': 2.0, 'prob_good': 44.0, 'prob_bad': 24.0}",71.5
PSX,175.88,171.27,2.69,OPTIMAL,95,1.48,0.9,176.93,-0.59,,,,0.042,18.0,75.0,56.0,clean,40.0,CAUTION,-7.7,2,Sustained Uptrend,1.05,1.38,13.96,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",71.5
