ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,37.84,26.82,63.05,78.25,152.79,484.91,1276.12,2.35,1.24,1.95,3.17,2.63,4,True,True,True,True,True,135.64,418.11,1046.74,128.45,397.86,812.34,101.11,320.7,1022.13,-0.0253,XLB,0.32,1.32,clean,1.916,confirmed,none,strong_buy,93.86753883892068,96.11610793131644,87.24448078495503,6,100.0,94.8,1
NYT,81.3,7.68,20.8,39.02,66.84,60.39,544.22,2.71,1.88,1.71,0.9,9.01,4,True,True,True,True,True,49.68,-6.41,314.83,42.49,-26.66,80.43,15.15,-103.82,290.22,0.0972,,,0.52,clean,1.117,normal,none,strong_buy,81.58314838609196,96.11610793131644,91.0874897792314,6,100.0,91.9,2
EZPW,25.98,3.38,27.48,52.2,86.24,364.76,814.79,8.12,1.9,1.65,4.23,2.23,5,True,True,True,True,True,69.08,297.97,585.4,61.89,277.71,351.0,34.55,200.56,560.8,-0.3537,XLI,0.51,-0.26,clean,0.852,normal,none,strong_buy,86.10754195382161,99.63205233033524,79.80376124284547,6,100.0,91.7,3
PBR,19.9,30.15,68.79,54.02,43.37,145.07,271.96,2.28,0.79,0.8,3.34,1.87,3,True,True,True,True,True,26.22,78.28,42.58,19.03,58.03,-191.82,-8.31,-19.13,17.97,0.3051,XLE,0.56,2.35,overextended,1.34,normal,none,none,88.03878051629484,81.97056418642681,93.54047424366311,6,100.0,91.5,4
PWR,572.01,10.15,30.45,52.13,117.2,545.32,2487.11,3.0,1.71,2.25,4.65,4.56,5,True,True,True,True,True,100.04,478.53,2257.72,92.85,458.27,2023.32,65.51,381.11,2233.12,-0.547,XLK,0.6,0.37,clean,1.077,normal,none,strong_buy,89.53782657789199,99.63205233033524,73.26246933769418,6,100.0,91.4,5
ISSC,28.38,20.66,138.48,160.36,311.3,364.1,966.9,6.7,1.16,1.94,1.17,2.66,3,True,True,True,True,True,294.14,297.31,737.51,286.95,277.05,503.11,259.61,199.89,712.91,-0.2522,XLI,0.4,0.14,clean,1.366,normal,none,strong_buy,95.28092512556944,81.97056418642681,82.25674570727719,6,100.0,91.4,5
FUWAY,91.0,33.43,203.33,192.23,295.65,647.74,909.43,6.08,0.95,1.54,2.19,1.4,3,True,True,True,True,True,278.5,580.95,680.04,271.31,560.69,445.64,243.97,483.54,655.44,-0.3285,,,0.5,clean,,normal,none,strong_buy,96.2776934158782,81.97056418642681,80.78495502861816,6,100.0,91.4,5
MPC,237.57,19.04,34.38,28.64,62.72,311.38,553.74,1.81,0.83,2.19,4.96,1.78,3,True,True,True,True,True,45.56,244.58,324.35,38.38,224.33,89.95,11.03,147.17,299.75,0.4222,XLE,0.67,1.5,clean,1.256,normal,none,strong_buy,86.14258458902775,81.97056418642681,95.46197874080131,6,100.0,91.3,8
FIVE,234.36,9.33,32.58,57.73,217.09,22.83,513.03,3.49,1.77,3.76,0.11,22.47,4,True,True,True,True,True,199.94,-43.96,283.64,192.75,-64.22,49.24,165.4,-141.37,259.04,-0.2544,SPY,0.54,0.0,clean,0.909,normal,none,none,85.1263481680489,96.11610793131644,82.0932134096484,6,100.0,91.2,9
FTI,67.11,7.77,53.15,71.11,138.74,666.1,223.27,6.84,1.34,1.95,4.8,0.34,3,True,True,True,True,True,121.59,599.3,-6.12,114.4,579.05,-240.52,87.06,501.89,-30.73,0.011,XLE,0.51,0.04,clean,1.189,normal,none,strong_buy,90.25814741268543,81.97056418642681,88.63450531479967,6,100.0,91.2,9
EFXT,21.41,10.25,36.81,99.53,188.54,185.85,174.14,3.59,2.7,1.89,0.99,0.94,3,True,True,True,True,True,171.39,119.06,-55.25,164.2,98.8,-289.65,136.86,21.64,-79.86,0.0039,XLI,0.37,0.15,clean,1.335,normal,none,strong_buy,89.85710392088151,81.97056418642681,88.22567457072772,6,100.0,91.0,11
WDC,312.91,5.51,79.24,210.0,605.71,504.77,764.63,14.37,2.65,2.88,0.83,1.51,4,True,True,True,True,True,588.55,437.98,535.24,581.36,417.73,300.84,554.02,340.57,510.64,-0.682,XLK,0.57,-0.63,clean,0.95,normal,none,strong_buy,93.21340964840557,96.11610793131644,67.37530662305805,6,100.0,90.7,12
COP,125.62,13.66,38.39,33.89,24.96,112.23,221.85,2.81,0.88,0.74,4.5,1.98,3,True,True,True,True,True,7.8,45.44,-7.53,0.61,25.18,-241.93,-26.73,-51.97,-32.14,0.595,XLE,0.88,1.71,clean,1.269,normal,none,strong_buy,81.27944554763852,81.97056418642681,96.89288634505316,6,100.0,90.2,13
