ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
AGX,790.0,6.92,23.11,25.3,66.72,166.39,283.09,3.34,1.09,2.64,2.49,4.24,4,True,True,True,True,True,22.76,24.87,258.49,20.81,21.82,243.58,23.61,33.17,258.95,0.9267,IAU,0.41,1.39,clean,1.088,normal,none,95.143732826041,95.75142675967025,96.51236525047558,95.8,1
NWPX,140.92,1.24,9.37,28.66,99.21,123.29,264.51,7.54,3.06,3.46,1.24,2.67,5,True,True,True,True,True,9.01,28.24,239.91,7.06,25.18,225.01,9.86,36.53,240.38,0.2309,XLI,0.54,0.56,clean,1.324,normal,none,90.50412175015852,99.68294229549778,90.48826886493342,93.6,2
BTSG,67.2,1.43,6.28,14.7,63.07,88.87,200.27,4.38,2.34,4.29,1.41,3.18,4,True,True,True,True,True,5.92,14.27,175.67,3.98,11.22,160.77,6.77,22.56,176.13,0.4938,QQQ,0.45,0.66,clean,1.154,normal,none,86.6307334601564,95.75142675967025,93.72225745085606,92.0,3
SYRE,100.32,13.56,24.17,39.49,143.2,203.45,565.25,1.78,1.63,3.63,1.42,3.95,3,True,True,True,True,True,23.82,39.06,540.66,21.87,36.01,525.75,24.67,47.36,541.12,0.6117,HYG,0.45,2.11,overextended,1.5,confirmed,none,98.18220249418727,81.32530120481928,94.54660748256183,91.4,4
LINC,49.33,1.86,6.89,4.01,31.83,111.44,118.95,3.71,0.58,7.95,3.5,3.74,4,True,True,True,True,True,6.53,3.58,94.36,4.59,0.53,79.45,7.38,11.87,94.82,0.5855,,,1.22,clean,0.981,normal,none,80.88142041851616,95.75142675967025,94.29296131896005,90.3,5
MBX,43.91,2.05,23.66,39.71,53.1,58.52,327.14,11.57,1.68,1.34,1.1,6.16,3,True,True,True,True,True,23.3,39.28,302.54,21.35,36.23,287.64,24.15,47.58,303.01,1.2367,VXUS,0.5,0.71,clean,1.396,normal,none,91.48171633904037,81.32530120481928,97.8440076093849,90.2,6
TRVI,17.71,2.91,24.63,27.59,66.92,46.24,191.76,8.48,1.12,2.43,0.69,2.87,3,True,True,True,True,True,24.27,27.17,167.17,22.33,24.12,152.26,25.12,35.46,167.63,1.0541,HYG,0.41,2.07,overextended,1.687,confirmed,none,90.92158106108646,81.32530120481928,97.27330374128091,89.8,7
TWIN,22.28,1.92,11.29,39.34,49.73,41.73,176.08,5.88,3.48,1.26,0.84,3.54,3,True,True,True,True,True,10.93,38.91,151.49,8.99,35.86,136.58,11.78,47.21,151.95,1.3018,XLI,0.64,1.37,clean,1.625,confirmed,none,88.21073768759247,81.32530120481928,97.9708306911858,89.2,8
FRO,41.58,1.59,6.42,6.78,29.25,81.33,112.69,4.05,1.06,4.31,2.78,3.85,4,True,True,True,True,True,6.07,6.36,88.09,4.12,3.3,73.18,6.92,14.65,88.55,0.1757,XLRE,0.33,1.03,clean,1.425,normal,none,80.77573451701542,95.75142675967025,89.72733037412809,88.8,9
CRS,587.77,0.22,4.68,39.28,62.19,85.74,134.2,21.11,8.39,1.58,1.38,2.16,4,True,True,True,True,True,4.32,38.86,109.6,2.38,35.8,94.7,5.17,47.15,110.07,0.0211,XLI,0.71,0.51,clean,1.355,normal,none,82.56711054745297,95.75142675967025,86.11287254280279,88.1,10
