ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
ICHR,76.95,3.4,10.37,33.83,125.59,409.94,360.23,3.05,3.26,3.71,3.26,2.87,5,True,True,True,True,True,7.4,25.02,329.39,4.36,17.1,314.15,5.56,34.38,317.37,1.0217,VXUS,0.48,0.08,clean,1.496,normal,none,93.80870561282933,99.86254295532646,93.67697594501718,95.8,1
SITM,901.48,8.21,59.64,114.47,116.0,165.29,378.24,7.26,1.92,1.01,1.42,3.26,3,True,True,True,True,True,56.68,105.67,347.4,53.64,97.75,332.16,54.83,115.03,335.38,5.6538,SPY,0.51,3.5,overextended,1.589,confirmed,none,98.06414662084764,79.58762886597938,99.86254295532646,92.5,2
BELFB,302.73,1.59,5.59,28.42,32.01,89.02,310.2,3.51,5.08,1.13,2.78,9.69,4,True,True,True,True,True,2.63,19.62,279.37,-0.41,11.69,264.12,0.78,28.98,267.34,1.0428,VXUS,0.53,0.61,clean,0.978,normal,none,85.09163802978236,96.63230240549828,93.81443298969072,91.8,3
TNGX,23.48,2.0,3.39,17.69,82.16,193.13,2034.55,1.7,5.22,4.64,2.35,24.76,4,True,True,True,True,True,0.43,8.89,2003.71,-2.61,0.97,1988.47,-1.42,18.25,1991.68,0.8782,,,-0.36,clean,0.799,normal,none,86.34020618556701,96.63230240549828,92.30240549828179,91.8,3
MXL,102.27,2.44,30.91,394.3,437.98,590.08,811.5,12.65,12.75,1.11,1.35,1.85,3,True,True,True,True,True,27.95,385.49,780.66,24.91,377.57,765.42,26.1,394.86,768.64,2.1178,XLK,0.41,0.98,clean,1.746,confirmed,none,96.62657502863688,79.58762886597938,98.62542955326461,91.6,5
RAPP,38.43,1.03,8.16,12.47,40.87,51.54,260.85,7.96,1.53,3.28,1.26,6.38,4,True,True,True,True,True,5.2,3.66,230.01,2.16,-4.26,214.77,3.35,13.03,217.98,1.2481,XLC,0.42,0.28,clean,1.318,normal,none,81.09392898052693,96.63230240549828,95.32646048109966,91.0,6
MTSI,365.88,1.67,25.42,41.75,55.23,119.19,205.77,15.25,1.64,1.32,2.16,3.73,3,True,True,True,True,True,22.46,32.95,174.93,19.42,25.03,159.69,20.61,42.31,162.9,2.6421,XLK,0.54,2.43,overextended,1.645,confirmed,none,91.17411225658647,79.58762886597938,99.03780068728523,89.9,7
CGNX,67.26,2.44,19.47,25.93,53.84,70.11,128.62,7.99,1.33,2.08,1.3,2.39,4,True,True,True,True,True,16.5,17.12,97.78,13.46,9.2,82.54,14.65,26.49,85.76,0.2058,TLT,0.35,0.63,clean,2.105,confirmed,none,87.89232531500573,96.63230240549828,84.22680412371135,89.6,8
WDC,515.83,7.46,16.61,50.2,80.37,215.3,1064.4,2.22,3.02,1.6,2.68,13.24,3,True,True,True,True,True,13.64,41.39,1033.57,10.6,33.47,1018.32,11.8,50.76,1021.54,0.4591,XLK,0.6,0.57,clean,0.973,normal,none,96.94158075601375,79.58762886597938,87.35395189003437,88.0,9
HWM,273.58,1.12,14.13,8.28,21.51,32.99,73.7,12.66,0.59,2.6,1.53,3.43,4,True,True,True,True,True,11.17,-0.53,42.87,8.13,-8.45,27.62,9.32,8.83,30.84,0.9875,XLI,0.67,1.18,clean,1.428,normal,none,73.71706758304697,96.63230240549828,93.36769759450172,87.9,10
TXN,297.76,3.46,6.01,38.67,36.11,84.51,79.76,1.74,6.44,0.93,2.34,2.21,3,True,True,True,True,True,3.04,29.86,48.93,0.0,21.94,33.68,1.19,39.23,36.9,3.2059,XLI,0.58,0.3,clean,1.176,normal,none,84.61626575028637,79.58762886597938,99.24398625429554,87.8,11
EDRY,22.18,2.35,13.69,18.61,61.9,72.88,153.2,5.81,1.36,3.33,1.18,2.47,4,True,True,True,True,True,10.72,9.8,122.36,7.68,1.88,107.12,8.87,19.17,110.33,-0.0271,IAU,0.37,0.24,clean,1.139,normal,none,86.84421534936997,96.63230240549828,79.58762886597938,87.7,12
INSW,89.71,-2.08,5.68,21.46,47.02,71.3,145.11,-2.72,3.78,2.19,1.52,3.09,4,True,True,True,True,True,2.71,12.65,114.27,-0.33,4.73,99.03,0.86,22.02,102.25,1.0415,LQD,0.37,0.67,clean,1.33,normal,buy_today,72.58304696449026,96.63230240549828,93.74570446735395,87.7,12
APLD,44.59,8.1,25.15,69.8,16.54,43.47,710.73,3.11,2.78,0.24,2.63,42.96,3,True,True,True,True,True,22.18,60.99,679.89,19.14,53.07,664.65,20.33,70.36,667.87,0.9651,XLI,0.63,-0.1,clean,1.286,normal,none,90.48109965635739,79.58762886597938,92.98969072164948,87.7,12
ELA,24.27,-1.42,44.81,40.13,87.27,135.63,277.45,-31.52,0.9,2.17,1.55,3.18,3,True,True,True,True,True,41.84,31.32,246.61,38.8,23.4,231.37,40.0,40.69,234.59,3.7798,,,2.05,overextended,1.985,confirmed,none,83.4020618556701,79.58762886597938,99.58762886597938,87.5,15
SDRL,49.96,3.39,1.22,5.13,21.32,72.16,109.83,0.36,4.22,4.15,3.38,5.15,4,True,True,True,True,True,-1.75,-3.67,78.99,-4.79,-11.59,63.75,-3.6,5.69,66.97,0.816,XLE,0.54,0.75,clean,0.742,thin,none,72.66323024054982,96.63230240549828,91.61512027491409,87.0,16
STX,834.01,6.56,12.93,65.76,96.24,199.5,766.05,1.97,5.09,1.46,2.07,7.96,3,True,True,True,True,True,9.96,56.96,735.22,6.92,49.04,719.97,8.11,66.32,723.19,0.26,XLK,0.54,0.38,clean,1.382,normal,none,96.34020618556701,79.58762886597938,84.81099656357388,86.9,17
NVT,173.39,2.02,6.58,32.8,51.27,57.67,185.46,3.25,4.99,1.56,1.12,3.62,4,True,True,True,True,True,3.61,24.0,154.63,0.57,16.08,139.38,1.76,33.36,142.6,-0.1226,VXUS,0.61,-0.25,clean,1.006,normal,none,85.4581901489118,96.63230240549828,77.25085910652922,86.4,18
IRDM,43.15,4.08,8.17,26.17,108.86,155.33,65.9,2.0,3.2,4.16,1.43,0.61,3,True,True,True,True,True,5.21,17.36,35.06,2.17,9.44,19.82,3.36,26.73,23.04,0.8369,XLRE,0.34,0.33,clean,0.804,normal,none,87.21649484536083,79.58762886597938,91.75257731958763,86.2,19
ADI,422.73,1.49,6.48,20.73,30.89,81.52,108.47,4.34,3.2,1.49,2.64,3.51,4,True,True,True,True,True,3.51,11.92,77.63,0.47,4.0,62.39,1.66,21.29,65.61,0.0232,XLI,0.78,0.1,clean,0.991,normal,none,81.07674684994272,96.63230240549828,80.96219931271477,86.2,19
YPF,44.93,6.04,1.13,4.61,17.34,23.03,45.69,0.19,4.1,3.76,1.33,2.63,4,True,True,True,True,True,-1.84,-4.2,14.85,-4.88,-12.12,-0.39,-3.69,5.17,2.83,1.5714,XLE,0.58,0.8,clean,0.832,normal,none,64.3069873997709,96.63230240549828,97.31958762886597,86.1,21
KLIC,104.28,1.58,18.7,34.62,43.01,171.42,228.75,11.85,1.85,1.24,3.99,5.32,3,True,True,True,True,True,15.74,25.82,197.92,12.7,17.9,182.67,13.89,35.18,185.89,0.4722,QQQ,0.71,1.19,clean,2.017,confirmed,none,90.4295532646048,79.58762886597938,87.56013745704468,85.9,22
PUMP,16.65,6.19,-1.19,20.39,44.03,54.88,211.21,-0.19,-17.18,2.16,1.25,4.8,3,True,True,True,True,True,-4.15,11.58,180.38,-7.19,3.66,165.14,-6.0,20.95,168.35,3.7826,XLE,0.55,0.63,clean,2.443,confirmed,none,77.69186712485681,79.58762886597938,99.65635738831615,85.6,23
REX,49.4,-0.56,-3.44,11.74,39.71,55.79,143.95,6.1,-3.41,3.38,1.41,3.63,4,True,True,True,True,True,-6.41,2.93,113.11,-9.45,-4.99,97.87,-8.25,12.3,101.09,1.8379,XLE,0.52,0.24,clean,0.743,thin,buy_today,61.86712485681557,96.63230240549828,97.9381443298969,85.5,24
TSAT,54.91,0.48,12.94,27.25,100.84,104.43,248.19,27.19,2.11,3.7,1.04,2.46,4,True,True,True,True,True,9.97,18.45,217.36,6.93,10.53,202.11,8.12,27.81,205.33,-0.3423,HYG,0.56,0.89,clean,1.264,normal,none,87.0618556701031,96.63230240549828,72.23367697594502,85.3,25
