symbol,current_price,return_1m,return_3m,return_12m,sortino_1m,sortino_3m,current_slope,slope_trend,slope_acceleration,status,is_accelerating,is_decelerating,trajectory,volatility_ratio,has_divergence,divergence_type,divergence_strength,days_to_peak,days_to_nadir,signal,confidence
AAPL,263.6,-2.181980109841175,-7.89335755966315,11.728054931547494,-1.0492238301063683,-1.838987114218733,-0.1283776067117335,-0.0777586202505609,0.0394445880566339,Accelerating,True,False,V-shaped,1.4430203857003996,False,,0.0,,24.0,SELL,85
AAOI,95.34,106.72159583694709,266.4104534973098,425.57883131201766,17.385209017005813,15.204480939590688,1.1469249954661327,0.5364539976510845,-0.019720101270285544,Stable,False,False,V-shaped,1.0390506754203435,False,,0.0,30.0,,HOLD,50
ACWI,143.96,-1.0856122028308213,1.9907899397803686,21.30097741826762,-1.4203863103402066,0.9195996835060273,-0.023856807949547053,0.0051481569306891534,0.006762018415484467,Stable,False,False,V-shaped,1.1083230139293667,False,,0.0,48.0,,HOLD,50
AA,64.09,4.4661776691116595,54.620024125452346,105.7463884430177,2.0642223757104716,7.588684692885152,-0.11225463329749288,-0.07435408295841422,-0.045408314906148196,Decelerating,False,True,V-shaped,0.8999457802945451,False,,0.0,180.0,,HOLD,50
AFK,27.95,-1.8609550561797805,12.974939369442207,69.90881458966565,-0.5578036787547337,1.6663592536854288,0.08376464936101884,0.0964229630417848,0.03137112718179685,Accelerating,True,False,V-shaped,1.263502852189077,False,,0.0,32.0,,STRONG_BUY,90
AAXJ,99.331,-1.4377852748561182,7.373256945195106,34.832360526673,-0.8024624987666363,1.9557067251593365,0.03902353467329647,0.07044627838817594,0.021571534998307818,Stable,False,False,V-shaped,1.3975923328927262,False,,0.0,43.0,,HOLD,50
ADI,341.78,9.794725175881002,25.20789830384289,51.10973560880714,6.342007204291537,6.772580226375927,0.06633344545325005,0.18536917253116733,0.016738403832108992,Stable,False,False,V-shaped,1.3499063116454422,False,,0.0,36.0,,HOLD,50
AES,14.185,-11.839651957737718,1.6117478510028649,31.09981515711646,-1.510601067736476,0.126563962710132,0.21966791926357107,0.15062694716503097,0.08882827898236247,Accelerating,True,False,V-shaped,1.786487116634562,False,,0.0,30.0,,BUY,75
ABBV,233.79,3.602765222015414,4.198422248963762,12.52887947631882,2.4296167452327477,0.9133641852115888,0.07392962146443276,0.020930672366110174,0.036765611939270255,Accelerating,True,False,V-shaped,0.9455364735306097,False,,0.0,34.0,,BUY,75
ACM,95.005,-0.5287404460265988,-6.839576387526969,0.9832057823129237,-0.11008377557580243,-0.7767151761770279,0.15435290328367837,0.07349653158154354,0.040657174838759434,Accelerating,True,False,V-shaped,1.7200444876093213,False,,0.0,,12.0,SELL,85
ADBE,273.44,0.5552899643290532,-15.293826089650263,-38.69470663408291,0.18735133716152583,-2.1931441557050464,-0.19513451003488816,-0.1864846004127459,-0.02200565124749224,Stable,False,False,V-shaped,0.8733736105653546,False,,0.0,,40.0,SELL,85
ABT,112.49,3.182902219776196,-10.948385053831533,-18.236662305567684,4.025913794147296,-1.6635346543408034,0.060638161725998896,-0.0015188267874014054,0.04148389041808997,Accelerating,True,False,V-shaped,0.34981777952336673,False,,0.0,,90.0,SELL,85
ABEV,2.9859,2.9620689655172505,15.732558139534891,42.86602870813398,1.5843555397140419,2.2227619696329537,0.015399449093728132,0.12464047448886431,-0.013894336920940466,Stable,False,False,V-shaped,0.774262428761763,False,,0.0,51.0,,HOLD,50
AER,146.7,2.1516607478587746,8.11408357284986,48.96425670186839,1.5065079375330512,2.4931966788335362,-0.08983563818023121,-0.04406997515497092,0.024026982561029857,Stable,False,False,V-shaped,1.4064058056412674,False,,0.0,31.0,,HOLD,50
ADTTF,155.1,-6.0455536709474345,31.574482524601287,184.3263061411549,-1.3669532914911489,2.3619593614712286,-0.09517396577526092,-0.3131494062440524,-0.22226782972839926,Decelerating,False,True,V-shaped,0.4484536331298026,False,,0.0,36.0,,SELL_SOON,70
ACWX,70.8,-0.7569386038688064,6.706857573474001,27.40687421270469,-0.5487575531510304,2.0835888100338416,0.02924122441126217,0.05631138961199439,0.01830085720567294,Stable,False,False,V-shaped,1.2855658616714931,False,,0.0,46.0,,HOLD,50
ACMR,52.12,-14.892227302416728,58.564040158198964,104.07204385277997,-2.114640798045078,3.864839785075202,0.09285264349961922,0.41595925755473273,0.13675015636389165,Accelerating,True,False,V-shaped,1.3781471092677233,False,,0.0,31.0,,STRONG_BUY,90
ABNB,133.7,9.518348623853212,12.827004219409277,-5.458916702022343,3.4553987187863964,1.9292952742181806,-0.012645461774512716,-0.048929258508560565,-0.01873386940191473,Stable,False,False,V-shaped,0.746870908461917,False,,0.0,53.0,,HOLD,50
ADSK,254.07,5.515179201794096,-18.10797743755036,-4.995699809295894,2.257677467398515,-2.554745382411127,-0.07342237969804204,-0.1411997247151242,-0.00916606130346084,Stable,False,False,V-shaped,0.8699060075812999,False,,0.0,,69.0,SELL,85
ACAD,22.6031,-8.71122778675283,-11.116397955171053,23.784775465498353,-3.3306327831217257,-1.9761769730031378,-0.299707850543627,-0.22571153985370856,-0.08691084230780516,Decelerating,False,True,V-shaped,1.3137311215356582,False,,0.0,,30.0,SELL,85
ABM,43.98,-3.6582694414019734,1.7584451642757903,-16.180674671240713,-1.4268452386580097,0.2036790604589991,0.01725352557422366,0.08248459479819663,-0.0058382927569105465,Stable,False,False,V-shaped,0.9343687769362191,False,,0.0,,102.0,SELL,85
AAL,12.485,-10.885082084225562,-12.324438202247201,-6.479400749063668,-4.185153562430004,-1.7465268582491371,-0.41805750912708345,-0.2556731843297457,-0.08993338992591159,Decelerating,False,True,V-shaped,1.0934399586041885,False,,0.0,,30.0,SELL,85
AEIS,325.165,23.62278067140633,54.15046932777094,203.6371276496405,9.299519259210534,6.797860265773443,0.10657950243800629,0.15912599438929262,0.09892256922758932,Accelerating,True,False,V-shaped,0.95666917859845,False,,0.0,30.0,,STRONG_BUY,90
AEM,236.37,19.771978718013685,39.229545856158325,146.55262334411182,6.171630393752363,3.4463239666676877,0.34660749827184917,0.2340160694615941,0.10570953555634047,Accelerating,True,False,V-shaped,0.8266203864445854,False,,0.0,30.0,,STRONG_BUY,90
AGF,9.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0,0.0,Stable,False,False,Slow,0.1,False,,0.0,,,HOLD,50
AG,28.8,30.67150635208713,81.01822752985544,435.3159851301116,5.2676762478439265,4.998032506478576,0.6224458048097203,0.32742886860834397,0.1020896637653653,Accelerating,True,False,V-shaped,1.0400389919530237,False,,0.0,30.0,,STRONG_BUY,90
AGG,100.5397,0.8422266800401035,0.34903683002296404,1.647659488423825,2.7634927114248096,0.526945255998612,0.016788734658780065,0.007557559013880088,0.002333182820559351,Stable,False,False,Slow,1.361326584237808,False,,0.0,51.0,,HOLD,50
AFL,111.85,-0.16958229203857256,2.7749701369107704,3.949814126394058,-0.13919017225896596,1.0403747584686784,0.03056052240111874,0.057108072685843045,0.020647565248964838,Stable,False,False,V-shaped,1.3500719945126023,False,,0.0,45.0,,HOLD,50
AIQ,49.17,-3.6637931034482762,-2.5178429817604986,28.41472969443719,-2.324205665770058,-0.629404517997208,-0.08143307279598287,-0.0777685103915078,0.0016868922512924087,Stable,False,False,V-shaped,1.1815196192953392,False,,0.0,,66.0,SELL,85
AGI,53.07,38.600156698877,46.683250414593694,129.44228274967577,10.038405255314155,3.701524179835358,0.3740372476325979,0.24216367598782979,0.12021396934489996,Accelerating,True,False,V-shaped,0.8846467070461093,False,,0.0,30.0,,STRONG_BUY,90
AIA,109.38,0.09150805270863316,13.913767965007295,49.202018824171326,0.04114910989767522,2.9715478432888784,0.06900761103308004,0.10003767500366617,0.03344571578253365,Accelerating,True,False,V-shaped,1.405461361955188,False,,0.0,35.0,,STRONG_BUY,90
ALAB,110.74,-30.141307090587944,-22.526934378060727,59.04064340083297,-3.7344943654262894,-1.2311527910634628,-0.05132756173903327,0.08852042088831352,-0.121441761587209,Decelerating,False,True,V-shaped,1.3789379787005038,False,,0.0,,79.0,SELL,85
