ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
RGC,29.28,28.94,1.17,OPTIMAL,95,1.48,0.9,28.85,1.49,,,,0.104,-57.0,78.1,83.0,clean,55.5,WARNING,-26.8,0,Deep Decline,0.55,3.94,7.53,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",77.2
PUMP,15.68,15.24,2.91,OPTIMAL,95,1.48,0.9,16.7,-6.13,,,,0.474,251.5,82.6,48.0,clean,45.9,CAUTION,-15.2,3,Parabolic,-5.66,14.87,39.5,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",75.9
CGON,69.62,68.05,2.31,OPTIMAL,95,1.48,0.9,67.18,3.63,,,,0.024,-19.0,87.4,15.0,clean,40.0,CAUTION,-5.4,3,Parabolic,5.06,1.55,38.24,XLV,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",75.8
DFTX,22.05,21.69,1.64,OPTIMAL,95,1.48,0.9,21.91,0.62,,,,0.001,-4.8,78.7,76.0,clean,47.4,CAUTION,-16.0,3,Parabolic,1.61,2.94,30.47,XLI,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",75.0
CELC,131.06,122.47,7.01,OPTIMAL,90,1.5,1.11,129.96,0.84,,,,0.398,160.6,86.3,20.0,stalling,43.3,CAUTION,-13.2,2,Sustained Uptrend,4.31,5.15,22.77,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",74.7
CVE,28.4,26.96,5.33,OPTIMAL,90,1.5,1.11,28.77,-1.3,,,,0.699,220.1,85.7,25.0,stalling,41.6,CAUTION,-7.9,3,Parabolic,-2.97,10.68,38.07,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",74.0
PARR,64.37,63.5,1.37,OPTIMAL,95,1.48,0.9,64.99,-0.96,,,,0.14,63.6,81.6,52.0,clean,40.0,CAUTION,-8.6,3,Parabolic,-1.5,8.26,48.66,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",73.8
EDRY,21.67,20.25,7.01,OPTIMAL,90,1.5,1.11,20.4,6.24,,,,0.036,33.7,85.5,27.0,clean,40.0,CAUTION,-9.6,3,Parabolic,6.91,8.68,68.25,IAU,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -3.47, 'median_ttg': 2.0, 'prob_good': 36.8, 'prob_bad': 43.5}",73.4
BNO,53.11,52.28,1.59,OPTIMAL,95,1.48,0.9,56.18,-5.47,,,,0.633,270.2,79.9,67.0,stalling,40.0,CAUTION,-12.7,3,Parabolic,-7.26,9.46,65.87,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",73.2
MPC,244.87,234.14,4.58,OPTIMAL,95,1.48,0.9,244.2,0.27,,,,0.658,189.7,80.0,66.0,stalling,40.0,CAUTION,-6.4,3,Parabolic,-0.52,9.55,20.63,XLE,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -2.92, 'median_ttg': 2.0, 'prob_good': 38.1, 'prob_bad': 37.4}",73.2
RVMD,141.81,128.97,9.96,OPTIMAL,90,1.5,1.11,143.11,-0.91,,,,0.095,119.4,84.6,30.0,clean,40.0,CAUTION,-8.9,3,Parabolic,1.67,47.38,45.46,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",73.1
USO,133.59,132.57,0.77,OPTIMAL,95,1.48,0.9,140.91,-5.2,,,,0.512,205.7,79.5,72.0,clean,40.0,CAUTION,-11.9,3,Parabolic,-6.45,5.22,73.52,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",73.1
HAL,39.83,39.2,1.62,OPTIMAL,95,1.48,0.9,40.98,-2.79,,,,0.552,134.8,78.8,75.0,stalling,40.0,CAUTION,-6.2,3,Parabolic,-4.39,5.68,13.87,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",72.8
