ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,37.91,21.85,62.48,76.64,143.77,483.17,1293.61,2.86,1.23,1.88,3.36,2.68,4,True,True,True,True,True,129.48,419.66,1073.93,122.79,400.7,847.29,96.35,326.11,1042.12,0.0436,XLB,0.32,0.98,clean,1.925,confirmed,none,strong_buy,94.00670251734081,97.54500818330605,91.24386252045826,6,100.0,96.0,1
CF,127.06,27.75,60.82,51.08,64.22,149.72,256.51,2.19,0.84,1.26,2.33,1.71,3,True,True,True,True,True,49.93,86.21,36.83,43.24,67.25,-189.81,16.81,-7.34,5.02,1.7066,XLE,0.48,2.33,overextended,1.955,confirmed,none,none,89.82152599173875,84.94271685761048,99.34533551554829,6,100.0,93.8,2
NSKFF,43.08,3.85,73.34,33.36,43.06,852.99,1326.32,19.07,0.45,1.29,19.81,1.55,3,True,True,True,True,True,28.77,789.47,1106.64,22.08,770.51,880.0,-4.36,695.92,1074.83,1.1465,,,-0.12,clean,,normal,none,strong_buy,86.73914737744524,84.94271685761048,98.6088379705401,6,100.0,92.7,3
ISSC,28.59,18.34,160.15,148.61,302.68,355.98,954.98,8.73,0.93,2.04,1.18,2.68,3,True,True,True,True,True,288.38,292.47,735.3,281.7,273.51,508.66,255.26,198.92,703.49,-0.2221,XLI,0.4,0.07,clean,1.368,normal,none,strong_buy,95.40955498402306,84.94271685761048,83.9607201309329,6,100.0,92.4,4
MPC,235.26,19.74,34.82,27.15,57.29,306.6,523.7,1.76,0.78,2.11,5.35,1.71,3,True,True,True,True,True,43.0,243.09,304.02,36.31,224.13,77.38,9.87,149.54,272.21,0.37,XLE,0.67,1.56,clean,1.281,normal,none,strong_buy,86.96516249707739,84.94271685761048,95.45826513911621,6,100.0,92.2,5
NYT,81.08,7.4,16.66,38.65,65.27,61.9,528.53,2.25,2.32,1.69,0.95,8.54,4,True,True,True,True,True,50.97,-1.61,308.84,44.29,-20.57,82.2,17.85,-95.16,277.03,0.0062,,,0.47,clean,1.138,normal,none,strong_buy,82.17598004832047,97.54500818330605,89.7708674304419,6,100.0,92.1,6
EFXT,21.43,10.29,36.76,99.35,184.59,186.11,169.56,3.57,2.7,1.86,1.01,0.91,3,True,True,True,True,True,170.3,122.6,-50.12,163.62,103.64,-276.76,137.18,29.05,-81.93,-0.0671,XLI,0.38,0.14,clean,1.394,normal,none,strong_buy,90.45280960174577,84.94271685761048,87.80687397708674,6,100.0,91.7,7
COP,127.08,13.88,33.82,35.94,25.41,118.5,213.62,2.44,1.06,0.71,4.66,1.8,3,True,True,True,True,True,11.12,54.99,-6.06,4.43,36.03,-232.7,-22.01,-38.56,-37.87,0.5449,XLE,0.88,1.72,clean,1.28,normal,none,strong_buy,82.51500272776869,84.94271685761048,96.7266775777414,6,100.0,91.1,8
EZPW,25.42,0.61,28.54,42.12,79.05,346.84,779.76,46.53,1.48,1.88,4.39,2.25,4,False,True,True,True,False,64.76,283.32,560.07,58.07,264.36,333.43,31.63,189.77,528.27,-0.4841,XLI,0.51,-0.56,clean,0.853,normal,none,none,85.68311121502612,97.54500818330605,78.72340425531915,6,100.0,91.0,9
FTI,66.0,6.87,48.72,68.24,128.69,656.88,192.81,7.1,1.4,1.89,5.1,0.29,3,True,True,True,True,True,114.4,593.37,-26.87,107.71,574.41,-253.51,81.27,499.82,-58.68,-0.2138,XLE,0.5,-0.06,clean,1.145,normal,none,strong_buy,90.06312836100071,84.94271685761048,84.36988543371523,6,100.0,90.9,10
