ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
FSLY,32.75,3.64,12.7,50.02,225.22,278.18,534.69,3.49,3.94,4.5,1.24,2.37,5,True,True,True,True,True,8.75,50.36,500.9,7.69,50.3,491.29,11.7,58.02,479.19,-0.1877,,,-0.44,clean,0.969,normal,none,91.73913043478261,99.88142292490119,91.77865612648222,94.5,1
PL,36.55,3.92,30.77,41.56,67.35,139.83,1053.0,7.84,1.35,1.62,2.08,15.63,3,True,True,True,True,True,26.82,41.89,1019.21,25.76,41.83,1009.6,29.77,49.55,997.5,0.4204,,,-0.13,clean,1.202,normal,none,93.08959156785244,86.56126482213439,95.0197628458498,91.6,2
MEOH,61.51,-3.57,3.31,16.03,39.45,55.17,114.17,-0.93,4.85,2.46,1.4,2.89,4,True,True,True,True,True,-0.64,16.37,80.38,-1.7,16.31,70.78,2.31,24.03,58.67,4.4254,XLE,0.45,0.11,clean,1.691,confirmed,none,66.66007905138339,98.57707509881422,99.2094861660079,88.1,3
CLMT,34.5,-0.66,-3.9,17.59,76.11,89.25,253.85,5.89,-4.51,4.33,1.17,3.34,4,True,True,True,True,True,-7.85,17.92,220.06,-8.91,17.86,210.45,-4.9,25.58,198.34,0.9864,,,-0.83,clean,0.882,normal,buy_today,66.48221343873517,98.57707509881422,96.20553359683794,87.1,4
SYRE,51.98,1.52,3.05,26.56,71.38,211.82,306.41,2.0,8.7,2.69,2.97,4.29,4,True,True,True,True,True,-0.89,26.9,272.62,-1.96,26.84,263.02,2.05,34.56,250.91,-0.7142,VXUS,0.51,1.17,clean,1.071,normal,none,75.67852437417655,98.57707509881422,83.63636363636363,86.0,5
NATR,26.42,6.36,10.13,5.13,24.27,73.82,124.28,1.59,0.51,4.73,3.04,5.12,3,True,True,True,True,True,6.18,5.47,90.49,5.12,5.41,80.88,9.13,13.13,68.78,-0.7023,XLV,0.38,2.35,overextended,0.772,normal,none,85.82345191040842,86.56126482213439,83.87351778656127,85.4,6
PARR,60.71,-6.04,-3.08,29.23,70.06,72.28,369.89,0.51,-9.49,2.4,1.03,5.28,3,True,True,True,True,True,-7.03,29.56,336.1,-8.09,29.5,326.5,-4.08,37.22,314.39,4.5459,XLE,0.46,-1.59,stalling,1.078,normal,none,65.71805006587614,86.56126482213439,99.28853754940712,83.9,7
FTI,71.82,-1.9,3.89,13.19,48.57,88.95,185.45,-2.05,3.39,3.68,1.83,3.82,4,True,True,True,True,True,-0.06,13.52,151.66,-1.12,13.47,142.06,2.89,21.19,129.95,-0.8118,XLI,0.45,-0.36,clean,0.822,normal,buy_today,70.86297760210805,98.57707509881422,81.66007905138339,83.7,8
ECO,50.95,1.84,0.71,4.9,52.09,74.49,174.81,0.39,6.89,10.63,1.43,3.36,4,True,True,True,True,True,-3.24,5.23,141.02,-4.3,5.17,131.42,-0.29,12.9,119.31,-0.6761,VXUS,0.33,-0.64,clean,1.073,normal,none,67.00922266139658,98.57707509881422,84.66403162055336,83.4,9
EZPW,28.03,1.34,10.44,5.02,30.43,50.86,84.04,7.81,0.48,6.06,1.67,2.76,4,True,True,True,True,True,6.49,5.35,50.26,5.43,5.3,40.65,9.44,13.02,28.54,-0.9818,XLI,0.46,0.36,clean,1.05,normal,none,73.1752305665349,98.57707509881422,77.39130434782608,83.0,10
OIH,410.4,0.64,1.53,8.25,32.25,54.69,97.53,2.38,5.39,3.91,1.7,3.02,4,True,True,True,True,True,-2.42,8.58,63.74,-3.48,8.53,54.13,0.53,16.25,42.02,-0.7113,XLE,0.58,0.44,clean,0.584,thin,none,63.83399209486166,98.57707509881422,83.71541501976284,82.0,11
REX,44.53,-2.92,-2.28,19.22,38.98,39.07,146.43,0.78,-8.42,2.03,1.0,3.76,3,True,True,True,True,True,-6.23,19.56,112.64,-7.29,19.5,103.03,-3.28,27.22,90.93,1.7719,XLE,0.44,-0.81,clean,1.27,normal,buy_today,61.63372859025032,86.56126482213439,97.94466403162055,82.0,11
ORANY,21.05,0.77,2.93,5.83,24.7,36.42,60.2,3.83,1.99,4.24,1.47,2.44,4,True,True,True,True,True,-1.01,6.17,26.41,-2.07,6.11,16.8,1.94,13.83,4.7,-0.6231,,,0.46,clean,0.803,normal,none,60.57312252964427,98.57707509881422,85.92885375494072,81.7,13
CENX,65.57,-0.7,11.72,20.42,55.27,125.02,337.13,-16.83,1.74,2.71,2.26,6.1,3,True,True,True,True,True,7.78,20.76,303.34,6.71,20.7,293.74,10.72,28.42,281.63,-1.0018,IAU,0.41,0.3,clean,0.977,normal,buy_today,81.48880105401844,86.56126482213439,77.15415019762845,81.7,13
NMM,72.13,4.58,6.89,7.34,35.61,61.84,129.64,1.5,1.06,4.85,1.74,3.64,3,True,True,True,True,True,2.94,7.67,95.85,1.88,7.61,86.24,5.89,15.33,74.14,-1.0895,XLI,0.48,0.51,clean,1.032,normal,none,83.18181818181819,86.56126482213439,75.25691699604742,81.7,13
VLO,239.64,-4.71,-3.01,10.97,34.43,46.64,128.9,0.64,-3.64,3.14,1.35,3.74,3,True,True,True,True,True,-6.96,11.3,95.12,-8.02,11.24,85.51,-4.01,18.97,73.4,2.0992,XLE,0.68,-0.94,clean,0.943,normal,buy_today,59.69696969696969,86.56126482213439,98.18181818181819,81.5,16
CTVA,83.96,-1.61,0.3,7.23,21.03,30.58,50.49,-0.19,24.2,2.91,1.45,2.4,4,True,True,True,True,True,-3.65,7.56,16.7,-4.71,7.5,7.1,-0.7,15.23,-5.01,-0.0903,XLB,0.52,-1.3,clean,1.027,normal,buy_today,53.40579710144928,98.57707509881422,92.17391304347827,81.4,17
