target_date,window,similar_date,correlation
2026-02-27,25Y,2026-02-26,0.8086
2026-02-27,25Y,2026-02-25,0.7921
2026-02-27,25Y,2026-02-23,0.7584
2026-02-27,25Y,2026-02-20,0.7032
2026-02-27,25Y,2026-02-24,0.702
2026-02-27,25Y,2026-02-19,0.629
2026-02-27,25Y,2026-02-17,0.5297
2026-02-27,25Y,2026-02-18,0.5158
2026-02-27,25Y,2019-03-25,0.4813
2026-02-27,25Y,2019-03-26,0.4698
2026-02-27,25Y,2019-03-22,0.4643
2026-02-27,25Y,2009-07-09,0.464
2026-02-27,25Y,2009-07-08,0.4595
2026-02-27,25Y,2026-02-13,0.4523
2026-02-27,25Y,2019-03-28,0.4506
2026-02-27,25Y,2009-07-07,0.4406
2026-02-27,25Y,2019-03-27,0.4371
2026-02-27,25Y,2009-09-01,0.4259
2026-02-27,25Y,2009-09-02,0.4164
2026-02-27,25Y,2014-04-30,0.4162
2026-02-27,25Y,2019-03-21,0.4151
2026-02-27,25Y,2014-05-01,0.4148
2026-02-27,25Y,2022-12-12,0.4111
2026-02-27,25Y,2014-05-06,0.4103
2026-02-27,25Y,2009-09-03,0.4061
2026-02-27,25Y,2014-05-05,0.4019
2026-02-27,25Y,2020-06-30,0.3967
2026-02-27,25Y,2025-03-24,0.3965
2026-02-27,25Y,2019-03-20,0.3947
2026-02-27,25Y,2009-07-10,0.3946
2026-02-27,25Y,2014-05-07,0.3941
2026-02-27,25Y,2016-04-11,0.3941
2026-02-27,25Y,2011-12-30,0.3897
2026-02-27,25Y,2016-04-08,0.3873
2026-02-27,25Y,2020-06-29,0.3867
2026-02-27,25Y,2014-05-09,0.3866
2026-02-27,25Y,2004-02-19,0.385
2026-02-27,25Y,2022-12-20,0.385
2026-02-27,25Y,2025-06-13,0.3849
2026-02-27,25Y,2025-06-12,0.3775
2026-02-27,25Y,2023-01-04,0.3772
2026-02-27,25Y,2022-12-13,0.3765
2026-02-27,25Y,2009-05-13,0.3761
2026-02-27,25Y,2014-05-02,0.3739
2026-02-27,25Y,2016-04-20,0.3731
2026-02-27,25Y,2012-01-03,0.3726
2026-02-27,25Y,2009-07-06,0.3726
2026-02-27,25Y,2016-04-21,0.372
2026-02-27,25Y,2023-01-03,0.3714
2026-02-27,25Y,2024-01-31,0.3702
2026-02-27,25Y,2024-02-01,0.3696
2026-02-27,25Y,2014-05-08,0.3677
2026-02-27,25Y,2004-02-20,0.3672
2026-02-27,25Y,2009-05-14,0.3623
2026-02-27,25Y,2004-02-24,0.3615
2026-02-27,25Y,2009-05-15,0.3614
2026-02-27,25Y,2012-01-04,0.3613
2026-02-27,25Y,2020-07-02,0.3612
2026-02-27,25Y,2022-12-19,0.3604
2026-02-27,25Y,2025-07-10,0.36
2026-02-27,25Y,2022-12-30,0.3583
2026-02-27,25Y,2014-04-28,0.3582
2026-02-27,25Y,2016-04-19,0.3575
2026-02-27,25Y,2003-05-22,0.3572
2026-02-27,25Y,2009-05-12,0.3566
2026-02-27,25Y,2010-11-12,0.3564
2026-02-27,25Y,2019-04-11,0.3551
2026-02-27,25Y,2015-12-08,0.3549
2026-02-27,25Y,2020-06-26,0.354
2026-02-27,25Y,2019-04-15,0.3525
2026-02-27,25Y,2021-02-01,0.3519
2026-02-27,25Y,2002-03-15,0.3509
2026-02-27,25Y,2020-07-01,0.3505
2026-02-27,25Y,2009-07-13,0.3479
2026-02-27,25Y,2014-04-29,0.3479
2026-02-27,25Y,2012-03-21,0.3463
2026-02-27,25Y,2024-01-30,0.3454
2026-02-27,25Y,2016-04-28,0.345
2026-02-27,25Y,2025-07-09,0.3448
2026-02-27,25Y,2020-06-17,0.3448
2026-02-27,25Y,2025-07-14,0.3448
2026-02-27,25Y,2025-07-11,0.3438
2026-02-27,25Y,2020-06-11,0.3429
2026-02-27,25Y,2016-04-29,0.3427
2026-02-27,25Y,2013-03-18,0.3425
2026-02-27,25Y,2022-12-21,0.3423
2026-02-27,25Y,2003-06-09,0.342
2026-02-27,25Y,2006-01-13,0.3419
2026-02-27,25Y,2002-03-13,0.3409
2026-02-27,25Y,2026-02-05,0.3403
2026-02-27,25Y,2020-06-25,0.3399
2026-02-27,25Y,2009-09-04,0.3382
2026-02-27,25Y,2002-03-18,0.3382
2026-02-27,25Y,2016-04-18,0.3377
2026-02-27,25Y,2009-08-31,0.3356
2026-02-27,25Y,2010-11-11,0.3354
2026-02-27,25Y,2015-12-03,0.3347
2026-02-27,25Y,2024-01-03,0.3338
2026-02-27,25Y,2009-07-02,0.3335
2026-02-27,25Y,2025-07-08,0.333
2026-02-27,5Y,2026-02-26,0.8086
2026-02-27,5Y,2026-02-25,0.7921
2026-02-27,5Y,2026-02-23,0.7584
2026-02-27,5Y,2026-02-20,0.7032
2026-02-27,5Y,2026-02-24,0.702
2026-02-27,5Y,2026-02-19,0.629
2026-02-27,5Y,2026-02-17,0.5297
2026-02-27,5Y,2026-02-18,0.5158
2026-02-27,5Y,2026-02-13,0.4523
2026-02-27,5Y,2022-12-12,0.4111
2026-02-27,5Y,2025-03-24,0.3965
2026-02-27,5Y,2022-12-20,0.385
2026-02-27,5Y,2025-06-13,0.3849
2026-02-27,5Y,2025-06-12,0.3775
2026-02-27,5Y,2023-01-04,0.3772
2026-02-27,5Y,2022-12-13,0.3765
2026-02-27,5Y,2023-01-03,0.3714
2026-02-27,5Y,2024-01-31,0.3702
2026-02-27,5Y,2024-02-01,0.3696
2026-02-27,5Y,2022-12-19,0.3604
2026-02-27,5Y,2025-07-10,0.36
2026-02-27,5Y,2022-12-30,0.3583
2026-02-27,5Y,2024-01-30,0.3454
2026-02-27,5Y,2025-07-09,0.3448
2026-02-27,5Y,2025-07-14,0.3448
2026-02-27,5Y,2025-07-11,0.3438
2026-02-27,5Y,2022-12-21,0.3423
2026-02-27,5Y,2026-02-05,0.3403
2026-02-27,5Y,2024-01-03,0.3338
2026-02-27,5Y,2025-07-08,0.333
