ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
HAL,XLE,23.0,84.7,131.0,80.4,,,,,,,6.0,,,90.2,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
LHX,XLI,38.0,80.9,18.0,88.8,,,,,,,8.0,,,84.1,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
NORW,VXUS,60.0,77.9,46.0,85.5,,,,,,4.2,,,,85.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
DBC,IAU,78.0,75.9,80.0,83.6,,,,,,3.4,,,,84.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
CW,XLI,132.0,70.9,46.0,85.5,,,,,,,5.0,,,83.6,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
TNGX,--,1.0,98.1,69.0,83.9,,,,,,,,,,88.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CIEN,XLK,4.0,94.2,44.0,85.6,,,,,,,2.0,,,85.8,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Technology
LINC,--,6.0,92.0,1.0,94.8,,,,,,,,,,81.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
GPRE,XLE,7.0,91.7,75.0,83.8,,,,,,,,,,81.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TERN,--,7.0,91.7,104.0,82.2,,,,,,,,,,91.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PBR,XLE,9.0,90.8,4.0,91.5,,,,,,,7.0,,,78.3,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Energy
MNMD,--,10.0,89.7,62.0,84.4,,,,,,,,,,85.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
XOP,XLE,11.0,88.9,75.0,83.8,,,,,,4.8,,,,78.5,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
PWR,XLI,13.0,88.3,5.0,91.4,,,,,,,3.0,,,89.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
NYT,XLC,14.0,87.2,2.0,91.9,,,,,,,4.0,,,84.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Communication Services
FANG,XLE,15.0,87.1,92.0,83.2,,,,,,,2.0,,,90.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
LBRT,XLI,16.0,86.2,146.0,79.5,,,,,,,,,,85.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
EOG,XLE,17.0,85.7,110.0,81.8,,,,,,,2.0,,,88.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
CTRA,XLE,19.0,85.4,101.0,82.4,,,,,,,4.0,,,85.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
AROC,XLI,21.0,85.0,27.0,88.1,,,,,,,,,,84.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
REX,XLF,26.0,83.4,34.0,87.0,,,,,,,,,,85.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
NEE,XLU,27.0,83.3,55.0,84.9,,,,,,,5.0,,,64.2,CAUTION,bearish,3,"['ranker', 'ranker_long', 'stock_secrot']",Utilities
TIGO,XLRE,29.0,82.8,41.0,85.8,,,,,,,,,,86.5,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",
MAZE,--,30.0,82.6,136.0,80.2,,,,,,,,,,82.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PLXS,XLI,32.0,81.6,113.0,81.7,,,,,,,,,,84.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
EZPW,XLI,33.0,81.4,3.0,91.7,,,,,,,,,,84.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
OSIS,XLI,34.0,81.3,29.0,87.6,,,,,,,,,,83.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
FTI,XLI,36.0,81.2,9.0,91.2,,,,,,,4.0,,,88.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
MPC,XLE,41.0,80.2,8.0,91.3,,,,,,,1.0,,,89.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
HOLX,--,43.0,79.9,69.0,83.9,,,,,,,1.0,,,81.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
COP,XLE,46.0,79.6,13.0,90.2,,,,,,,4.0,,,85.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
PSX,XLE,47.0,79.5,61.0,84.5,,,,,,,3.0,,,88.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
XOM,XLE,50.0,79.0,67.0,84.1,,,,,,,3.0,,,85.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
CVX,XLE,52.0,78.8,89.0,83.3,,,,,,,4.0,,,85.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
XLU,XLU,54.0,78.6,38.0,86.3,,,,,,3.9,,,,74.0,CAUTION,bearish,3,"['ranker', 'ranker_long', 'secrot']",
HALFF,--,56.0,78.5,123.0,80.8,,,,,,2.0,,,,60.6,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
VPU,XLU,59.0,78.0,41.0,85.8,,,,,,3.9,,,,73.7,CAUTION,bearish,3,"['ranker', 'ranker_long', 'secrot']",
DVN,XLE,62.0,77.8,68.0,84.0,,,,,,,3.0,,,82.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
LYB,XLE,70.0,77.2,110.0,81.8,,,,,,,4.0,,,80.3,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Basic Materials
