ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
AJG,216.28,216.2,0.03,OPTIMAL,95,1.48,0.9,213.03,1.52,,,,0.214,-60.0,66.9,163.0,clean,94.9,WARNING,-19.0,0,Deep Decline,0.0,-5.67,-17.81,XLF,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",85.1
BBY,64.45,62.89,2.49,OPTIMAL,95,1.48,0.9,62.67,2.84,,,,0.2,-45.4,76.2,70.0,clean,81.4,WARNING,-12.2,0,Deep Decline,4.44,4.64,-5.0,XLF,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",84.3
CLOU,19.38,19.37,0.05,OPTIMAL,95,1.48,0.9,19.5,-0.62,,,,0.135,-26.3,58.6,325.0,clean,97.6,BREAKDOWN,-15.8,0,Deep Decline,0.41,2.43,-15.22,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",83.0
PDD,102.0,102.0,-0.0,OPTIMAL,95,1.48,0.9,99.21,2.81,,,,0.151,-39.1,53.1,504.0,clean,100.0,BREAKDOWN,-18.6,0,Deep Decline,3.99,-0.8,-10.64,SPY,index,Index,6.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",81.8
PANW,159.97,158.03,1.23,OPTIMAL,95,1.48,0.9,159.38,0.37,,,,0.172,-65.1,60.0,297.0,clean,88.4,WARNING,-18.5,0,Deep Decline,1.76,6.54,-14.39,,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",80.8
SOXS,41.79,38.44,8.72,OPTIMAL,90,1.5,1.11,40.38,3.49,,,,0.036,53.6,65.9,183.0,clean,86.8,WARNING,-33.5,0,Deep Decline,11.56,16.73,-30.81,,equity,Equity,,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",80.6
ALLY,39.07,38.98,0.24,OPTIMAL,95,1.48,0.9,38.6,1.22,,,,0.001,-3.1,53.5,489.0,clean,94.3,WARNING,-17.4,0,Deep Decline,-1.14,-1.71,-14.64,XLF,equity,Equity,19.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",80.3
SYF,68.02,67.68,0.5,OPTIMAL,95,1.48,0.9,66.45,2.35,,,,0.029,-16.6,54.0,469.0,clean,90.7,WARNING,-23.4,0,Deep Decline,1.11,-0.91,-19.74,XLF,equity,Equity,19.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",79.4
ZM,79.62,78.46,1.47,OPTIMAL,95,1.48,0.9,77.72,2.45,,,,0.285,45.4,56.2,398.0,clean,87.8,WARNING,-18.4,0,Deep Decline,4.79,9.49,-7.77,QQQ,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",79.3
WMT,124.14,124.12,0.01,OPTIMAL,95,1.48,0.9,122.01,1.74,,,,0.286,-38.4,80.6,33.0,clean,58.4,CAUTION,-7.8,2,Sustained Uptrend,1.71,-2.33,10.32,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",79.0
KKR,92.55,91.27,1.4,OPTIMAL,95,1.48,0.9,90.33,2.45,,,,0.011,-12.7,51.9,561.0,clean,91.1,WARNING,-32.6,0,Deep Decline,1.8,2.14,-28.49,XLF,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",78.7
BX,114.32,112.26,1.83,OPTIMAL,95,1.48,0.9,110.68,3.29,,,,0.003,-6.8,57.6,358.0,clean,83.2,WARNING,-30.8,0,Deep Decline,5.87,-0.88,-26.31,XLF,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -1.18, 'median_ttg': 2.0, 'prob_good': 50.9, 'prob_bad': 37.7}",78.4
