ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.0,10,bullish,-2.07,-1.09,-2.93,-11.25,2.36,-1.03,-2.0,-1.09,-0.58,,,72.0,,,72.0,,,72.0
ACWI,ACWI,3.1,10,bullish,-1.76,-0.68,-2.82,-8.34,-4.98,-1.73,-2.0,-1.26,-0.46,,,73.0,,,73.0,,,73.0
ACWX,ACWX,3.1,10,bullish,-1.22,0.46,-2.24,-10.66,-0.86,-2.0,-2.0,-0.97,0.04,,,73.0,,,73.0,,,73.0
AFK,Africa,3.1,10,bullish,-0.56,1.75,-1.38,-17.91,-6.54,-2.0,-2.0,-0.65,0.28,,,72.0,,,72.0,,,72.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,54.0,,,54.0,,,54.0
AGG,Agg Bond,3.0,10,bullish,-0.17,-0.07,-0.62,-2.58,-1.43,-1.74,-2.0,-0.86,-0.13,,,92.0,,,92.0,,,92.0
AIA,AIA,3.0,10,bullish,-3.45,-1.77,-2.93,-11.56,8.58,-0.33,-2.0,-0.92,-0.7,,,73.0,,,73.0,,,73.0
AIQ,AIQ,3.2,10,bullish,-3.56,-3.07,-5.04,-9.12,-10.76,-1.62,-1.7,-1.34,-1.05,,,42.0,,,42.0,,,42.0
AIRR,AIRR,3.6,10,bullish,-1.09,3.1,2.28,-7.35,9.26,-0.15,-1.94,0.08,0.68,,,49.0,,,49.0,,,49.0
ALAI,ALAI,4.1,10,bullish,-4.01,-3.17,-4.47,-8.03,-13.27,-1.28,-1.39,-1.19,-1.03,,,6.0,,,6.0,,,6.0
AMG,AMG,3.0,10,bullish,-0.9,-1.84,0.41,-12.74,-6.21,-1.56,-2.0,-0.33,-0.69,,,100.0,,,100.0,,,100.0
APIE,APIE,3.3,10,bullish,-0.96,1.04,-2.47,-10.64,-3.45,-2.0,-2.0,-0.91,0.3,,,12.0,,,12.0,,,12.0
APO,APO,5.9,10,bullish,-0.92,-1.58,5.54,-3.65,-25.95,-1.58,-0.21,0.89,-0.22,,,55.0,,,55.0,,,55.0
ARES,ARES,4.2,10,bullish,2.45,2.61,6.76,-8.0,-35.74,-1.67,-0.47,0.93,0.54,,,49.0,,,49.0,,,49.0
ARGT,ARGT,3.4,10,bullish,1.8,4.32,4.37,-2.03,-3.18,-0.44,-0.28,0.49,0.68,,,55.0,,,55.0,,,55.0
ARKF,ARKF,3.0,10,bullish,-4.62,-6.51,-7.73,-6.96,-25.29,-1.19,-0.73,-1.15,-1.32,,,40.0,,,40.0,,,40.0
ARKG,ARKG,0.0,10,bearish,-4.26,-2.09,-3.24,-16.54,-15.49,-1.35,-1.87,-0.54,-0.45,,,49.0,,,49.0,,,49.0
ARKK,ARKK,3.0,10,bullish,-5.09,-5.29,-6.78,-12.22,-18.8,-1.14,-1.37,-1.11,-1.11,,,49.0,,,49.0,,,49.0
ARKQ,ARKQ,3.0,10,bullish,-3.71,-2.24,-4.41,-10.05,-6.18,-1.17,-1.57,-1.05,-0.71,,,49.0,,,49.0,,,49.0
ARKW,ARKW,0.0,10,bearish,-4.68,-5.93,-7.23,-8.13,-24.26,-1.19,-0.9,-1.15,-1.26,,,49.0,,,49.0,,,49.0
ARKX,ARKX,3.0,10,bullish,-3.14,-2.85,-4.72,-9.6,-2.5,-1.03,-1.45,-1.06,-0.84,,,31.0,,,31.0,,,31.0
ARTY,ARTY,3.3,10,bullish,-4.61,-3.19,-4.47,-10.71,-4.67,-0.9,-1.75,-1.13,-0.98,,,42.0,,,42.0,,,42.0
