ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
GSG,XLE,46.0,78.9,139.0,76.3,,,,,,2.0,,,,81.1,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
PBR,XLE,50.0,78.1,66.0,81.8,,,,,,,7.0,,,85.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
CW,XLI,53.0,77.6,96.0,79.4,,,,,,,5.0,,,87.7,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
LHX,XLI,58.0,76.9,41.0,84.3,,,,,,,8.0,,,83.4,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
DBC,IAU,60.0,76.5,102.0,79.1,,,,,,2.0,,,,85.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
RAAX,IAU,65.0,75.7,117.0,77.9,,,,,,3.0,,,,83.6,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
PPA,XLI,76.0,73.9,70.0,81.5,,,,,,4.8,,,,80.6,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
PHYS,IAU,84.0,72.7,2.0,91.2,,,,,,3.3,6.0,,,63.8,CAUTION,none,4,"['ranker', 'ranker_long', 'secrot', 'stock_secrot']",Financial Services
XLE,XLE,100.0,71.3,93.0,79.6,,,,,,2.6,,,,82.9,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
IEO,XLE,103.0,71.0,150.0,74.8,,,,,,2.7,,,,92.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
VDE,XLE,105.0,70.8,98.0,79.2,,,,,,2.6,,,,82.9,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
DBO,XLE,108.0,70.7,51.0,83.4,,,,,,2.0,,,,80.4,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
SII,IAU,109.0,70.6,13.0,88.2,,,,,,3.4,,,,82.1,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
LMT,XLI,142.0,65.8,35.0,85.0,,,,,,,7.0,,,82.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
ERAS,--,1.0,97.6,112.0,78.2,,,,,,,,,,90.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
