ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,41.64,17.46,71.57,92.16,163.88,545.58,1425.27,4.1,1.29,1.78,3.33,2.61,4,True,True,True,True,True,149.47,477.81,1202.27,144.08,457.2,978.87,113.46,387.6,1174.58,-0.0411,XLB,0.35,0.66,clean,1.763,confirmed,none,strong_buy,93.57945425361156,96.50882825040128,88.52327447833066,6,100.0,95.1,1
ISSC,26.07,4.03,43.01,111.26,277.83,296.2,902.69,10.67,2.59,2.5,1.07,3.05,4,False,True,True,True,False,263.42,228.43,679.69,258.02,207.82,456.29,227.4,138.22,651.99,-0.2062,XLI,0.38,-0.36,clean,1.48,normal,none,none,90.10548039440494,96.50882825040128,84.67094703049759,6,100.0,93.3,2
CLMT,29.99,2.53,50.33,62.02,136.7,463.72,144.02,19.89,1.23,2.2,3.39,0.31,3,True,True,True,True,True,122.29,395.95,-78.99,116.9,375.34,-302.38,86.28,305.74,-106.68,1.201,,,-0.3,clean,1.401,normal,none,strong_buy,86.98692960330199,81.70144462279293,98.7158908507223,6,100.0,92.2,3
VLO,234.54,17.67,43.41,37.65,77.75,218.24,255.69,2.46,0.87,2.07,2.81,1.17,3,True,True,True,True,True,63.34,150.47,32.69,57.95,129.86,-190.71,27.33,60.26,5.0,0.329,XLE,0.67,1.24,clean,1.488,normal,none,strong_buy,86.77673316517618,81.70144462279293,94.9438202247191,6,100.0,91.4,4
EFXT,21.68,8.67,41.51,96.2,175.83,210.6,187.15,4.79,2.32,1.83,1.2,0.89,3,True,True,True,True,True,161.42,142.83,-35.85,156.03,122.22,-259.25,125.4,52.62,-63.55,-0.0918,XLI,0.37,-0.04,clean,1.541,confirmed,none,strong_buy,89.29526866926547,81.70144462279293,87.1589085072231,6,100.0,90.6,5
EZPW,25.62,0.75,30.12,42.65,72.06,359.14,815.0,40.31,1.42,1.69,4.98,2.27,4,False,True,True,True,False,57.65,291.37,591.99,52.26,270.76,368.6,21.64,201.15,564.3,-0.4802,XLI,0.51,-0.55,clean,0.829,normal,none,none,82.93013834747383,96.50882825040128,78.49117174959872,6,100.0,89.9,6
PBR,19.83,19.89,69.2,50.68,41.95,140.95,286.55,3.48,0.73,0.83,3.36,2.03,3,True,True,True,True,True,27.54,73.17,63.54,22.15,52.57,-159.85,-8.48,-17.04,35.85,-0.069,XLE,0.54,1.42,clean,1.446,normal,none,strong_buy,86.68883283650538,81.70144462279293,87.80096308186197,6,100.0,89.9,6
FTI,70.79,8.24,57.45,77.73,137.23,798.35,219.45,6.97,1.35,1.77,5.82,0.27,3,True,True,True,True,True,122.82,730.58,-3.56,117.43,709.97,-226.95,86.81,640.36,-31.25,-0.2883,XLE,0.5,0.06,clean,1.223,normal,none,strong_buy,90.22013299701904,81.70144462279293,82.5040128410915,6,100.0,89.9,6
FORM,108.04,7.41,86.49,191.28,233.96,145.03,1356.0,11.67,2.21,1.22,0.62,9.35,3,True,True,True,True,True,219.55,77.26,1132.99,214.15,56.65,909.59,183.53,-12.95,1105.3,-0.4614,XLI,0.4,-0.16,clean,1.168,normal,none,strong_buy,92.01253535121913,81.70144462279293,79.0529695024077,6,100.0,89.8,9
NYT,85.18,12.32,20.79,46.99,75.2,75.2,570.71,1.69,2.26,1.6,1.0,7.59,3,True,True,True,True,True,60.79,7.42,347.7,55.39,-13.18,124.31,24.77,-82.79,320.01,-0.0028,,,1.21,clean,1.203,normal,none,strong_buy,82.95497974470688,81.70144462279293,89.8876404494382,6,100.0,89.2,10
WMT,123.06,-2.91,9.29,20.04,40.66,183.94,443.07,-3.19,2.16,2.03,4.52,2.41,4,False,False,True,True,False,26.25,116.17,220.07,20.85,95.56,-3.33,-9.77,25.96,192.37,0.0899,XLP,0.62,-0.86,clean,0.874,normal,none,none,69.69158449896813,96.50882825040128,91.73354735152488,6,100.0,88.6,11
PWR,573.53,0.94,32.45,47.24,106.01,568.37,2484.63,34.65,1.46,2.24,5.36,4.37,4,True,True,True,True,True,91.6,500.6,2261.63,86.21,479.99,2038.23,55.59,410.39,2233.93,-0.8074,XLI,0.6,-0.66,clean,1.09,normal,none,strong_buy,85.34357563250019,96.50882825040128,67.41573033707866,6,100.0,88.4,12
PARXF,19.06,17.51,46.84,39.12,97.72,13.38,139.75,2.68,0.84,2.5,0.14,10.44,3,True,True,True,True,True,83.31,-54.39,-83.26,77.92,-74.99,-306.65,47.29,-144.6,-110.95,-0.1318,XLE,0.46,1.08,clean,1.684,confirmed,none,strong_buy,82.16005503324925,81.70144462279293,86.4365971107544,6,100.0,88.3,13
TEN,38.23,16.48,70.29,63.17,128.92,272.25,15.5,4.26,0.9,2.04,2.11,0.06,3,True,True,True,True,True,114.51,204.48,-207.51,109.12,183.87,-430.9,78.5,114.26,-235.2,-0.5407,,,0.85,clean,2.095,confirmed,none,strong_buy,88.95513261484369,81.70144462279293,76.48475120385233,6,100.0,88.3,13
UNF,262.22,12.54,32.68,56.93,32.72,14.5,140.24,2.61,1.74,0.57,0.44,9.67,3,True,True,True,True,True,18.31,-53.28,-82.77,12.92,-73.88,-306.16,-17.7,-143.49,-110.46,0.1312,,,0.99,clean,1.99,confirmed,none,strong_buy,77.91408698310786,81.70144462279293,92.37560192616372,6,100.0,88.2,15
ESE,288.9,1.17,44.15,33.82,73.6,160.53,686.55,37.75,0.77,2.18,2.18,4.28,4,True,True,True,True,True,59.19,92.75,463.54,53.8,72.15,240.15,23.17,2.54,435.85,-0.8154,XLI,0.55,-0.39,clean,1.133,normal,none,strong_buy,82.76771382710388,96.50882825040128,67.1749598715891,6,100.0,87.6,16
BG,125.4,2.36,39.66,59.83,72.44,59.68,128.75,16.81,1.51,1.21,0.82,2.16,3,True,True,True,True,True,58.03,-8.09,-94.26,52.64,-28.7,-317.65,22.02,-98.3,-121.95,-0.2195,XLB,0.4,-0.25,clean,1.226,normal,none,strong_buy,81.1702208973477,81.70144462279293,84.18940609951846,6,100.0,87.5,17
CW,702.07,-1.46,23.59,35.48,108.8,484.18,887.16,-16.19,1.5,3.07,4.45,1.83,4,True,True,True,True,True,94.39,416.41,664.16,89.0,395.8,440.76,58.38,326.2,636.46,-0.7848,XLI,0.64,-0.91,clean,1.479,normal,none,none,81.30016051364366,96.50882825040128,68.69983948635634,6,100.0,87.4,18
PBF,49.33,40.58,88.86,55.42,150.79,243.28,52.96,2.19,0.62,2.72,1.61,0.22,2,True,True,True,True,True,136.38,175.51,-170.04,130.99,154.9,-393.44,100.36,85.3,-197.74,1.3347,XLE,0.56,1.64,clean,1.398,normal,none,none,90.54116028433845,51.52487961476726,98.95666131621188,6,100.0,87.3,19
RTX,195.0,-1.74,5.02,21.47,44.78,150.19,239.13,-2.88,4.28,2.09,3.35,1.59,4,False,False,True,True,False,30.37,82.42,16.12,24.97,61.81,-207.27,-5.65,-7.79,-11.57,-0.1476,XLI,0.48,-1.13,clean,1.174,normal,none,none,69.06863869143163,96.50882825040128,86.03531300160515,6,100.0,87.2,20
