ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
EC,XLE,8.0,87.4,92.0,80.9,,,,,,,7.0,,,85.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
MUFG,VGK,29.0,80.8,82.0,81.5,,,,,,,5.0,,,89.7,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Financial Services
SMFG,VGK,40.0,78.6,73.0,82.0,,,,,,,5.0,,,89.2,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Financial Services
MKSI,VXUS,66.0,76.0,95.0,80.7,,,,,,,6.0,,,81.7,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
CW,XLI,73.0,75.3,109.0,79.8,,,,,,,5.0,,,91.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
LRCX,VXUS,111.0,71.8,114.0,79.6,,,,,,,5.0,,,85.0,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
AXSM,XLV,2.0,91.2,2.0,92.4,,,,,,,,,,90.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CALY,HYG,4.0,89.9,89.0,81.1,,,,,,,,,,84.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
SNDK,XLK,5.0,88.5,,,,,,,,,6.0,,,89.0,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Technology
CECO,XLB,7.0,87.5,17.0,86.9,,,,,,,,,,87.4,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
AXGN,XLRE,8.0,87.4,34.0,84.9,,,,,,,,,,85.2,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
LQDA,XLV,11.0,86.5,41.0,84.1,,,,,,,,,,87.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
FRO,XLF,12.0,86.3,8.0,90.3,,,,,,,,,,93.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ROST,XLI,14.0,86.0,36.0,84.8,,,,,,,3.0,,,91.3,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Cyclical
CHRW,XLF,17.0,84.6,121.0,79.4,,,,,,,3.0,,,82.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
DVA,--,18.0,84.4,22.0,86.2,,,,,,,,,,82.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
NMM,--,20.0,84.2,26.0,85.8,,,,,,,,,,80.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
MUSA,XLE,21.0,83.6,3.0,91.8,,,,,,,,,,88.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
MNST,XLP,23.0,83.4,41.0,84.1,,,,,,,4.0,,,89.1,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Defensive
TIGO,VGK,24.0,83.2,104.0,80.2,,,,,,,,,,83.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CASY,XLP,26.0,81.9,10.0,89.7,,,,,,,5.0,,,60.0,CAUTION,bearish,3,"['ranker', 'ranker_long', 'stock_secrot']",Consumer Cyclical
VLO,XLE,27.0,81.8,6.0,90.9,,,,,,,4.0,,,87.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
MATX,VGK,32.0,80.1,30.0,85.4,,,,,,,,,,89.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
KLAC,QQQ,34.0,80.0,53.0,82.9,,,,,,,5.0,,,79.3,CAUTION,bullish,3,"['ranker', 'ranker_long', 'stock_secrot']",Technology
SCHL,--,37.0,79.0,19.0,86.8,,,,,,,,,,88.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TTMI,VXUS,39.0,78.8,76.0,81.8,,,,,,,,,,89.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
MPC,XLE,43.0,78.4,6.0,90.9,,,,,,,1.0,,,83.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
CSX,XLI,43.0,78.4,44.0,83.8,,,,,,,4.0,,,89.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
WEBC,--,43.0,78.4,13.0,87.4,,,,,,,,,,90.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
RY,VGK,47.0,78.3,89.0,81.1,,,,,,,3.0,,,87.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
TD,VGK,47.0,78.3,101.0,80.5,,,,,,,3.0,,,87.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
GL,XLF,49.0,78.1,50.0,83.2,,,,,,,0.0,,,88.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
TRGP,XLE,50.0,77.9,34.0,84.9,,,,,,,4.0,,,88.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
GWW,XLI,50.0,77.9,68.0,82.2,,,,,,,3.0,,,84.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
AMX,XLB,52.0,77.8,95.0,80.7,,,,,,,1.0,,,80.9,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Communication Services
JBHT,XLI,52.0,77.8,17.0,86.9,,,,,,,4.0,,,85.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
TVTX,XLY,54.0,77.7,149.0,78.2,,,,,,,,,,84.5,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",
TJX,XLF,55.0,77.6,82.0,81.5,,,,,,,1.0,,,82.6,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Cyclical
XPO,XLI,56.0,77.5,26.0,85.8,,,,,,,2.0,,,90.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
DCOM,XLI,58.0,77.0,82.0,81.5,,,,,,,,,,85.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
DFTX,XLV,61.0,76.8,136.0,78.6,,,,,,,,,,87.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
BMO,VGK,66.0,76.0,122.0,79.3,,,,,,,3.0,,,88.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Financial Services
RVMD,--,68.0,75.8,62.0,82.4,,,,,,,5.0,,,77.3,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Healthcare
EXEL,XLB,68.0,75.8,44.0,83.8,,,,,,,0.0,,,85.7,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
DOCN,XLK,74.0,75.1,54.0,82.8,,,,,,,,,,86.8,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
FDX,XLI,76.0,74.8,114.0,79.6,,,,,,,3.0,,,86.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
INTC,QQQ,76.0,74.8,,,,,,,,,5.0,,,82.9,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Technology
FLXS,XLB,79.0,74.6,47.0,83.3,,,,,,,,,,93.7,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
XPH,XLY,79.0,74.6,,,,,,,,3.2,,,,88.8,HEALTHY,bearish,3,"['ranker', 'secrot', 'pullback_health']",
AMAT,QQQ,81.0,74.4,57.0,82.6,,,,,,,5.0,,,79.6,CAUTION,bullish,3,"['ranker', 'ranker_long', 'stock_secrot']",Technology
