ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
INSW,89.98,1.78,10.53,5.72,28.54,86.99,124.05,5.93,0.54,4.99,3.05,4.35,4,True,True,True,True,True,13.34,6.95,100.61,14.61,5.84,88.59,15.36,15.2,102.18,1.0854,,,2.57,overextended,1.137,normal,none,86.17291799109982,97.55244755244755,95.99491417673237,93.2,1
MIRM,111.07,3.06,9.97,10.33,24.2,58.04,120.64,3.26,1.04,2.34,2.4,4.99,4,True,True,True,True,True,12.79,11.56,97.2,14.05,10.45,85.18,14.81,19.81,98.76,0.5414,HYG,0.5,1.56,clean,1.413,normal,none,87.4019919474465,97.55244755244755,91.35410044500954,92.1,2
MRNA,61.0,2.78,17.02,29.07,18.95,97.09,135.52,6.12,1.71,0.65,5.12,7.15,3,True,True,True,True,True,19.83,30.3,112.08,21.09,29.19,100.06,21.85,38.55,113.65,2.0272,LQD,0.41,-0.31,clean,1.871,confirmed,none,89.90252172070353,84.10680228862047,98.6013986013986,90.9,3
MAMA,18.91,4.3,26.15,28.55,28.29,35.75,139.37,6.08,1.09,0.99,1.26,4.93,3,True,True,True,True,True,28.97,29.78,115.93,30.23,28.67,103.91,30.99,38.03,117.49,1.73,,,2.88,overextended,1.4,normal,none,89.63763509218053,84.10680228862047,98.28353464717101,90.7,4
BTSG,66.84,-0.54,4.31,15.26,58.76,82.42,200.13,-8.04,3.54,3.85,1.4,3.41,4,True,True,True,True,True,7.12,16.49,176.69,8.39,15.38,164.67,9.14,24.74,178.26,0.3679,QQQ,0.44,0.45,clean,1.155,normal,buy_today,85.37825810553083,97.55244755244755,88.49332485696122,90.5,5
TH,20.52,1.89,8.51,12.62,121.84,146.34,189.83,4.51,1.48,9.65,1.2,1.56,3,True,True,True,True,True,11.33,13.85,166.39,12.59,12.74,154.37,13.35,22.1,167.96,0.7828,,,0.17,clean,0.985,normal,none,93.08116126297945,84.10680228862047,93.7062937062937,90.3,6
AXGN,44.69,-0.58,2.17,8.18,40.76,40.98,359.3,-3.75,3.77,4.98,1.01,8.82,4,True,True,True,True,True,4.99,9.41,335.86,6.25,8.3,323.84,7.01,17.66,337.43,0.4961,XLF,0.42,-0.3,clean,1.28,normal,buy_today,80.67387158296249,97.55244755244755,90.71837253655436,89.6,7
STRZ,28.45,4.1,1.1,31.05,121.57,142.33,83.79,0.27,28.18,3.92,1.17,0.69,3,True,True,True,True,True,3.92,32.28,60.35,5.18,31.17,48.32,5.94,40.53,61.91,0.8167,SPY,0.31,-0.56,clean,0.663,thin,none,90.72896800169526,84.10680228862047,93.83343928798475,89.6,7
TVTX,55.95,1.52,4.0,25.06,101.62,62.22,290.99,2.62,6.27,4.06,0.61,2.86,3,True,True,True,True,True,6.81,26.29,267.55,8.08,25.18,255.52,8.83,34.54,269.11,0.7186,XLY,0.44,-0.03,clean,1.111,normal,none,91.25344352617078,84.10680228862047,93.13413858868404,89.5,9
LQDA,74.04,-1.92,3.12,19.48,108.56,119.9,462.19,-1.62,6.24,5.57,1.1,4.26,4,True,True,True,True,True,5.93,20.71,438.75,7.2,19.6,426.73,7.96,28.96,440.31,0.1813,XLV,0.33,0.5,clean,2.42,confirmed,none,84.6842551388006,97.55244755244755,85.63254926891291,89.3,10
