ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
ADTTF,211.46,23.66,37.42,62.87,278.28,772.36,10017.7,1.58,1.68,4.43,2.78,12.97,4,True,True,True,True,True,258.21,696.67,9767.85,247.73,666.15,9463.76,256.47,644.23,9807.99,0.9475,,,0.49,clean,,normal,none,strong_buy,89.82021379980564,95.50382653061224,97.1938775510204,6,100.0,95.5,1
ATEX,89.67,40.75,131.23,298.71,234.71,50.18,328.02,3.22,2.28,0.79,0.21,6.54,3,True,True,True,True,True,214.64,-25.52,78.17,204.16,-56.03,-225.92,212.9,-77.95,118.31,1.0636,XLK,0.31,1.64,clean,1.404,normal,none,strong_buy,90.8284742468416,80.45280612244898,97.8954081632653,6,100.0,92.9,2
ECPG,90.62,10.71,28.18,66.28,132.42,90.82,284.8,2.63,2.35,2.0,0.69,3.14,4,True,True,True,True,True,112.35,15.13,34.94,101.86,-15.39,-269.14,110.6,-37.31,75.09,0.2888,XLF,0.41,0.45,clean,1.111,normal,none,strong_buy,80.76257288629738,95.50382653061224,88.5204081632653,6,100.0,91.0,3
LLY,1208.12,11.56,34.68,12.74,52.48,452.79,1527.1,3.0,0.37,4.12,8.63,3.37,4,True,True,True,True,True,32.41,377.09,1277.24,21.93,346.58,973.15,30.67,324.66,1317.39,0.7064,XLV,0.73,0.75,clean,1.106,normal,none,strong_buy,76.22691933916424,95.50382653061224,95.21683673469387,6,100.0,91.0,3
CLMT,35.08,2.93,13.93,75.4,125.59,423.58,574.62,4.75,5.41,1.67,3.37,1.36,4,True,True,True,True,True,105.52,347.89,324.76,95.04,317.38,20.67,103.78,295.45,364.91,0.9028,,,-0.43,clean,0.769,normal,none,strong_buy,74.1633260447036,95.50382653061224,96.74744897959184,6,100.0,90.7,5
ENVA,231.04,43.27,72.42,41.62,122.82,590.5,3126.82,1.67,0.57,2.95,4.81,5.3,3,True,True,True,True,True,102.74,514.8,2876.96,92.26,484.29,2572.87,101.0,462.37,2917.11,0.1695,XLF,0.63,2.76,overextended,1.35,normal,none,none,89.92954324586978,80.45280612244898,85.3954081632653,6,100.0,90.1,6
NWPX,148.01,21.53,92.77,129.12,269.29,414.82,1467.9,4.31,1.39,2.09,1.54,3.54,3,True,True,True,True,True,249.21,339.12,1218.05,238.73,308.61,913.96,247.47,286.69,1258.19,-0.0427,XLI,0.56,0.97,clean,1.55,confirmed,none,strong_buy,93.20031584062197,80.45280612244898,78.9859693877551,6,100.0,89.8,7
AXGN,44.93,12.69,39.32,36.81,338.34,115.8,693.82,3.1,0.94,9.19,0.34,5.99,3,True,True,True,True,True,318.27,40.11,443.96,307.78,9.6,139.87,316.53,-12.33,484.11,0.5023,XLV,0.33,-0.01,clean,1.314,normal,none,strong_buy,83.8769436345967,80.45280612244898,92.15561224489795,6,100.0,89.7,8
VLO,259.37,7.92,4.53,57.41,91.11,241.19,400.81,0.57,12.69,1.59,2.65,1.66,4,True,True,True,True,True,71.03,165.49,150.96,60.55,134.98,-153.13,69.29,113.06,191.1,0.7767,XLE,0.75,0.25,clean,0.945,normal,none,strong_buy,70.31098153547133,95.50382653061224,95.79081632653062,6,100.0,89.4,9
DVA,217.04,11.35,38.45,89.19,54.63,78.44,186.79,3.39,2.32,0.61,1.44,2.38,3,True,True,True,True,True,34.56,2.75,-63.07,24.07,-27.76,-367.16,32.82,-49.69,-22.92,0.745,,,0.53,clean,0.871,normal,none,strong_buy,79.90312196307093,80.45280612244898,95.66326530612244,6,100.0,89.2,10
PANW,304.2,22.43,94.55,61.71,48.9,391.04,1304.43,4.22,0.65,0.79,8.0,3.34,3,True,True,True,True,True,28.83,315.35,1054.58,18.34,284.84,750.49,27.08,262.91,1094.72,0.0305,XLK,0.38,1.15,clean,0.985,normal,none,strong_buy,87.4665937803693,80.45280612244898,81.5688775510204,6,100.0,88.6,11
AXSM,241.67,3.05,47.12,56.74,133.05,258.83,3377.27,15.45,1.2,2.35,1.95,13.05,3,True,True,True,True,True,112.97,183.13,3127.41,102.49,152.62,2823.32,111.23,130.7,3167.56,0.4032,,,-0.4,clean,1.415,normal,none,strong_buy,80.06863459669583,80.45280612244898,90.88010204081633,6,100.0,88.3,12
COKE,188.03,6.27,4.45,15.03,74.67,370.66,1238.29,0.71,3.38,4.97,4.96,3.34,4,True,True,True,True,True,54.59,294.97,988.44,44.11,264.46,684.35,52.85,242.53,1028.58,2.0668,XLP,0.31,0.12,clean,0.991,normal,none,strong_buy,64.11260932944606,95.50382653061224,99.42602040816327,6,100.0,88.2,13
MSGS,392.98,7.27,24.78,52.93,91.02,131.42,367.1,3.41,2.14,1.72,1.44,2.79,4,True,True,True,True,True,70.94,55.73,117.25,60.46,25.22,-186.84,69.2,3.29,157.39,-0.0638,,,0.19,clean,1.267,normal,none,strong_buy,77.92000728862975,95.50382653061224,77.99744897959184,6,100.0,88.1,14
FTNT,151.35,18.31,86.78,87.64,45.96,223.88,2169.12,4.74,1.01,0.52,4.87,9.69,3,True,True,True,True,True,25.89,148.19,1919.26,15.41,117.68,1615.17,24.15,95.75,1959.41,-0.0349,XLK,0.34,0.79,clean,1.109,normal,none,strong_buy,86.9047619047619,80.45280612244898,79.1454081632653,6,100.0,88.0,15
MNST,96.38,8.0,33.9,24.09,54.95,110.07,271.12,4.24,0.71,2.28,2.0,2.46,4,True,True,True,True,True,34.88,34.38,21.27,24.4,3.86,-282.82,33.14,-18.06,61.41,0.0324,XLP,0.37,0.72,clean,1.089,normal,none,strong_buy,74.68719630709427,95.50382653061224,81.69642857142857,6,100.0,87.8,16
WEBC,310.0,21.57,21.33,48.33,68.67,195.24,743.54,0.99,2.27,1.42,2.84,3.81,3,True,True,True,True,True,48.6,119.54,493.68,38.11,89.03,189.59,46.86,67.11,533.83,0.162,,,2.28,overextended,,normal,none,none,81.55369290573373,80.45280612244898,85.01275510204081,6,100.0,87.6,17
LQDA,78.17,26.02,112.59,121.82,474.78,2895.02,,4.33,1.08,3.9,6.1,,3,True,True,True,True,True,454.71,2819.33,,444.22,2788.81,,452.97,2766.89,,0.283,,,0.41,clean,1.467,normal,none,none,95.63289601554908,80.45280612244898,88.2015306122449,5,83.33333333333334,87.4,18
ETR,115.91,3.95,12.69,25.54,42.54,124.2,195.46,3.22,2.01,1.67,2.92,1.57,5,True,True,True,True,True,22.46,48.5,-54.39,11.98,17.99,-358.48,20.72,-3.93,-14.25,0.3343,XLU,0.82,0.28,clean,1.182,normal,none,strong_buy,64.75340136054422,99.6811224489796,89.85969387755102,6,100.0,87.3,19
CNO,52.52,13.29,28.22,20.54,40.2,132.49,183.13,2.12,0.73,1.96,3.3,1.38,3,True,True,True,True,True,20.13,56.8,-66.73,9.65,26.29,-370.82,18.39,4.36,-26.58,0.6884,XLF,0.72,2.3,overextended,1.334,normal,none,none,74.12536443148689,80.45280612244898,94.89795918367348,6,100.0,87.3,19
ORKA,90.6,56.23,99.3,185.71,679.02,109.14,-85.49,1.77,1.87,3.66,0.16,-0.78,2,True,True,True,True,True,658.95,33.45,-335.34,648.46,2.94,-639.43,657.21,-18.99,-295.2,1.1585,HYG,0.32,1.58,clean,1.388,normal,none,none,90.4367103984451,51.62627551020408,98.34183673469387,6,100.0,87.1,21
AGX,765.46,13.65,86.31,129.71,266.16,1565.49,1732.56,6.32,1.5,2.05,5.88,1.11,4,True,True,True,True,True,246.09,1489.8,1482.71,235.6,1459.29,1178.62,244.35,1437.36,1522.85,-0.8629,,,0.2,clean,1.014,normal,none,strong_buy,92.00680272108843,95.50382653061224,51.14795918367348,6,100.0,86.9,22
DK,47.82,11.11,3.04,60.47,130.01,131.13,275.06,0.27,19.9,2.15,1.01,2.1,3,True,True,True,True,True,109.94,55.43,25.21,99.46,24.92,-278.88,108.2,3.0,65.35,0.9291,XLE,0.6,0.14,clean,0.822,normal,none,strong_buy,70.86066569484937,80.45280612244898,97.06632653061224,6,100.0,86.8,23
ABBV,251.52,16.77,19.14,9.93,35.67,122.35,313.0,1.14,0.52,3.59,3.43,2.56,3,True,True,True,True,True,15.6,46.65,63.15,5.11,16.14,-240.94,13.86,-5.78,103.3,1.2474,XLV,0.56,2.72,overextended,1.172,normal,none,none,69.3315719144801,80.45280612244898,98.72448979591837,6,100.0,86.6,24
WELL,227.21,6.08,16.2,21.59,48.09,189.4,207.58,2.66,1.33,2.23,3.94,1.1,3,True,True,True,True,True,28.01,113.71,-42.27,17.53,83.2,-346.36,26.27,61.27,-2.13,1.1124,XLRE,0.64,0.55,clean,1.276,normal,none,strong_buy,68.73177842565599,80.45280612244898,98.08673469387756,6,100.0,86.3,25
EXEL,54.77,9.47,29.3,17.51,25.82,144.4,625.43,3.09,0.6,1.47,5.59,4.33,3,True,True,True,True,True,5.75,68.71,375.58,-4.74,38.19,71.49,4.01,16.27,415.72,0.581,XLV,0.42,0.95,clean,1.061,normal,none,strong_buy,71.3769436345967,80.45280612244898,93.0484693877551,6,100.0,86.1,26
PFG,107.75,3.04,21.15,20.36,39.83,80.36,155.76,6.95,0.96,1.96,2.02,1.94,4,True,True,True,True,True,19.75,4.67,-94.1,9.27,-25.84,-398.19,18.01,-47.76,-53.95,0.2736,XLF,0.66,0.05,clean,0.97,normal,none,strong_buy,64.85058309037902,95.50382653061224,87.94642857142857,6,100.0,86.1,26
GHM,121.66,21.68,55.58,75.05,153.46,794.56,572.53,2.56,1.35,2.04,5.18,0.72,3,True,True,True,True,True,133.38,718.86,322.67,122.9,688.35,18.58,131.64,666.43,362.82,-0.4894,XLI,0.64,1.24,clean,1.956,confirmed,none,strong_buy,90.03583576287659,80.45280612244898,64.73214285714286,6,100.0,86.0,28
ALL,239.61,14.73,15.66,14.35,25.49,93.17,260.48,1.06,0.92,1.78,3.66,2.8,3,True,True,True,True,True,5.42,17.48,10.62,-5.07,-13.03,-293.46,3.68,-34.96,50.77,1.5736,,,2.78,overextended,1.175,normal,none,none,66.82458697764821,80.45280612244898,99.04336734693877,6,100.0,85.9,29
TRGP,272.61,3.4,8.83,47.52,59.9,517.04,574.11,2.6,5.38,1.26,8.63,1.11,3,True,True,True,True,True,39.82,441.35,324.26,29.34,410.84,20.17,38.08,388.92,364.4,0.8454,XLE,0.68,-0.11,clean,0.924,normal,none,strong_buy,68.18057580174928,80.45280612244898,96.30102040816327,6,100.0,85.8,30
