ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
APA,38.98,38.28,1.84,OPTIMAL,95,1.48,0.9,38.05,2.46,,,,0.001,7.6,90.7,18.0,clean,52.0,WARNING,-14.6,3,Parabolic,9.62,2.85,39.61,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",80.6
TYRA,37.04,35.49,4.36,OPTIMAL,95,1.48,0.9,34.87,6.22,,,,0.05,-36.0,93.2,7.0,clean,40.0,CAUTION,-8.9,2,Sustained Uptrend,7.93,5.47,32.33,,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",77.9
CNQ,47.98,46.05,4.18,OPTIMAL,95,1.48,0.9,46.52,3.14,,,,0.413,90.0,91.0,17.0,clean,40.0,CAUTION,-6.5,3,Parabolic,7.75,3.61,17.94,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",77.1
PR,20.84,20.66,0.87,OPTIMAL,95,1.48,0.9,20.75,0.41,,,,0.017,22.9,87.9,35.0,clean,42.3,CAUTION,-8.1,3,Parabolic,5.68,2.06,20.53,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",76.7
XOP,174.13,170.0,2.43,OPTIMAL,95,1.48,0.9,171.22,1.7,,,,0.099,43.7,86.7,47.0,clean,43.8,CAUTION,-8.5,3,Parabolic,5.43,3.76,17.74,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",76.7
EQNR,39.48,38.27,3.17,OPTIMAL,95,1.48,0.9,38.44,2.7,,,,0.109,55.1,89.7,23.0,clean,40.0,CAUTION,-9.2,3,Parabolic,7.6,3.16,40.5,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",76.6
PXE,37.61,36.84,2.08,OPTIMAL,95,1.48,0.9,37.09,1.41,,,,0.108,43.0,85.8,52.0,clean,44.5,CAUTION,-7.7,3,Parabolic,4.73,3.38,16.04,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",76.6
CF,125.24,122.32,2.39,OPTIMAL,95,1.48,0.9,123.15,1.7,,,,0.169,60.2,87.6,40.0,clean,40.7,CAUTION,-11.8,3,Parabolic,8.89,0.42,32.31,XLE,sector,Sector,34.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 37.3, 'prob_bad': 38.8}",76.1
OXY,59.62,57.36,3.93,OPTIMAL,95,1.48,0.9,56.57,5.4,,,,0.001,5.1,80.5,91.0,clean,48.7,CAUTION,-11.6,3,Parabolic,12.43,4.84,29.41,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",76.0
VIST,72.29,68.89,4.93,OPTIMAL,95,1.48,0.9,69.36,4.22,,,,0.01,17.6,87.8,37.0,clean,40.0,CAUTION,-8.7,3,Parabolic,10.86,7.8,33.6,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",76.0
UNF,261.09,257.45,1.41,OPTIMAL,95,1.48,0.9,255.0,2.39,,,,0.247,-30.0,81.1,84.0,clean,47.2,CAUTION,-8.0,3,Parabolic,3.44,-0.4,9.1,,index,Index,3.0,False,False,"{'grade': 'OK', 'median_mae': -2.65, 'median_ttg': 2.0, 'prob_good': 40.1, 'prob_bad': 36.0}",75.8
GPRE,17.14,16.46,4.1,OPTIMAL,95,1.48,0.9,17.25,-0.63,,,,0.339,120.9,86.7,47.0,clean,40.0,CAUTION,-9.5,3,Parabolic,-5.77,7.39,25.11,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",75.6
MTDR,60.34,59.22,1.89,OPTIMAL,95,1.48,0.9,58.23,3.63,,,,0.019,-26.2,79.7,101.0,clean,47.6,CAUTION,-9.7,3,Parabolic,9.19,2.44,26.23,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",75.4
REPX,36.89,35.92,2.71,OPTIMAL,95,1.48,0.9,35.48,3.97,,,,0.138,53.9,85.8,52.0,clean,40.0,CAUTION,-10.6,3,Parabolic,10.98,4.0,32.89,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",75.3
VDE,168.38,163.07,3.26,OPTIMAL,95,1.48,0.9,164.15,2.58,,,,0.196,46.4,85.7,55.0,clean,40.0,CAUTION,-6.1,2,Sustained Uptrend,6.31,4.63,10.09,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",75.2
EZPW,33.0,31.44,4.95,OPTIMAL,95,1.48,0.9,33.29,-0.86,,,,0.729,121.9,87.2,42.0,clean,37.9,CAUTION,-11.1,3,Parabolic,-1.61,10.04,35.75,XLI,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -2.65, 'median_ttg': 2.0, 'prob_good': 40.1, 'prob_bad': 36.0}",75.1
PKX,79.38,73.93,7.37,OPTIMAL,90,1.5,1.11,85.2,-6.83,,,,0.71,348.3,79.7,101.0,clean,51.4,WARNING,-14.1,3,Parabolic,-13.45,26.02,20.97,VXUS,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",74.8
TBN,36.49,36.26,0.64,OPTIMAL,95,1.48,0.9,35.96,1.48,,,,0.16,20.6,79.6,103.0,clean,45.6,CAUTION,-30.1,3,Parabolic,2.38,-2.72,29.86,XLE,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",74.8
ECPG,81.62,81.11,0.63,OPTIMAL,95,1.48,0.9,82.42,-0.98,,,,0.062,-16.9,83.7,66.0,clean,40.3,CAUTION,-11.9,3,Parabolic,-2.69,3.71,42.02,XLI,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",74.6
AROC,37.43,36.85,1.58,OPTIMAL,95,1.48,0.9,37.69,-0.68,,,,0.19,57.5,81.8,81.0,clean,40.0,CAUTION,-6.7,3,Parabolic,1.27,3.43,14.61,SPY,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",73.9
