ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
ATEX,108.21,5.12,36.82,65.56,183.35,398.2,321.87,7.19,1.78,2.8,2.17,1.76,3,True,True,True,True,True,35.11,67.24,301.17,34.77,67.93,290.41,35.53,75.42,300.06,2.9892,VGK,0.31,1.84,clean,1.675,confirmed,none,98.41523080195702,86.31142310146778,98.91512444160817,94.5,1
MRNA,72.5,3.53,19.99,57.4,42.72,132.74,162.78,5.67,2.87,0.74,3.11,3.81,3,True,True,True,True,True,18.29,59.09,142.07,17.95,59.77,131.32,18.7,67.26,140.97,3.0457,IAU,0.35,0.79,clean,1.306,normal,none,94.17145288236547,86.31142310146778,99.04275686024249,93.2,2
MBX,55.92,1.3,15.54,82.45,87.34,79.98,390.1,11.91,5.31,1.06,0.92,4.47,3,True,True,True,True,True,13.83,84.13,369.39,13.49,84.81,358.64,14.24,92.31,368.29,2.9905,LQD,0.47,0.31,clean,1.97,confirmed,none,93.46415656243353,86.31142310146778,98.97894065092534,92.9,3
FLXS,76.2,2.31,12.32,31.24,69.56,91.03,111.49,5.34,2.54,2.23,1.31,1.6,3,True,True,True,True,True,10.62,32.93,90.79,10.28,33.61,80.03,11.03,41.1,89.68,1.6103,,,0.4,clean,1.243,normal,none,91.94320357370772,86.31142310146778,95.788130185067,91.3,4
CURN,21.57,1.51,5.22,22.77,20.64,30.18,48.76,3.47,4.36,0.91,1.46,2.36,4,True,True,True,True,True,3.51,24.45,28.06,3.17,25.13,17.3,3.93,32.63,26.95,1.854,XLV,0.32,0.64,clean,0.372,thin,none,78.97787704743672,97.70261646458201,96.7453733248245,91.1,5
NBTX,39.48,4.72,14.93,3.89,27.89,75.54,734.67,3.16,0.26,7.16,2.71,26.34,4,True,True,True,True,True,13.23,5.58,713.97,12.89,6.26,703.22,13.64,13.76,712.86,0.4826,IAU,0.48,0.83,clean,1.131,normal,none,87.9865985960434,97.70261646458201,85.25845564773452,90.3,6
MIRM,120.46,2.9,4.78,25.05,30.4,50.18,136.71,1.65,5.25,1.21,1.65,4.5,3,True,True,True,True,True,3.07,26.73,116.0,2.73,27.41,105.25,3.48,34.91,114.9,1.7197,LQD,0.44,-0.79,clean,1.687,confirmed,none,86.90172303765156,86.31142310146778,96.36247606892151,89.9,7
GLUE,24.02,-0.74,15.2,22.11,46.02,49.01,432.59,-20.44,1.45,2.08,1.06,9.4,3,True,True,True,True,True,13.5,23.8,411.89,13.16,24.48,401.14,13.91,31.98,410.79,2.2501,,,0.85,clean,2.375,confirmed,none,84.136353967241,86.31142310146778,97.83024888321634,89.4,8
ADTTF,202.59,-3.07,0.42,21.4,51.28,56.04,184.1,-0.14,50.79,2.4,1.09,3.59,4,True,True,True,True,True,-1.29,23.08,163.4,-1.63,23.76,152.64,-0.87,31.26,162.29,3.9959,,,-0.17,clean,2.889,confirmed,none,70.53818336524144,97.70261646458201,99.4256541161455,89.2,9
SCHL,47.34,2.91,10.38,10.69,21.2,53.6,125.64,3.56,1.03,1.98,2.53,5.93,3,True,True,True,True,True,8.67,12.37,104.94,8.33,13.05,94.19,9.08,20.55,103.83,1.5506,,,0.76,clean,0.867,normal,none,85.49244841523081,86.31142310146778,95.53286534779835,89.1,10
LQDA,79.32,-0.51,5.0,35.01,110.17,128.26,536.6,-9.73,7.0,3.15,1.16,4.87,4,True,True,True,True,True,3.3,36.7,515.89,2.96,37.38,505.14,3.71,44.87,514.79,0.2958,,,-0.29,clean,1.19,normal,buy_today,86.869814932993,97.70261646458201,82.13146139119335,88.9,11
NVRI,23.22,5.79,6.46,33.07,18.35,29.29,167.51,1.12,5.11,0.55,1.6,9.13,3,True,True,True,True,True,4.76,34.75,146.81,4.42,35.43,136.05,5.17,42.93,145.7,1.0863,XLV,0.37,0.99,clean,0.383,thin,none,86.22101680493512,86.31142310146778,92.66113592852585,88.4,12
OOMA,19.6,1.98,6.0,8.05,34.71,69.55,51.94,3.04,1.34,4.31,2.0,1.5,3,True,True,True,True,True,4.3,9.73,31.24,3.96,10.41,20.48,4.71,17.91,30.13,1.9729,,,1.04,clean,1.276,normal,none,81.4826632631355,86.31142310146778,97.06445437141033,88.3,13
PBF,48.04,5.54,19.09,14.85,0.88,81.01,121.69,3.45,0.78,0.06,91.85,137.97,3,True,True,True,True,True,17.38,16.53,100.99,17.04,17.21,90.23,17.79,24.71,99.88,1.369,XLE,0.71,1.82,clean,1.275,normal,none,82.2590938098277,86.31142310146778,94.63943841735801,87.7,14
DK,53.14,4.59,19.66,15.62,17.91,77.19,150.9,4.29,0.79,1.15,4.31,8.43,3,True,True,True,True,True,17.95,17.31,130.19,17.61,17.99,119.44,18.36,25.48,129.09,0.6296,XLE,0.62,1.62,clean,1.224,normal,none,88.67262284620294,86.31142310146778,87.74728781110403,87.6,15
ECPG,93.79,0.54,7.72,19.39,33.76,69.57,142.29,14.4,2.51,1.74,2.06,4.22,3,True,True,True,True,True,6.01,21.07,121.59,5.67,21.75,110.83,6.42,29.25,120.48,0.7635,XLF,0.41,0.79,clean,1.197,normal,none,85.7158051478409,86.31142310146778,90.17230376515634,87.4,16
IRDM,55.72,1.59,31.79,16.54,100.87,224.9,84.69,20.04,0.52,6.1,2.23,0.84,3,True,True,True,True,True,30.08,18.23,63.98,29.74,18.91,53.23,30.49,26.41,62.88,0.3538,XLC,0.38,2.57,overextended,1.977,confirmed,none,91.32099553286535,86.31142310146778,83.0248883216337,86.9,17
RSI,31.26,5.11,4.79,23.12,43.72,58.28,109.8,0.94,4.82,1.89,1.33,2.51,3,True,True,True,True,True,3.09,24.8,89.1,2.75,25.48,78.34,3.5,32.98,87.99,0.4417,,,-0.52,clean,1.35,normal,none,88.44926611359286,86.31142310146778,84.68410976388002,86.5,18
CAH,237.72,0.07,2.02,21.81,12.5,14.63,41.5,30.01,10.79,0.57,1.17,3.32,4,True,True,True,True,True,0.31,23.5,20.8,-0.03,24.18,10.04,0.73,31.68,19.69,1.4326,,,-0.22,clean,0.98,normal,none,66.48585407360136,97.70261646458201,95.02233567326101,86.4,19
COKE,193.84,1.53,9.18,12.61,1.1,25.37,73.61,6.0,1.37,0.09,23.16,67.21,3,True,True,True,True,True,7.47,14.3,52.91,7.13,14.98,42.16,7.89,22.47,51.81,2.9503,XLP,0.36,0.48,clean,1.095,normal,none,73.73431184854287,86.31142310146778,98.851308232291,86.3,20
SPHR,169.12,-2.26,9.03,16.01,44.05,81.48,304.59,-3.99,1.77,2.75,1.85,6.91,3,True,True,True,True,True,7.32,17.7,283.89,6.98,18.38,273.14,7.73,25.87,282.78,0.9381,VGK,0.38,-0.51,clean,1.253,normal,buy_today,79.82344182088917,86.31142310146778,91.76770899808552,86.0,21
INCY,113.81,0.4,4.93,19.06,20.92,14.62,67.12,12.43,3.86,1.1,0.7,3.21,3,True,True,True,True,True,3.23,20.75,46.42,2.89,21.43,35.66,3.64,28.92,45.31,1.791,XLV,0.4,-0.28,clean,1.272,normal,none,74.69687300574346,86.31142310146778,96.61774090619018,85.9,22
CALY,18.64,-0.8,3.1,22.31,34.29,57.57,131.55,-3.88,7.2,1.54,1.68,3.84,3,True,True,True,True,True,1.39,23.99,110.85,1.05,24.68,100.1,1.8,32.17,109.74,1.2447,HYG,0.45,-0.99,clean,0.921,normal,buy_today,77.44097000638163,86.31142310146778,93.873643905552,85.9,22
WELL,230.19,1.42,3.96,16.63,16.43,21.38,49.74,2.79,4.2,0.99,1.3,3.03,3,True,True,True,True,True,2.25,18.32,29.03,1.91,19.0,18.28,2.66,26.5,27.93,1.3085,XLRE,0.65,0.17,clean,1.037,normal,none,75.04786215698788,86.31142310146778,94.38417358008935,85.2,24
BKD,15.82,-1.68,7.69,29.78,15.64,46.08,127.3,-4.58,3.87,0.53,2.95,8.14,3,True,True,True,True,True,5.98,31.46,106.6,5.64,32.14,95.84,6.4,39.64,105.49,1.116,XLU,0.52,-0.01,clean,1.842,confirmed,none,74.87236758136567,86.31142310146778,92.98021697511167,84.7,25
USFD,101.9,-0.34,6.87,25.45,10.51,33.22,32.32,-20.07,3.7,0.41,3.16,3.08,3,True,True,True,True,True,5.16,27.13,11.62,4.82,27.81,0.86,5.58,35.31,10.51,1.6124,XLP,0.4,0.97,clean,1.463,normal,buy_today,70.6019995745586,86.31142310146778,95.91576260370134,84.3,26
BTSG,69.85,0.16,3.31,16.46,63.93,84.59,196.1,21.01,4.97,3.88,1.32,3.07,5,True,True,True,True,True,1.61,18.14,175.4,1.27,18.82,164.64,2.02,26.32,174.29,-0.3577,QQQ,0.39,-0.3,clean,1.57,confirmed,none,83.93426930440333,99.90427568602425,68.60242501595405,84.1,27
JNJ,253.98,0.0,5.39,13.63,3.9,22.36,66.27,1367.86,2.53,0.29,5.73,16.98,3,True,True,True,True,True,3.68,15.32,45.57,3.34,16.0,34.81,4.09,23.49,44.46,1.918,XLV,0.74,-0.23,clean,1.226,normal,none,69.11827270793448,86.31142310146778,96.87300574345883,84.1,27
STRZ,30.21,4.68,17.78,16.55,162.7,154.72,87.99,3.8,0.93,9.83,0.95,0.54,2,True,True,True,True,True,16.07,18.24,67.29,15.73,18.92,56.53,16.48,26.41,66.18,2.018,IAU,0.32,-0.05,clean,1.545,confirmed,none,93.46947457987663,61.61455009572432,97.319719208679,84.1,27
OSCR,31.9,11.85,9.4,38.88,178.12,119.55,48.79,0.79,4.14,4.58,0.67,0.27,2,True,True,True,True,True,7.69,40.56,28.08,7.35,41.24,17.33,8.1,48.74,26.98,2.7864,XLF,0.49,0.31,clean,1.089,normal,none,91.82088917251649,61.61455009572432,98.53222718570517,84.0,30
RVMD,187.51,0.12,10.45,14.56,92.81,132.87,409.68,85.09,1.39,6.37,1.43,4.41,4,True,True,True,True,True,8.74,16.24,388.97,8.4,16.92,378.22,9.16,24.42,387.87,-0.5095,,,-0.07,clean,1.525,confirmed,none,89.23633269517124,97.70261646458201,64.96490108487556,84.0,30
CCHGY,65.96,1.18,4.73,15.88,16.27,27.93,26.14,4.01,3.36,1.02,1.72,1.61,3,True,True,True,True,True,3.02,17.57,5.44,2.68,18.25,-5.31,3.44,25.74,4.33,1.0325,VGK,0.56,0.42,clean,0.557,thin,none,73.27164433099341,86.31142310146778,92.21442246330568,83.9,32
OCC,17.86,-14.83,-5.1,30.94,116.48,314.39,513.75,0.34,-6.07,3.77,2.7,4.41,3,True,True,True,True,True,-6.81,32.62,493.04,-7.15,33.3,482.29,-6.39,40.8,491.94,2.3789,,,-0.37,clean,0.588,thin,buy_today,67.13465220165922,86.31142310146778,98.02169751116784,83.8,33
