ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,2.7,10,bullish,-9.25,-5.9,-1.93,-3.74,14.34,1.01,-1.45,-1.02,-2.0,,,80.0,,,80.0,,,80.0
ACWI,ACWI,3.8,10,bullish,-3.49,-2.62,-0.83,-0.65,8.97,0.65,-0.86,-0.81,-1.86,,,85.0,,,85.0,,,85.0
ACWX,ACWX,3.7,10,bullish,-4.68,-3.37,-1.83,-2.72,6.67,0.08,-1.37,-1.07,-1.9,,,85.0,,,85.0,,,85.0
AFK,Africa,2.4,10,bullish,-5.42,-5.38,-2.82,-7.13,-2.82,-1.45,-1.72,-0.96,-1.81,,,80.0,,,80.0,,,80.0
AGF,AGF,0.1,10,bullish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,65.0,,,65.0,,,65.0
AGG,Agg Bond,3.0,10,bullish,-0.55,-0.9,-0.17,-1.03,-1.95,-1.62,-1.29,-0.32,-1.81,,,91.0,,,91.0,,,91.0
AIA,AIA,2.3,10,bullish,-11.61,-6.44,-1.66,-1.75,24.62,1.58,-1.08,-0.93,-2.0,,,85.0,,,85.0,,,85.0
AIQ,AIQ,4.5,10,bullish,-10.86,-7.13,-0.14,3.68,27.33,1.55,-0.07,-0.48,-2.0,,,37.0,,,37.0,,,37.0
AIRR,AIRR,4.1,10,bullish,-0.64,-0.94,2.67,-3.01,15.9,0.21,-1.4,0.13,-0.68,,,57.0,,,57.0,,,57.0
AIS,AIS,4.0,10,bullish,-13.6,-7.59,0.9,7.09,69.09,2.0,-0.26,-0.56,-2.0,,,5.0,,,5.0,,,5.0
ALAI,ALAI,4.2,10,bullish,-6.95,-5.3,-0.55,2.51,29.01,1.03,-0.25,-0.55,-1.94,,,9.0,,,9.0,,,9.0
AMG,AMG,4.0,10,bullish,8.47,11.21,11.29,10.06,17.86,0.18,0.75,1.91,2.0,,,98.0,,,98.0,,,98.0
AMLP,AMLP,2.6,10,bullish,0.08,2.27,-2.6,-0.04,0.32,-0.28,-0.31,-1.46,1.34,,,76.0,,,76.0,,,76.0
APIE,APIE,4.7,10,bullish,-3.31,-1.54,-0.95,-2.61,5.1,0.02,-1.16,-0.63,-0.92,,,15.0,,,15.0,,,15.0
APO,APO,2.6,10,bullish,-0.57,-0.53,-2.19,-1.16,17.78,1.46,-0.14,-0.35,-0.13,,,74.0,,,74.0,,,74.0
ARES,ARES,3.6,10,bullish,-2.05,-2.22,1.34,1.45,14.22,0.95,0.26,0.27,-0.34,,,57.0,,,57.0,,,57.0
ARGT,ARGT,4.2,10,bullish,-6.35,-6.25,-0.51,-2.53,5.84,0.23,-0.3,-0.12,-1.21,,,74.0,,,74.0,,,74.0
ARKF,ARKF,4.4,10,bullish,-7.98,-11.42,-7.53,-10.54,-6.19,-0.48,-1.1,-1.16,-2.0,,,37.0,,,37.0,,,37.0
ARKG,ARKG,3.7,10,bullish,-1.74,-3.55,9.43,7.57,18.81,0.88,0.4,0.96,-0.83,,,56.0,,,56.0,,,56.0
ARKK,ARKK,3.6,10,bullish,-6.78,-9.1,-2.78,-6.4,2.89,-0.41,-0.96,-0.63,-2.0,,,56.0,,,56.0,,,56.0
ARKQ,ARKQ,3.7,10,bullish,-8.64,-9.29,-2.89,-3.26,9.18,-0.53,-0.97,-0.89,-2.0,,,56.0,,,56.0,,,56.0
ARKW,ARKW,4.1,10,bullish,-8.7,-9.84,-5.12,-5.49,8.0,-0.08,-0.75,-0.93,-2.0,,,56.0,,,56.0,,,56.0
ARKX,ARKX,4.0,10,bullish,-7.15,-8.94,-1.22,0.65,8.93,-0.49,-0.48,-0.58,-2.0,,,28.0,,,28.0,,,28.0
ARMG,ARMG,6.1,10,bullish,-29.55,-10.53,22.88,80.82,576.15,2.0,1.33,0.32,-0.73,,,5.0,,,5.0,,,5.0
ARTY,ARTY,3.9,10,bullish,-12.53,-5.4,3.7,4.11,47.21,2.0,-0.21,0.11,-1.57,,,37.0,,,37.0,,,37.0
ASEA,ASEA,3.5,10,bullish,-3.32,-1.32,-2.36,-1.62,2.4,-0.79,-1.02,-1.31,-0.95,,,74.0,,,74.0,,,74.0
ASHR,ASHR,2.0,10,bearish,-3.7,-3.03,-1.05,-3.11,5.28,-0.27,-1.54,-0.84,-1.8,,,58.0,,,58.0,,,58.0
AVDE,AVDE,4.0,10,bullish,-2.87,-2.82,-2.0,-2.46,3.41,-0.76,-1.3,-1.14,-1.7,,,36.0,,,36.0,,,36.0
AVDV,AVDV,4.0,10,bullish,-3.39,-3.84,-2.2,-2.06,2.67,-1.33,-1.25,-1.21,-2.0,,,36.0,,,36.0,,,36.0
AVEM,AVEM,3.7,10,bullish,-8.39,-5.89,-2.02,-3.75,12.16,0.54,-1.55,-1.11,-2.0,,,36.0,,,36.0,,,36.0
AVES,AVES,3.6,10,bullish,-6.4,-4.79,-1.84,-4.22,6.12,-0.26,-1.62,-1.0,-2.0,,,28.0,,,28.0,,,28.0
AVIV,AVIV,3.9,10,bullish,-2.71,-2.58,-1.87,-2.02,3.38,-0.95,-1.27,-1.16,-1.65,,,28.0,,,28.0,,,28.0
AVNM,AVNM,4.5,10,bullish,-4.6,-3.85,-1.98,-2.92,5.27,-0.59,-1.5,-1.19,-2.0,,,15.0,,,15.0,,,15.0
BAGAX,BAGAX,3.8,10,bullish,-3.45,-0.51,2.75,6.23,12.97,0.89,0.68,0.43,0.03,,,85.0,,,85.0,,,85.0
BAI,BAI,4.8,10,bullish,-12.27,-8.64,-4.11,-1.28,39.3,1.53,-0.83,-1.19,-2.0,,,8.0,,,8.0,,,8.0
BAM,BAM,0.2,10,bearish,-3.29,-4.98,-4.86,-5.06,0.24,0.19,-0.56,-0.88,-1.27,,,19.0,,,19.0,,,19.0
BATT,BATT,2.4,10,bullish,-10.4,-8.32,-4.86,-9.37,8.63,-0.88,-2.0,-1.53,-2.0,,,37.0,,,37.0,,,37.0
BBCA,BBCA,3.9,10,bullish,-2.24,-1.09,-0.82,0.1,3.0,-1.14,-0.74,-0.88,-1.01,,,37.0,,,37.0,,,37.0
BBEU,BBEU,4.2,10,bullish,-2.04,-1.96,-1.81,-2.3,3.38,-0.24,-1.02,-0.91,-1.13,,,37.0,,,37.0,,,37.0
BBIN,BBIN,4.0,10,bullish,-2.34,-2.25,-1.76,-2.55,3.61,-0.3,-1.17,-0.94,-1.3,,,35.0,,,35.0,,,35.0
BBJP,BBJP,3.8,10,bullish,-2.78,-2.46,-0.75,-1.18,6.49,0.14,-0.73,-0.49,-1.13,,,37.0,,,37.0,,,37.0
BEN,BEN,2.4,10,bullish,0.67,1.0,1.52,0.55,19.4,0.73,-0.33,-0.02,0.05,,,98.0,,,98.0,,,98.0
BIL,BIL,0.0,10,neutral,0.07,-0.23,-0.13,0.03,0.01,0.23,0.36,-0.79,-1.65,,,85.0,,,85.0,,,85.0
BINV,BINV,3.4,10,bullish,-1.42,-1.72,-1.92,-2.8,1.03,-1.08,-1.34,-1.09,-1.11,,,11.0,,,11.0,,,11.0
BITO,BITO,2.9,10,bullish,-10.36,-17.96,-22.45,-26.28,-12.46,0.06,-1.9,-2.0,-2.0,,,28.0,,,28.0,,,28.0
BITQ,BITQ,3.1,10,bullish,-12.07,-12.44,-6.98,-11.14,29.39,0.46,-1.06,-0.86,-1.75,,,28.0,,,28.0,,,28.0
BK,BK,3.1,10,bullish,0.16,-0.06,2.44,5.89,17.96,0.88,0.42,0.17,-0.4,,,98.0,,,98.0,,,98.0
BKCH,BKCH,3.9,10,bullish,-14.46,-14.89,-10.33,-13.4,32.97,0.24,-0.99,-0.98,-1.69,,,29.0,,,29.0,,,29.0
BKGI,BKGI,3.6,10,bullish,0.33,-0.39,-2.39,-1.09,1.68,-1.02,-1.03,-1.64,-0.49,,,19.0,,,19.0,,,19.0
BKIE,BKIE,3.8,10,bullish,-2.59,-2.3,-1.77,-2.33,2.82,-0.57,-1.2,-1.03,-1.43,,,34.0,,,34.0,,,34.0
BLK,BLK,4.5,10,bullish,-2.29,-4.9,-6.41,-7.26,4.2,0.13,-1.25,-1.48,-1.54,,,98.0,,,98.0,,,98.0
BLOK,BLOK,4.0,10,bullish,-10.05,-10.14,-5.02,-7.36,17.17,0.25,-0.96,-0.86,-2.0,,,38.0,,,38.0,,,38.0
BN,BN,2.9,10,bullish,-2.17,-2.17,-1.85,-3.98,8.25,0.22,-0.79,-0.52,-0.71,,,98.0,,,98.0,,,98.0
BND,Total Bond,3.0,10,bullish,-0.51,-0.86,-0.14,-0.98,-1.9,-1.6,-1.26,-0.27,-1.78,,,85.0,,,85.0,,,85.0
BNDX,BNDX,3.1,10,bullish,-0.39,-0.66,0.06,-0.31,-0.89,-0.32,-0.13,0.22,-1.25,,,63.0,,,63.0,,,63.0
BNO,BNO,2.0,10,bullish,-3.2,1.21,-7.85,-4.35,16.5,-0.11,-0.79,-1.21,-0.04,,,76.0,,,76.0,,,76.0
BOTZ,BOTZ,4.2,10,bullish,-6.55,-5.4,-4.21,-4.76,5.24,-0.15,-1.14,-1.17,-1.82,,,54.0,,,54.0,,,54.0
BUZZ,BUZZ,3.9,10,bullish,-9.37,-9.08,-1.52,-0.24,19.56,0.53,-0.39,-0.5,-2.0,,,31.0,,,31.0,,,31.0
BWX,BWX,3.2,10,bullish,-1.27,-1.94,-0.91,-2.69,-2.77,-0.91,-1.41,-0.62,-1.81,,,85.0,,,85.0,,,85.0
BX,BX,4.1,10,bullish,0.38,-1.38,-2.72,-7.49,4.48,0.37,-0.59,-0.33,-0.24,,,85.0,,,85.0,,,85.0
CCNR,CCNR,3.9,10,bullish,-5.74,-3.7,-4.21,-4.17,2.37,-1.97,-2.0,-2.0,-2.0,,,9.0,,,9.0,,,9.0
CEF,CEF,3.9,10,bullish,-6.41,-7.41,-7.97,-10.2,-16.92,-2.0,-1.7,-1.48,-1.64,,,98.0,,,98.0,,,98.0
CEV,CEV,2.0,10,bearish,-0.68,-0.97,1.29,-1.63,-3.31,-1.08,-0.74,0.5,-0.78,,,98.0,,,98.0,,,98.0
CG,CG,3.3,10,bullish,-2.27,-4.29,-3.66,-14.41,-11.08,-0.67,-1.26,-0.54,-0.88,,,66.0,,,66.0,,,66.0
CGDG,CGDG,3.8,10,bullish,-1.23,-0.96,-1.49,-1.62,1.79,-0.69,-1.25,-1.21,-0.92,,,11.0,,,11.0,,,11.0
CGDV,Dividend Grw,3.7,10,bullish,-2.23,-1.3,0.0,0.91,8.47,0.35,-0.43,-0.5,-1.19,,,28.0,,,28.0,,,28.0
CGGE,CGGE,3.8,10,bullish,-3.2,-2.69,-0.8,-1.12,6.93,0.29,-0.92,-0.71,-1.8,,,9.0,,,9.0,,,9.0
CGGO,CGGO,3.7,10,bullish,-6.0,-4.48,-0.76,-0.66,12.68,1.18,-0.72,-0.64,-2.0,,,28.0,,,28.0,,,28.0
