ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
CLNFF,55.83,54.73,2.01,OPTIMAL,95,1.48,0.9,60.32,-7.45,,,,0.554,205.5,77.6,43.0,stalling,55.1,WARNING,-10.4,3,Parabolic,-9.66,12.79,34.43,XLB,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.17, 'median_ttg': 1.0, 'prob_good': 38.9, 'prob_bad': 40.3}",76.9
AXGN,33.22,32.63,1.81,OPTIMAL,95,1.48,0.9,30.62,8.48,,,,0.319,-156.9,81.5,25.0,clean,44.0,CAUTION,-7.7,3,Parabolic,13.46,1.87,10.81,,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.5, 'median_ttg': 1.0, 'prob_good': 35.8, 'prob_bad': 41.8}",75.0
SOYB,24.28,23.67,2.57,OPTIMAL,95,1.48,0.9,24.34,-0.23,,,,0.849,72.4,76.2,52.0,stalling,43.7,CAUTION,-3.0,1,Basing,0.25,3.5,6.4,DBA,commodity,Commodity,21.0,True,False,"{'grade': 'OK', 'median_mae': -3.17, 'median_ttg': 1.0, 'prob_good': 38.9, 'prob_bad': 40.3}",73.0
CLMT,29.0,27.9,3.94,OPTIMAL,95,1.48,0.9,29.15,-0.5,,,,0.003,6.5,87.4,14.0,clean,28.6,CAUTION,-7.7,3,Parabolic,-1.16,11.62,43.28,,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -3.42, 'median_ttg': 2.0, 'prob_good': 36.7, 'prob_bad': 41.9}",72.4
LMT,648.86,646.14,0.42,OPTIMAL,95,1.48,0.9,657.53,-1.32,,,,0.014,7.0,78.0,41.0,clean,37.4,CAUTION,-6.2,3,Parabolic,-2.3,1.79,36.64,XLI,equity,Equity,11.0,False,False,"{'grade': 'OK', 'median_mae': -3.47, 'median_ttg': 2.0, 'prob_good': 37.2, 'prob_bad': 43.3}",71.8
TGT,117.24,115.88,1.17,OPTIMAL,95,1.48,0.9,119.22,-1.66,,,,0.239,43.1,76.0,54.0,clean,38.8,CAUTION,-7.0,3,Parabolic,-2.41,4.04,20.9,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -3.12, 'median_ttg': 1.0, 'prob_good': 39.2, 'prob_bad': 38.3}",71.5
CME,311.54,303.43,2.67,OPTIMAL,95,1.48,0.9,310.63,0.29,,,,0.42,61.3,75.9,56.0,clean,38.3,CAUTION,-5.3,2,Sustained Uptrend,-2.37,3.28,14.37,,equity,Equity,19.0,False,False,"{'grade': 'OK', 'median_mae': -3.42, 'median_ttg': 2.0, 'prob_good': 36.7, 'prob_bad': 41.9}",71.3
MAMA,16.45,16.02,2.74,OPTIMAL,95,1.48,0.9,16.21,1.49,,,,0.09,56.6,84.4,18.0,clean,28.4,CAUTION,-7.8,3,Parabolic,-0.69,9.12,22.89,XLP,equity,Equity,37.0,False,False,"{'grade': 'OK', 'median_mae': -3.12, 'median_ttg': 1.0, 'prob_good': 39.2, 'prob_bad': 38.3}",71.3
FET,55.88,54.2,3.12,OPTIMAL,95,1.48,0.9,57.1,-2.13,,,,0.116,76.8,68.6,108.0,clean,46.4,CAUTION,-12.1,3,Parabolic,-2.81,15.04,57.6,XLE,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -3.42, 'median_ttg': 2.0, 'prob_good': 36.7, 'prob_bad': 41.9}",71.2
DBB,24.06,23.97,0.39,OPTIMAL,95,1.48,0.9,24.21,-0.63,,,,0.522,44.1,73.9,72.0,clean,39.7,CAUTION,-7.6,2,Sustained Uptrend,-1.07,1.99,6.98,IAU,commodity,Commodity,45.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.19, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 52.7}",71.0
GNR,72.93,72.9,0.04,OPTIMAL,95,1.48,0.9,72.99,-0.08,,,,0.014,-6.5,78.9,37.0,clean,32.3,CAUTION,-4.2,3,Parabolic,0.21,0.84,16.46,XLB,sector,Sector,34.0,False,False,"{'grade': 'OK', 'median_mae': -3.56, 'median_ttg': 2.0, 'prob_good': 36.2, 'prob_bad': 41.8}",70.6
GPRE,15.77,14.34,9.94,OPTIMAL,90,1.5,1.11,15.47,1.92,,,,0.855,244.0,92.8,5.0,clean,21.5,HEALTHY,-4.5,3,Parabolic,5.56,13.29,61.58,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.72, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 56.8}",70.4
BKGI,44.81,44.6,0.47,OPTIMAL,95,1.48,0.9,44.67,0.3,,,,0.138,-20.0,75.6,60.0,clean,35.1,CAUTION,-3.6,2,Sustained Uptrend,0.49,0.76,11.58,VXUS,index,Index,1.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.68, 'median_ttg': 1.0, 'prob_good': 42.7, 'prob_bad': 35.9}",70.2
ROST,209.71,201.7,3.97,OPTIMAL,95,1.48,0.9,210.24,-0.25,,,,0.64,94.4,67.2,120.0,clean,44.0,CAUTION,-3.3,3,Parabolic,-1.15,7.63,14.52,HYG,equity,Equity,37.0,False,False,"{'grade': 'OK', 'median_mae': -3.12, 'median_ttg': 1.0, 'prob_good': 39.2, 'prob_bad': 38.3}",70.0
ES,73.21,72.04,1.63,OPTIMAL,95,1.48,0.9,73.81,-0.81,,,,0.148,20.2,74.9,62.0,clean,34.8,CAUTION,-4.2,2,Sustained Uptrend,-0.87,4.11,8.46,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -3.12, 'median_ttg': 1.0, 'prob_good': 39.2, 'prob_bad': 38.3}",69.9
XEL,82.12,80.77,1.67,OPTIMAL,95,1.48,0.9,82.14,-0.03,,,,0.013,6.6,76.3,51.0,clean,32.1,CAUTION,-2.5,1,Basing,0.02,3.98,9.96,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -3.12, 'median_ttg': 1.0, 'prob_good': 39.2, 'prob_bad': 38.3}",69.6
BG,122.68,119.75,2.44,OPTIMAL,95,1.48,0.9,119.68,2.51,,,,0.003,-5.7,81.0,28.0,clean,26.4,CAUTION,-3.6,3,Parabolic,3.27,0.77,31.53,XLB,sector,Sector,34.0,False,False,"{'grade': 'OK', 'median_mae': -3.56, 'median_ttg': 2.0, 'prob_good': 36.2, 'prob_bad': 41.8}",69.5
GUNR,54.35,53.69,1.23,OPTIMAL,95,1.48,0.9,54.15,0.36,,,,0.128,21.2,81.6,24.0,clean,25.6,CAUTION,-3.1,3,Parabolic,0.63,3.17,18.36,IAU,sector,Sector,34.0,False,False,"{'grade': 'OK', 'median_mae': -3.56, 'median_ttg': 2.0, 'prob_good': 36.2, 'prob_bad': 41.8}",69.5
KDEF,60.38,58.85,2.6,OPTIMAL,95,1.48,0.9,60.85,-0.77,,,,0.236,74.9,73.9,72.0,clean,34.5,CAUTION,-10.4,3,Parabolic,-5.82,10.87,39.09,XLI,index,Index,28.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.68, 'median_ttg': 1.0, 'prob_good': 42.7, 'prob_bad': 35.9}",69.5
CENX,56.8,52.43,8.34,OPTIMAL,90,1.5,1.11,54.99,3.3,,,,0.713,180.8,94.5,2.0,clean,15.7,HEALTHY,-3.9,3,Parabolic,4.33,14.3,75.76,XLK,commodity,Commodity,45.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.72, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 56.8}",69.3
CACI,607.59,601.18,1.06,OPTIMAL,95,1.48,0.9,613.49,-0.96,,,,0.474,96.5,65.0,133.0,clean,44.0,CAUTION,-11.1,2,Sustained Uptrend,-4.05,8.23,3.59,,equity,Equity,11.0,False,False,"{'grade': 'OK', 'median_mae': -3.47, 'median_ttg': 2.0, 'prob_good': 37.2, 'prob_bad': 43.3}",69.2
PL,25.19,24.05,4.74,OPTIMAL,95,1.48,0.9,25.27,-0.32,,,,0.424,116.8,69.0,103.0,clean,39.3,CAUTION,-18.5,3,Parabolic,-2.44,18.27,44.19,XLK,equity,Equity,11.0,False,False,"{'grade': 'OK', 'median_mae': -3.47, 'median_ttg': 2.0, 'prob_good': 37.2, 'prob_bad': 43.3}",69.2
