ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,42.01,21.17,72.38,89.15,167.58,504.46,1467.54,3.42,1.23,1.88,3.01,2.91,4,True,True,True,True,True,153.86,436.43,1247.73,149.27,418.02,1024.55,120.59,352.29,1222.24,-0.0411,XLB,0.36,0.9,clean,1.65,confirmed,none,strong_buy,94.04475043029261,97.30923694779116,88.43373493975903,6,100.0,95.4,1
CF,131.46,36.74,68.24,43.44,75.21,172.91,275.06,1.86,0.64,1.73,2.3,1.59,3,True,True,True,True,True,61.49,104.88,55.25,56.9,86.47,-167.92,28.22,20.74,29.76,1.5919,XLE,0.48,2.99,overextended,2.194,confirmed,none,none,89.12220309810671,82.89156626506025,99.19678714859438,6,100.0,93.2,2
CLMT,30.34,2.53,51.7,63.91,148.08,470.3,131.25,20.4,1.24,2.32,3.18,0.28,3,True,True,True,True,True,134.36,402.27,-88.56,129.77,383.86,-311.74,101.09,318.13,-114.05,1.201,,,-0.31,clean,1.367,normal,none,strong_buy,87.76439089692101,82.89156626506025,98.714859437751,6,100.0,92.7,3
NYT,84.52,9.23,19.53,47.27,72.0,69.28,561.86,2.12,2.42,1.52,0.96,8.11,4,True,True,True,True,True,58.28,1.25,342.05,53.69,-17.16,118.88,25.01,-82.89,316.56,-0.0028,,,0.72,clean,1.146,normal,none,strong_buy,82.47083572384777,97.30923694779116,89.79919678714859,6,100.0,92.2,4
VLO,240.32,20.37,45.85,40.67,82.06,226.07,274.44,2.25,0.89,2.02,2.76,1.21,3,True,True,True,True,True,68.33,158.05,54.63,63.75,139.63,-168.55,35.07,73.9,29.14,0.329,XLE,0.67,1.5,clean,1.472,normal,none,strong_buy,88.0283036909543,82.89156626506025,94.85943775100402,6,100.0,92.0,5
MPC,243.8,24.53,46.51,26.26,63.53,353.5,549.79,1.9,0.56,2.42,5.56,1.56,3,True,True,True,True,True,49.8,285.47,329.98,45.21,267.06,106.8,16.53,201.33,304.49,0.2928,XLE,0.68,1.94,clean,1.385,normal,none,strong_buy,86.92675463759802,82.89156626506025,94.29718875502007,6,100.0,91.5,6
EFXT,21.69,9.21,42.7,99.17,171.46,212.54,187.28,4.63,2.32,1.73,1.24,0.88,3,True,True,True,True,True,157.74,144.51,-32.53,153.15,126.1,-255.7,124.47,60.37,-58.02,-0.0918,XLI,0.37,-0.0,clean,1.506,confirmed,none,none,89.91776630330847,82.89156626506025,87.06827309236948,6,100.0,91.0,7
PBR,20.16,20.65,70.41,49.89,41.28,137.46,258.08,3.41,0.71,0.83,3.33,1.88,3,True,True,True,True,True,27.55,69.43,38.27,22.96,51.02,-184.9,-5.72,-14.71,12.78,-0.069,XLE,0.54,1.47,clean,1.43,normal,none,strong_buy,86.65710460891185,82.89156626506025,87.71084337349397,6,100.0,90.1,8
FTI,70.26,6.25,55.58,77.69,131.19,797.32,211.02,8.9,1.4,1.69,6.08,0.26,3,True,True,True,True,True,117.47,729.29,-8.79,112.88,710.88,-231.96,84.2,645.15,-34.28,-0.2883,XLE,0.51,-0.15,clean,1.193,normal,none,strong_buy,89.86421877988143,82.89156626506025,82.40963855421687,6,100.0,90.0,9
WMT,123.52,-1.78,11.38,20.23,45.72,181.29,449.44,-6.4,1.78,2.26,3.96,2.48,4,False,False,True,True,False,32.0,113.26,229.63,27.41,94.85,6.46,-1.27,29.12,204.14,0.0899,XLP,0.62,-0.71,clean,0.845,normal,none,none,73.67565500095621,97.30923694779116,91.64658634538154,6,100.0,89.9,10
