ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
SITM,729.51,664.36,9.81,OPTIMAL,90,1.5,1.11,734.97,-0.74,,,,0.263,324.9,94.5,2.0,clean,40.0,CAUTION,-19.1,3,Parabolic,4.66,41.47,83.36,XLK,equity,Equity,16.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.55, 'median_ttg': 2.0, 'prob_good': 24.7, 'prob_bad': 57.5}",76.6
WTTR,18.14,17.55,3.37,OPTIMAL,95,1.48,0.9,19.21,-5.58,,,,0.687,222.5,81.4,27.0,stalling,45.6,CAUTION,-11.4,3,Parabolic,-8.84,9.81,30.97,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",75.4
DNTH,90.86,87.74,3.55,OPTIMAL,95,1.48,0.9,86.99,4.44,,,,0.004,5.8,85.9,18.0,clean,40.0,CAUTION,-5.8,3,Parabolic,2.41,8.59,71.08,HYG,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",75.3
TRGP,262.13,255.33,2.66,OPTIMAL,95,1.48,0.9,270.37,-3.05,,,,0.49,100.9,81.3,28.0,stalling,40.0,CAUTION,-6.4,3,Parabolic,-3.16,5.54,13.37,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",73.7
VLO,244.85,242.54,0.95,OPTIMAL,95,1.48,0.9,247.91,-1.23,,,,0.002,-4.4,77.9,46.0,clean,40.0,CAUTION,-7.2,3,Parabolic,-3.51,1.91,20.15,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",72.5
PSX,176.71,170.56,3.61,OPTIMAL,95,1.48,0.9,176.37,0.19,,,,0.057,21.3,76.8,53.0,clean,40.0,CAUTION,-7.3,2,Sustained Uptrend,-1.47,7.01,15.91,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",72.1
REX,48.26,48.23,0.06,OPTIMAL,95,1.48,0.9,49.08,-1.67,,,,0.078,-20.3,74.3,69.0,clean,40.0,CAUTION,-9.6,3,Parabolic,-1.07,2.07,34.99,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",71.3
EACO,104.99,96.5,8.8,OPTIMAL,90,1.5,1.11,103.29,1.64,,,,0.737,182.3,81.5,24.0,clean,36.3,CAUTION,-3.7,2,Sustained Uptrend,0.0,16.59,34.19,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",70.9
UNF,268.03,259.28,3.37,OPTIMAL,95,1.48,0.9,264.14,1.47,,,,0.788,79.9,77.0,52.0,clean,34.5,CAUTION,-5.5,2,Sustained Uptrend,1.4,4.01,15.24,,index,Index,3.0,False,False,"{'grade': 'OK', 'median_mae': -2.65, 'median_ttg': 2.0, 'prob_good': 40.1, 'prob_bad': 36.0}",70.5
SATS,131.07,127.12,3.11,OPTIMAL,95,1.48,0.9,131.64,-0.43,,,,0.218,98.7,71.8,99.0,clean,40.0,CAUTION,-11.0,2,Sustained Uptrend,-7.57,5.96,20.95,IAU,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",70.4
