ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.9,10,bullish,0.23,-5.43,-0.25,-1.25,24.97,2.0,-0.91,-0.5,-2.0,,,60.0,,,60.0,,,60.0
ACWI,ACWI,3.3,10,bullish,1.03,-1.12,-0.42,-1.54,15.81,2.0,-1.08,-0.57,-0.89,,,61.0,,,61.0,,,61.0
ACWX,ACWX,3.3,10,bullish,0.83,-2.44,-1.27,-1.26,13.81,1.9,-0.92,-0.84,-1.39,,,61.0,,,61.0,,,61.0
AFK,Africa,2.0,10,bearish,0.78,-3.92,-4.21,-6.87,3.54,-0.72,-1.52,-1.19,-1.26,,,60.0,,,60.0,,,60.0
AGF,AGF,0.2,10,bullish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,46.0,,,46.0,,,46.0
AGG,Agg Bond,0.0,10,bearish,0.18,0.75,0.62,0.37,0.84,0.43,0.36,0.88,1.48,,,83.0,,,83.0,,,83.0
AIA,AIA,3.9,10,bullish,-0.64,-7.45,-1.4,-2.5,34.24,2.0,-1.17,-0.81,-2.0,,,61.0,,,61.0,,,61.0
AIQ,AIQ,3.7,10,bullish,1.31,-4.28,0.34,-3.2,41.24,2.0,-0.97,-0.3,-1.43,,,38.0,,,38.0,,,38.0
AIRR,AIRR,4.1,10,bullish,0.84,-1.25,1.65,0.84,19.87,0.74,-0.66,-0.12,-0.77,,,44.0,,,44.0,,,44.0
AIS,AIS,5.1,10,bullish,2.44,-6.99,7.04,6.3,98.72,2.0,-0.34,0.31,-1.73,,,3.0,,,3.0,,,3.0
ALAI,ALAI,3.6,10,bullish,1.77,-2.69,3.5,-0.22,41.73,1.76,-0.58,0.35,-1.0,,,3.0,,,3.0,,,3.0
AMG,AMG,3.5,10,bullish,0.99,-4.16,-3.43,13.04,27.32,0.83,1.02,-1.2,-1.35,,,98.0,,,98.0,,,98.0
AMLP,AMLP,2.0,10,bearish,2.62,2.07,-0.81,-1.39,-3.31,-0.96,-0.64,-0.47,1.21,,,55.0,,,55.0,,,55.0
APIE,APIE,4.2,10,bullish,1.11,-1.21,-0.55,-0.39,11.86,1.36,-0.51,-0.47,-0.74,,,14.0,,,14.0,,,14.0
APO,APO,2.0,10,bearish,-6.34,-15.07,-14.23,-9.94,5.91,0.43,-1.0,-2.0,-2.0,,,55.0,,,55.0,,,55.0
ARES,ARES,3.9,10,bullish,-5.51,-14.54,-20.24,-14.6,1.24,0.28,-1.08,-2.0,-2.0,,,44.0,,,44.0,,,44.0
ARGT,ARGT,2.0,10,bearish,0.87,-3.4,-6.53,-4.72,4.69,0.13,-0.57,-0.99,-0.67,,,55.0,,,55.0,,,55.0
ARKF,ARKF,3.9,10,bullish,3.74,1.9,3.26,-4.76,10.48,0.26,-0.44,0.59,0.5,,,38.0,,,38.0,,,38.0
ARKG,ARKG,2.4,10,bullish,9.8,16.37,26.56,24.15,69.37,2.0,1.9,2.0,2.0,,,44.0,,,44.0,,,44.0
ARKK,ARKK,3.4,10,bullish,5.1,2.81,6.58,-0.47,24.76,0.63,-0.29,0.9,0.55,,,44.0,,,44.0,,,44.0
ARKQ,ARKQ,0.0,10,bearish,3.36,-1.27,-0.79,-10.73,16.49,0.06,-1.69,-0.43,-0.47,,,44.0,,,44.0,,,44.0
ARKW,ARKW,3.8,10,bullish,4.0,0.52,1.94,-4.13,24.43,0.63,-0.54,0.26,0.11,,,44.0,,,44.0,,,44.0
