ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,39.65,32.21,65.55,88.99,149.84,510.0,1296.13,2.04,1.36,1.68,3.4,2.54,4,True,True,True,True,True,133.1,443.26,1070.13,126.14,425.06,840.32,103.79,355.94,1043.35,-0.0411,XLB,0.34,1.67,clean,1.916,confirmed,none,strong_buy,94.22319981477193,97.0421393841167,88.57374392220422,6,100.0,95.4,1
VLO,240.38,19.74,49.34,49.66,83.52,260.28,454.89,2.5,1.01,1.68,3.12,1.75,4,True,True,True,True,True,66.79,193.54,228.9,59.82,175.34,-0.91,37.48,106.22,202.12,0.3692,XLE,0.66,1.45,clean,1.403,normal,none,strong_buy,89.57320367368989,97.0421393841167,95.46191247974069,6,100.0,95.4,1
MPC,236.0,19.94,40.38,27.25,55.31,319.85,537.15,2.02,0.67,2.03,5.78,1.68,4,True,True,True,True,True,38.58,253.11,311.15,31.61,234.91,81.34,9.27,165.8,284.37,0.2928,XLE,0.67,1.56,clean,1.356,normal,none,strong_buy,85.83970054796634,97.0421393841167,94.40842787682334,6,100.0,94.0,3
CNQ,48.24,13.79,54.63,56.18,66.53,302.38,483.37,3.96,1.03,1.18,4.54,1.6,3,True,True,True,True,True,49.8,235.64,257.38,42.83,217.44,27.57,20.49,148.32,230.6,0.6621,XLE,0.63,1.06,clean,1.367,normal,none,strong_buy,88.89789303079417,81.72609400324149,97.3257698541329,6,100.0,92.5,4
CF,117.85,21.27,50.53,38.5,53.21,140.95,231.6,2.38,0.76,1.38,2.65,1.64,3,True,True,True,True,True,36.47,74.21,5.6,29.5,56.01,-224.21,7.16,-13.11,-21.18,1.5919,XLE,0.48,1.7,clean,2.079,confirmed,none,strong_buy,86.06930616655089,81.72609400324149,99.18962722852513,6,100.0,92.0,5
ISSC,30.41,25.04,111.62,166.75,335.67,401.82,1022.14,4.46,1.49,2.01,1.2,2.54,3,True,True,True,True,True,318.94,335.08,796.15,311.97,316.88,566.33,289.63,247.76,769.36,-0.2062,XLI,0.41,0.25,clean,1.363,normal,none,strong_buy,95.70502431118314,81.72609400324149,84.6839546191248,6,100.0,92.0,5
NYT,81.24,4.17,15.02,39.09,67.16,59.61,535.18,3.6,2.6,1.72,0.89,8.98,4,True,True,True,True,True,50.42,-7.13,309.19,43.45,-25.33,79.38,21.11,-94.45,282.41,-0.0028,,,-0.03,clean,1.169,normal,none,strong_buy,79.01134521880064,97.0421393841167,89.9513776337115,6,100.0,91.1,7
EFXT,21.35,9.77,42.33,98.97,179.45,205.87,170.6,4.33,2.34,1.81,1.15,0.83,3,True,True,True,True,True,162.71,139.13,-55.4,155.74,120.93,-285.21,133.4,51.82,-82.18,-0.0918,XLI,0.36,0.08,clean,1.376,normal,none,strong_buy,89.70440688430963,81.72609400324149,87.19611021069692,6,100.0,90.7,8
EZPW,25.92,2.19,32.2,46.3,86.78,362.95,781.8,14.72,1.44,1.87,4.18,2.15,4,True,True,True,True,True,70.04,296.21,555.81,63.07,278.01,325.99,40.73,208.89,529.03,-0.4802,XLI,0.51,-0.39,clean,0.828,normal,none,strong_buy,85.11229451261866,97.0421393841167,78.44408427876823,6,100.0,90.6,9
PBR,19.16,21.37,63.52,51.86,36.6,136.31,267.15,2.97,0.82,0.71,3.72,1.96,3,True,True,True,True,True,19.86,69.57,41.15,12.89,51.37,-188.66,-9.45,-17.74,14.37,-0.069,XLE,0.54,1.57,clean,1.38,normal,none,strong_buy,86.31241799799336,81.72609400324149,87.84440842787681,6,100.0,89.8,10
