ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,4.1,10,bullish,-0.82,-2.16,-1.68,-7.4,8.64,0.12,-2.0,-0.78,-0.99,,,78.0,,,78.0,,,78.0
ACWI,ACWI,4.0,10,bullish,-0.56,-1.81,-2.88,-5.9,-0.56,-0.97,-2.0,-1.32,-1.0,,,81.0,,,81.0,,,81.0
ACWX,ACWX,4.1,10,bullish,-0.9,-2.38,-3.02,-8.29,3.02,-1.07,-2.0,-1.25,-1.16,,,81.0,,,81.0,,,81.0
AFK,Africa,3.5,10,bullish,-2.98,-4.85,-8.1,-15.86,-3.5,-2.0,-2.0,-2.0,-1.64,,,78.0,,,78.0,,,78.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,63.0,,,63.0,,,63.0
AGG,Agg Bond,0.1,10,bullish,-0.34,-0.56,-1.39,-1.84,-1.27,-1.67,-2.0,-1.91,-0.98,,,92.0,,,92.0,,,92.0
AIA,AIA,4.0,10,bullish,-1.31,-2.21,-0.49,-6.01,16.69,0.74,-1.44,-0.43,-0.83,,,81.0,,,81.0,,,81.0
AIQ,AIQ,4.2,10,bullish,-0.98,-1.93,-2.89,-2.99,-2.83,-0.9,-0.79,-0.89,-0.74,,,35.0,,,35.0,,,35.0
AIRR,AIRR,5.0,10,bullish,1.18,0.98,-1.33,-8.46,12.9,0.18,-2.0,-0.76,0.0,,,42.0,,,42.0,,,42.0
ALAI,ALAI,3.8,10,bullish,-1.29,-2.32,-1.83,-3.36,-5.87,-0.86,-0.79,-0.69,-0.84,,,3.0,,,3.0,,,3.0
AMG,AMG,4.1,10,bullish,2.31,3.27,0.17,-1.97,2.61,-0.92,-0.97,-0.39,0.52,,,100.0,,,100.0,,,100.0
APIE,APIE,3.6,10,bullish,-0.74,-2.85,-3.23,-9.36,-3.63,-2.0,-2.0,-1.17,-1.24,,,12.0,,,12.0,,,12.0
