date,lambda_max,lambda_plus,rmt_ratio,n_significant,n_assets,rmt_risk,magnetization,avg_correlation,ising_risk,composite_score,composite_status,score_rmt,score_ising,score_breadth,score_vix,score_credit
2026-04-23,,,,,,,0.4631712217916311,0.4426160575401952,NORMAL,45.342609857405826,NORMAL,50.0,14.03804928702913,100.0,31.033333333333328,7.600000000000051
