target_date,window,similar_date,correlation
2026-03-17,25Y,2026-03-16,0.7753
2026-03-17,25Y,2026-03-13,0.7414
2026-03-17,25Y,2026-03-12,0.6941
2026-03-17,25Y,2026-03-11,0.6057
2026-03-17,25Y,2005-04-05,0.5359
2026-03-17,25Y,2002-10-10,0.5314
2026-03-17,25Y,2022-05-06,0.5208
2026-03-17,25Y,2023-08-28,0.5059
2026-03-17,25Y,2022-04-29,0.5042
2026-03-17,25Y,2022-05-05,0.5026
2026-03-17,25Y,2026-03-10,0.5015
2026-03-17,25Y,2009-03-09,0.5007
2026-03-17,25Y,2022-05-09,0.4941
2026-03-17,25Y,2024-10-31,0.4912
2026-03-17,25Y,2005-04-04,0.4877
2026-03-17,25Y,2008-07-07,0.486
2026-03-17,25Y,2010-06-01,0.4805
2026-03-17,25Y,2024-10-29,0.4803
2026-03-17,25Y,2018-10-22,0.4784
2026-03-17,25Y,2000-05-10,0.4773
2026-03-17,25Y,2005-04-01,0.477
2026-03-17,25Y,2010-05-28,0.4766
2026-03-17,25Y,2008-06-23,0.4744
2026-03-17,25Y,2008-06-30,0.4737
2026-03-17,25Y,2023-08-29,0.4732
2026-03-17,25Y,2024-10-30,0.4684
2026-03-17,25Y,2021-10-05,0.4667
2026-03-17,25Y,2005-03-31,0.4651
2026-03-17,25Y,2004-03-17,0.4644
2026-03-17,25Y,2008-07-03,0.4637
2026-03-17,25Y,2018-02-21,0.4607
2026-03-17,25Y,2018-10-19,0.4593
2026-03-17,25Y,2008-07-01,0.4577
2026-03-17,25Y,2008-06-24,0.4572
2026-03-17,25Y,2001-03-19,0.4568
2026-03-17,25Y,2022-05-13,0.4567
2026-03-17,25Y,2002-10-09,0.4565
2026-03-17,25Y,2009-03-10,0.4563
2026-03-17,25Y,2023-08-25,0.4562
2026-03-17,25Y,2010-02-11,0.4555
2026-03-17,25Y,2004-05-17,0.455
2026-03-17,25Y,2010-06-02,0.4531
2026-03-17,25Y,2005-04-06,0.4507
2026-03-17,25Y,2022-05-12,0.4503
2026-03-17,25Y,2022-05-02,0.4502
2026-03-17,25Y,2021-10-12,0.4495
