ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.2,10,bullish,-1.38,1.37,6.5,7.11,22.43,2.0,0.71,1.33,0.17,,,70.0,,,70.0,,,70.0
ACWI,ACWI,3.2,10,bullish,0.02,0.56,2.6,4.45,11.03,1.11,0.73,0.71,0.03,,,70.0,,,70.0,,,70.0
ACWX,ACWX,3.0,10,bullish,-0.05,0.59,2.77,3.98,10.05,1.01,0.52,0.66,0.03,,,70.0,,,70.0,,,70.0
AFK,Africa,2.0,10,bearish,-0.36,-0.94,2.13,2.36,0.4,-1.14,-0.19,0.13,-0.51,,,70.0,,,70.0,,,70.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,39.0,,,39.0,,,39.0
AGG,Agg Bond,3.0,10,bearish,-0.02,-0.34,0.45,-0.11,-1.58,-1.36,-0.24,0.58,-0.73,,,81.0,,,81.0,,,81.0
AIA,AIA,3.2,10,bullish,-1.39,2.27,8.81,12.56,35.43,2.0,1.1,1.35,0.26,,,70.0,,,70.0,,,70.0
AIQ,AIQ,4.2,10,bullish,-1.97,2.61,10.02,16.5,37.1,2.0,1.65,1.69,0.46,,,39.0,,,39.0,,,39.0
AIRR,AIRR,3.1,10,bullish,3.38,1.0,5.15,0.86,16.14,0.25,-0.7,0.75,-0.03,,,52.0,,,52.0,,,52.0
AIS,AIS,8.8,10,bullish,2.09,3.74,17.53,25.92,86.11,2.0,1.35,1.8,0.26,,,14.0,,,14.0,,,14.0
ALAI,ALAI,5.1,10,bullish,-2.44,1.27,6.45,11.99,32.97,1.3,1.05,0.93,0.07,,,14.0,,,14.0,,,14.0
AMG,AMG,0.0,10,bearish,10.7,10.52,11.11,10.27,11.91,-0.28,0.79,1.9,2.0,,,99.0,,,99.0,,,99.0
AMLP,AMLP,2.6,10,bullish,2.03,1.54,-2.11,-1.21,1.12,-0.13,-0.73,-1.22,0.88,,,68.0,,,68.0,,,68.0
APIE,APIE,3.6,10,bullish,0.99,0.88,2.43,3.52,7.04,0.42,0.53,0.63,0.25,,,31.0,,,31.0,,,31.0
APO,APO,3.8,10,bullish,0.15,0.71,-2.9,-1.45,15.44,1.29,-0.16,-0.45,0.14,,,65.0,,,65.0,,,65.0
ARES,ARES,3.9,10,bullish,1.37,3.57,6.87,6.13,11.5,0.82,0.65,0.98,0.73,,,52.0,,,52.0,,,52.0
ARGT,ARGT,2.9,10,bullish,-4.02,-1.08,5.48,5.17,9.38,0.49,0.44,0.7,-0.25,,,65.0,,,65.0,,,65.0
ARKF,ARKF,3.5,10,bullish,-6.12,-4.31,-1.82,-4.04,-2.84,-0.35,-0.48,-0.31,-0.98,,,39.0,,,39.0,,,39.0
ARKG,ARKG,2.0,10,bearish,4.37,6.3,22.78,21.79,26.03,1.49,1.86,2.0,0.93,,,48.0,,,48.0,,,48.0
ARKK,ARKK,0.0,10,bearish,-1.46,-1.16,5.58,4.56,8.22,-0.17,0.11,0.59,-0.42,,,48.0,,,48.0,,,48.0
ARKQ,ARKQ,3.3,10,bullish,-0.25,-2.98,4.44,9.53,15.43,-0.07,0.5,0.34,-0.97,,,48.0,,,48.0,,,48.0
ARKW,ARKW,3.5,10,bullish,-5.01,-2.51,1.14,3.39,12.06,0.07,0.08,0.02,-0.68,,,48.0,,,48.0,,,48.0
ARKX,ARKX,3.7,10,bullish,-0.08,-3.66,4.97,12.71,15.72,0.01,0.82,0.4,-1.09,,,36.0,,,36.0,,,36.0
