ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,4.1,10,bullish,-5.09,-1.87,-2.34,-7.77,7.09,-0.16,-2.0,-0.96,-0.89,,,70.0,,,70.0,,,70.0
ACWI,ACWI,4.0,10,bullish,-3.76,-2.15,-3.63,-6.7,-1.46,-1.13,-2.0,-1.6,-1.17,,,76.0,,,76.0,,,76.0
ACWX,ACWX,4.2,10,bullish,-5.08,-2.68,-4.23,-9.36,1.5,-1.51,-2.0,-1.65,-1.3,,,76.0,,,76.0,,,76.0
AFK,Africa,3.8,10,bullish,-7.49,-3.07,-8.72,-16.36,-4.47,-2.0,-2.0,-2.0,-1.14,,,70.0,,,70.0,,,70.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,56.0,,,56.0,,,56.0
AGG,Agg Bond,0.3,10,bullish,-1.14,-0.55,-1.46,-2.2,-1.41,-1.8,-2.0,-2.0,-0.99,,,90.0,,,90.0,,,90.0
AIA,AIA,4.2,10,bullish,-5.6,-1.18,-0.7,-6.42,15.58,0.6,-1.51,-0.47,-0.55,,,76.0,,,76.0,,,76.0
AIQ,AIQ,4.2,10,bullish,-4.46,-2.03,-3.52,-4.13,-3.27,-0.94,-0.94,-1.04,-0.77,,,39.0,,,39.0,,,39.0
AIRR,AIRR,4.6,10,bullish,-3.26,-0.74,-2.4,-10.69,10.83,0.01,-2.0,-1.02,-0.54,,,46.0,,,46.0,,,46.0
ALAI,ALAI,3.7,10,bullish,-3.75,-1.34,-1.19,-4.66,-6.2,-0.88,-0.94,-0.56,-0.58,,,4.0,,,4.0,,,4.0
AMG,AMG,3.9,10,bullish,-0.25,2.29,-2.66,-13.67,2.45,-0.92,-2.0,-0.92,0.28,,,100.0,,,100.0,,,100.0
APIE,APIE,4.0,10,bullish,-5.31,-3.47,-4.6,-10.47,-4.73,-2.0,-2.0,-1.59,-1.49,,,11.0,,,11.0,,,11.0
APO,APO,7.0,10,bullish,2.86,7.24,3.04,-5.36,-23.5,-1.44,-0.38,0.51,1.38,,,57.0,,,57.0,,,57.0
ARES,ARES,5.9,10,bullish,0.19,4.04,-3.76,-18.47,-37.17,-1.82,-1.29,-0.34,0.77,,,46.0,,,46.0,,,46.0
ARGT,ARGT,4.5,10,bullish,-2.24,0.05,-1.14,-9.19,-2.7,-0.41,-0.96,-0.21,-0.03,,,57.0,,,57.0,,,57.0
ARKF,ARKF,4.1,10,bullish,-5.21,-1.3,-3.37,2.37,-17.51,-0.9,0.08,-0.58,-0.35,,,39.0,,,39.0,,,39.0
ARKG,ARKG,5.5,10,bullish,-4.23,-1.18,-7.36,-12.79,-10.42,-1.04,-1.46,-1.1,-0.29,,,46.0,,,46.0,,,46.0
ARKK,ARKK,5.4,10,bullish,-5.35,-1.57,-4.49,-4.28,-11.0,-0.82,-0.64,-0.83,-0.45,,,46.0,,,46.0,,,46.0
ARKQ,ARKQ,4.8,10,bullish,-5.9,-2.23,-3.4,-9.45,4.44,-0.53,-1.5,-0.92,-0.74,,,46.0,,,46.0,,,46.0
ARKW,ARKW,5.4,10,bullish,-5.1,-1.39,-2.62,-0.06,-16.53,-0.92,-0.21,-0.55,-0.41,,,46.0,,,46.0,,,46.0
ARKX,ARKX,3.4,10,bullish,-5.9,-1.92,-3.52,-8.97,10.52,-0.19,-1.4,-0.9,-0.67,,,26.0,,,26.0,,,26.0
ARTY,ARTY,4.3,10,bullish,-4.99,-1.32,-0.44,-6.5,3.76,-0.32,-1.18,-0.39,-0.54,,,39.0,,,39.0,,,39.0
ASEA,ASEA,3.9,10,bullish,-3.11,0.37,-0.37,-6.54,3.43,-0.35,-2.0,-0.41,-0.04,,,57.0,,,57.0,,,57.0
ASHR,ASHR,4.0,10,bullish,-3.49,-3.46,-2.29,-4.46,-1.64,-1.11,-1.59,-1.05,-1.64,,,46.0,,,46.0,,,46.0
AVDE,AVDE,4.9,10,bullish,-4.72,-2.82,-5.27,-10.11,1.1,-1.73,-2.0,-1.99,-1.38,,,39.0,,,39.0,,,39.0
AVDV,AVDV,4.3,10,bullish,-4.92,-3.36,-7.53,-11.49,4.19,-1.36,-2.0,-2.0,-1.52,,,39.0,,,39.0,,,39.0
AVEM,AVEM,3.5,10,bullish,-4.99,-1.8,-2.85,-8.41,6.55,-0.34,-2.0,-1.17,-0.92,,,39.0,,,39.0,,,39.0
AVES,AVES,3.4,10,bullish,-4.43,-1.85,-3.13,-9.13,3.98,-0.64,-2.0,-1.27,-0.96,,,31.0,,,31.0,,,31.0
AVIV,AVIV,4.9,10,bullish,-4.42,-2.39,-4.63,-9.44,2.51,-1.63,-2.0,-1.8,-1.21,,,31.0,,,31.0,,,31.0
AVNM,AVNM,3.9,10,bullish,-4.73,-2.6,-4.68,-9.75,1.39,-1.68,-2.0,-1.84,-1.32,,,11.0,,,11.0,,,11.0
BAI,BAI,3.5,10,bullish,-2.39,0.84,2.39,-3.82,6.02,-0.1,-0.81,0.13,-0.0,,,4.0,,,4.0,,,4.0
BAM,BAM,5.3,10,bullish,-3.6,-0.07,-6.88,-14.32,-17.02,-1.31,-1.55,-1.12,0.0,,,11.0,,,11.0,,,11.0
BATT,BATT,4.2,10,bullish,-8.34,-6.15,-5.89,-11.35,1.1,-0.93,-2.0,-1.44,-1.64,,,39.0,,,39.0,,,39.0
BBCA,BBCA,4.7,10,bullish,-4.69,-3.28,-5.51,-6.08,-0.28,-1.81,-2.0,-2.0,-1.96,,,39.0,,,39.0,,,39.0
BBEU,BBEU,5.2,10,bullish,-5.27,-3.39,-5.63,-10.78,-3.41,-2.0,-2.0,-2.0,-1.54,,,39.0,,,39.0,,,39.0
BBIN,BBIN,4.9,10,bullish,-4.77,-2.84,-4.77,-10.21,-2.41,-2.0,-2.0,-1.71,-1.31,,,39.0,,,39.0,,,39.0
BBJP,BBJP,4.2,10,bullish,-4.55,-2.56,-4.21,-11.01,-3.37,-2.0,-2.0,-1.23,-0.98,,,39.0,,,39.0,,,39.0
BEN,BEN,0.0,10,bearish,-4.71,-2.78,-10.59,-13.88,-0.89,-0.56,-1.9,-2.0,-0.85,,,100.0,,,100.0,,,100.0
BIL,BIL,0.0,10,neutral,0.05,0.07,0.14,0.04,-0.05,-0.28,0.48,0.86,0.47,,,76.0,,,76.0,,,76.0
BINV,BINV,3.7,10,bullish,-4.63,-2.75,-5.36,-10.48,-0.8,-2.0,-2.0,-1.98,-1.35,,,5.0,,,5.0,,,5.0
BITO,BITO,0.0,10,bearish,-5.75,-1.33,2.98,4.31,-23.68,-0.49,0.82,0.63,-0.05,,,26.0,,,26.0,,,26.0
BITQ,BITQ,0.0,10,bearish,-5.95,-0.34,5.27,5.65,3.82,-0.18,0.09,0.26,-0.2,,,33.0,,,33.0,,,33.0
BK,BK,5.1,10,bullish,-1.02,-1.06,-0.25,-2.73,1.22,-1.02,-0.95,-0.42,-0.6,,,100.0,,,100.0,,,100.0
BKCH,BKCH,0.0,10,bearish,-7.17,-1.88,3.11,-4.18,-6.31,-0.51,-0.45,0.01,-0.36,,,33.0,,,33.0,,,33.0
BKGI,BKGI,4.6,10,bullish,-4.13,-2.21,-2.73,-3.04,8.3,0.07,-1.76,-1.58,-1.39,,,11.0,,,11.0,,,11.0
BKIE,BKIE,4.1,10,bullish,-4.85,-2.85,-5.31,-9.91,-1.82,-2.0,-2.0,-1.95,-1.37,,,33.0,,,33.0,,,33.0
BLK,BLK,3.9,10,bullish,-1.35,3.66,0.26,-11.41,-10.06,-1.09,-1.83,0.01,0.97,,,100.0,,,100.0,,,100.0
BLOK,BLOK,4.7,10,bullish,-5.2,-1.72,-1.29,-4.08,-9.85,-0.75,-0.55,-0.35,-0.45,,,46.0,,,46.0,,,46.0
BN,BN,4.2,10,bullish,-3.65,-0.29,-7.14,-17.15,-14.06,-1.55,-2.0,-1.38,-0.16,,,100.0,,,100.0,,,100.0
BND,Total Bond,0.2,10,bullish,-1.09,-0.52,-1.44,-2.21,-1.44,-1.83,-2.0,-2.0,-0.94,,,76.0,,,76.0,,,76.0
BNDX,BNDX,2.0,10,bullish,-1.01,-0.4,-1.3,-2.29,-3.02,-2.0,-2.0,-1.85,-0.79,,,55.0,,,55.0,,,55.0
BNO,BNO,4.0,10,bullish,7.13,7.91,20.41,55.6,89.61,2.0,2.0,2.0,1.22,,,57.0,,,57.0,,,57.0
BOTZ,BOTZ,5.0,10,bullish,-5.03,-3.53,-6.9,-13.04,-4.0,-0.74,-2.0,-1.51,-1.06,,,46.0,,,46.0,,,46.0
BUZZ,BUZZ,3.2,10,bullish,-5.63,-3.07,-3.76,-3.61,-6.23,-0.79,-0.63,-0.81,-0.82,,,33.0,,,33.0,,,33.0
BWX,BWX,2.2,10,bullish,-1.08,0.09,-1.97,-4.36,-2.62,-1.19,-2.0,-1.34,0.07,,,76.0,,,76.0,,,76.0
BX,BX,5.4,10,bullish,-1.4,3.42,0.03,-12.19,-27.91,-1.31,-0.91,0.11,0.77,,,76.0,,,76.0,,,76.0
CCNR,CCNR,3.6,10,bullish,-3.52,-1.35,-1.6,-3.79,19.48,0.96,-1.64,-0.93,-0.76,,,4.0,,,4.0,,,4.0
CEF,CEF,4.1,10,bullish,-12.62,-13.4,-16.57,-12.25,-0.87,-1.81,-2.0,-2.0,-2.0,,,100.0,,,100.0,,,100.0
CG,CG,5.5,10,bullish,-1.55,3.26,-3.62,-11.04,-18.77,-0.93,-0.91,-0.51,0.49,,,55.0,,,55.0,,,55.0
CGDG,CGDG,4.1,10,bullish,-3.61,-2.37,-3.61,-6.74,-0.85,-1.65,-2.0,-1.89,-1.48,,,9.0,,,9.0,,,9.0
CGDV,Dividend Grw,3.7,10,bullish,-3.1,-2.32,-3.72,-6.65,-0.96,-1.01,-2.0,-1.74,-1.31,,,26.0,,,26.0,,,26.0
CGGE,CGGE,3.6,10,bullish,-3.94,-2.26,-3.91,-7.3,-2.58,-1.54,-2.0,-1.71,-1.23,,,4.0,,,4.0,,,4.0
CGGO,CGGO,3.3,10,bullish,-4.66,-2.13,-3.54,-7.52,-1.32,-0.96,-2.0,-1.43,-1.06,,,26.0,,,26.0,,,26.0
CGIC,CGIC,3.7,10,bullish,-4.61,-2.39,-4.07,-9.13,0.88,-1.87,-2.0,-1.73,-1.27,,,4.0,,,4.0,,,4.0
