ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.3,10,bullish,0.17,-8.12,-5.29,-4.56,11.61,0.43,-1.58,-1.92,-2.0,,,96.0,,,96.0,,,96.0
ACWI,ACWI,3.5,10,bullish,-1.39,-4.04,-3.43,-2.12,6.51,0.1,-1.3,-1.92,-2.0,,,98.0,,,98.0,,,98.0
ACWX,ACWX,3.5,10,bullish,-0.39,-4.04,-3.55,-2.72,4.86,-0.42,-1.35,-1.68,-2.0,,,98.0,,,98.0,,,98.0
AFK,Africa,3.4,10,bullish,-1.83,-4.67,-6.27,-10.86,-4.35,-1.56,-2.0,-1.68,-1.55,,,96.0,,,96.0,,,96.0
AGF,AGF,0.1,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,74.0,,,74.0,,,74.0
AGG,Agg Bond,0.0,10,bullish,0.14,-0.19,-0.5,-0.62,-1.35,-1.17,-0.81,-0.79,-0.42,,,99.0,,,99.0,,,99.0
AIA,AIA,3.4,10,bullish,0.06,-10.49,-6.1,-3.72,19.56,0.79,-1.36,-1.87,-2.0,,,98.0,,,98.0,,,98.0
AIQ,AIQ,4.7,10,bullish,-1.86,-11.28,-5.75,-2.37,22.92,1.11,-0.87,-1.64,-2.0,,,46.0,,,46.0,,,46.0
AIRR,AIRR,4.6,10,bullish,-4.06,-5.18,-5.15,-5.85,9.38,-0.72,-1.89,-1.8,-2.0,,,57.0,,,57.0,,,57.0
AIS,AIS,5.8,10,bullish,-0.82,-14.92,-7.26,-0.96,56.95,1.82,-0.95,-1.69,-2.0,,,6.0,,,6.0,,,6.0
ALAI,ALAI,6.9,10,bullish,-3.3,-8.89,-6.23,-1.81,21.03,0.51,-0.83,-1.73,-2.0,,,10.0,,,10.0,,,10.0
AMG,AMG,3.4,10,bullish,-0.44,7.62,8.9,11.31,18.88,0.25,0.91,1.36,1.6,,,100.0,,,100.0,,,100.0
AMLP,AMLP,2.9,10,bullish,0.0,0.34,0.15,-1.25,0.69,-0.22,-0.73,-0.1,0.1,,,86.0,,,86.0,,,86.0
APIE,APIE,4.4,10,bullish,-1.3,-3.1,-3.35,-2.31,1.92,-0.63,-1.06,-1.5,-1.64,,,19.0,,,19.0,,,19.0
APO,APO,5.9,10,bullish,2.43,5.46,0.67,0.52,23.6,1.84,0.03,0.08,1.18,,,86.0,,,86.0,,,86.0
ARES,ARES,5.4,10,bullish,2.12,4.23,1.37,2.97,24.02,1.44,0.39,0.28,0.86,,,57.0,,,57.0,,,57.0
ARGT,ARGT,5.4,10,bullish,0.69,-2.67,-3.52,2.27,2.73,0.01,0.16,-0.55,-0.54,,,86.0,,,86.0,,,86.0
ARKF,ARKF,4.3,10,bullish,-1.05,-5.38,-7.97,-11.19,-8.17,-0.54,-1.15,-1.2,-1.14,,,38.0,,,38.0,,,38.0
ARKG,ARKG,6.3,10,bullish,-1.68,-3.15,2.46,9.72,18.72,0.85,0.62,0.06,-0.74,,,51.0,,,51.0,,,51.0
ARKK,ARKK,5.4,10,bullish,-1.99,-6.59,-6.34,-8.77,-0.08,-0.54,-1.18,-1.14,-1.53,,,51.0,,,51.0,,,51.0
ARKQ,ARKQ,4.0,10,bullish,-4.05,-10.43,-11.09,-9.37,2.4,-1.01,-1.65,-2.0,-2.0,,,56.0,,,56.0,,,56.0
ARKW,ARKW,4.8,10,bullish,-1.63,-7.43,-7.17,-8.84,3.94,-0.22,-1.06,-1.22,-1.7,,,56.0,,,56.0,,,56.0
ARKX,ARKX,4.3,10,bullish,-3.94,-8.76,-10.16,-6.3,3.35,-0.89,-1.21,-1.95,-2.0,,,29.0,,,29.0,,,29.0
ARMG,ARMG,10.0,10,bullish,-20.03,-46.27,-3.96,82.73,392.86,2.0,1.32,-0.38,-2.0,,,5.0,,,5.0,,,5.0
ARTY,ARTY,5.0,10,bullish,-2.9,-14.3,-3.53,-1.05,37.3,1.58,-0.75,-1.01,-2.0,,,41.0,,,41.0,,,41.0
ASEA,ASEA,3.6,10,bullish,0.15,-2.49,-1.76,-1.06,1.08,-1.11,-0.83,-1.04,-1.57,,,86.0,,,86.0,,,86.0
ASHR,ASHR,2.2,10,bullish,-0.63,-4.17,-3.51,-5.07,2.15,-0.75,-2.0,-1.72,-2.0,,,57.0,,,57.0,,,57.0
AVDE,AVDE,5.1,10,bullish,-2.39,-4.36,-5.0,-4.74,0.53,-1.38,-1.91,-2.0,-2.0,,,33.0,,,33.0,,,33.0
AVDV,AVDV,5.1,10,bullish,-3.13,-5.73,-6.43,-6.57,-0.06,-1.77,-2.0,-2.0,-2.0,,,33.0,,,33.0,,,33.0
AVEM,AVEM,4.5,10,bullish,-0.1,-7.19,-5.58,-4.89,9.58,-0.01,-1.76,-2.0,-2.0,,,33.0,,,33.0,,,33.0
AVES,AVES,4.0,10,bullish,-0.9,-6.09,-5.39,-5.61,3.73,-0.73,-1.91,-2.0,-2.0,,,29.0,,,29.0,,,29.0
AVIV,AVIV,5.0,10,bullish,-1.97,-3.87,-4.32,-3.79,0.53,-1.58,-1.75,-2.0,-2.0,,,29.0,,,29.0,,,29.0
AVNM,AVNM,4.5,10,bullish,-0.6,-4.08,-4.11,-3.82,3.52,-0.98,-1.71,-1.96,-2.0,,,19.0,,,19.0,,,19.0
BAGAX,BAGAX,3.9,10,bullish,-2.04,-4.48,0.0,3.36,12.12,0.86,0.48,0.15,-0.52,,,98.0,,,98.0,,,98.0
BAI,BAI,5.9,10,bullish,0.07,-11.85,-8.44,-5.75,32.35,1.04,-1.34,-1.89,-2.0,,,7.0,,,7.0,,,7.0
BAM,BAM,3.6,10,bullish,-1.04,0.99,-6.72,-6.6,2.31,0.38,-0.77,-1.24,0.36,,,19.0,,,19.0,,,19.0
BATT,BATT,3.6,10,bullish,-3.91,-12.46,-11.29,-14.72,-0.72,-1.73,-2.0,-2.0,-2.0,,,46.0,,,46.0,,,46.0
BBCA,BBCA,4.5,10,bullish,-0.39,-1.37,-0.61,-0.33,2.41,-1.26,-0.87,-0.76,-1.16,,,38.0,,,38.0,,,38.0
BBEU,BBEU,4.4,10,bullish,-0.45,-1.27,-2.71,-1.11,2.52,-0.42,-0.67,-1.23,-0.77,,,46.0,,,46.0,,,46.0
BBIN,BBIN,4.8,10,bullish,-0.73,-2.41,-3.01,-2.13,2.0,-0.68,-1.03,-1.39,-1.36,,,33.0,,,33.0,,,33.0
BBJP,BBJP,3.8,10,bullish,-1.41,-4.48,-3.12,-3.15,3.82,-0.44,-1.16,-1.16,-1.88,,,46.0,,,46.0,,,46.0
BEN,BEN,2.0,10,bearish,-0.61,2.54,-1.67,-1.3,24.71,1.1,-0.52,-0.59,0.48,,,100.0,,,100.0,,,100.0
BIL,BIL,0.0,10,neutral,0.02,0.07,-0.16,-0.01,0.01,0.23,-0.05,-0.99,0.49,,,98.0,,,98.0,,,98.0
BINV,BINV,4.4,10,bullish,-0.26,-0.47,-1.98,-1.86,0.6,-1.17,-1.04,-1.1,-0.44,,,10.0,,,10.0,,,10.0
BITO,BITO,3.0,10,bearish,2.55,-5.28,-17.43,-24.73,-13.36,0.03,-1.71,-1.81,-0.64,,,29.0,,,29.0,,,29.0
BITQ,BITQ,2.8,10,bullish,-1.6,-11.52,-12.93,-11.33,20.01,0.12,-1.05,-1.39,-1.6,,,29.0,,,29.0,,,29.0
BK,BK,3.3,10,bullish,1.53,-0.57,1.89,8.49,23.18,1.58,0.95,-0.01,-0.61,,,100.0,,,100.0,,,100.0
BKCH,BKCH,2.7,10,bullish,-1.69,-12.99,-15.4,-13.83,22.22,-0.04,-0.99,-1.32,-1.47,,,34.0,,,34.0,,,34.0
BKGI,BKGI,3.7,10,bullish,0.15,0.93,-0.94,-0.81,2.41,-0.84,-0.91,-0.85,0.37,,,19.0,,,19.0,,,19.0
BKIE,BKIE,4.4,10,bullish,-0.58,-2.29,-2.73,-2.11,1.76,-0.8,-1.11,-1.41,-1.4,,,31.0,,,31.0,,,31.0
BLK,BLK,2.0,10,bearish,1.51,2.0,-5.57,-6.53,6.26,0.32,-1.11,-1.26,0.58,,,100.0,,,100.0,,,100.0
BLOK,BLOK,5.0,10,bullish,-1.26,-8.79,-9.05,-7.46,12.46,0.06,-0.95,-1.38,-1.75,,,49.0,,,49.0,,,49.0
BN,BN,3.9,10,bullish,0.02,1.66,-3.04,-3.73,10.04,0.38,-0.74,-0.75,0.37,,,100.0,,,100.0,,,100.0
BND,Total Bond,0.0,10,bullish,0.11,-0.21,-0.5,-0.63,-1.33,-1.15,-0.84,-0.81,-0.45,,,98.0,,,98.0,,,98.0
BNDX,BNDX,0.1,10,bullish,-0.23,-0.27,-0.66,-0.17,-0.73,-0.18,0.03,-0.85,-0.45,,,66.0,,,66.0,,,66.0
BNO,BNO,3.4,10,bullish,0.51,-4.6,0.63,-6.47,16.85,-0.11,-0.92,-0.25,-1.0,,,86.0,,,86.0,,,86.0
BOTZ,BOTZ,4.2,10,bullish,-4.58,-10.01,-9.56,-12.27,-0.17,-0.85,-2.0,-2.0,-2.0,,,50.0,,,50.0,,,50.0
BUZZ,BUZZ,4.9,10,bullish,-3.42,-10.19,-9.04,-5.34,12.98,0.15,-0.91,-1.64,-2.0,,,31.0,,,31.0,,,31.0
BWX,BWX,0.1,10,bullish,-0.09,-0.78,-1.45,-2.56,-2.51,-0.79,-1.3,-1.03,-0.66,,,98.0,,,98.0,,,98.0
BX,BX,4.6,10,bullish,2.71,7.44,0.41,-2.41,10.47,0.69,-0.13,0.13,1.63,,,98.0,,,98.0,,,98.0
CCNR,CCNR,4.9,10,bullish,-1.97,-6.79,-5.2,-7.21,-1.2,-2.0,-2.0,-2.0,-2.0,,,10.0,,,10.0,,,10.0
CEF,CEF,3.8,10,bullish,-6.1,-10.55,-11.23,-20.11,-23.07,-2.0,-2.0,-1.91,-2.0,,,100.0,,,100.0,,,100.0
CEV,CEV,3.0,10,bearish,1.76,1.76,1.76,0.19,-1.14,-0.58,-0.11,0.72,1.13,,,100.0,,,100.0,,,100.0
