ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
BG,XLB,4.0,88.2,72.0,81.4,,,,,,,6.0,,,82.7,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Consumer Defensive
AA,IAU,11.0,86.0,36.0,84.7,,,,,,,5.0,,,83.3,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Basic Materials
GUNR,XLB,22.0,83.1,53.0,82.4,,,,,,4.4,,,,84.9,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
GNR,XLB,45.0,78.2,69.0,81.5,,,,,,4.0,,,,81.8,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
FAN,VGK,50.0,76.4,99.0,79.8,,,,,,3.2,,,,84.6,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
LIT,VXUS,50.0,76.4,117.0,78.9,,,,,,3.5,,,,84.2,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
CW,XLI,89.0,72.1,28.0,86.0,,,,,,,5.0,,,83.4,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
CENX,IAU,2.0,90.9,5.0,92.4,,,,,,,,,,80.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
LINC,--,8.0,87.2,1.0,95.2,,,,,,,,,,85.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TYRA,--,10.0,86.3,79.0,81.0,,,,,,,,,,88.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
GSG,DBA,11.0,86.0,42.0,83.5,,,,,,3.4,,,,73.6,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
SYRE,VXUS,16.0,84.2,148.0,77.4,,,,,,,,,,87.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
SQM,VXUS,17.0,84.0,,,,,,,,,5.0,,,84.3,HEALTHY,bearish,3,"['ranker', 'stock_secrot', 'pullback_health']",Basic Materials
MRK,XLP,19.0,83.6,41.0,83.6,,,,,,,3.0,,,83.2,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
TIGO,XLI,21.0,83.3,46.0,83.1,,,,,,,,,,85.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
DBC,IAU,25.0,82.7,16.0,87.7,,,,,,3.1,,,,75.3,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
ROST,XLY,26.0,82.0,25.0,86.2,,,,,,,3.0,,,88.0,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Cyclical
JNJ,XLP,34.0,80.8,136.0,78.0,,,,,,,2.0,,,81.6,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
NYT,XLC,35.0,80.3,19.0,86.9,,,,,,,4.0,,,85.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Communication Services
FTI,XLI,35.0,80.3,10.0,88.7,,,,,,,4.0,,,82.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
