ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
KLAC,XLK,45.0,78.2,134.0,77.8,,,,,,,5.0,,,86.8,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
GNR,XLB,71.0,75.8,63.0,81.0,,,,,,3.2,,,,88.8,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
RBC,XLI,98.0,72.9,32.0,83.3,,,,,,,5.0,,,84.9,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
CW,XLI,124.0,70.8,14.0,85.7,,,,,,,5.0,,,85.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
EFXT,XLI,3.0,90.5,6.0,87.9,,,,,,,,,,81.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ANRO,XLI,4.0,89.2,122.0,78.4,,,,,,,,,,87.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
AEIS,XLI,5.0,88.0,71.0,80.4,,,,,,,,,,86.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TERN,--,6.0,87.2,13.0,86.1,,,,,,,,,,84.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
MTZ,XLI,8.0,86.5,11.0,86.5,,,,,,,3.0,,,81.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
ESE,XLI,9.0,86.0,22.0,84.8,,,,,,,,,,85.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
DNTH,HYG,12.0,84.5,134.0,77.8,,,,,,,,,,80.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PLOW,XLI,13.0,84.4,64.0,80.9,,,,,,,,,,84.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
EZPW,XLI,20.0,82.7,2.0,91.3,,,,,,,,,,83.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
SQM,VXUS,21.0,82.6,,,,,,,,,5.0,,,85.0,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Basic Materials
BKR,XLB,24.0,82.4,34.0,83.1,,,,,,,6.0,,,60.0,CAUTION,bullish,3,"['ranker', 'ranker_long', 'stock_secrot']",Energy
XPO,XLI,29.0,81.2,56.0,81.3,,,,,,,2.0,,,84.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
GLNCY,VXUS,30.0,81.0,82.0,79.9,,,,,,,,,,86.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
FORM,XLI,31.0,80.6,7.0,87.3,,,,,,,,,,85.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TNGX,--,35.0,79.7,5.0,88.4,,,,,,,,,,84.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ESP,XLI,38.0,79.5,12.0,86.4,,,,,,,,,,85.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
NATR,XLV,40.0,79.0,30.0,83.6,,,,,,,,,,80.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
COHR,XLK,40.0,79.0,122.0,78.4,,,,,,,3.0,,,89.2,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Technology
FTAI,XLI,44.0,78.3,75.0,80.2,,,,,,,7.0,,,55.8,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Industrials
CSX,XLI,48.0,77.8,143.0,77.4,,,,,,,4.0,,,81.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
ERAS,--,53.0,77.3,58.0,81.2,,,,,,,,,,90.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PBR,XLE,60.0,76.7,47.0,81.8,,,,,,,7.0,,,66.7,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Energy
DLX,XLF,63.0,76.4,68.0,80.5,,,,,,,,,,86.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
STT,XLF,70.0,75.9,,,,,,,,3.2,1.0,,,83.6,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",Financial Services
NUE,XLB,74.0,75.6,72.0,80.3,,,,,,,4.0,,,83.7,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Basic Materials
GLW,VXUS,80.0,74.8,,,,,,,,,6.0,,,87.2,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Technology
HUBB,XLI,88.0,74.5,95.0,79.4,,,,,,,2.0,,,89.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
SKM,XLU,90.0,74.1,88.0,79.6,,,,,,,,,,86.5,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
DAN,XLB,93.0,74.0,8.0,87.2,,,,,,,,,,85.3,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
AL,HYG,98.0,72.9,145.0,77.2,,,,,,,,,,81.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
SII,IAU,98.0,72.9,38.0,83.0,,,,,,4.8,,,,60.0,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
LIT,VXUS,105.0,72.4,,,,,,,,2.5,,,,90.1,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
VRT,XLK,110.0,72.1,,,,,,,,,5.0,,,86.4,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Industrials
BK,XLF,112.0,72.0,,,,,,,,3.4,2.0,,,90.8,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",Financial Services
HWM,XLI,115.0,71.7,9.0,86.9,,,,,,,2.0,,,81.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
POWL,XLI,117.0,71.5,16.0,85.5,,,,,,,,,,91.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
FIX,XLI,121.0,71.3,51.0,81.5,,,,,,,4.0,,,91.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
KLIC,XLI,125.0,70.7,75.0,80.2,,,,,,,,,,88.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
IESC,XLI,129.0,70.5,49.0,81.7,,,,,,,,,,90.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
RAAX,IAU,139.0,69.9,,,,,,,,3.4,,,,86.5,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
JCI,XLI,140.0,69.8,145.0,77.2,,,,,,,2.0,,,84.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
HALFF,--,142.0,69.7,47.0,81.8,,,,,,3.5,,,,45.8,WARNING,none,3,"['ranker', 'ranker_long', 'secrot']",
WDC,--,,,31.0,83.5,,,,,,,5.0,,,86.3,HEALTHY,bullish,3,"['ranker_long', 'stock_secrot', 'pullback_health']",Technology
AA,--,,,51.0,81.5,,,,,,,5.0,,,84.6,HEALTHY,bullish,3,"['ranker_long', 'stock_secrot', 'pullback_health']",Basic Materials
GUNR,--,,,58.0,81.2,,,,,,3.4,,,,88.1,HEALTHY,none,3,"['ranker_long', 'secrot', 'pullback_health']",
TER,--,,,64.0,80.9,,,,,,,5.0,,,87.5,HEALTHY,bullish,3,"['ranker_long', 'stock_secrot', 'pullback_health']",Technology
SNDK,--,,,72.0,80.3,,,,,,,6.0,,,90.7,HEALTHY,bullish,3,"['ranker_long', 'stock_secrot', 'pullback_health']",Technology
DXJ,--,,,90.0,79.5,,,,,,3.1,,,,80.3,HEALTHY,none,3,"['ranker_long', 'secrot', 'pullback_health']",
AIRR,--,,,108.0,78.9,,,,,,3.3,,,,89.6,HEALTHY,none,3,"['ranker_long', 'secrot', 'pullback_health']",
STX,--,,,116.0,78.6,,,,,,,6.0,,,86.6,HEALTHY,bullish,3,"['ranker_long', 'stock_secrot', 'pullback_health']",Technology
PHYS,--,,,125.0,78.3,,,,,,3.1,6.0,,,54.3,CAUTION,none,3,"['ranker_long', 'secrot', 'stock_secrot']",Financial Services
MU,--,,,131.0,78.0,,,,,,,6.0,,,92.1,HEALTHY,bullish,3,"['ranker_long', 'stock_secrot', 'pullback_health']",Technology
SRZN,XLI,1.0,96.2,,,,,,,,,,,,86.1,HEALTHY,none,2,"['ranker', 'pullback_health']",
AXTI,XLK,2.0,93.7,116.0,78.6,,,,,,,,,,76.8,CAUTION,bullish,2,"['ranker', 'ranker_long']",
LITE,XLI,6.0,87.2,44.0,82.0,,,,,,,2.0,,,72.7,CAUTION,bullish,2,"['ranker', 'ranker_long']",Technology
CLMT,--,11.0,85.6,27.0,84.2,,,,,,,,,,60.0,CAUTION,none,2,"['ranker', 'ranker_long']",
KNX,XLI,14.0,83.8,,,,,,,,,,,,84.3,HEALTHY,none,2,"['ranker', 'pullback_health']",
ALB,XLB,15.0,83.6,,,,,,,,,6.0,,,79.5,CAUTION,bullish,2,"['ranker', 'stock_secrot']",Basic Materials
REX,XLE,15.0,83.6,14.0,85.7,,,,,,,,,,59.5,CAUTION,none,2,"['ranker', 'ranker_long']",
SBLK,XLI,15.0,83.6,50.0,81.6,,,,,,,,,,60.0,CAUTION,none,2,"['ranker', 'ranker_long']",
SYRE,VXUS,19.0,83.2,145.0,77.2,,,,,,,,,,61.3,CAUTION,none,2,"['ranker', 'ranker_long']",
SKE,IAU,21.0,82.6,41.0,82.1,,,,,,,,,,60.0,CAUTION,none,2,"['ranker', 'ranker_long']",
BP,XLE,25.0,82.3,125.0,78.3,,,,,,,3.0,,,72.9,CAUTION,none,2,"['ranker', 'ranker_long']",Energy
PLAB,XLK,26.0,82.2,,,,,,,,,,,,84.1,HEALTHY,bullish,2,"['ranker', 'pullback_health']",
CFG,XLF,28.0,81.4,,,,,,,,,5.0,,,73.5,CAUTION,none,2,"['ranker', 'stock_secrot']",Financial Services
SEI,XLK,34.0,79.8,,,,,,,,,,,,80.8,HEALTHY,bullish,2,"['ranker', 'pullback_health']",
CC,XLB,35.0,79.7,,,,,,,,,,,,87.1,HEALTHY,bullish,2,"['ranker', 'pullback_health']",
PARR,XLE,39.0,79.4,19.0,85.3,,,,,,,,,,72.2,CAUTION,none,2,"['ranker', 'ranker_long']",
TPC,VXUS,42.0,78.8,,,,,,,,,,,,87.5,HEALTHY,none,2,"['ranker', 'pullback_health']",
FPLSF,XLI,43.0,78.7,,,,,,,,,,,,81.8,HEALTHY,none,2,"['ranker', 'pullback_health']",
MRK,XLP,47.0,77.9,113.0,78.7,,,,,,,3.0,,,78.0,CAUTION,bullish,2,"['ranker', 'ranker_long']",Healthcare
LINC,--,49.0,77.7,4.0,90.4,,,,,,,,,,60.0,CAUTION,none,2,"['ranker', 'ranker_long']",
ONTO,XLI,51.0,77.5,,,,,,,,,,,,86.6,HEALTHY,none,2,"['ranker', 'pullback_health']",
SEA,XLI,51.0,77.5,,,,,,,,,,,,84.6,HEALTHY,none,2,"['ranker', 'pullback_health']",
CENX,IAU,54.0,77.2,3.0,91.2,,,,,,,,,,60.0,CAUTION,none,2,"['ranker', 'ranker_long']",
NMM,XLI,55.0,77.1,39.0,82.9,,,,,,,,,,74.1,CAUTION,none,2,"['ranker', 'ranker_long']",
CIEN,VXUS,55.0,77.1,58.0,81.2,,,,,,,2.0,,,60.0,CAUTION,bullish,2,"['ranker', 'ranker_long']",Technology
TEN,XLI,55.0,77.1,19.0,85.3,,,,,,,,,,60.0,CAUTION,none,2,"['ranker', 'ranker_long']",
